,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ヴィーナスシリーズ第１０戦1,1,4924,7.02,6,中北　涼,27,長崎,46,B1,3.63,14.81,3.28,8.0,32.26,32.43
1,ヴィーナスシリーズ第１０戦1,2,4720,7.05,3,西澤日花,26,長崎,44,B2,3.97,15.79,3.65,13.46,31.25,41.38
2,ヴィーナスシリーズ第１０戦1,3,4997,7.02,2,濱崎寿里,27,埼玉,50,B2,2.18,5.13,1.63,0.0,36.11,67.65
3,ヴィーナスシリーズ第１０戦1,4,4998,6.97,1,中村かな,26,東京,45,B1,3.86,20.0,1.13,0.0,33.33,40.0
4,ヴィーナスシリーズ第１０戦1,5,5079,7.01,4,大石真央,22,静岡,47,B2,1.88,0.0,0.0,0.0,36.84,34.29
5,ヴィーナスシリーズ第１０戦1,6,5140,7.01,5,吉田彩乃,19,静岡,52,B2,1.15,0.0,0.0,0.0,30.0,38.46
6,ヴィーナスシリーズ第１０戦2,1,4844,7.01,6,村上奈穂,27,広島,48,B1,4.06,18.18,4.89,21.05,43.59,25.71
7,ヴィーナスシリーズ第１０戦2,2,5108,7.07,5,柴田愛梨,21,群馬,47,B2,1.48,0.0,0.0,0.0,41.18,36.84
8,ヴィーナスシリーズ第１０戦2,3,5129,7.04,4,山口真喜,23,長崎,49,B2,1.41,0.0,1.0,0.0,37.84,33.33
9,ヴィーナスシリーズ第１０戦3,1,4791,7.01,1,黒澤めぐ,30,東京,49,B1,5.42,35.94,3.78,11.11,36.11,38.64
10,ヴィーナスシリーズ第１０戦3,2,4825,7.01,4,倉持莉々,26,東京,50,A2,5.86,33.85,4.57,13.04,48.39,40.0
11,ヴィーナスシリーズ第１０戦3,3,4117,7.02,2,廣中智紗,39,東京,45,A2,6.53,44.57,7.27,60.0,45.95,47.5
12,ヴィーナスシリーズ第１０戦3,4,4974,6.99,3,安井瑞紀,27,岡山,49,B1,4.6,25.29,2.5,7.14,31.82,40.54
13,ヴィーナスシリーズ第１０戦3,5,3182,7.06,5,久保田美,55,群馬,50,B1,3.71,20.83,3.0,4.17,34.29,33.33
14,ヴィーナスシリーズ第１０戦3,6,5013,6.99,6,山下夏鈴,23,三重,45,B1,3.18,12.5,3.0,10.53,51.35,37.21
15,ヴィーナスシリーズ第１０戦4,1,4208,6.94,2,三浦永理,37,静岡,47,B1,6.0,47.62,5.2,30.0,31.91,42.42
16,ヴィーナスシリーズ第１０戦4,2,4183,7.01,3,宇野弥生,34,愛知,47,A1,5.61,37.31,5.05,21.05,52.63,40.0
17,ヴィーナスシリーズ第１０戦4,3,4963,6.93,1,實森美祐,23,広島,47,B1,5.44,35.16,4.83,33.33,35.29,31.43
18,ヴィーナスシリーズ第１０戦4,4,3175,6.96,6,渡辺千草,56,東京,49,A2,5.75,30.43,4.8,20.0,36.84,52.27
19,ヴィーナスシリーズ第１０戦4,5,4947,7.0,5,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,41.67,36.54
20,ヴィーナスシリーズ第１０戦4,6,5069,6.96,4,山崎小葉,19,群馬,44,B1,2.76,4.29,0.0,0.0,37.84,38.46
21,ヴィーナスシリーズ第１０戦5,1,4546,6.96,4,浜田亜理,32,埼玉,47,A2,5.99,41.24,6.27,45.45,40.0,38.89
22,ヴィーナスシリーズ第１０戦5,2,3611,6.95,3,岩崎芳美,48,徳島,48,A1,6.27,43.81,4.38,18.75,53.33,30.77
23,ヴィーナスシリーズ第１０戦5,3,4088,6.97,6,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,32.43,29.17
24,ヴィーナスシリーズ第１０戦5,4,3618,6.92,2,海野ゆか,46,広島,44,A2,6.48,46.51,6.88,53.85,38.24,37.14
25,ヴィーナスシリーズ第１０戦5,5,3871,6.94,1,池田紫乃,44,長崎,44,A2,4.81,29.33,4.67,32.69,42.42,30.77
26,ヴィーナスシリーズ第１０戦5,6,5003,6.98,5,来田衣織,24,兵庫,48,B1,3.41,13.51,1.13,0.0,30.23,29.41
27,ヴィーナスシリーズ第１０戦6,1,4464,6.88,3,山下友貴,34,静岡,43,A2,5.5,30.26,3.71,11.76,35.48,42.5
28,ヴィーナスシリーズ第１０戦6,2,4478,6.91,1,櫻本あゆ,32,東京,46,A2,6.44,50.59,0.0,0.0,34.29,43.24
29,ヴィーナスシリーズ第１０戦6,3,4289,6.93,4,落合直子,35,大阪,46,A1,5.87,38.2,5.69,48.98,31.58,32.43
30,ヴィーナスシリーズ第１０戦6,4,4123,6.94,2,細川裕子,38,愛知,48,A1,6.8,55.17,5.75,25.0,42.42,41.67
31,ヴィーナスシリーズ第１０戦6,5,4473,6.96,5,藤堂里香,33,福井,44,B2,3.8,16.33,4.82,36.36,31.43,44.19
32,ヴィーナスシリーズ第１０戦6,6,4720,6.96,6,西澤日花,26,長崎,44,B2,3.97,15.79,3.65,13.46,31.25,41.38
33,ヴィーナスシリーズ第１０戦7,1,4825,6.92,1,倉持莉々,26,東京,50,A2,5.86,33.85,4.57,13.04,48.39,40.0
34,ヴィーナスシリーズ第１０戦7,2,4924,6.97,2,中北　涼,27,長崎,46,B1,3.63,14.81,3.28,8.0,32.26,32.43
