,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ＢＴＳ高城オープン２２周年記念1,1,4043,6.82,1,桐本康臣,40,三重,55,A1,5.9,41.61,7.94,74.29,19.61,36.05
1,ＢＴＳ高城オープン２２周年記念1,2,3261,6.89,4,大川茂実,57,岡山,50,B1,4.53,21.1,0.0,0.0,29.63,28.0
2,ＢＴＳ高城オープン２２周年記念1,3,3741,6.88,3,松尾基成,46,福岡,56,B1,4.44,23.0,4.49,18.87,38.6,33.33
3,ＢＴＳ高城オープン２２周年記念1,4,2912,6.88,2,尾崎鉄也,64,長崎,56,B1,4.49,27.84,4.53,31.37,20.41,26.76
4,ＢＴＳ高城オープン２２周年記念1,5,5075,6.86,6,中島秀治,24,滋賀,54,B1,3.13,8.6,3.22,0.0,28.3,27.63
5,ＢＴＳ高城オープン２２周年記念1,6,4974,6.83,5,安井瑞紀,27,岡山,48,B1,4.57,25.0,2.0,0.0,24.07,25.3
6,ＢＴＳ高城オープン２２周年記念2,1,4259,6.86,1,真庭明志,36,長崎,52,A2,5.89,43.62,5.38,31.03,25.45,12.99
7,ＢＴＳ高城オープン２２周年記念2,2,4370,6.97,4,山口達也,33,岡山,56,A1,5.92,46.67,7.13,56.25,23.08,30.77
8,ＢＴＳ高城オープン２２周年記念2,3,3953,6.85,2,志道吉和,43,福岡,51,B1,5.14,36.44,5.45,40.63,25.86,32.91
9,ＢＴＳ高城オープン２２周年記念2,4,3994,6.85,5,茶谷　桜,41,滋賀,46,B1,5.11,30.7,3.88,25.0,24.49,25.68
10,ＢＴＳ高城オープン２２周年記念2,5,3478,6.88,3,嶋田貴支,49,香川,51,B1,5.38,30.91,5.71,42.86,38.98,19.18
11,ＢＴＳ高城オープン２２周年記念2,6,3254,6.94,6,柳澤千春,53,香川,46,B1,4.25,17.5,4.68,15.79,22.73,44.71
12,ＢＴＳ高城オープン２２周年記念3,1,4015,6.86,1,前野竜一,40,山口,59,A2,5.61,33.33,6.69,57.14,22.0,25.0
13,ＢＴＳ高城オープン２２周年記念3,2,4084,6.76,3,杉山正樹,40,愛知,55,A1,6.99,50.34,5.8,30.0,41.94,34.67
14,ＢＴＳ高城オープン２２周年記念3,3,3357,6.9,2,福島陽子,51,岡山,49,B1,4.57,19.05,4.7,26.67,33.93,42.67
15,ＢＴＳ高城オープン２２周年記念3,4,3951,6.89,4,石川吉鎬,44,大阪,57,B1,5.44,34.04,5.22,27.78,24.49,42.86
16,ＢＴＳ高城オープン２２周年記念3,5,3268,6.93,5,森　竜也,55,三重,52,A2,6.33,47.42,6.5,50.0,32.69,40.48
17,ＢＴＳ高城オープン２２周年記念3,6,5057,6.89,6,上田紗奈,24,大阪,44,B1,3.85,22.99,1.78,0.0,38.89,23.94
18,ＢＴＳ高城オープン２２周年記念4,1,3788,6.87,1,一宮稔弘,48,徳島,53,A1,6.94,52.5,5.98,47.62,32.56,29.73
19,ＢＴＳ高城オープン２２周年記念4,2,4382,6.91,2,高山智至,35,滋賀,56,A2,5.3,30.94,0.0,0.0,29.63,26.58
20,ＢＴＳ高城オープン２２周年記念4,3,4356,6.92,4,長岡良也,36,兵庫,50,A1,7.15,58.33,7.05,57.89,22.22,43.75
21,ＢＴＳ高城オープン２２周年記念4,4,4623,6.86,6,中北将史,35,三重,52,B1,5.37,31.67,4.72,16.67,30.36,23.94
22,ＢＴＳ高城オープン２２周年記念4,5,3878,6.9,3,胡本悟志,43,山口,52,B1,4.69,28.72,4.88,23.53,39.29,30.0
23,ＢＴＳ高城オープン２２周年記念4,6,4728,6.9,5,山口　亮,32,東京,54,B1,4.74,25.0,4.29,17.65,37.93,40.79
24,ＢＴＳ高城オープン２２周年記念5,1,4105,6.88,1,松下直也,40,兵庫,52,A2,5.37,30.94,5.11,22.22,26.0,31.58
25,ＢＴＳ高城オープン２２周年記念5,2,4514,6.9,5,上條嘉嗣,30,大阪,53,A2,6.07,45.99,5.9,38.1,40.0,34.18
26,ＢＴＳ高城オープン２２周年記念5,3,4596,6.93,2,葛原大陽,37,徳島,50,A2,6.36,44.8,5.4,28.57,26.79,32.89
27,ＢＴＳ高城オープン２２周年記念5,4,4140,6.96,6,梶野学志,39,東京,52,A1,6.94,59.22,6.46,38.46,33.93,24.68
28,ＢＴＳ高城オープン２２周年記念5,5,4786,6.86,4,佐藤博亮,32,愛知,53,A1,7.0,56.1,5.96,50.0,13.46,36.36
29,ＢＴＳ高城オープン２２周年記念5,6,5075,6.91,3,中島秀治,24,滋賀,54,B1,3.13,8.6,3.22,0.0,28.3,27.63
