,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,お盆特選～がばい王者決定戦～1,1,4101,6.73,1,三井所尊,41,佐賀,52,A1,7.21,61.63,7.3,61.94,0.0,38.64
1,お盆特選～がばい王者決定戦～1,2,4632,6.8,3,長尾京志,31,福岡,53,B1,4.98,25.26,0.0,0.0,0.0,31.82
2,お盆特選～がばい王者決定戦～1,3,3617,6.79,4,竹田広樹,47,佐賀,55,B1,4.27,25.53,3.9,20.25,0.0,38.46
3,お盆特選～がばい王者決定戦～1,4,4718,6.88,2,北川太一,27,佐賀,49,B1,5.16,31.65,5.59,36.45,0.0,36.67
4,お盆特選～がばい王者決定戦～1,5,4222,6.8,5,山口高志,38,佐賀,51,B1,5.75,43.64,5.37,34.19,0.0,38.1
5,お盆特選～がばい王者決定戦～1,6,5056,6.78,6,西岡成美,24,徳島,46,B1,3.74,12.12,3.35,11.76,0.0,30.0
6,お盆特選～がばい王者決定戦～2,1,4445,6.74,1,宮地元輝,33,佐賀,55,A1,6.98,59.0,6.99,52.42,0.0,48.78
7,お盆特選～がばい王者決定戦～2,2,4122,6.83,2,安東幸治,38,福岡,56,A2,5.59,38.46,5.74,36.17,0.0,34.88
8,お盆特選～がばい王者決定戦～2,3,5131,6.8,6,江藤敦宏,21,福岡,50,B2,1.12,0.0,0.0,0.0,0.0,32.91
9,お盆特選～がばい王者決定戦～2,4,3153,6.8,3,前川竜次,56,佐賀,51,B1,4.41,22.22,4.91,24.32,0.0,21.52
10,お盆特選～がばい王者決定戦～2,5,5118,6.78,5,野田なづ,20,佐賀,46,B2,1.29,0.0,1.0,0.0,0.0,38.96
11,お盆特選～がばい王者決定戦～2,6,4552,6.78,4,杉山勝匡,31,佐賀,48,B1,4.22,23.47,4.96,38.36,0.0,33.33
12,お盆特選～がばい王者決定戦～3,1,4822,6.72,1,百武　翔,27,佐賀,50,A2,5.43,29.21,5.41,35.59,0.0,31.08
13,お盆特選～がばい王者決定戦～3,2,4503,6.81,3,上野真之,32,佐賀,53,A1,8.05,63.25,7.75,64.42,0.0,36.59
14,お盆特選～がばい王者決定戦～3,3,4724,6.76,4,吉田祐貴,34,佐賀,51,B1,4.58,25.27,4.23,20.79,0.0,24.05
15,お盆特選～がばい王者決定戦～3,4,4938,6.67,2,小芦るり,22,佐賀,48,B1,4.73,28.21,4.32,29.79,0.0,36.9
16,お盆特選～がばい王者決定戦～3,5,5029,6.8,5,中　亮太,23,福岡,52,B1,3.3,14.29,3.63,25.0,0.0,42.86
17,お盆特選～がばい王者決定戦～3,6,5104,6.82,6,山田　丈,21,福岡,51,B2,1.89,0.0,0.0,0.0,0.0,32.1
18,お盆特選～がばい王者決定戦～4,1,4092,6.8,1,岡部大輔,39,佐賀,52,A2,6.27,48.21,5.2,32.1,0.0,36.14
19,お盆特選～がばい王者決定戦～4,2,4500,6.85,3,山田康二,32,佐賀,53,A2,7.76,67.62,7.92,66.39,0.0,42.17
20,お盆特選～がばい王者決定戦～4,3,4994,6.77,2,山本梨菜,22,佐賀,48,B1,4.41,17.14,3.48,8.54,0.0,32.53
21,お盆特選～がばい王者決定戦～4,4,4112,6.77,6,大久保信,40,佐賀,50,A2,5.75,35.29,6.06,40.34,0.0,38.37
