,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ＢＴＳ松浦開設記念1,1,4782,6.91,2,浜崎準也,33,岡山,49,B1,5.93,42.75,4.31,25.0,40.38,36.54
1,ＢＴＳ松浦開設記念1,2,4031,7.01,4,飯島　誠,42,埼玉,52,B1,4.12,26.92,4.4,20.0,17.78,37.04
2,ＢＴＳ松浦開設記念1,3,4041,6.84,5,小林基樹,41,山口,55,B1,4.4,22.79,5.04,30.43,30.77,15.69
3,ＢＴＳ松浦開設記念1,4,4747,6.94,1,山戸信二,35,長崎,51,B1,3.71,13.41,4.24,20.0,28.85,48.15
4,ＢＴＳ松浦開設記念1,5,4855,6.95,3,江頭賢太,24,長崎,51,B1,3.59,15.07,4.96,30.0,30.36,42.86
5,ＢＴＳ松浦開設記念1,6,5136,6.99,6,濱野斗馬,20,香川,54,B2,1.18,0.0,0.0,0.0,30.0,31.11
6,ＢＴＳ松浦開設記念2,1,4725,6.97,1,佐竹太一,34,兵庫,51,B1,4.93,28.8,5.21,33.33,28.57,26.42
7,ＢＴＳ松浦開設記念2,2,3906,7.0,3,飯山晃三,42,長崎,58,B1,4.75,28.45,5.65,38.99,26.42,23.21
8,ＢＴＳ松浦開設記念2,3,3151,7.03,4,落合敬一,56,長崎,56,B1,3.92,12.99,5.12,32.28,54.9,34.55
9,ＢＴＳ松浦開設記念2,4,3211,6.95,2,北川敏弘,58,佐賀,53,B1,4.32,21.65,5.21,33.33,47.27,28.07
10,ＢＴＳ松浦開設記念2,5,4226,6.95,5,村田浩司,38,山口,53,B1,4.56,23.26,4.16,28.89,33.33,30.91
11,ＢＴＳ松浦開設記念2,6,4368,6.98,6,山口隆史,34,福岡,52,B1,4.51,19.44,5.33,30.56,29.63,12.5
12,ＢＴＳ松浦開設記念3,1,4252,6.96,1,松下哲也,37,福岡,51,B1,4.44,21.24,4.33,23.08,54.72,30.36
13,ＢＴＳ松浦開設記念3,2,4121,7.0,4,富永修一,38,福岡,51,B1,5.07,31.91,0.0,0.0,20.45,42.11
14,ＢＴＳ松浦開設記念3,3,4919,6.91,5,吉田翔悟,29,長崎,52,B1,4.83,30.48,4.16,19.85,11.36,19.57
15,ＢＴＳ松浦開設記念3,4,5131,6.9,6,江藤敦宏,21,福岡,51,B2,1.28,0.0,1.13,0.0,39.62,32.2
16,ＢＴＳ松浦開設記念3,5,4946,6.97,2,船越健吾,28,香川,51,B1,4.23,17.58,2.71,17.65,37.5,12.24
17,ＢＴＳ松浦開設記念3,6,4705,6.97,3,吉川勇作,32,長崎,53,B1,4.22,23.58,5.02,30.77,26.53,29.09
18,ＢＴＳ松浦開設記念4,1,4679,6.99,3,植田太一,31,福岡,60,A2,4.0,25.33,6.13,33.33,19.23,40.35
19,ＢＴＳ松浦開設記念4,2,3459,6.91,2,中野和裕,53,佐賀,54,B1,3.74,8.77,3.79,17.86,31.48,29.63
20,ＢＴＳ松浦開設記念4,3,4393,6.95,1,田中孝明,34,福岡,56,B1,4.32,15.85,5.19,33.33,22.73,28.0
21,ＢＴＳ松浦開設記念4,4,4635,6.95,4,峰重力也,30,岡山,53,B1,5.09,30.21,4.63,23.33,37.5,37.5
22,ＢＴＳ松浦開設記念4,5,3522,6.96,5,長溝一生,52,佐賀,52,A2,6.13,45.74,6.0,43.18,23.08,31.03
23,ＢＴＳ松浦開設記念4,6,4457,6.94,6,神田達也,34,愛知,52,B1,4.18,17.95,4.21,10.53,27.27,36.21
24,ＢＴＳ松浦開設記念5,1,3690,7.03,1,河合三弘,49,愛知,52,A2,5.4,39.26,4.2,30.0,34.62,34.55
25,ＢＴＳ松浦開設記念5,2,4855,6.99,4,江頭賢太,24,長崎,51,B1,3.59,15.07,4.96,30.0,30.36,42.86
26,ＢＴＳ松浦開設記念5,3,3246,6.98,3,星野政彦,56,兵庫,54,B1,4.88,26.36,3.86,14.29,28.57,49.09
27,ＢＴＳ松浦開設記念5,4,4184,6.97,5,渡邊雄一,34,大阪,50,A1,6.2,42.64,0.0,0.0,38.46,18.87
28,ＢＴＳ松浦開設記念5,5,4931,6.99,2,木谷賢太,24,香川,53,A2,5.73,41.11,5.61,35.71,44.23,25.64
29,ＢＴＳ松浦開設記念5,6,4309,7.02,6,坂口明義,36,香川,54,B2,2.57,3.57,3.63,10.0,33.33,27.78
30,ＢＴＳ松浦開設記念6,1,3853,6.96,1,岩崎正哉,48,福岡,58,A2,5.73,33.81,5.65,25.0,30.91,37.74
31,ＢＴＳ松浦開設記念6,2,4215,6.95,2,吉島祥之,36,愛知,56,B1,5.05,27.56,5.76,40.0,24.53,44.23
32,ＢＴＳ松浦開設記念6,3,3514,6.95,3,山一鉄也,53,福岡,51,A1,6.8,52.48,6.71,56.36,40.35,28.57
