,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ＢＴＳ松浦開設記念1,1,3906,6.93,1,飯山晃三,42,長崎,58,B1,4.75,28.45,5.65,38.99,26.42,23.21
1,ＢＴＳ松浦開設記念1,2,4393,6.95,2,田中孝明,34,福岡,56,B1,4.32,15.85,5.19,33.33,22.73,28.0
2,ＢＴＳ松浦開設記念1,3,4031,6.97,3,飯島　誠,42,埼玉,52,B1,4.12,26.92,4.4,20.0,17.78,37.04
3,ＢＴＳ松浦開設記念1,4,4705,6.98,4,吉川勇作,32,長崎,53,B1,4.22,23.58,5.02,30.77,26.53,29.09
4,ＢＴＳ松浦開設記念1,5,3151,6.99,5,落合敬一,56,長崎,56,B1,3.92,12.99,5.12,32.28,54.9,34.55
5,ＢＴＳ松浦開設記念1,6,4457,6.98,6,神田達也,34,愛知,52,B1,4.18,17.95,4.21,10.53,27.27,36.21
6,ＢＴＳ松浦開設記念2,1,4226,6.96,4,村田浩司,38,山口,53,B1,4.56,23.26,4.16,28.89,33.33,30.91
7,ＢＴＳ松浦開設記念2,2,3459,6.91,3,中野和裕,53,佐賀,54,B1,3.74,8.77,3.79,17.86,31.48,29.63
8,ＢＴＳ松浦開設記念2,3,4747,6.96,6,山戸信二,35,長崎,51,B1,3.71,13.41,4.24,20.0,28.85,48.15
9,ＢＴＳ松浦開設記念2,4,4368,6.96,1,山口隆史,34,福岡,52,B1,4.51,19.44,5.33,30.56,29.63,12.5
10,ＢＴＳ松浦開設記念2,5,4855,6.91,2,江頭賢太,24,長崎,51,B1,3.59,15.07,4.96,30.0,30.36,42.86
11,ＢＴＳ松浦開設記念2,6,5136,7.0,5,濱野斗馬,20,香川,54,B2,1.18,0.0,0.0,0.0,30.0,31.11
12,ＢＴＳ松浦開設記念3,1,3951,6.91,5,石川吉鎬,44,大阪,56,B1,5.36,31.68,5.0,25.0,50.94,28.89
13,ＢＴＳ松浦開設記念3,2,4121,6.93,4,富永修一,38,福岡,51,B1,5.07,31.91,0.0,0.0,20.45,42.11
14,ＢＴＳ松浦開設記念3,3,3522,6.96,3,長溝一生,52,佐賀,52,A2,6.13,45.74,6.0,43.18,23.08,37.04
15,ＢＴＳ松浦開設記念3,4,3853,6.9,2,岩崎正哉,48,福岡,58,A2,5.73,33.81,5.65,25.0,30.91,37.74
16,ＢＴＳ松浦開設記念3,5,5131,6.89,6,江藤敦宏,21,福岡,51,B2,1.28,0.0,1.13,0.0,39.62,32.2
17,ＢＴＳ松浦開設記念3,6,4309,6.95,1,坂口明義,36,香川,54,B2,2.57,3.57,3.63,10.0,33.33,27.78
18,ＢＴＳ松浦開設記念4,1,4635,6.93,1,峰重力也,30,岡山,53,B1,5.09,30.21,4.63,23.33,37.5,37.5
19,ＢＴＳ松浦開設記念4,2,4946,6.96,5,船越健吾,28,香川,51,B1,4.23,17.58,2.71,17.65,37.5,12.24
20,ＢＴＳ松浦開設記念4,3,4679,6.98,4,植田太一,31,福岡,60,A2,4.0,25.33,6.13,33.33,19.23,40.35
21,ＢＴＳ松浦開設記念4,4,3246,6.91,6,星野政彦,56,兵庫,54,B1,4.88,26.36,3.86,14.29,28.57,49.09
22,ＢＴＳ松浦開設記念4,5,3737,6.94,3,上平真二,46,広島,53,A1,7.56,59.15,0.0,0.0,18.75,39.62
23,ＢＴＳ松浦開設記念4,6,4931,6.87,2,木谷賢太,24,香川,53,A2,5.73,41.11,5.61,35.71,44.23,25.64
24,ＢＴＳ松浦開設記念5,1,3514,6.85,3,山一鉄也,53,福岡,51,A1,6.8,52.48,6.71,56.36,40.35,28.57
25,ＢＴＳ松浦開設記念5,2,4144,6.84,1,石塚久也,39,埼玉,52,A1,6.25,42.47,6.76,55.17,39.22,22.0
26,ＢＴＳ松浦開設記念5,3,4259,6.84,5,真庭明志,36,長崎,52,A2,5.97,45.19,5.89,42.07,37.5,36.54
27,ＢＴＳ松浦開設記念5,4,4252,6.86,6,松下哲也,37,福岡,51,B1,4.44,21.24,4.33,23.08,54.72,30.36
28,ＢＴＳ松浦開設記念5,5,4886,6.89,2,入海　馨,24,岡山,54,A2,5.31,35.96,6.73,53.85,38.89,17.07
29,ＢＴＳ松浦開設記念5,6,4323,6.91,4,山田佑樹,33,岡山,57,B1,5.11,32.73,3.24,12.2,37.04,33.33
30,ＢＴＳ松浦開設記念6,1,3284,6.87,1,渡邊伸太,52,佐賀,53,A1,6.42,48.33,6.3,30.0,17.78,33.33
31,ＢＴＳ松浦開設記念6,2,4547,6.85,4,中田竜太,32,埼玉,50,A1,6.38,45.95,6.31,30.77,33.33,17.78
32,ＢＴＳ松浦開設記念6,3,4041,6.78,3,小林基樹,41,山口,55,B1,4.4,22.79,5.04,30.43,30.77,15.69
33,ＢＴＳ松浦開設記念6,4,4725,6.84,6,佐竹太一,34,兵庫,51,B1,4.93,28.8,5.21,33.33,28.57,26.42
34,ＢＴＳ松浦開設記念6,5,4457,6.9,5,神田達也,34,愛知,52,B1,4.18,17.95,4.21,10.53,27.27,36.21
35,ＢＴＳ松浦開設記念7,1,3623,6.83,3,深川真二,46,佐賀,51,A1,7.54,61.43,7.3,61.36,15.38,42.31
36,ＢＴＳ松浦開設記念7,2,4782,6.82,2,浜崎準也,33,岡山,49,B1,5.93,42.75,4.31,25.0,40.38,36.54
37,ＢＴＳ松浦開設記念7,3,3211,6.82,4,北川敏弘,58,佐賀,53,B1,4.32,21.65,5.21,33.33,47.27,28.07
38,ＢＴＳ松浦開設記念7,4,4215,6.8,5,吉島祥之,36,愛知,56,B1,5.05,27.56,5.76,40.0,24.53,44.23
39,ＢＴＳ松浦開設記念7,5,5131,6.8,6,江藤敦宏,21,福岡,51,B2,1.28,0.0,1.13,0.0,39.62,32.2
40,ＢＴＳ松浦開設記念8,1,4184,6.84,1,渡邊雄一,34,大阪,50,A1,6.2,42.64,0.0,0.0,38.46,18.87
41,ＢＴＳ松浦開設記念8,2,4368,6.92,3,山口隆史,34,福岡,52,B1,4.51,19.44,5.33,30.56,29.63,12.5
42,ＢＴＳ松浦開設記念8,3,2878,6.94,6,富山弘幸,62,大阪,57,A2,5.34,28.18,0.0,0.0,35.59,10.87
43,ＢＴＳ松浦開設記念8,4,4705,6.9,2,吉川勇作,32,長崎,53,B1,4.22,23.58,5.02,30.77,26.53,29.09
44,ＢＴＳ松浦開設記念8,5,3873,6.92,4,別府昌樹,44,広島,52,A2,6.22,43.9,5.64,39.29,23.73,43.4
45,ＢＴＳ松浦開設記念8,6,4919,6.87,5,吉田翔悟,29,長崎,52,B1,4.83,30.48,4.16,19.85,11.36,19.57
46,ＢＴＳ松浦開設記念9,1,4323,6.9,1,山田佑樹,33,岡山,57,B1,5.11,32.73,3.24,12.2,37.04,33.33
47,ＢＴＳ松浦開設記念9,2,4144,6.84,2,石塚久也,39,埼玉,52,A1,6.25,42.47,6.76,55.17,39.22,22.0
48,ＢＴＳ松浦開設記念9,3,3853,6.88,5,岩崎正哉,48,福岡,58,A2,5.73,33.81,5.65,25.0,30.91,37.74
49,ＢＴＳ松浦開設記念9,4,4931,6.92,6,木谷賢太,24,香川,53,A2,5.73,41.11,5.61,35.71,44.23,25.64
50,ＢＴＳ松浦開設記念9,5,4747,6.89,4,山戸信二,35,長崎,51,B1,3.71,13.41,4.24,20.0,28.85,48.15
51,ＢＴＳ松浦開設記念9,6,3284,6.91,3,渡邊伸太,52,佐賀,53,A1,6.42,48.33,6.3,30.0,17.78,33.33
52,ＢＴＳ松浦開設記念10,1,4547,6.83,1,中田竜太,32,埼玉,50,A1,6.38,45.95,6.31,30.77,33.33,17.78
53,ＢＴＳ松浦開設記念10,2,3737,6.92,5,上平真二,46,広島,53,A1,7.56,59.15,0.0,0.0,18.75,39.62
54,ＢＴＳ松浦開設記念10,3,3054,6.88,4,北川幸典,57,広島,57,A2,5.74,42.72,5.7,40.0,35.29,41.51
55,ＢＴＳ松浦開設記念10,4,4886,6.83,3,入海　馨,24,岡山,54,A2,5.31,35.96,6.73,53.85,38.89,17.07
56,ＢＴＳ松浦開設記念10,5,3459,6.85,6,中野和裕,53,佐賀,54,B1,3.74,8.77,3.79,17.86,31.48,29.63
57,ＢＴＳ松浦開設記念10,6,3951,6.83,2,石川吉鎬,44,大阪,56,B1,5.36,31.68,5.0,25.0,50.94,28.89
58,ＢＴＳ松浦開設記念11,1,3623,6.83,1,深川真二,46,佐賀,51,A1,7.54,61.43,7.3,61.36,15.38,42.31
59,ＢＴＳ松浦開設記念11,2,4259,6.82,2,真庭明志,36,長崎,52,A2,5.97,45.19,5.89,42.07,37.5,36.54
60,ＢＴＳ松浦開設記念11,3,3514,6.8,5,山一鉄也,53,福岡,51,A1,6.8,52.48,6.71,56.36,40.35,28.57
61,ＢＴＳ松浦開設記念11,4,4184,6.83,4,渡邊雄一,34,大阪,50,A1,6.2,42.64,0.0,0.0,38.46,18.87
62,ＢＴＳ松浦開設記念11,5,4121,6.86,3,富永修一,38,福岡,51,B1,5.07,31.91,0.0,0.0,20.45,42.11
63,ＢＴＳ松浦開設記念11,6,3690,6.86,6,河合三弘,49,愛知,52,A2,5.4,39.26,4.2,30.0,34.62,34.55
