,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ボートレース発祥地記念第２４回モーターボート誕生祭1,1,4105,7.02,4,松下直也,40,兵庫,51,A2,5.48,35.04,4.06,29.41,29.63,44.44
1,ボートレース発祥地記念第２４回モーターボート誕生祭1,2,3944,7.0,1,山口裕二,41,長崎,52,A1,6.36,41.1,7.44,60.41,50.0,34.78
2,ボートレース発祥地記念第２４回モーターボート誕生祭1,3,4645,7.03,5,上村純一,40,群馬,52,A2,6.09,48.57,5.92,42.31,29.17,48.0
3,ボートレース発祥地記念第２４回モーターボート誕生祭1,4,4416,7.07,6,三宅健太,33,広島,53,A2,5.65,34.58,5.22,28.57,22.73,52.0
4,ボートレース発祥地記念第２４回モーターボート誕生祭1,5,3901,7.1,2,松田憲幸,43,山口,51,A2,5.46,34.56,5.24,33.33,47.62,42.86
5,ボートレース発祥地記念第２４回モーターボート誕生祭1,6,3757,7.0,3,畑　和宏,48,広島,51,A2,5.82,38.74,6.08,48.0,29.17,33.33
6,ボートレース発祥地記念第２４回モーターボート誕生祭2,1,4171,7.02,1,榎　幸司,37,長崎,52,A2,6.42,47.33,7.09,57.0,43.48,38.1
7,ボートレース発祥地記念第２４回モーターボート誕生祭2,2,4172,7.03,2,森定晃史,37,岡山,51,A1,6.28,42.54,6.89,53.57,39.29,42.86
8,ボートレース発祥地記念第２４回モーターボート誕生祭2,3,4260,7.08,3,中越博紀,36,香川,54,A1,6.15,43.09,6.85,42.5,53.57,37.5
9,ボートレース発祥地記念第２４回モーターボート誕生祭2,4,4584,6.98,4,村岡賢人,30,岡山,52,A1,6.9,51.54,5.86,35.71,34.78,80.0
10,ボートレース発祥地記念第２４回モーターボート誕生祭2,5,4880,7.05,5,澤崎雄哉,25,東京,51,A2,5.49,36.46,4.89,11.11,37.5,22.22
11,ボートレース発祥地記念第２４回モーターボート誕生祭2,6,4531,7.05,6,武富智亮,31,佐賀,51,A2,6.2,46.72,6.4,44.0,52.63,35.29
12,ボートレース発祥地記念第２４回モーターボート誕生祭3,1,4494,6.92,1,河合佑樹,33,静岡,50,A2,6.92,53.85,7.0,50.0,45.83,36.0
13,ボートレース発祥地記念第２４回モーターボート誕生祭3,2,4112,7.01,4,大久保信,40,佐賀,51,A2,5.82,37.4,5.32,31.67,43.75,24.0
14,ボートレース発祥地記念第２４回モーターボート誕生祭3,3,4601,6.93,2,森野正弘,35,山口,54,A1,6.68,55.0,6.48,52.17,40.0,40.0
15,ボートレース発祥地記念第２４回モーターボート誕生祭3,4,4553,7.01,3,坪口竜也,31,長崎,54,A2,5.7,35.96,5.99,40.28,36.84,25.0
16,ボートレース発祥地記念第２４回モーターボート誕生祭3,5,3790,7.06,5,佐口達也,48,群馬,55,A2,5.21,33.57,4.53,17.65,35.29,33.33
17,ボートレース発祥地記念第２４回モーターボート誕生祭3,6,4352,6.99,6,下條雄太,34,長崎,52,A1,7.03,55.08,7.44,59.35,37.04,23.08
18,ボートレース発祥地記念第２４回モーターボート誕生祭4,1,3746,6.99,5,岡瀬正人,45,岡山,52,A2,5.88,39.86,6.09,46.67,62.5,40.0
19,ボートレース発祥地記念第２４回モーターボート誕生祭4,2,4042,6.96,6,丸岡正典,40,大阪,51,A1,6.32,41.01,7.09,50.72,28.57,38.1
20,ボートレース発祥地記念第２４回モーターボート誕生祭4,3,3685,6.95,1,荒井輝年,46,岡山,56,A1,6.81,50.63,7.65,60.0,32.0,42.86
21,ボートレース発祥地記念第２４回モーターボート誕生祭4,4,4099,6.98,2,吉永則雄,41,大阪,52,A2,6.42,44.55,6.22,44.44,25.0,37.04
22,ボートレース発祥地記念第２４回モーターボート誕生祭4,5,4715,6.99,4,村上　遼,28,長崎,51,A2,6.45,47.92,6.36,49.43,77.78,26.67
