,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,日本ＭＢ選手会会長杯1,1,4446,6.86,1,和田兼輔,33,兵庫,51,A1,6.22,43.97,6.29,41.18,25.86,32.5
1,日本ＭＢ選手会会長杯1,2,3501,6.85,6,川上昇平,51,長崎,53,B1,4.14,24.11,5.17,27.08,36.51,26.74
2,日本ＭＢ選手会会長杯1,3,3107,6.84,3,平岡重典,56,大阪,50,B1,5.37,31.3,4.67,25.0,26.32,26.51
3,日本ＭＢ選手会会長杯1,4,4204,6.79,5,柴田大輔,38,福岡,51,B1,4.28,24.71,5.03,34.38,39.68,16.28
4,日本ＭＢ選手会会長杯1,5,4963,6.83,2,實森美祐,23,広島,46,B1,5.22,34.83,3.64,9.09,25.37,18.29
5,日本ＭＢ選手会会長杯1,6,5092,6.8,4,篠原晟弥,19,福岡,51,B1,2.8,8.86,1.86,0.0,33.85,25.0
6,日本ＭＢ選手会会長杯2,1,4443,6.82,3,津田裕絵,33,山口,48,B1,4.82,28.17,4.94,27.78,46.27,29.55
7,日本ＭＢ選手会会長杯2,2,4168,6.83,4,石野貴之,38,大阪,53,A1,6.54,43.04,8.4,65.71,17.02,29.76
8,日本ＭＢ選手会会長杯2,3,4403,6.82,1,木下大將,35,福岡,53,A2,5.0,28.83,5.59,37.25,31.82,32.93
9,日本ＭＢ選手会会長杯2,4,3620,6.89,5,信濃由行,46,福井,54,B1,4.61,22.67,5.44,22.22,36.76,33.33
10,日本ＭＢ選手会会長杯2,5,3797,6.86,2,岩井　繁,47,広島,61,B1,3.35,12.12,4.53,20.41,26.15,18.29
11,日本ＭＢ選手会会長杯2,6,3752,6.84,6,宇土泰就,49,福岡,54,B1,4.64,25.47,4.8,28.79,33.87,40.0
12,日本ＭＢ選手会会長杯3,1,4330,6.82,1,奈須啓太,37,福岡,51,A1,6.35,50.0,6.21,45.45,31.75,32.93
13,日本ＭＢ選手会会長杯3,2,3282,6.82,2,池本輝明,53,広島,51,B1,5.42,34.71,4.26,11.43,12.2,46.84
14,日本ＭＢ選手会会長杯3,3,3527,6.91,5,中嶋誠一,49,長崎,50,A2,5.86,37.72,5.47,32.56,37.1,44.83
15,日本ＭＢ選手会会長杯3,4,4796,6.82,3,春園功太,29,三重,50,A1,5.98,42.86,7.39,51.61,36.36,42.39
16,日本ＭＢ選手会会長杯3,5,5084,6.84,6,末永和也,21,佐賀,53,B1,3.87,19.05,3.55,12.12,40.63,39.78
17,日本ＭＢ選手会会長杯3,6,4947,6.83,4,間庭菜摘,28,福岡,48,B2,2.42,0.0,2.46,5.71,31.75,34.94
18,日本ＭＢ選手会会長杯4,1,4189,6.77,1,川上　剛,39,福岡,55,A1,6.74,50.36,6.88,53.25,23.08,32.5
19,日本ＭＢ選手会会長杯4,2,4788,6.81,3,小池哲也,31,大阪,54,A2,5.23,33.96,4.5,13.33,36.07,41.86
20,日本ＭＢ選手会会長杯4,3,3618,6.81,4,海野ゆか,46,広島,45,A2,6.57,50.0,6.24,41.18,40.63,34.57
21,日本ＭＢ選手会会長杯4,4,4527,6.8,2,高野心吾,32,愛知,51,B1,4.62,26.47,4.13,20.83,41.79,40.79
22,日本ＭＢ選手会会長杯4,5,4429,6.86,5,豊田泰洋,34,広島,59,B1,3.93,20.48,3.33,22.22,35.29,28.41
23,日本ＭＢ選手会会長杯4,6,5013,6.8,6,山下夏鈴,23,三重,45,B1,3.03,10.67,2.0,0.0,37.5,44.3
24,日本ＭＢ選手会会長杯5,1,4804,6.84,6,高田ひか,26,三重,47,A2,5.49,37.84,6.86,52.38,55.38,36.36
25,日本ＭＢ選手会会長杯5,2,4174,6.8,1,赤坂俊輔,37,長崎,50,A1,7.55,56.44,7.31,57.14,49.23,28.38
26,日本ＭＢ選手会会長杯5,3,4564,6.86,5,山本景士,32,広島,51,B1,5.35,31.03,5.18,26.53,32.79,42.05
27,日本ＭＢ選手会会長杯5,4,3501,6.9,3,川上昇平,51,長崎,53,B1,4.14,24.11,5.17,27.08,36.51,26.74
28,日本ＭＢ選手会会長杯5,5,4302,6.83,4,西野翔太,37,広島,50,A2,5.93,43.33,6.41,42.59,46.88,31.03
29,日本ＭＢ選手会会長杯6,1,4204,6.76,1,柴田大輔,38,福岡,51,B1,4.28,24.71,5.03,34.38,39.68,16.28
30,日本ＭＢ選手会会長杯6,2,4133,6.89,5,高橋正男,40,兵庫,52,A1,6.43,49.25,7.0,50.0,36.07,36.9
31,日本ＭＢ選手会会長杯6,3,4734,6.81,2,安河内将,30,佐賀,50,A1,6.03,39.08,6.24,48.78,28.13,42.05
32,日本ＭＢ選手会会長杯6,4,4340,6.86,3,土性雅也,36,三重,54,A2,5.04,31.9,4.75,25.0,41.54,39.02
33,日本ＭＢ選手会会長杯6,5,3797,6.89,4,岩井　繁,47,広島,61,B1,3.35,12.12,4.53,20.41,26.15,18.29
34,日本ＭＢ選手会会長杯6,6,5078,6.8,6,山川波乙,22,三重,46,B2,2.08,6.78,0.0,0.0,25.45,27.5
35,日本ＭＢ選手会会長杯7,1,3809,6.85,3,吉田　光,45,佐賀,50,B1,4.92,32.18,5.16,34.48,27.78,28.21
36,日本ＭＢ選手会会長杯7,2,4213,6.94,4,重富伸也,36,長崎,51,B1,4.25,21.92,3.81,25.0,19.61,37.08
37,日本ＭＢ選手会会長杯7,3,5092,6.8,6,篠原晟弥,19,福岡,51,B1,2.8,8.86,1.86,0.0,33.85,25.0
38,日本ＭＢ選手会会長杯7,4,2958,6.89,1,井川正人,62,長崎,51,B1,3.2,14.29,3.74,12.82,41.82,25.3
39,日本ＭＢ選手会会長杯7,5,3620,6.84,2,信濃由行,46,福井,54,B1,4.61,22.67,5.44,22.22,36.76,33.33
40,日本ＭＢ選手会会長杯7,6,4675,6.85,5,井手良太,32,大阪,51,B1,5.41,30.86,0.0,0.0,38.33,25.0
41,日本ＭＢ選手会会長杯8,1,4207,6.8,2,松下一也,37,静岡,54,A2,6.57,55.67,7.5,60.0,40.38,44.58
42,日本ＭＢ選手会会長杯8,2,4118,6.87,3,宇佐見淳,39,愛知,53,A1,6.31,45.97,7.11,63.16,57.58,39.76
43,日本ＭＢ選手会会長杯8,3,3752,6.87,4,宇土泰就,49,福岡,54,B1,4.64,25.47,4.8,28.79,33.87,40.0
44,日本ＭＢ選手会会長杯8,4,3527,6.85,1,中嶋誠一,49,長崎,50,A2,5.86,37.72,5.47,32.56,37.1,44.83
45,日本ＭＢ選手会会長杯8,5,4527,6.89,5,高野心吾,32,愛知,51,B1,4.62,26.47,4.13,20.83,41.79,40.79
46,日本ＭＢ選手会会長杯8,6,4195,6.91,6,前川守嗣,38,福岡,55,A2,5.43,36.56,4.97,34.21,22.95,28.05
47,日本ＭＢ選手会会長杯9,1,4340,6.87,2,土性雅也,36,三重,54,A2,5.04,31.9,4.75,25.0,41.54,39.02
48,日本ＭＢ選手会会長杯9,2,3618,6.9,3,海野ゆか,46,広島,45,A2,6.57,50.0,6.24,41.18,40.63,34.57
49,日本ＭＢ選手会会長杯9,3,3107,6.88,1,平岡重典,56,大阪,50,B1,5.37,31.3,4.67,25.0,26.32,26.51
50,日本ＭＢ選手会会長杯9,4,4298,6.86,6,宮下元胤,37,愛知,53,A2,6.0,40.0,0.0,0.0,39.39,38.2
51,日本ＭＢ選手会会長杯9,5,4210,6.84,5,松村康太,37,福井,51,A2,6.24,41.94,6.31,34.48,22.73,37.21
52,日本ＭＢ選手会会長杯9,6,3282,6.9,4,池本輝明,53,広島,51,B1,5.42,34.71,4.26,11.43,12.2,46.84
53,日本ＭＢ選手会会長杯10,1,4302,6.83,1,西野翔太,37,広島,50,A2,5.93,43.33,6.41,42.59,46.88,31.03
54,日本ＭＢ選手会会長杯10,2,4133,6.91,2,高橋正男,40,兵庫,52,A1,6.43,49.25,7.0,50.0,36.07,36.9
55,日本ＭＢ選手会会長杯10,3,4782,6.96,3,浜崎準也,33,岡山,49,B1,5.78,40.54,3.18,17.65,7.89,31.76
56,日本ＭＢ選手会会長杯10,4,3717,6.92,4,立間充宏,45,岡山,55,A2,6.41,49.49,7.39,62.71,32.31,24.05
57,日本ＭＢ選手会会長杯10,5,4209,6.89,6,藤田竜弘,37,静岡,60,A2,5.73,39.13,4.67,11.11,34.38,31.71
58,日本ＭＢ選手会会長杯10,6,4963,6.89,5,實森美祐,23,広島,46,B1,5.22,34.83,3.64,9.09,25.37,18.29
59,日本ＭＢ選手会会長杯11,1,4118,6.9,1,宇佐見淳,39,愛知,53,A1,6.31,45.97,7.11,63.16,57.58,39.76
60,日本ＭＢ選手会会長杯11,2,4788,6.92,6,小池哲也,31,大阪,54,A2,5.23,33.96,4.5,13.33,36.07,41.86
61,日本ＭＢ選手会会長杯11,3,4330,6.88,3,奈須啓太,37,福岡,51,A1,6.35,50.0,6.21,45.45,31.75,32.93
