,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ＢＴＳ高城オープン２２周年記念1,1,4140,6.93,1,梶野学志,39,東京,52,A1,6.94,59.22,6.46,38.46,33.93,24.68
1,ＢＴＳ高城オープン２２周年記念1,2,3261,6.82,2,大川茂実,57,岡山,50,B1,4.53,21.1,0.0,0.0,29.63,28.0
2,ＢＴＳ高城オープン２２周年記念1,3,3994,6.87,3,茶谷　桜,41,滋賀,46,B1,5.11,30.7,3.88,25.0,24.49,25.68
3,ＢＴＳ高城オープン２２周年記念1,4,4728,6.91,4,山口　亮,32,東京,54,B1,4.74,25.0,4.29,17.65,37.93,40.79
4,ＢＴＳ高城オープン２２周年記念1,5,3951,6.88,5,石川吉鎬,44,大阪,57,B1,5.44,34.04,5.22,27.78,24.49,42.86
5,ＢＴＳ高城オープン２２周年記念1,6,3478,6.96,6,嶋田貴支,49,香川,51,B1,5.38,30.91,5.71,42.86,38.98,19.18
6,ＢＴＳ高城オープン２２周年記念2,1,3788,6.88,1,一宮稔弘,48,徳島,53,A1,6.94,52.5,5.98,47.62,32.56,29.73
7,ＢＴＳ高城オープン２２周年記念2,2,4974,6.88,6,安井瑞紀,27,岡山,48,B1,4.57,25.0,2.0,0.0,24.07,25.3
8,ＢＴＳ高城オープン２２周年記念2,3,2912,6.94,5,尾崎鉄也,64,長崎,56,B1,4.49,27.84,4.53,31.37,20.41,26.76
9,ＢＴＳ高城オープン２２周年記念2,4,4273,6.95,2,佐藤　旭,38,静岡,51,B1,5.28,33.62,4.46,26.09,40.74,42.5
10,ＢＴＳ高城オープン２２周年記念2,5,4088,6.86,3,野田祥子,40,長崎,47,B1,4.71,30.95,3.52,13.04,10.81,36.9
11,ＢＴＳ高城オープン２２周年記念3,1,4131,6.88,1,原　豊土,40,静岡,55,A1,6.36,48.18,6.72,53.85,34.55,26.76
12,ＢＴＳ高城オープン２２周年記念3,2,4356,6.81,3,長岡良也,36,兵庫,50,A1,7.15,58.33,7.05,57.89,22.22,43.75
13,ＢＴＳ高城オープン２２周年記念3,3,4015,6.89,5,前野竜一,40,山口,59,A2,5.61,33.33,6.69,57.14,22.0,25.0
14,ＢＴＳ高城オープン２２周年記念3,4,5075,6.87,4,中島秀治,24,滋賀,54,B1,3.13,8.6,3.22,0.0,28.3,27.63
15,ＢＴＳ高城オープン２２周年記念3,5,4923,6.89,2,末武里奈,28,山口,49,B2,3.09,11.63,1.75,0.0,58.93,30.56
16,ＢＴＳ高城オープン２２周年記念3,6,3254,6.88,6,柳澤千春,53,香川,46,B1,4.25,17.5,4.68,15.79,22.73,44.71
17,ＢＴＳ高城オープン２２周年記念4,1,4370,6.92,1,山口達也,33,岡山,56,A1,5.92,46.67,7.13,56.25,23.08,30.77
18,ＢＴＳ高城オープン２２周年記念4,2,3070,6.91,2,山室展弘,59,岡山,49,A2,5.51,38.78,6.11,43.48,44.07,27.4
19,ＢＴＳ高城オープン２２周年記念4,3,4259,6.89,4,真庭明志,36,長崎,52,A2,5.89,43.62,5.38,31.03,25.45,12.99
20,ＢＴＳ高城オープン２２周年記念4,4,5088,6.91,5,高憧四季,20,大阪,48,B1,2.07,7.27,0.0,0.0,25.49,20.27
21,ＢＴＳ高城オープン２２周年記念4,5,4892,6.87,3,柴田直哉,30,福岡,51,B1,4.93,27.84,4.51,19.61,23.64,29.73
22,ＢＴＳ高城オープン２２周年記念4,6,5057,6.89,6,上田紗奈,24,大阪,44,B1,3.85,22.99,1.78,0.0,38.89,23.94
23,ＢＴＳ高城オープン２２周年記念5,1,4288,6.93,1,永田啓二,35,福岡,52,A1,6.47,47.1,6.09,46.51,42.11,35.9
24,ＢＴＳ高城オープン２２周年記念5,2,4596,6.9,4,葛原大陽,37,徳島,50,A2,6.36,44.8,5.4,28.57,26.79,32.89
25,ＢＴＳ高城オープン２２周年記念5,3,3022,6.89,6,西山昇一,59,愛知,53,A1,6.5,45.32,6.45,50.0,16.67,25.61
26,ＢＴＳ高城オープン２２周年記念5,4,3741,6.92,3,松尾基成,46,福岡,56,B1,4.44,23.0,4.49,18.87,38.6,33.33
27,ＢＴＳ高城オープン２２周年記念5,5,3268,6.99,2,森　竜也,55,三重,52,A2,6.33,47.42,6.5,50.0,32.69,40.48
28,ＢＴＳ高城オープン２２周年記念5,6,3261,6.86,5,大川茂実,57,岡山,50,B1,4.53,21.1,0.0,0.0,29.63,28.0
29,ＢＴＳ高城オープン２２周年記念6,1,3478,6.94,4,嶋田貴支,49,香川,51,B1,5.38,30.91,5.71,42.86,38.98,19.18
30,ＢＴＳ高城オープン２２周年記念6,2,3200,6.9,3,熊谷直樹,55,東京,52,A1,6.16,42.06,5.25,50.0,30.77,25.32
31,ＢＴＳ高城オープン２２周年記念6,3,4514,6.86,2,上條嘉嗣,30,大阪,53,A2,6.07,45.99,5.9,38.1,40.0,34.18
32,ＢＴＳ高城オープン２２周年記念6,4,4151,6.88,6,下河誉史,38,福岡,57,A2,5.4,35.54,4.65,20.59,24.49,30.49
33,ＢＴＳ高城オープン２２周年記念6,5,4382,6.87,5,高山智至,35,滋賀,56,A2,5.3,30.94,0.0,0.0,29.63,26.58
34,ＢＴＳ高城オープン２２周年記念6,6,3357,6.85,1,福島陽子,51,岡山,49,B1,4.57,19.05,4.7,26.67,33.93,42.67
35,ＢＴＳ高城オープン２２周年記念7,1,3953,6.78,1,志道吉和,43,福岡,51,B1,5.14,36.44,5.45,40.63,25.86,32.91
36,ＢＴＳ高城オープン２２周年記念7,2,4785,6.83,4,木幡純也,32,愛知,51,B1,3.37,15.87,3.89,0.0,18.6,37.8
37,ＢＴＳ高城オープン２２周年記念7,3,2912,6.86,2,尾崎鉄也,64,長崎,56,B1,4.49,27.84,4.53,31.37,20.41,26.76
38,ＢＴＳ高城オープン２２周年記念7,4,3994,6.79,5,茶谷　桜,41,滋賀,46,B1,5.11,30.7,3.88,25.0,24.49,25.68
39,ＢＴＳ高城オープン２２周年記念7,5,4623,6.82,3,中北将史,35,三重,52,B1,5.37,31.67,4.72,16.67,30.36,23.94
40,ＢＴＳ高城オープン２２周年記念7,6,5075,6.8,6,中島秀治,24,滋賀,54,B1,3.13,8.6,3.22,0.0,28.3,27.63
41,ＢＴＳ高城オープン２２周年記念8,1,4043,6.79,1,桐本康臣,40,三重,55,A1,5.9,41.61,7.94,74.29,19.61,36.05
42,ＢＴＳ高城オープン２２周年記念8,2,4085,6.83,2,荻野裕介,40,東京,51,A2,6.01,43.68,6.29,48.57,40.43,31.08
43,ＢＴＳ高城オープン２２周年記念8,3,4728,6.84,3,山口　亮,32,東京,54,B1,4.74,25.0,4.29,17.65,37.93,40.79
44,ＢＴＳ高城オープン２２周年記念8,4,4131,6.87,5,原　豊土,40,静岡,55,A1,6.36,48.18,6.72,53.85,34.55,26.76
45,ＢＴＳ高城オープン２２周年記念8,5,5088,6.86,6,高憧四季,20,大阪,48,B1,2.07,7.27,0.0,0.0,25.49,20.27
46,ＢＴＳ高城オープン２２周年記念9,1,4084,6.8,2,杉山正樹,40,愛知,55,A1,6.99,50.34,5.8,30.0,41.94,34.67
47,ＢＴＳ高城オープン２２周年記念9,2,3878,6.84,1,胡本悟志,43,山口,52,B1,4.69,28.72,4.88,23.53,39.29,30.0
48,ＢＴＳ高城オープン２２周年記念9,3,4273,6.88,4,佐藤　旭,38,静岡,51,B1,5.28,33.62,4.46,26.09,40.74,42.5
49,ＢＴＳ高城オープン２２周年記念9,4,4105,6.81,6,松下直也,40,兵庫,52,A2,5.37,30.94,5.11,22.22,26.0,31.58
50,ＢＴＳ高城オープン２２周年記念9,5,4923,6.82,3,末武里奈,28,山口,49,B2,3.09,11.63,1.75,0.0,58.93,30.56
51,ＢＴＳ高城オープン２２周年記念9,6,3022,6.85,5,西山昇一,59,愛知,53,A1,6.5,45.32,6.45,50.0,16.67,25.61
52,ＢＴＳ高城オープン２２周年記念10,1,4382,6.83,1,高山智至,35,滋賀,56,A2,5.3,30.94,0.0,0.0,29.63,26.58
53,ＢＴＳ高城オープン２２周年記念10,2,4786,6.8,3,佐藤博亮,32,愛知,53,A1,7.0,56.1,5.96,50.0,13.46,36.36
54,ＢＴＳ高城オープン２２周年記念10,3,4892,6.8,4,柴田直哉,30,福岡,51,B1,4.93,27.84,4.51,19.61,23.64,29.73
55,ＢＴＳ高城オープン２２周年記念10,4,4356,6.78,2,長岡良也,36,兵庫,50,A1,7.15,58.33,7.05,57.89,22.22,43.75
56,ＢＴＳ高城オープン２２周年記念10,5,3741,6.87,6,松尾基成,46,福岡,56,B1,4.44,23.0,4.49,18.87,38.6,33.33
57,ＢＴＳ高城オープン２２周年記念10,6,4140,6.89,5,梶野学志,39,東京,52,A1,6.94,59.22,6.46,38.46,33.93,24.68
58,ＢＴＳ高城オープン２２周年記念11,1,3788,6.81,3,一宮稔弘,48,徳島,53,A1,6.94,52.5,5.98,47.62,32.56,29.73
59,ＢＴＳ高城オープン２２周年記念11,2,4015,6.82,4,前野竜一,40,山口,59,A2,5.61,33.33,6.69,57.14,22.0,25.0
60,ＢＴＳ高城オープン２２周年記念11,3,4370,6.87,5,山口達也,33,岡山,56,A1,5.92,46.67,7.13,56.25,23.08,30.77
61,ＢＴＳ高城オープン２２周年記念11,4,4596,6.87,6,葛原大陽,37,徳島,50,A2,6.36,44.8,5.4,28.57,26.79,32.89
62,ＢＴＳ高城オープン２２周年記念11,5,4785,6.83,2,木幡純也,32,愛知,51,B1,3.37,15.87,3.89,0.0,18.6,37.8
63,ＢＴＳ高城オープン２２周年記念11,6,4514,6.83,1,上條嘉嗣,30,大阪,53,A2,6.07,45.99,5.9,38.1,40.0,34.18
64,ＢＴＳ高城オープン２２周年記念12,1,4084,6.77,1,杉山正樹,40,愛知,55,A1,6.99,50.34,5.8,30.0,41.94,34.67
65,ＢＴＳ高城オープン２２周年記念12,2,4085,6.87,6,荻野裕介,40,東京,51,A2,6.01,43.68,6.29,48.57,40.43,31.08
66,ＢＴＳ高城オープン２２周年記念12,3,4288,6.89,3,永田啓二,35,福岡,52,A1,6.47,47.1,6.09,46.51,42.11,35.9
