,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ルーキーシリーズ第１６戦1,1,4919,6.95,3,吉田翔悟,29,長崎,52,B1,4.56,26.6,3.89,15.83,52.5,36.96
1,ルーキーシリーズ第１６戦1,2,5048,6.96,2,眞鳥康太,26,長崎,55,B1,3.02,10.0,3.11,6.56,30.19,44.68
2,ルーキーシリーズ第１６戦1,3,5011,6.97,1,高木圭大,23,長崎,52,B1,3.08,6.25,2.16,4.21,17.14,25.0
3,ルーキーシリーズ第１６戦1,4,4820,6.91,6,上野　励,28,福岡,56,B1,3.54,15.38,2.88,12.5,38.1,31.37
4,ルーキーシリーズ第１６戦1,5,5119,6.96,4,真田翔磨,20,福岡,53,B2,1.19,0.0,1.07,0.0,50.0,17.86
5,ルーキーシリーズ第１６戦1,6,5082,7.03,5,一色凌雅,21,愛知,56,B1,3.41,14.47,0.0,0.0,18.52,12.5
6,ルーキーシリーズ第１６戦2,1,4969,6.89,1,町田洸希,29,長崎,55,B1,3.84,12.05,2.7,9.89,33.33,25.64
7,ルーキーシリーズ第１６戦2,2,5055,6.96,2,眞鳥章太,24,長崎,53,B1,3.63,13.41,2.24,4.0,22.22,23.26
8,ルーキーシリーズ第１６戦2,3,5008,6.95,4,羽野　諒,23,福岡,53,B1,3.02,5.38,1.98,0.0,28.0,40.48
9,ルーキーシリーズ第１６戦2,4,5086,6.98,3,本村　大,21,長崎,53,B2,2.25,1.75,2.16,0.0,21.21,10.0
10,ルーキーシリーズ第１６戦2,5,5064,6.99,6,品川二千,22,山口,51,B1,3.16,6.45,2.04,4.35,27.91,22.86
11,ルーキーシリーズ第１６戦2,6,5002,6.92,5,上田健太,24,愛知,51,B1,4.5,25.0,0.0,0.0,26.47,16.22
12,ルーキーシリーズ第１６戦3,1,5050,6.86,1,木下雄介,25,滋賀,51,B1,2.4,1.54,0.0,0.0,30.0,21.21
13,ルーキーシリーズ第１６戦3,2,5016,6.87,3,宮田龍馬,22,兵庫,51,B1,3.0,6.67,0.0,0.0,58.14,27.03
14,ルーキーシリーズ第１６戦3,3,4879,6.9,4,山崎鉄平,25,佐賀,53,B1,5.61,42.59,4.84,25.81,25.0,22.73
15,ルーキーシリーズ第１６戦3,4,5043,6.87,2,中村日向,21,香川,53,B1,4.45,20.55,1.13,0.0,29.41,14.29
16,ルーキーシリーズ第１６戦3,5,5101,6.89,6,表　健太,23,福岡,52,B2,1.66,1.49,0.0,0.0,25.81,35.56
17,ルーキーシリーズ第１６戦3,6,5032,6.89,5,谷口知優,22,香川,52,B1,3.44,16.67,1.89,2.78,14.71,31.11
18,ルーキーシリーズ第１６戦4,1,4771,6.84,1,下寺秀和,27,広島,55,A2,6.16,45.16,6.17,38.89,42.5,15.63
19,ルーキーシリーズ第１６戦4,2,4960,6.9,4,黒野元基,24,愛知,53,A2,6.65,52.43,6.0,33.33,22.86,30.23
20,ルーキーシリーズ第１６戦4,3,4850,6.84,6,野中一平,25,愛知,53,A1,6.17,40.18,6.67,44.44,35.71,54.76
21,ルーキーシリーズ第１６戦4,4,5028,6.81,3,原田才一,23,福岡,52,B1,5.15,35.79,3.25,16.67,34.69,30.43
22,ルーキーシリーズ第１６戦4,5,5022,6.86,5,伊藤尚汰,25,福岡,48,B1,3.1,12.37,1.32,0.0,37.78,50.0
23,ルーキーシリーズ第１６戦4,6,4902,6.86,2,山川雄大,27,兵庫,50,B1,4.26,22.62,3.11,16.67,17.95,31.11
24,ルーキーシリーズ第１６戦5,1,4828,6.83,1,松山将吾,26,滋賀,51,A2,6.15,41.67,0.0,0.0,28.13,28.57
25,ルーキーシリーズ第１６戦5,2,4857,6.91,2,加藤翔馬,23,兵庫,55,A2,5.58,36.79,5.57,42.86,42.22,43.14
26,ルーキーシリーズ第１６戦5,3,4848,6.93,4,仲谷颯仁,26,福岡,51,A1,7.86,69.61,5.92,25.0,20.93,37.84
27,ルーキーシリーズ第１６戦5,4,4822,6.87,6,百武　翔,27,佐賀,50,A2,5.37,28.09,0.0,0.0,39.13,35.71
28,ルーキーシリーズ第１６戦5,5,4989,6.82,5,石原　翼,23,静岡,52,B1,4.94,29.27,5.2,40.0,40.91,25.0
29,ルーキーシリーズ第１６戦5,6,5048,6.91,3,眞鳥康太,26,長崎,55,B1,3.02,10.0,3.11,6.56,30.19,44.68
30,ルーキーシリーズ第１６戦6,1,4932,6.84,6,新開　航,24,福岡,50,A1,6.15,42.72,5.2,25.71,42.86,40.91
31,ルーキーシリーズ第１６戦6,2,4939,6.86,1,宮之原輝,22,東京,50,A1,6.39,47.19,6.42,52.63,37.5,35.56
32,ルーキーシリーズ第１６戦6,3,4933,6.89,3,板橋侑我,24,静岡,52,A2,6.01,39.47,6.12,41.18,9.38,22.22
33,ルーキーシリーズ第１６戦6,4,5082,6.93,2,一色凌雅,21,愛知,56,B1,3.41,14.47,0.0,0.0,18.52,12.5
34,ルーキーシリーズ第１６戦6,5,4966,6.91,4,田川大貴,22,長崎,54,B1,4.91,25.58,3.93,16.98,14.71,28.57
35,ルーキーシリーズ第１６戦6,6,5086,6.88,5,本村　大,21,長崎,53,B2,2.25,1.75,2.16,0.0,21.21,10.0
36,ルーキーシリーズ第１６戦7,1,4587,6.8,1,木田峰由,29,福井,53,A2,6.17,46.6,0.0,0.0,34.09,31.25
37,ルーキーシリーズ第１６戦7,2,4873,6.82,2,蒲原健太,26,佐賀,52,B1,4.91,28.3,3.79,15.15,28.26,45.95
38,ルーキーシリーズ第１６戦7,3,4852,6.84,6,川原祐明,25,香川,50,A2,6.31,47.06,6.35,51.61,29.27,24.24
39,ルーキーシリーズ第１６戦7,4,5055,6.92,3,眞鳥章太,24,長崎,53,B1,3.63,13.41,2.24,4.0,22.22,23.26
40,ルーキーシリーズ第１６戦7,5,5011,6.86,5,高木圭大,23,長崎,52,B1,3.08,6.25,2.16,4.21,17.14,25.0
