,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ニッカン・コム杯1,1,3773,6.91,1,津留浩一,46,長崎,55,B1,4.71,27.54,5.61,37.89,27.91,26.19
1,ニッカン・コム杯1,2,4884,6.88,2,勝浦真帆,24,岡山,47,B1,5.02,33.33,4.91,26.09,13.89,16.22
2,ニッカン・コム杯1,3,4241,6.94,5,大串重幸,35,長崎,52,B1,4.69,26.8,5.46,36.99,56.1,41.86
3,ニッカン・コム杯1,4,4299,6.97,4,中島浩哉,37,長崎,57,B1,4.79,27.1,5.16,34.15,31.48,25.81
4,ニッカン・コム杯1,5,4329,6.9,6,小松卓司,37,福岡,50,B1,5.36,32.43,3.88,12.5,40.0,9.76
5,ニッカン・コム杯2,1,4324,6.88,2,海野康志,32,山口,61,A1,6.23,39.66,7.0,51.35,20.51,38.64
6,ニッカン・コム杯2,2,3289,6.9,1,高橋淳美,57,大阪,47,B1,4.78,34.57,3.81,19.05,39.58,34.0
7,ニッカン・コム杯2,3,3746,6.85,3,岡瀬正人,45,岡山,52,A2,6.02,40.54,6.2,44.44,36.96,36.36
8,ニッカン・コム杯2,4,4892,6.9,5,柴田直哉,30,福岡,50,B1,4.74,22.35,3.2,13.33,29.82,33.96
9,ニッカン・コム杯2,5,3070,6.9,4,山室展弘,59,岡山,50,A2,5.54,42.68,6.13,44.23,36.36,25.0
10,ニッカン・コム杯2,6,4874,6.88,6,池田奈津,26,福岡,50,B1,4.28,23.17,5.14,28.57,50.0,42.55
11,ニッカン・コム杯3,1,4352,6.81,6,下條雄太,34,長崎,51,A1,6.95,52.71,7.43,56.97,29.79,43.14
12,ニッカン・コム杯3,2,4574,6.86,5,東　潤樹,32,広島,51,B1,5.33,31.07,5.8,40.0,34.78,22.92
13,ニッカン・コム杯3,3,4107,6.9,2,吉村茂樹,40,群馬,64,B1,3.52,15.09,5.0,40.0,33.33,15.91
14,ニッカン・コム杯3,4,3878,6.86,4,胡本悟志,43,山口,51,B1,4.64,27.78,3.75,12.5,42.55,19.57
15,ニッカン・コム杯3,5,4485,6.86,1,楠原正剛,34,福岡,57,A2,5.53,34.21,5.5,41.67,27.27,21.62
16,ニッカン・コム杯3,6,4171,6.91,3,榎　幸司,38,長崎,51,A2,6.58,48.48,7.07,56.64,10.26,28.89
17,ニッカン・コム杯4,1,4273,6.83,1,佐藤　旭,38,静岡,52,B1,5.05,29.59,4.43,17.86,25.0,54.72
18,ニッカン・コム杯4,2,3779,6.87,2,原田幸哉,44,長崎,52,A1,6.69,43.75,8.15,70.29,27.66,32.08
