,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,ヴィーナスシリーズ第１０戦1,1,4720,7.02,1,西澤日花,26,長崎,44,B2,3.97,15.79,3.65,13.46,31.25,41.38
1,ヴィーナスシリーズ第１０戦1,2,5088,6.97,5,高憧四季,20,大阪,47,B1,1.74,2.13,1.4,0.0,56.76,42.22
2,ヴィーナスシリーズ第１０戦1,3,5069,6.95,4,山崎小葉,19,群馬,44,B1,2.76,4.29,0.0,0.0,37.84,38.46
3,ヴィーナスシリーズ第１０戦1,4,4088,6.96,3,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,32.43,29.17
4,ヴィーナスシリーズ第１０戦1,5,4947,6.98,2,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,41.67,36.54
5,ヴィーナスシリーズ第１０戦1,6,5013,6.96,6,山下夏鈴,23,三重,45,B1,3.18,12.5,3.0,10.53,51.35,37.21
6,ヴィーナスシリーズ第１０戦2,1,4844,7.01,1,村上奈穂,27,広島,48,B1,4.06,18.18,4.89,21.05,43.59,25.71
7,ヴィーナスシリーズ第１０戦2,2,4963,6.99,6,實森美祐,23,広島,47,B1,5.44,35.16,4.83,33.33,35.29,31.43
8,ヴィーナスシリーズ第１０戦2,3,3182,6.98,2,久保田美,55,群馬,50,B1,3.71,20.83,3.0,4.17,34.29,33.33
9,ヴィーナスシリーズ第１０戦2,4,5129,6.99,4,山口真喜,23,長崎,49,B2,1.41,0.0,1.0,0.0,37.84,33.33
10,ヴィーナスシリーズ第１０戦2,5,4924,6.99,3,中北　涼,27,長崎,46,B1,3.63,14.81,3.28,8.0,32.26,32.43
11,ヴィーナスシリーズ第１０戦2,6,5140,6.98,5,吉田彩乃,19,静岡,52,B2,1.15,0.0,0.0,0.0,30.0,38.46
12,ヴィーナスシリーズ第１０戦3,1,5057,6.92,1,上田紗奈,24,大阪,45,B1,3.77,22.08,2.04,8.33,46.88,44.12
13,ヴィーナスシリーズ第１０戦3,2,4289,6.98,2,落合直子,35,大阪,46,A1,5.87,38.2,5.69,48.98,31.58,32.43
14,ヴィーナスシリーズ第１０戦3,3,4464,6.94,4,山下友貴,34,静岡,43,A2,5.5,30.26,3.71,11.76,35.48,42.5
15,ヴィーナスシリーズ第１０戦3,4,4870,6.98,3,新田有理,28,広島,45,B1,4.41,23.33,4.19,18.75,33.33,35.29
16,ヴィーナスシリーズ第１０戦3,5,4998,6.95,6,中村かな,26,東京,45,B1,3.86,20.0,1.13,0.0,33.33,40.0
17,ヴィーナスシリーズ第１０戦3,6,5079,7.0,5,大石真央,22,静岡,47,B2,1.88,0.0,0.0,0.0,36.84,34.29
18,ヴィーナスシリーズ第１０戦4,1,4974,6.99,1,安井瑞紀,27,岡山,49,B1,4.6,25.29,2.5,7.14,31.82,40.54
19,ヴィーナスシリーズ第１０戦4,2,4473,6.98,3,藤堂里香,33,福井,44,B2,3.8,16.33,4.82,36.36,31.43,44.19
20,ヴィーナスシリーズ第１０戦4,3,3334,6.91,4,角ひとみ,51,広島,45,A2,5.3,34.38,0.0,0.0,42.86,54.05
21,ヴィーナスシリーズ第１０戦4,4,4689,7.02,6,豊田　結,27,静岡,56,B1,4.27,21.0,3.94,11.76,45.71,53.33
22,ヴィーナスシリーズ第１０戦4,5,4825,6.96,2,倉持莉々,26,東京,50,A2,5.86,33.85,4.57,13.04,48.39,40.0
23,ヴィーナスシリーズ第１０戦4,6,5108,7.0,5,柴田愛梨,21,群馬,47,B2,1.48,0.0,0.0,0.0,41.18,36.84
24,ヴィーナスシリーズ第１０戦5,1,3618,6.93,1,海野ゆか,46,広島,44,A2,6.48,46.51,6.88,53.85,38.24,37.14
25,ヴィーナスシリーズ第１０戦5,2,4556,6.99,3,竹井奈美,31,福岡,47,A1,6.88,54.44,7.67,77.78,43.33,40.0
26,ヴィーナスシリーズ第１０戦5,3,4758,7.01,5,富樫麗加,30,東京,51,A2,6.03,41.44,5.62,30.77,54.55,37.04
27,ヴィーナスシリーズ第１０戦5,4,5019,6.94,2,柴田百恵,20,静岡,45,B1,4.25,18.45,1.5,0.0,31.58,36.36
28,ヴィーナスシリーズ第１０戦5,5,4478,6.91,4,櫻本あゆ,32,東京,46,A2,6.44,50.59,0.0,0.0,34.29,43.24
29,ヴィーナスシリーズ第１０戦5,6,5013,6.93,6,山下夏鈴,23,三重,45,B1,3.18,12.5,3.0,10.53,51.35,37.21
30,ヴィーナスシリーズ第１０戦6,1,4208,6.94,1,三浦永理,37,静岡,47,B1,6.0,47.62,5.2,30.0,31.91,42.42
31,ヴィーナスシリーズ第１０戦6,2,5088,6.96,4,高憧四季,20,大阪,47,B1,1.74,2.13,1.4,0.0,56.76,42.22
32,ヴィーナスシリーズ第１０戦6,3,4482,6.94,5,守屋美穂,31,岡山,44,A1,7.43,56.03,7.18,60.71,33.33,25.71
33,ヴィーナスシリーズ第１０戦6,4,4964,7.0,2,土屋　南,23,岡山,48,A2,6.12,41.73,5.49,35.9,31.58,32.35
34,ヴィーナスシリーズ第１０戦6,5,4408,6.94,6,仁科さや,34,長崎,48,B2,3.93,22.22,3.5,8.33,35.9,27.78
35,ヴィーナスシリーズ第１０戦6,6,3182,7.01,3,久保田美,55,群馬,50,B1,3.71,20.83,3.0,4.17,34.29,33.33
36,ヴィーナスシリーズ第１０戦7,1,4546,6.94,1,浜田亜理,32,埼玉,47,A2,5.99,41.24,6.27,45.45,40.0,38.89
37,ヴィーナスシリーズ第１０戦7,2,4502,6.92,3,遠藤エミ,32,滋賀,44,A1,6.62,39.08,8.79,75.0,51.72,35.71
38,ヴィーナスシリーズ第１０戦7,3,5003,6.96,4,来田衣織,24,兵庫,48,B1,3.41,13.51,1.13,0.0,30.23,29.41
39,ヴィーナスシリーズ第１０戦7,4,4443,6.99,5,津田裕絵,33,山口,48,B1,4.42,21.35,6.35,49.02,40.63,26.32
40,ヴィーナスシリーズ第１０戦7,5,4997,6.98,2,濱崎寿里,27,埼玉,50,B2,2.18,5.13,1.63,0.0,36.11,67.65
41,ヴィーナスシリーズ第１０戦7,6,5140,6.96,6,吉田彩乃,19,静岡,52,B2,1.15,0.0,0.0,0.0,30.0,38.46
42,ヴィーナスシリーズ第１０戦8,1,4117,6.95,1,廣中智紗,39,東京,45,A2,6.53,44.57,7.27,60.0,45.95,47.5
43,ヴィーナスシリーズ第１０戦8,2,4123,6.99,5,細川裕子,38,愛知,48,A1,6.8,55.17,5.75,25.0,42.42,41.67
44,ヴィーナスシリーズ第１０戦8,3,3611,6.92,2,岩崎芳美,48,徳島,48,A1,6.27,43.81,4.38,18.75,53.33,30.77
45,ヴィーナスシリーズ第１０戦8,4,3871,6.94,6,池田紫乃,44,長崎,44,A2,4.81,29.33,4.67,32.69,42.42,30.77
46,ヴィーナスシリーズ第１０戦8,5,4947,6.97,3,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,41.67,36.54
47,ヴィーナスシリーズ第１０戦8,6,5079,6.95,4,大石真央,22,静岡,47,B2,1.88,0.0,0.0,0.0,36.84,34.29
48,ヴィーナスシリーズ第１０戦9,1,4758,6.98,1,富樫麗加,30,東京,51,A2,6.03,41.44,5.62,30.77,54.55,37.04
49,ヴィーナスシリーズ第１０戦9,2,4963,6.94,2,實森美祐,23,広島,47,B1,5.44,35.16,4.83,33.33,35.29,31.43
50,ヴィーナスシリーズ第１０戦9,3,4289,6.98,3,落合直子,35,大阪,46,A1,5.87,38.2,5.69,48.98,31.58,32.43
51,ヴィーナスシリーズ第１０戦9,4,3175,6.97,5,渡辺千草,56,東京,49,A2,5.75,30.43,4.8,20.0,36.84,52.27
52,ヴィーナスシリーズ第１０戦9,5,4088,6.95,4,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,32.43,29.17
53,ヴィーナスシリーズ第１０戦9,6,4183,6.98,6,宇野弥生,34,愛知,47,A1,5.61,37.31,5.05,21.05,52.63,40.0
54,ヴィーナスシリーズ第１０戦10,1,4556,6.96,1,竹井奈美,31,福岡,47,A1,6.88,54.44,7.67,77.78,43.33,40.0
55,ヴィーナスシリーズ第１０戦10,2,4464,6.96,3,山下友貴,34,静岡,43,A2,5.5,30.26,3.71,11.76,35.48,42.5
56,ヴィーナスシリーズ第１０戦10,3,5003,6.98,5,来田衣織,24,兵庫,48,B1,3.41,13.51,1.13,0.0,30.23,29.41
