レースID,順位,選手登番,展示,天候,風向,風速,波高,会場,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-08-05芦　屋ＲＫＢラジオ杯3R,3,3535,6.96,晴,南,1,1,芦　屋,4,渡　修平,47,兵庫,50,B1,4.47,21.59,3.58,8.33,4.0,40.85
2020-08-05芦　屋ＲＫＢラジオ杯3R,4,3684,6.91,晴,南,1,1,芦　屋,5,清水攻二,46,山口,53,A2,5.85,35.44,5.32,29.03,20.0,26.79
2020-08-05芦　屋ＲＫＢラジオ杯3R,5,3401,6.92,晴,南,1,1,芦　屋,3,上田隆章,52,香川,53,A2,4.26,24.71,5.08,28.0,40.91,37.7
2020-08-05芦　屋ＲＫＢラジオ杯3R,6,4946,6.84,晴,南,1,1,芦　屋,6,船越健吾,28,香川,52,B1,4.27,17.81,2.38,6.38,27.78,20.34
2020-08-05芦　屋ＲＫＢラジオ杯4R,1,3874,6.76,晴,南東,1,1,芦　屋,1,山本寛久,44,岡山,52,A1,6.49,43.0,6.93,50.0,40.0,28.79
2020-08-05芦　屋ＲＫＢラジオ杯4R,2,3855,6.81,晴,南東,1,1,芦　屋,2,大熊辰弥,47,香川,50,B1,4.07,19.72,3.91,15.63,50.0,45.71
2020-08-05芦　屋ＲＫＢラジオ杯4R,3,3568,6.84,晴,南東,1,1,芦　屋,3,木村光宏,49,香川,54,A2,5.56,33.64,5.8,46.67,34.78,40.0
2020-08-05芦　屋ＲＫＢラジオ杯4R,4,4789,6.93,晴,南東,1,1,芦　屋,5,古賀智之,31,福岡,52,B1,4.35,19.05,5.04,33.33,20.0,41.43
2020-08-05芦　屋ＲＫＢラジオ杯4R,5,5014,6.79,晴,南東,1,1,芦　屋,6,梶山涼斗,22,佐賀,52,B1,3.8,14.86,1.62,0.0,32.56,25.45
2020-08-05芦　屋ＲＫＢラジオ杯4R,6,4679,6.81,晴,南東,1,1,芦　屋,4,植田太一,31,福岡,60,A2,4.96,32.0,5.25,36.36,12.5,31.88
2020-08-05芦　屋ＲＫＢラジオ杯5R,1,3442,6.84,晴,南東,2,2,芦　屋,1,宮武英司,50,香川,54,A2,5.53,31.0,5.29,38.1,38.64,21.74
2020-08-05芦　屋ＲＫＢラジオ杯5R,2,3849,6.88,晴,南東,2,2,芦　屋,4,中岡正彦,42,香川,53,A1,6.28,43.88,7.25,62.5,36.96,20.34
2020-08-05芦　屋ＲＫＢラジオ杯5R,3,4355,6.81,晴,南東,2,2,芦　屋,5,小川広大,36,福岡,56,B1,4.24,19.57,4.6,24.56,30.43,26.67
2020-08-05芦　屋ＲＫＢラジオ杯5R,4,4410,6.83,晴,南東,2,2,芦　屋,2,井上大輔,34,岡山,52,A2,5.57,40.16,5.65,34.78,37.84,30.3
2020-08-05芦　屋ＲＫＢラジオ杯5R,5,3372,6.87,晴,南東,2,2,芦　屋,3,加藤雅之,53,広島,52,B1,4.05,19.74,0.0,0.0,37.14,24.56
2020-08-05芦　屋ＲＫＢラジオ杯5R,6,5102,6.82,晴,南東,2,2,芦　屋,6,原田雄次,22,福岡,51,B2,1.19,0.0,1.14,0.0,43.75,34.92
2020-08-05芦　屋ＲＫＢラジオ杯6R,1,3444,6.77,晴,東,2,2,芦　屋,4,香月大介,50,福岡,52,B1,4.0,17.81,4.8,26.67,17.65,41.18
2020-08-05芦　屋ＲＫＢラジオ杯6R,2,4264,6.84,晴,東,2,2,芦　屋,2,長尾章平,35,山口,52,B2,4.83,31.46,7.33,54.55,23.53,30.77
2020-08-05芦　屋ＲＫＢラジオ杯6R,3,3872,6.86,晴,東,2,2,芦　屋,5,岡田憲行,44,大阪,52,A1,6.33,49.57,6.65,55.0,36.96,37.14
2020-08-05芦　屋ＲＫＢラジオ杯6R,4,3930,6.86,晴,東,2,2,芦　屋,3,岸本　隆,44,岡山,56,A2,5.56,39.09,4.94,29.41,20.59,33.85
2020-08-05芦　屋ＲＫＢラジオ杯6R,5,3564,6.75,晴,東,2,2,芦　屋,1,桑原　啓,50,福岡,53,B1,4.21,18.89,4.75,25.0,26.53,49.28
2020-08-05芦　屋ＲＫＢラジオ杯6R,6,3708,6.86,晴,東,2,2,芦　屋,6,岡部貴司,46,岡山,55,A2,4.97,25.35,6.21,39.29,15.63,25.4
2020-08-05芦　屋ＲＫＢラジオ杯7R,1,3627,6.79,晴,東,4,4,芦　屋,1,井上恵一,50,福岡,53,B1,5.38,37.36,5.33,38.27,40.91,25.93
2020-08-05芦　屋ＲＫＢラジオ杯7R,2,3535,6.87,晴,東,4,4,芦　屋,3,渡　修平,47,兵庫,50,B1,4.47,21.59,3.58,8.33,4.0,40.85
2020-08-05芦　屋ＲＫＢラジオ杯7R,3,4395,6.87,晴,東,4,4,芦　屋,4,下河雅史,34,福岡,55,B1,4.68,23.96,4.89,24.62,33.33,46.67
2020-08-05芦　屋ＲＫＢラジオ杯7R,4,3553,6.85,晴,東,4,4,芦　屋,2,平池仁志,48,香川,54,B1,4.18,20.41,4.0,21.43,23.33,24.59
2020-08-05芦　屋ＲＫＢラジオ杯7R,5,4449,6.84,晴,東,4,4,芦　屋,5,中嶋達也,33,兵庫,54,B1,4.22,22.09,5.22,39.13,21.88,28.33
2020-08-05芦　屋ＲＫＢラジオ杯7R,6,5136,6.88,晴,東,4,4,芦　屋,6,濱野斗馬,20,香川,55,B2,1.29,0.0,0.0,0.0,30.3,33.85
2020-08-05芦　屋ＲＫＢラジオ杯8R,1,3873,6.9,晴,北西,3,3,芦　屋,3,別府昌樹,44,広島,53,A2,6.12,42.72,6.55,53.45,46.67,26.23
2020-08-05芦　屋ＲＫＢラジオ杯8R,2,3401,6.91,晴,北西,3,3,芦　屋,1,上田隆章,52,香川,53,A2,4.26,24.71,5.08,28.0,40.91,37.7
2020-08-05芦　屋ＲＫＢラジオ杯8R,3,3855,6.85,晴,北西,3,3,芦　屋,6,大熊辰弥,47,香川,50,B1,4.07,19.72,3.91,15.63,50.0,45.71
2020-08-05芦　屋ＲＫＢラジオ杯8R,4,3989,6.85,晴,北西,3,3,芦　屋,5,熊本英一,42,佐賀,57,B1,4.66,26.51,4.15,26.09,39.13,26.23
2020-08-05芦　屋ＲＫＢラジオ杯8R,5,4632,6.94,晴,北西,3,3,芦　屋,4,長尾京志,31,福岡,52,B1,5.11,27.59,4.53,24.0,18.18,39.44
2020-08-05芦　屋ＲＫＢラジオ杯8R,6,3036,6.85,晴,北西,3,3,芦　屋,2,吉本正昭,62,山口,57,B1,4.68,30.56,2.43,0.0,23.33,31.43
2020-08-05芦　屋ＲＫＢラジオ杯9R,1,3081,6.86,晴,北,2,2,芦　屋,1,岡本慎治,57,山口,51,B1,5.46,34.04,5.72,39.13,62.5,33.33
2020-08-05芦　屋ＲＫＢラジオ杯9R,2,3568,6.9,晴,北,2,2,芦　屋,6,木村光宏,49,香川,54,A2,5.56,33.64,5.8,46.67,34.78,40.0
2020-08-05芦　屋ＲＫＢラジオ杯9R,3,3775,6.85,晴,北,2,2,芦　屋,2,泉　啓文,45,岡山,58,B1,4.5,24.75,3.0,10.34,25.58,21.05
2020-08-05芦　屋ＲＫＢラジオ杯9R,4,3714,6.9,晴,北,2,2,芦　屋,4,梶原　正,45,福岡,56,B1,4.73,22.0,4.83,22.64,35.71,22.22
2020-08-05芦　屋ＲＫＢラジオ杯9R,5,3684,6.91,晴,北,2,2,芦　屋,3,清水攻二,46,山口,53,A2,5.85,35.44,5.32,29.03,20.0,26.79
2020-08-05芦　屋ＲＫＢラジオ杯9R,6,5102,6.85,晴,北,2,2,芦　屋,5,原田雄次,22,福岡,51,B2,1.19,0.0,1.14,0.0,43.75,34.92
2020-08-05芦　屋ＲＫＢラジオ杯10R,1,4204,6.78,晴,北西,3,3,芦　屋,4,柴田大輔,37,福岡,51,B1,4.29,22.37,4.95,27.27,39.13,40.0
2020-08-05芦　屋ＲＫＢラジオ杯10R,2,4214,6.83,晴,北西,3,3,芦　屋,6,林　祐介,35,岡山,55,A2,5.37,34.41,5.39,44.44,35.56,24.59
2020-08-05芦　屋ＲＫＢラジオ杯10R,3,3708,6.91,晴,北西,3,3,芦　屋,3,岡部貴司,46,岡山,55,A2,4.97,25.35,6.21,39.29,15.63,25.4
2020-08-05芦　屋ＲＫＢラジオ杯10R,4,3660,6.85,晴,北西,3,3,芦　屋,2,長谷川親,51,香川,59,B1,4.21,14.74,4.3,19.57,27.5,47.37
2020-08-05芦　屋ＲＫＢラジオ杯10R,5,4020,6.86,晴,北西,3,3,芦　屋,5,川上清人,40,香川,61,B1,4.78,37.21,5.48,42.86,30.43,35.09
2020-08-05芦　屋ＲＫＢラジオ杯10R,6,4679,6.86,晴,北西,3,3,芦　屋,1,植田太一,31,福岡,60,A2,4.96,32.0,5.25,36.36,12.5,31.88
2020-08-05芦　屋ＲＫＢラジオ杯11R,1,3930,6.87,晴,北西,3,3,芦　屋,1,岸本　隆,44,岡山,56,A2,5.56,39.09,4.94,29.41,20.59,33.85
2020-08-05芦　屋ＲＫＢラジオ杯11R,2,3961,6.93,晴,北西,3,3,芦　屋,3,谷村一哉,41,山口,55,A1,7.01,51.41,5.6,40.0,34.78,26.56
2020-08-05芦　屋ＲＫＢラジオ杯11R,3,4588,6.91,晴,北西,3,3,芦　屋,2,田中京介,29,福岡,57,B1,4.71,30.69,4.27,22.92,29.55,35.0
2020-08-05芦　屋ＲＫＢラジオ杯11R,4,4010,6.9,晴,北西,3,3,芦　屋,5,越智照浩,40,香川,57,B1,4.25,16.13,4.56,22.22,17.65,18.52
2020-08-05芦　屋ＲＫＢラジオ杯11R,5,4302,6.87,晴,北西,3,3,芦　屋,4,西野翔太,37,広島,51,A2,6.32,47.11,6.49,45.1,17.24,37.5
2020-08-05芦　屋ＲＫＢラジオ杯11R,6,4410,7.01,晴,北西,3,3,芦　屋,6,井上大輔,34,岡山,52,A2,5.57,40.16,5.65,34.78,37.84,30.3
2020-08-05芦　屋ＲＫＢラジオ杯12R,1,4166,6.85,晴,北西,2,2,芦　屋,1,吉田拡郎,38,岡山,52,A1,7.37,53.52,7.6,57.14,15.15,35.38
2020-08-05芦　屋ＲＫＢラジオ杯12R,2,4653,6.89,晴,北西,2,2,芦　屋,5,小野達哉,34,大阪,51,A1,6.62,51.15,7.48,57.14,44.44,26.15
2020-08-05芦　屋ＲＫＢラジオ杯12R,3,3874,6.92,晴,北西,2,2,芦　屋,4,山本寛久,44,岡山,52,A1,6.49,43.0,6.93,50.0,40.0,28.79
2020-08-05芦　屋ＲＫＢラジオ杯12R,4,3872,6.99,晴,北西,2,2,芦　屋,3,岡田憲行,44,大阪,52,A1,6.33,49.57,6.65,55.0,36.96,37.14
2020-08-05芦　屋ＲＫＢラジオ杯12R,5,3873,6.89,晴,北西,2,2,芦　屋,6,別府昌樹,44,広島,53,A2,6.12,42.72,6.55,53.45,46.67,26.23
2020-08-05芦　屋ＲＫＢラジオ杯12R,6,3849,6.98,晴,北西,2,2,芦　屋,2,中岡正彦,42,香川,53,A1,6.28,43.88,7.25,62.5,36.96,20.34
2020-08-05下　関Ｇ３長府製作所杯1R,1,4776,6.82,晴,南,2,2,下　関,1,竹田和哉,26,香川,53,A2,6.1,39.42,5.36,28.57,29.47,35.87
2020-08-05下　関Ｇ３長府製作所杯1R,2,4564,6.84,晴,南,2,2,下　関,2,山本景士,32,広島,53,B1,5.12,28.28,5.03,27.27,45.56,34.52
2020-08-05下　関Ｇ３長府製作所杯1R,3,3731,6.81,晴,南,2,2,下　関,6,高濱芳久,47,広島,52,B1,5.28,34.95,5.27,32.73,34.94,40.0
2020-08-05下　関Ｇ３長府製作所杯1R,4,4263,6.87,晴,南,2,2,下　関,4,武重雄介,36,山口,55,B1,5.24,38.24,4.94,22.86,32.91,45.88
2020-08-05下　関Ｇ３長府製作所杯1R,5,4607,6.75,晴,南,2,2,下　関,3,鶴田勇雄,31,福岡,51,B1,5.54,29.59,4.68,23.68,44.58,32.14
2020-08-05下　関Ｇ３長府製作所杯1R,6,3434,6.83,晴,南,2,2,下　関,5,松尾宣邦,51,福岡,53,B1,5.19,34.34,4.36,27.78,39.56,37.36
2020-08-05下　関Ｇ３長府製作所杯2R,1,4041,6.66,晴,南東,2,2,下　関,1,小林基樹,41,山口,54,B1,4.42,22.22,4.32,28.3,57.58,37.23
2020-08-05下　関Ｇ３長府製作所杯2R,2,3881,6.77,晴,南東,2,2,下　関,5,浦上拓也,47,大阪,54,B1,4.91,30.36,4.78,21.74,53.33,48.19
2020-08-05下　関Ｇ３長府製作所杯2R,3,4709,6.79,晴,南東,2,2,下　関,3,岡村将也,31,福岡,54,B1,5.23,34.44,4.22,20.34,39.51,39.76
2020-08-05下　関Ｇ３長府製作所杯2R,4,4252,6.78,晴,南東,2,2,下　関,2,松下哲也,37,福岡,51,B1,4.97,28.97,5.29,28.57,28.42,36.26
2020-08-05下　関Ｇ３長府製作所杯2R,5,4301,6.86,晴,南東,2,2,下　関,6,関　裕也,37,福岡,51,B1,5.71,41.24,7.14,50.0,29.9,31.4
2020-08-05下　関Ｇ３長府製作所杯2R,6,4331,6.85,晴,南東,2,2,下　関,4,三好勇人,36,香川,56,B1,4.72,26.09,5.62,37.84,30.11,42.86
2020-08-05下　関Ｇ３長府製作所杯3R,1,4475,6.72,晴,南東,2,2,下　関,2,末永祐輝,32,山口,52,A2,6.06,43.81,5.47,30.82,43.4,32.18
2020-08-05下　関Ｇ３長府製作所杯3R,2,3737,6.85,晴,南東,2,2,下　関,5,上平真二,46,広島,53,A1,7.85,60.0,7.18,57.14,31.18,34.12
2020-08-05下　関Ｇ３長府製作所杯3R,3,4051,6.78,晴,南東,2,2,下　関,6,清水敦揮,39,岡山,54,B1,6.43,50.0,6.78,61.11,28.21,36.36
2020-08-05下　関Ｇ３長府製作所杯3R,4,3710,6.84,晴,南東,2,2,下　関,1,吉永泰弘,46,香川,55,B1,4.74,26.21,4.63,20.83,34.52,34.44
2020-08-05下　関Ｇ３長府製作所杯3R,5,4202,6.8,晴,南東,2,2,下　関,4,浮田圭浩,37,岡山,56,B1,5.53,35.79,5.08,28.21,32.97,39.13
2020-08-05下　関Ｇ３長府製作所杯3R,6,4237,6.77,晴,南東,2,2,下　関,3,大峯　豊,36,山口,55,A1,6.9,48.08,6.79,47.92,48.19,35.56
2020-08-05下　関Ｇ３長府製作所杯4R,1,3282,6.72,晴,南,2,2,下　関,1,池本輝明,53,広島,51,B1,5.15,31.36,6.36,42.86,46.67,37.65
2020-08-05下　関Ｇ３長府製作所杯4R,2,4600,6.78,晴,南,2,2,下　関,4,井内将太,35,広島,52,B1,4.6,23.53,5.88,45.24,30.56,30.59
2020-08-05下　関Ｇ３長府製作所杯4R,3,3562,6.74,晴,南,2,2,下　関,2,山下和彦,51,広島,49,A1,6.64,50.81,5.43,31.91,41.51,40.22
2020-08-05下　関Ｇ３長府製作所杯4R,4,3581,6.78,晴,南,2,2,下　関,3,加木　郁,47,山口,51,A2,4.79,29.59,4.8,24.53,27.27,44.05
2020-08-05下　関Ｇ３長府製作所杯4R,5,4537,6.78,晴,南,2,2,下　関,5,渡邉和将,30,岡山,51,A1,7.35,61.05,6.86,54.0,40.48,35.56
2020-08-05下　関Ｇ３長府製作所杯4R,6,3935,6.77,晴,南,2,2,下　関,6,岩津徹郎,42,岡山,54,B1,4.96,30.14,4.29,14.29,30.0,36.96
2020-08-05下　関Ｇ３長府製作所杯5R,1,3815,6.74,晴,南東,2,2,下　関,1,森岡満郎,44,岡山,53,A2,4.92,22.99,4.85,25.64,39.53,38.46
2020-08-05下　関Ｇ３長府製作所杯5R,2,4324,6.78,晴,南東,2,2,下　関,4,海野康志,32,山口,60,A1,6.61,44.23,6.99,52.03,26.67,45.65
2020-08-05下　関Ｇ３長府製作所杯5R,3,4511,6.76,晴,南東,2,2,下　関,2,中岡健人,31,香川,56,B1,4.75,22.89,4.19,12.5,41.33,46.15
2020-08-05下　関Ｇ３長府製作所杯5R,4,4842,6.78,晴,南東,2,2,下　関,6,山下昂大,28,岡山,52,B1,5.09,28.95,5.14,28.57,31.25,34.44
2020-08-05下　関Ｇ３長府製作所杯5R,5,4425,6.78,晴,南東,2,2,下　関,5,大井清貴,34,山口,52,B1,4.72,25.71,5.01,31.75,30.77,30.68
2020-08-05下　関Ｇ３長府製作所杯5R,6,3578,6.79,晴,南東,2,2,下　関,3,塩田雄一,47,香川,49,B1,4.7,30.09,5.21,30.3,28.57,35.29
2020-08-05下　関Ｇ３長府製作所杯6R,1,3434,6.76,晴,南,1,1,下　関,1,松尾宣邦,51,福岡,53,B1,5.19,34.34,4.36,27.78,39.56,37.36
2020-08-05下　関Ｇ３長府製作所杯6R,2,4041,6.67,晴,南,1,1,下　関,2,小林基樹,41,山口,54,B1,4.42,22.22,4.32,28.3,57.58,37.23
2020-08-05下　関Ｇ３長府製作所杯6R,3,3978,6.79,晴,南,1,1,下　関,5,齊藤　仁,43,東京,52,A1,7.22,51.8,7.0,55.0,38.38,43.33
2020-08-05下　関Ｇ３長府製作所杯6R,4,4593,6.82,晴,南,1,1,下　関,4,小坂宗司,39,大阪,52,A2,6.22,46.21,5.91,40.91,41.86,40.0
2020-08-05下　関Ｇ３長府製作所杯6R,5,4370,6.83,晴,南,1,1,下　関,6,山口達也,33,岡山,56,A1,6.24,47.62,9.0,77.78,31.65,34.07
2020-08-05下　関Ｇ３長府製作所杯7R,1,4748,6.73,晴,南,2,2,下　関,4,渡邉雄朗,34,東京,51,A2,5.5,39.36,5.12,29.41,43.02,32.95
2020-08-05下　関Ｇ３長府製作所杯7R,2,3573,6.75,晴,南,2,2,下　関,5,前本泰和,48,広島,50,A1,8.46,64.49,6.87,48.0,38.81,35.16
2020-08-05下　関Ｇ３長府製作所杯7R,3,4263,6.87,晴,南,2,2,下　関,6,武重雄介,36,山口,55,B1,5.24,38.24,4.94,22.86,32.91,45.88
2020-08-05下　関Ｇ３長府製作所杯7R,4,4292,6.82,晴,南,2,2,下　関,1,麻生慎介,35,広島,50,A2,5.76,39.02,5.54,32.43,35.56,44.57
2020-08-05下　関Ｇ３長府製作所杯7R,5,3710,6.81,晴,南,2,2,下　関,3,吉永泰弘,46,香川,55,B1,4.74,26.21,4.63,20.83,34.52,34.44
2020-08-05下　関Ｇ３長府製作所杯8R,1,4600,6.78,晴,南東,1,1,下　関,1,井内将太,35,広島,52,B1,4.6,23.53,5.88,45.24,30.56,30.59
2020-08-05下　関Ｇ３長府製作所杯8R,2,4179,6.72,晴,南東,1,1,下　関,3,広次　修,37,山口,51,A2,5.54,36.22,5.96,44.53,29.76,40.22
2020-08-05下　関Ｇ３長府製作所杯8R,3,3897,6.79,晴,南東,1,1,下　関,6,白井英治,43,山口,53,A1,7.95,56.44,8.85,74.8,40.0,30.23
2020-08-05下　関Ｇ３長府製作所杯8R,4,3731,6.82,晴,南東,1,1,下　関,4,高濱芳久,47,広島,52,B1,5.28,34.95,5.27,32.73,34.94,40.0
2020-08-05下　関Ｇ３長府製作所杯8R,5,3158,6.76,晴,南東,1,1,下　関,2,島川光男,55,広島,54,A1,6.18,42.62,6.26,44.62,40.45,34.52
2020-08-05下　関Ｇ３長府製作所杯8R,6,4782,6.75,晴,南東,1,1,下　関,5,浜崎準也,33,岡山,50,B1,5.92,41.51,3.74,14.81,27.03,29.35
2020-08-05下　関Ｇ３長府製作所杯9R,1,3282,6.78,晴,南東,1,1,下　関,3,池本輝明,53,広島,51,B1,5.15,31.36,6.36,42.86,46.67,37.65
2020-08-05下　関Ｇ３長府製作所杯9R,2,4361,6.8,晴,南東,1,1,下　関,2,柳生泰二,35,山口,52,A1,6.64,50.46,6.35,42.86,27.16,33.33
2020-08-05下　関Ｇ３長府製作所杯9R,3,4205,6.82,晴,南東,1,1,下　関,5,山口　剛,37,広島,52,A1,7.42,52.21,7.44,57.78,40.23,32.94
2020-08-05下　関Ｇ３長府製作所杯9R,4,4252,6.79,晴,南東,1,1,下　関,4,松下哲也,37,福岡,51,B1,4.97,28.97,5.29,28.57,28.42,36.26
2020-08-05下　関Ｇ３長府製作所杯9R,5,4202,6.87,晴,南東,1,1,下　関,6,浮田圭浩,37,岡山,56,B1,5.53,35.79,5.08,28.21,32.97,39.13
2020-08-05下　関Ｇ３長府製作所杯9R,6,4511,6.81,晴,南東,1,1,下　関,1,中岡健人,31,香川,56,B1,4.75,22.89,4.19,12.5,41.33,46.15
2020-08-05下　関Ｇ３長府製作所杯10R,1,3562,6.76,晴,東,1,1,下　関,1,山下和彦,51,広島,49,A1,6.64,50.81,5.43,31.91,41.51,40.22
2020-08-05下　関Ｇ３長府製作所杯10R,2,4331,6.89,晴,東,1,1,下　関,2,三好勇人,36,香川,56,B1,4.72,26.09,5.62,37.84,30.11,42.86
2020-08-05下　関Ｇ３長府製作所杯10R,3,4324,6.85,晴,東,1,1,下　関,3,海野康志,32,山口,60,A1,6.61,44.23,6.99,52.03,26.67,45.65
2020-08-05下　関Ｇ３長府製作所杯10R,4,4475,6.68,晴,東,1,1,下　関,4,末永祐輝,32,山口,52,A2,6.06,43.81,5.47,30.82,43.4,32.18
2020-08-05下　関Ｇ３長府製作所杯10R,5,4607,6.79,晴,東,1,1,下　関,5,鶴田勇雄,31,福岡,51,B1,5.54,29.59,4.68,23.68,44.58,32.14
2020-08-05下　関Ｇ３長府製作所杯11R,1,4537,6.79,晴,東,1,1,下　関,1,渡邉和将,30,岡山,51,A1,7.35,61.05,6.86,54.0,40.48,35.56
2020-08-05下　関Ｇ３長府製作所杯11R,2,4237,6.82,晴,東,1,1,下　関,2,大峯　豊,36,山口,55,A1,6.9,48.08,6.79,47.92,48.19,35.56
2020-08-05下　関Ｇ３長府製作所杯11R,3,3815,6.79,晴,東,1,1,下　関,3,森岡満郎,44,岡山,53,A2,4.92,22.99,4.85,25.64,39.53,38.46
2020-08-05下　関Ｇ３長府製作所杯11R,4,4709,6.8,晴,東,1,1,下　関,4,岡村将也,31,福岡,54,B1,5.23,34.44,4.22,20.34,39.51,39.76
2020-08-05下　関Ｇ３長府製作所杯11R,5,4748,6.75,晴,東,1,1,下　関,5,渡邉雄朗,34,東京,51,A2,5.5,39.36,5.12,29.41,43.02,32.95
2020-08-05下　関Ｇ３長府製作所杯11R,6,4564,6.83,晴,東,1,1,下　関,6,山本景士,32,広島,53,B1,5.12,28.28,5.03,27.27,45.56,34.52
2020-08-05下　関Ｇ３長府製作所杯12R,1,3737,6.81,晴,北東,2,2,下　関,3,上平真二,46,広島,53,A1,7.85,60.0,7.18,57.14,31.18,34.12
2020-08-05下　関Ｇ３長府製作所杯12R,2,3978,6.82,晴,北東,2,2,下　関,1,齊藤　仁,43,東京,52,A1,7.22,51.8,7.0,55.0,38.38,43.33
2020-08-05下　関Ｇ３長府製作所杯12R,3,4776,6.84,晴,北東,2,2,下　関,4,竹田和哉,26,香川,53,A2,6.1,39.42,5.36,28.57,29.47,35.87
2020-08-05下　関Ｇ３長府製作所杯12R,4,3581,6.82,晴,北東,2,2,下　関,6,加木　郁,47,山口,51,A2,4.79,29.59,4.8,24.53,27.27,44.05
2020-08-05下　関Ｇ３長府製作所杯12R,5,4179,6.74,晴,北東,2,2,下　関,2,広次　修,37,山口,51,A2,5.54,36.22,5.96,44.53,29.76,40.22
2020-08-05下　関Ｇ３長府製作所杯12R,6,4292,6.92,晴,北東,2,2,下　関,5,麻生慎介,35,広島,50,A2,5.76,39.02,5.54,32.43,35.56,44.57
2020-08-05徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,1,4959,6.98,晴,南,2,2,徳　山,1,井上忠政,24,大阪,53,A2,6.24,43.51,4.41,21.62,33.96,33.11
2020-08-05徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,2,4890,7.03,晴,南,2,2,徳　山,2,石川　諒,31,山口,52,B1,4.29,17.65,4.07,22.67,35.38,34.97
2020-08-05徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,3,4977,7.13,晴,南,2,2,徳　山,4,馬野　耀,26,大阪,54,B1,4.39,19.4,3.7,10.0,29.73,29.11
2020-08-05徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,4,5031,7.02,晴,南,2,2,徳　山,3,渡辺空依,22,福岡,56,B1,2.11,1.33,1.33,0.0,8.57,30.82
2020-08-05徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,5,5121,7.01,晴,南,2,2,徳　山,5,定松勇樹,19,佐賀,51,B2,2.17,4.62,2.44,0.0,19.05,38.41
2020-08-05徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,6,5126,7.05,晴,南,2,2,徳　山,6,山下大輝,23,兵庫,51,B2,1.5,0.0,1.67,0.0,36.67,33.54
