レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-01唐　津日本モーターボート選手会会長杯5R,4,3509,6.85,晴,北,3,3,5,道上千夏,48,香川,49,B1,3.71,13.85,4.62,23.08,44.44,30.85
2020-09-01唐　津日本モーターボート選手会会長杯5R,5,4375,6.79,晴,北,3,3,3,照屋厚仁,36,兵庫,50,A2,5.58,34.92,0.0,0.0,22.22,20.0
2020-09-01唐　津日本モーターボート選手会会長杯5R,6,4704,6.84,晴,北,3,3,6,河野　大,32,徳島,51,A2,6.21,42.74,4.38,18.75,20.0,28.41
2020-09-01唐　津日本モーターボート選手会会長杯6R,1,3548,6.9,晴,北,3,3,3,室田泰史,50,福井,54,A2,5.93,40.48,6.11,46.43,22.22,28.87
2020-09-01唐　津日本モーターボート選手会会長杯6R,2,3158,6.86,晴,北,3,3,4,島川光男,55,広島,54,A1,6.2,42.57,7.25,61.02,5.88,30.93
2020-09-01唐　津日本モーターボート選手会会長杯6R,3,4057,6.86,晴,北,3,3,2,松井賢治,41,兵庫,51,A2,5.56,34.44,6.6,50.0,60.0,32.99
2020-09-01唐　津日本モーターボート選手会会長杯6R,4,5018,6.89,晴,北,3,3,6,竹下大樹,21,福岡,54,B1,3.82,20.55,2.26,0.0,20.0,19.75
2020-09-01唐　津日本モーターボート選手会会長杯6R,5,3802,6.9,晴,北,3,3,1,森岡真希,46,岡山,46,B1,4.5,24.29,3.74,21.05,22.22,38.54
2020-09-01唐　津日本モーターボート選手会会長杯6R,6,5117,6.9,晴,北,3,3,5,冨名腰桃,20,福岡,46,B2,1.29,0.0,1.25,0.0,44.44,29.17
2020-09-01唐　津日本モーターボート選手会会長杯7R,1,3654,6.84,晴,北,3,3,4,武田光史,46,福井,52,A1,6.48,43.7,6.72,50.0,25.0,34.02
2020-09-01唐　津日本モーターボート選手会会長杯7R,2,4402,6.88,晴,北,3,3,2,乙藤智史,35,福岡,54,A2,6.09,42.52,5.55,25.0,0.0,26.32
2020-09-01唐　津日本モーターボート選手会会長杯7R,3,4058,6.91,晴,北,3,3,1,野末智一,41,静岡,50,B1,5.23,28.03,4.59,23.53,0.0,34.04
2020-09-01唐　津日本モーターボート選手会会長杯7R,4,4116,6.89,晴,北,3,3,3,川田正人,39,徳島,51,A2,5.26,33.06,5.22,33.33,46.67,35.42
2020-09-01唐　津日本モーターボート選手会会長杯7R,5,4059,6.9,晴,北,3,3,5,入澤友治,41,東京,53,B1,5.21,36.47,4.85,30.3,17.65,47.87
2020-09-01唐　津日本モーターボート選手会会長杯7R,6,5118,6.88,晴,北,3,3,6,野田なづ,20,佐賀,46,B2,1.29,0.0,1.12,0.0,30.0,38.78
2020-09-01唐　津日本モーターボート選手会会長杯8R,1,3956,6.87,晴,北東,4,4,4,横澤剛治,43,静岡,57,A1,7.12,54.89,4.31,12.5,47.37,31.58
2020-09-01唐　津日本モーターボート選手会会長杯8R,2,3483,6.95,晴,北東,4,4,5,入船幸子,49,佐賀,43,B1,3.59,17.39,4.78,34.15,20.0,36.47
2020-09-01唐　津日本モーターボート選手会会長杯8R,3,4346,6.89,晴,北東,4,4,6,前田健太,35,福岡,54,B1,4.7,23.13,5.46,38.46,36.36,33.33
2020-09-01唐　津日本モーターボート選手会会長杯8R,4,4981,6.94,晴,北東,4,4,1,牧山敦也,24,佐賀,50,B1,4.43,18.97,3.59,13.66,0.0,24.44
2020-09-01唐　津日本モーターボート選手会会長杯8R,5,5054,6.91,晴,北東,4,4,2,佐々木大,24,大阪,52,B1,3.15,9.76,0.0,0.0,37.5,31.18
2020-09-01唐　津日本モーターボート選手会会長杯8R,6,2930,6.92,晴,北東,4,4,3,新良一規,64,山口,53,B1,3.88,19.7,4.67,33.33,33.33,41.41
2020-09-01唐　津日本モーターボート選手会会長杯9R,1,4500,6.89,晴,北東,4,4,2,山田康二,32,佐賀,53,A2,7.78,68.03,8.03,68.22,0.0,39.8
2020-09-01唐　津日本モーターボート選手会会長杯9R,2,3256,6.95,晴,北東,4,4,5,三角哲男,53,東京,51,A1,6.76,50.86,7.21,52.63,16.67,30.11
2020-09-01唐　津日本モーターボート選手会会長杯9R,3,4657,6.96,晴,北東,4,4,3,江崎一雄,33,福岡,55,B1,5.46,38.1,5.75,42.62,55.56,36.0
2020-09-01唐　津日本モーターボート選手会会長杯9R,4,4375,6.86,晴,北東,4,4,6,照屋厚仁,36,兵庫,50,A2,5.58,34.92,0.0,0.0,22.22,20.0
2020-09-01唐　津日本モーターボート選手会会長杯9R,5,5028,6.91,晴,北東,4,4,4,原田才一,23,福岡,53,B1,5.09,34.31,3.43,14.29,0.0,34.38
2020-09-01唐　津日本モーターボート選手会会長杯9R,6,4423,6.94,晴,北東,4,4,1,坂口貴彦,31,岡山,55,B1,4.48,30.83,4.0,22.22,40.0,31.11
2020-09-01唐　津日本モーターボート選手会会長杯10R,1,4709,6.86,晴,北東,4,4,4,岡村将也,31,福岡,54,B1,5.18,32.73,7.41,58.62,30.0,33.71
2020-09-01唐　津日本モーターボート選手会会長杯10R,2,3333,6.88,晴,北東,4,4,2,丸尾義孝,52,徳島,52,A1,6.35,45.52,6.25,44.44,73.68,43.43
2020-09-01唐　津日本モーターボート選手会会長杯10R,3,3576,6.9,晴,北東,4,4,1,白水勝也,47,福岡,51,A2,6.71,53.28,6.33,44.44,37.5,29.17
2020-09-01唐　津日本モーターボート選手会会長杯10R,4,3548,6.96,晴,北東,4,4,5,室田泰史,50,福井,54,A2,5.93,40.48,6.11,46.43,22.22,28.87
2020-09-01唐　津日本モーターボート選手会会長杯10R,5,3892,6.89,晴,北東,4,4,3,草場康幸,44,佐賀,52,A2,4.78,25.68,5.69,39.86,11.76,40.22
2020-09-01唐　津日本モーターボート選手会会長杯10R,6,3273,6.92,晴,北東,4,4,6,石田　豪,54,広島,50,B1,4.92,30.53,4.56,27.91,0.0,37.63
2020-09-01唐　津日本モーターボート選手会会長杯11R,1,3158,6.87,晴,北東,3,3,1,島川光男,55,広島,54,A1,6.2,42.57,7.25,61.02,5.88,30.93
2020-09-01唐　津日本モーターボート選手会会長杯11R,2,4069,6.91,晴,北東,3,3,2,山本修一,40,岡山,53,A2,7.02,58.02,0.0,0.0,27.78,25.58
2020-09-01唐　津日本モーターボート選手会会長杯11R,3,4006,6.94,晴,北東,3,3,5,小野勇作,42,佐賀,51,A1,5.97,41.67,6.02,42.71,22.22,23.47
2020-09-01唐　津日本モーターボート選手会会長杯11R,4,4564,6.92,晴,北東,3,3,4,山本景士,32,広島,53,B1,5.3,31.25,5.25,35.0,30.0,30.85
2020-09-01唐　津日本モーターボート選手会会長杯11R,5,4901,6.91,晴,北東,3,3,6,出口舞有,27,愛知,46,A2,5.82,39.1,4.24,24.14,31.58,30.43
2020-09-01唐　津日本モーターボート選手会会長杯11R,6,3654,6.86,晴,北東,3,3,3,武田光史,46,福井,52,A1,6.48,43.7,6.72,50.0,25.0,34.02
2020-09-01唐　津日本モーターボート選手会会長杯12R,1,3956,6.89,晴,北東,3,3,1,横澤剛治,43,静岡,57,A1,7.12,54.89,4.31,12.5,47.37,31.58
2020-09-01唐　津日本モーターボート選手会会長杯12R,2,3963,6.95,晴,北東,3,3,5,原田秀弥,41,大阪,55,A1,6.68,54.14,7.19,57.14,50.0,38.46
2020-09-01唐　津日本モーターボート選手会会長杯12R,3,4475,6.89,晴,北東,3,3,2,末永祐輝,32,山口,52,A2,6.1,43.7,5.25,28.57,47.37,21.74
2020-09-01唐　津日本モーターボート選手会会長杯12R,4,4402,6.91,晴,北東,3,3,6,乙藤智史,35,福岡,54,A2,6.09,42.52,5.55,25.0,0.0,26.32
2020-09-01唐　津日本モーターボート選手会会長杯12R,5,4184,6.89,晴,北東,3,3,3,渡邊雄一,34,大阪,49,A1,6.14,44.62,6.73,49.02,62.5,18.95
2020-09-01唐　津日本モーターボート選手会会長杯12R,6,4057,6.91,晴,北東,3,3,4,松井賢治,41,兵庫,51,A2,5.56,34.44,6.6,50.0,60.0,32.99
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,1,4005,7.13,晴,南東,4,4,2,瀬川公則,42,山口,54,B1,4.14,22.08,4.58,27.69,20.55,31.85
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,2,3853,7.12,晴,南東,4,4,1,岩崎正哉,47,福岡,57,A2,5.73,34.17,5.78,42.22,36.36,35.39
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,3,4248,7.15,晴,南東,4,4,4,岡本　大,38,長崎,55,B1,4.45,23.47,4.48,21.15,31.17,41.57
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,4,5033,7.2,晴,南東,4,4,6,藤原孝斗,22,愛知,55,B1,3.16,8.6,2.0,0.0,28.4,34.48
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,5,4951,7.14,晴,南東,4,4,5,新田洋一,26,広島,53,B1,4.73,25.49,4.03,24.14,30.68,34.29
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,6,3866,7.21,晴,南東,4,4,3,木山誠一,45,岡山,57,B1,4.0,16.39,3.97,16.67,40.23,37.36
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,1,4492,7.05,晴,東,4,4,1,本多宏和,33,愛知,51,A1,6.55,43.48,0.0,0.0,22.67,38.2
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,2,3406,7.18,晴,東,4,4,4,中里英夫,52,群馬,53,A1,5.27,27.27,6.37,50.98,47.44,37.21
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,3,4607,7.11,晴,東,4,4,6,鶴田勇雄,31,福岡,52,B1,5.49,27.72,4.87,23.33,29.21,39.66
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,4,3615,7.18,晴,東,4,4,3,横田　茂,47,広島,50,A2,5.36,34.58,6.04,42.31,45.68,45.2
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,5,4376,7.13,晴,東,4,4,5,藤田靖弘,36,静岡,51,A2,5.63,40.0,6.81,47.62,28.57,37.95
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,6,3726,7.23,晴,東,4,4,2,桂林　寛,49,福岡,54,A2,5.77,34.92,4.9,24.39,15.38,37.21
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,1,3412,7.07,晴,東,3,3,1,鈴木　博,51,埼玉,52,A2,5.72,41.12,6.33,41.27,40.85,34.09
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,2,3715,7.13,晴,東,3,3,4,倉尾大介,45,福岡,55,B1,3.55,16.07,4.74,26.09,35.0,42.05
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,3,3621,7.19,晴,東,3,3,3,天野晶夫,46,愛知,55,A1,6.62,47.31,6.92,50.98,40.91,36.36
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,4,3508,7.19,晴,東,3,3,2,久富政弘,49,佐賀,54,B1,4.67,29.76,5.22,33.33,33.33,32.18
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,5,4416,7.13,晴,東,3,3,5,三宅健太,33,広島,54,A2,5.39,30.91,5.0,24.0,16.18,35.33
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,6,5131,7.09,晴,東,3,3,6,江藤敦宏,21,福岡,51,B2,1.28,0.0,0.0,0.0,41.67,31.79
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,1,3473,7.08,晴,南東,3,3,1,石川真二,50,福岡,52,A1,7.1,58.1,6.61,46.34,25.0,37.87
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,2,3414,7.06,晴,南東,3,3,2,加瀬智宏,50,群馬,54,A2,5.35,37.62,6.28,45.0,24.32,34.46
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,3,4592,7.09,晴,南東,3,3,5,小林孝弘,39,山口,51,B1,4.52,21.59,4.59,22.22,25.76,34.88
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,4,3305,7.16,晴,南東,3,3,3,小野信樹,52,岡山,53,B1,4.2,21.95,3.48,6.9,32.5,34.36
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,5,4708,7.17,晴,南東,3,3,4,半田尚也,31,広島,55,B1,3.89,12.5,2.89,11.11,36.84,34.12
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,6,5105,7.07,晴,南東,3,3,6,富田恕生,21,福岡,51,B2,1.39,0.0,1.67,0.0,38.82,31.55
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,1,4108,7.02,晴,南,3,3,2,吉村正明,40,山口,50,A1,6.94,55.1,7.3,57.0,35.0,31.58
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,2,4951,7.06,晴,南,3,3,4,新田洋一,26,広島,53,B1,4.73,25.49,4.03,24.14,30.68,34.29
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,3,4834,7.06,晴,南,3,3,5,浜本裕己,32,大阪,50,B1,4.68,26.67,0.0,0.0,32.5,42.69
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,4,4435,7.07,晴,南,3,3,6,服部達哉,34,愛知,57,A2,5.96,42.39,6.64,54.55,30.67,35.26
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,5,4693,7.06,晴,南,3,3,3,松下誉士,36,福岡,52,B1,4.14,18.84,3.71,22.86,29.49,35.43
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,6,3025,7.08,晴,南,3,3,1,山口哲治,58,長崎,51,B1,5.0,35.71,3.33,8.33,39.76,37.79
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,1,3475,7.13,晴,南,2,2,3,橋本久和,50,群馬,52,A1,6.49,49.02,7.43,60.0,41.56,35.03
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,2,4607,7.06,晴,南,2,2,4,鶴田勇雄,31,福岡,52,B1,5.49,27.72,4.87,23.33,29.21,39.66
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,3,3853,7.05,晴,南,2,2,2,岩崎正哉,47,福岡,57,A2,5.73,34.17,5.78,42.22,36.36,35.39
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,4,4515,7.08,晴,南,2,2,5,藤田浩人,34,佐賀,54,A2,5.61,35.51,5.9,40.48,48.89,33.15
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,5,5067,7.09,晴,南,2,2,6,山田真聖,21,山口,54,B1,1.73,3.17,1.54,0.0,51.47,36.36
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,6,4129,7.09,晴,南,2,2,1,宇野博之,40,愛知,55,B1,4.41,27.27,4.6,30.0,32.93,32.56
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,1,4967,7.08,晴,南,3,3,3,中村魁生,22,大阪,49,A2,5.66,38.89,4.19,25.0,32.58,36.16
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,2,3224,7.06,晴,南,3,3,1,栗山繁洋,55,佐賀,52,B1,4.58,24.24,5.81,47.62,24.68,34.1
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,3,3406,7.08,晴,南,3,3,6,中里英夫,52,群馬,53,A1,5.27,27.27,6.37,50.98,47.44,37.21
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,4,3297,7.03,晴,南,3,3,2,藤丸光一,53,福岡,49,A2,5.79,41.32,6.71,54.17,30.38,36.9
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,5,4005,7.13,晴,南,3,3,4,瀬川公則,42,山口,54,B1,4.14,22.08,4.58,27.69,20.55,31.85
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,6,5131,7.08,晴,南,3,3,5,江藤敦宏,21,福岡,51,B2,1.28,0.0,0.0,0.0,41.67,31.79
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,1,3726,7.12,晴,南西,3,3,1,桂林　寛,49,福岡,54,A2,5.77,34.92,4.9,24.39,15.38,37.21
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,2,4592,7.1,晴,南西,3,3,2,小林孝弘,39,山口,51,B1,4.52,21.59,4.59,22.22,25.76,34.88
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,3,4428,7.08,晴,南西,3,3,3,有賀達也,34,埼玉,52,A1,6.62,50.62,6.88,58.82,31.4,39.43
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,4,3349,7.11,晴,南西,3,3,5,吉田一郎,52,長崎,51,A2,6.33,51.11,7.36,60.61,41.33,31.61
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,5,5004,7.06,晴,南西,3,3,6,河野主樹,24,大阪,52,B1,3.14,20.45,3.38,12.5,36.47,30.68
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,6,5033,7.12,晴,南西,3,3,4,藤原孝斗,22,愛知,55,B1,3.16,8.6,2.0,0.0,28.4,34.48
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,1,3305,7.11,晴,南西,5,5,5,小野信樹,52,岡山,53,B1,4.2,21.95,3.48,6.9,32.5,34.36
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,2,3683,7.09,晴,南西,5,5,6,小羽正作,46,福岡,51,A2,5.89,40.0,5.5,27.78,37.31,35.47
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,3,4248,7.09,晴,南西,5,5,1,岡本　大,38,長崎,55,B1,4.45,23.47,4.48,21.15,31.17,41.57
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,4,3024,7.09,晴,南西,5,5,3,西島義則,58,広島,58,A1,7.49,61.42,7.1,56.1,6.67,32.12
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,5,4376,7.04,晴,南西,5,5,4,藤田靖弘,36,静岡,51,A2,5.63,40.0,6.81,47.62,28.57,37.95
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,6,4834,7.06,晴,南西,5,5,2,浜本裕己,32,大阪,50,B1,4.68,26.67,0.0,0.0,32.5,42.69
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,1,3615,7.07,晴,南西,4,4,6,横田　茂,47,広島,50,A2,5.36,34.58,6.04,42.31,45.68,45.2
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,2,3866,7.12,晴,南西,4,4,2,木山誠一,45,岡山,57,B1,4.0,16.39,3.97,16.67,40.23,37.36
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,3,3909,7.1,晴,南西,4,4,4,佐々木康,47,静岡,55,A1,6.42,43.69,6.77,50.88,53.25,35.36
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,4,3508,7.15,晴,南西,4,4,1,久富政弘,49,佐賀,54,B1,4.67,29.76,5.22,33.33,33.33,32.18
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,5,4435,7.15,晴,南西,4,4,3,服部達哉,34,愛知,57,A2,5.96,42.39,6.64,54.55,30.67,35.26
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,6,5105,7.13,晴,南西,4,4,5,富田恕生,21,福岡,51,B2,1.39,0.0,1.67,0.0,38.82,31.55
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,1,4515,7.05,晴,南西,2,2,1,藤田浩人,34,佐賀,54,A2,5.61,35.51,5.9,40.48,48.89,33.15
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,2,4492,7.03,晴,南西,2,2,4,本多宏和,33,愛知,51,A1,6.55,43.48,0.0,0.0,22.67,38.2
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,3,3412,7.05,晴,南西,2,2,3,鈴木　博,51,埼玉,52,A2,5.72,41.12,6.33,41.27,40.85,34.09
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,4,3430,7.08,晴,南西,2,2,2,角浜　修,52,広島,53,B1,4.73,26.27,4.67,27.78,42.31,37.93
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,5,3025,7.07,晴,南西,2,2,5,山口哲治,58,長崎,51,B1,5.0,35.71,3.33,8.33,39.76,37.79
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,6,5138,7.14,晴,南西,2,2,6,村本大成,20,福岡,54,B2,1.24,0.0,0.0,0.0,17.5,34.88
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦12R,1,4108,7.01,晴,南西,3,3,1,吉村正明,40,山口,50,A1,6.94,55.1,7.3,57.0,35.0,31.58
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦12R,2,3475,7.09,晴,南西,3,3,4,橋本久和,50,群馬,52,A1,6.49,49.02,7.43,60.0,41.56,35.03
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦12R,3,3349,7.06,晴,南西,3,3,3,吉田一郎,52,長崎,51,A2,6.33,51.11,7.36,60.61,41.33,31.61
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦12R,4,4967,7.04,晴,南西,3,3,6,中村魁生,22,大阪,49,A2,5.66,38.89,4.19,25.0,32.58,36.16
2020-09-01徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦12R,5,3473,7.07,晴,南西,3,3,2,石川真二,50,福岡,52,A1,7.1,58.1,6.61,46.34,25.0,37.87
