レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-25大　村ＢＴＳ松浦開設記念1R,1,3211,6.97,晴,北,4,3,5,北川敏弘,58,佐賀,53,B1,4.32,21.65,5.21,33.33,47.27,29.63
2020-09-25大　村ＢＴＳ松浦開設記念1R,2,4747,6.96,晴,北,4,3,2,山戸信二,35,長崎,51,B1,3.71,13.41,4.24,20.0,28.85,48.15
2020-09-25大　村ＢＴＳ松浦開設記念1R,3,4919,6.95,晴,北,4,3,4,吉田翔悟,29,長崎,52,B1,4.83,30.48,4.16,19.85,11.36,19.57
2020-09-25大　村ＢＴＳ松浦開設記念1R,4,4705,6.99,晴,北,4,3,1,吉川勇作,32,長崎,53,B1,4.22,23.58,5.02,30.77,26.53,29.09
2020-09-25大　村ＢＴＳ松浦開設記念1R,5,4309,7.01,晴,北,4,3,3,坂口明義,36,香川,54,B2,2.57,3.57,3.63,10.0,33.33,27.78
2020-09-25大　村ＢＴＳ松浦開設記念1R,6,5131,6.94,晴,北,4,3,6,江藤敦宏,21,福岡,51,B2,1.28,0.0,1.13,0.0,39.62,32.2
2020-09-25大　村ＢＴＳ松浦開設記念2R,1,4855,6.91,晴,北,4,3,1,江頭賢太,24,長崎,51,B1,3.59,15.07,4.96,30.0,30.36,42.86
2020-09-25大　村ＢＴＳ松浦開設記念2R,2,3459,6.87,晴,北,4,3,2,中野和裕,53,佐賀,54,B1,3.74,8.77,3.79,17.86,31.48,29.63
2020-09-25大　村ＢＴＳ松浦開設記念2R,3,4725,6.87,晴,北,4,3,5,佐竹太一,34,兵庫,51,B1,4.93,28.8,5.21,33.33,28.57,26.42
2020-09-25大　村ＢＴＳ松浦開設記念2R,4,3151,6.95,晴,北,4,3,3,落合敬一,56,長崎,56,B1,3.92,12.99,5.12,32.28,54.9,34.55
