,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
39,2020-08-06芦　屋ＲＫＢラジオ杯7R,5,3564,6.9,3,桑原　啓,50,福岡,53,B1,4.21,18.89,4.75,25.0,26.53,49.28
40,2020-08-06芦　屋ＲＫＢラジオ杯7R,6,5102,6.95,6,原田雄次,22,福岡,51,B2,1.19,0.0,1.14,0.0,43.75,34.92
41,2020-08-06芦　屋ＲＫＢラジオ杯8R,1,3684,6.97,1,清水攻二,46,山口,53,A2,5.85,35.44,5.32,29.03,20.0,26.79
42,2020-08-06芦　屋ＲＫＢラジオ杯8R,2,3989,6.96,3,熊本英一,42,佐賀,57,B1,4.66,26.51,4.15,26.09,39.13,26.23
43,2020-08-06芦　屋ＲＫＢラジオ杯8R,3,3849,6.98,5,中岡正彦,42,香川,53,A1,6.28,43.88,7.25,62.5,36.96,20.34
44,2020-08-06芦　屋ＲＫＢラジオ杯8R,4,4214,6.93,4,林　祐介,35,岡山,55,A2,5.37,34.41,5.39,44.44,35.56,24.59
45,2020-08-06芦　屋ＲＫＢラジオ杯8R,5,3775,6.9,6,泉　啓文,45,岡山,58,B1,4.5,24.75,3.0,10.34,25.58,21.05
46,2020-08-06芦　屋ＲＫＢラジオ杯8R,6,4355,6.94,2,小川広大,36,福岡,56,B1,4.24,19.57,4.6,24.56,30.43,26.67
47,2020-08-06芦　屋ＲＫＢラジオ杯9R,1,3855,6.96,1,大熊辰弥,47,香川,50,B1,4.07,19.72,3.91,15.63,50.0,45.71
48,2020-08-06芦　屋ＲＫＢラジオ杯9R,2,3930,6.96,2,岸本　隆,44,岡山,56,A2,5.56,39.09,4.94,29.41,20.59,33.85
49,2020-08-06芦　屋ＲＫＢラジオ杯9R,3,4588,6.97,4,田中京介,29,福岡,57,B1,4.71,30.69,4.27,22.92,29.55,35.0
50,2020-08-06芦　屋ＲＫＢラジオ杯9R,4,3874,6.91,5,山本寛久,44,岡山,52,A1,6.49,43.0,6.93,50.0,40.0,28.79
51,2020-08-06芦　屋ＲＫＢラジオ杯9R,5,3714,7.0,6,梶原　正,45,福岡,56,B1,4.73,22.0,4.83,22.64,35.71,22.22
52,2020-08-06芦　屋ＲＫＢラジオ杯9R,6,3036,6.99,3,吉本正昭,62,山口,57,B1,4.68,30.56,2.43,0.0,23.33,31.43
53,2020-08-06芦　屋ＲＫＢラジオ杯10R,1,3568,6.95,1,木村光宏,49,香川,54,A2,5.56,33.64,5.8,46.67,34.78,40.0
54,2020-08-06芦　屋ＲＫＢラジオ杯10R,2,3627,6.98,5,井上恵一,50,福岡,53,B1,5.38,37.36,5.33,38.27,40.91,25.93
55,2020-08-06芦　屋ＲＫＢラジオ杯10R,3,3961,6.95,6,谷村一哉,41,山口,55,A1,7.01,51.41,5.6,40.0,34.78,26.56
56,2020-08-06芦　屋ＲＫＢラジオ杯10R,4,4653,6.92,3,小野達哉,34,大阪,51,A1,6.62,51.15,7.48,57.14,44.44,26.15
57,2020-08-06芦　屋ＲＫＢラジオ杯10R,5,4946,6.91,2,船越健吾,28,香川,52,B1,4.27,17.81,2.38,6.38,27.78,20.34
58,2020-08-06芦　屋ＲＫＢラジオ杯10R,6,4449,6.99,4,中嶋達也,33,兵庫,54,B1,4.22,22.09,5.22,39.13,21.88,28.33
59,2020-08-06芦　屋ＲＫＢラジオ杯11R,1,4410,6.98,1,井上大輔,34,岡山,52,A2,5.57,40.16,5.65,34.78,37.84,30.3
60,2020-08-06芦　屋ＲＫＢラジオ杯11R,2,4166,6.89,2,吉田拡郎,38,岡山,52,A1,7.37,53.52,7.6,57.14,15.15,35.38
61,2020-08-06芦　屋ＲＫＢラジオ杯11R,3,4264,6.95,4,長尾章平,35,山口,52,B2,4.83,31.46,7.33,54.55,23.53,30.77
62,2020-08-06芦　屋ＲＫＢラジオ杯11R,4,4395,6.92,5,下河雅史,34,福岡,55,B1,4.68,23.96,4.89,24.62,33.33,46.67
63,2020-08-06芦　屋ＲＫＢラジオ杯11R,5,4302,6.94,3,西野翔太,37,広島,51,A2,6.32,47.11,6.49,45.1,17.24,37.5
64,2020-08-06芦　屋ＲＫＢラジオ杯11R,6,3401,6.99,6,上田隆章,52,香川,53,A2,4.26,24.71,5.08,28.0,40.91,37.7
65,2020-08-06芦　屋ＲＫＢラジオ杯12R,1,3849,6.95,1,中岡正彦,42,香川,53,A1,6.28,43.88,7.25,62.5,36.96,20.34
66,2020-08-06芦　屋ＲＫＢラジオ杯12R,2,3872,6.95,4,岡田憲行,44,大阪,52,A1,6.33,49.57,6.65,55.0,36.96,37.14
67,2020-08-06芦　屋ＲＫＢラジオ杯12R,3,3442,6.97,2,宮武英司,50,香川,54,A2,5.53,31.0,5.29,38.1,38.64,21.74
68,2020-08-06芦　屋ＲＫＢラジオ杯12R,4,3458,6.96,5,東　健介,53,岡山,53,A2,5.52,35.78,4.96,31.37,25.0,12.07
69,2020-08-06芦　屋ＲＫＢラジオ杯12R,5,3930,6.95,6,岸本　隆,44,岡山,56,A2,5.56,39.09,4.94,29.41,20.59,33.85
70,2020-08-06芦　屋ＲＫＢラジオ杯12R,6,4789,6.99,3,古賀智之,31,福岡,52,B1,4.35,19.05,5.04,33.33,20.0,41.43
71,2020-08-06下　関Ｇ３長府製作所杯1R,1,4051,6.76,2,清水敦揮,39,岡山,54,B1,6.43,50.0,6.78,61.11,28.21,36.36
72,2020-08-06下　関Ｇ３長府製作所杯1R,2,4593,6.78,1,小坂宗司,39,大阪,52,A2,6.22,46.21,5.91,40.91,41.86,40.0
73,2020-08-06下　関Ｇ３長府製作所杯1R,3,4263,6.87,3,武重雄介,36,山口,55,B1,5.24,38.24,4.94,22.86,32.91,45.88
74,2020-08-06下　関Ｇ３長府製作所杯1R,4,4842,6.82,5,山下昂大,28,岡山,52,B1,5.09,28.95,5.14,28.57,31.25,34.44
75,2020-08-06下　関Ｇ３長府製作所杯1R,5,4511,6.83,4,中岡健人,31,香川,56,B1,4.75,22.89,4.19,12.5,41.33,46.15
76,2020-08-06下　関Ｇ３長府製作所杯1R,6,4331,6.92,6,三好勇人,36,香川,56,B1,4.72,26.09,5.62,37.84,30.11,42.86
77,2020-08-06下　関Ｇ３長府製作所杯2R,1,4782,6.74,4,浜崎準也,33,岡山,50,B1,5.92,41.51,3.74,14.81,27.03,29.35
78,2020-08-06下　関Ｇ３長府製作所杯2R,2,3282,6.78,6,池本輝明,53,広島,51,B1,5.15,31.36,6.36,42.86,46.67,37.65
79,2020-08-06下　関Ｇ３長府製作所杯2R,3,4607,6.73,2,鶴田勇雄,31,福岡,51,B1,5.54,29.59,4.68,23.68,44.58,32.14
80,2020-08-06下　関Ｇ３長府製作所杯2R,4,4425,6.78,1,大井清貴,34,山口,52,B1,4.72,25.71,5.01,31.75,30.77,30.68
81,2020-08-06下　関Ｇ３長府製作所杯2R,5,3731,6.81,3,高濱芳久,47,広島,52,B1,5.28,34.95,5.27,32.73,34.94,40.0
82,2020-08-06下　関Ｇ３長府製作所杯2R,6,3710,6.8,5,吉永泰弘,46,香川,55,B1,4.74,26.21,4.63,20.83,34.52,34.44
83,2020-08-06下　関Ｇ３長府製作所杯3R,1,4301,6.87,2,関　裕也,37,福岡,51,B1,5.71,41.24,7.14,50.0,29.9,31.4
84,2020-08-06下　関Ｇ３長府製作所杯3R,2,3978,6.73,4,齊藤　仁,43,東京,52,A1,7.22,51.8,7.0,55.0,38.38,43.33
85,2020-08-06下　関Ｇ３長府製作所杯3R,3,4202,6.82,3,浮田圭浩,37,岡山,56,B1,5.53,35.79,5.08,28.21,32.97,39.13
86,2020-08-06下　関Ｇ３長府製作所杯3R,4,3158,6.78,6,島川光男,55,広島,54,A1,6.18,42.62,6.26,44.62,40.45,34.52
87,2020-08-06下　関Ｇ３長府製作所杯3R,5,4709,6.8,1,岡村将也,31,福岡,54,B1,5.23,34.44,4.22,20.34,39.51,39.76
88,2020-08-06下　関Ｇ３長府製作所杯3R,6,3578,6.85,5,塩田雄一,47,香川,49,B1,4.7,30.09,5.21,30.3,28.57,35.29
89,2020-08-06下　関Ｇ３長府製作所杯4R,1,4564,6.85,1,山本景士,32,広島,53,B1,5.12,28.28,5.03,27.27,45.56,34.52
90,2020-08-06下　関Ｇ３長府製作所杯4R,2,3881,6.8,4,浦上拓也,47,大阪,54,B1,4.91,30.36,4.78,21.74,53.33,48.19
91,2020-08-06下　関Ｇ３長府製作所杯4R,3,4776,6.77,6,竹田和哉,26,香川,53,A2,6.1,39.42,5.36,28.57,29.47,35.87
92,2020-08-06下　関Ｇ３長府製作所杯4R,4,4237,6.82,5,大峯　豊,36,山口,55,A1,6.9,48.08,6.79,47.92,48.19,35.56
93,2020-08-06下　関Ｇ３長府製作所杯4R,5,3737,6.78,2,上平真二,46,広島,53,A1,7.85,60.0,7.18,57.14,31.18,34.12
94,2020-08-06下　関Ｇ３長府製作所杯4R,6,4041,6.72,3,小林基樹,41,山口,54,B1,4.42,22.22,4.32,28.3,57.58,37.23
95,2020-08-06下　関Ｇ３長府製作所杯5R,1,3573,6.77,1,前本泰和,48,広島,50,A1,8.46,64.49,6.87,48.0,38.81,35.16
96,2020-08-06下　関Ｇ３長府製作所杯5R,2,3935,6.81,2,岩津徹郎,42,岡山,54,B1,4.96,30.14,4.29,14.29,30.0,36.96
97,2020-08-06下　関Ｇ３長府製作所杯5R,3,4600,6.82,6,井内将太,35,広島,52,B1,4.6,23.53,5.88,45.24,30.56,30.59
98,2020-08-06下　関Ｇ３長府製作所杯5R,4,4331,6.91,3,三好勇人,36,香川,56,B1,4.72,26.09,5.62,37.84,30.11,42.86
99,2020-08-06下　関Ｇ３長府製作所杯5R,5,4252,6.83,5,松下哲也,37,福岡,51,B1,4.97,28.97,5.29,28.57,28.42,36.26
100,2020-08-06下　関Ｇ３長府製作所杯5R,6,4361,6.81,4,柳生泰二,35,山口,52,A1,6.64,50.46,6.35,42.86,27.16,33.33
101,2020-08-06下　関Ｇ３長府製作所杯6R,1,4370,6.86,3,山口達也,33,岡山,56,A1,6.24,47.62,9.0,77.78,31.65,34.07
102,2020-08-06下　関Ｇ３長府製作所杯6R,2,4842,6.85,1,山下昂大,28,岡山,52,B1,5.09,28.95,5.14,28.57,31.25,34.44
103,2020-08-06下　関Ｇ３長府製作所杯6R,3,3434,6.86,2,松尾宣邦,51,福岡,53,B1,5.19,34.34,4.36,27.78,39.56,37.36
104,2020-08-06下　関Ｇ３長府製作所杯6R,4,4475,6.75,6,末永祐輝,32,山口,52,A2,6.06,43.81,5.47,30.82,43.4,32.18
105,2020-08-06下　関Ｇ３長府製作所杯6R,5,4425,6.86,5,大井清貴,34,山口,52,B1,4.72,25.71,5.01,31.75,30.77,30.68
106,2020-08-06下　関Ｇ３長府製作所杯6R,6,4324,6.84,4,海野康志,32,山口,60,A1,6.61,44.23,6.99,52.03,26.67,45.65
107,2020-08-06下　関Ｇ３長府製作所杯7R,1,4782,6.81,2,浜崎準也,33,岡山,50,B1,5.92,41.51,3.74,14.81,27.03,29.35
108,2020-08-06下　関Ｇ３長府製作所杯7R,2,4205,6.83,1,山口　剛,37,広島,52,A1,7.42,52.21,7.44,57.78,40.23,32.94
109,2020-08-06下　関Ｇ３長府製作所杯7R,3,4051,6.8,3,清水敦揮,39,岡山,54,B1,6.43,50.0,6.78,61.11,28.21,36.36
110,2020-08-06下　関Ｇ３長府製作所杯7R,4,4179,6.83,4,広次　修,37,山口,51,A2,5.54,36.22,5.96,44.53,29.76,40.22
111,2020-08-06下　関Ｇ３長府製作所杯7R,5,3562,6.81,5,山下和彦,51,広島,49,A1,6.64,50.81,5.43,31.91,41.51,40.22
112,2020-08-06下　関Ｇ３長府製作所杯7R,6,4301,6.96,6,関　裕也,37,福岡,51,B1,5.71,41.24,7.14,50.0,29.9,31.4
113,2020-08-06下　関Ｇ３長府製作所杯8R,1,4202,6.84,1,浮田圭浩,37,岡山,56,B1,5.53,35.79,5.08,28.21,32.97,39.13
114,2020-08-06下　関Ｇ３長府製作所杯8R,2,4537,6.85,3,渡邉和将,30,岡山,51,A1,7.35,61.05,6.86,54.0,40.48,35.56
115,2020-08-06下　関Ｇ３長府製作所杯8R,3,4292,6.94,2,麻生慎介,35,広島,50,A2,5.76,39.02,5.54,32.43,35.56,44.57
116,2020-08-06下　関Ｇ３長府製作所杯8R,4,3282,6.87,4,池本輝明,53,広島,51,B1,5.15,31.36,6.36,42.86,46.67,37.65
117,2020-08-06下　関Ｇ３長府製作所杯8R,5,3815,6.84,6,森岡満郎,44,岡山,53,A2,4.92,22.99,4.85,25.64,39.53,38.46
118,2020-08-06下　関Ｇ３長府製作所杯8R,6,4263,6.96,5,武重雄介,36,山口,55,B1,5.24,38.24,4.94,22.86,32.91,45.88
119,2020-08-06下　関Ｇ３長府製作所杯9R,1,3581,6.89,3,加木　郁,47,山口,51,A2,4.79,29.59,4.8,24.53,27.27,44.05
120,2020-08-06下　関Ｇ３長府製作所杯9R,2,3897,6.86,5,白井英治,43,山口,53,A1,7.95,56.44,8.85,74.8,40.0,30.23
121,2020-08-06下　関Ｇ３長府製作所杯9R,3,4041,6.78,6,小林基樹,41,山口,54,B1,4.42,22.22,4.32,28.3,57.58,37.23
122,2020-08-06下　関Ｇ３長府製作所杯9R,4,4748,6.77,1,渡邉雄朗,34,東京,51,A2,5.5,39.36,5.12,29.41,43.02,32.95
123,2020-08-06下　関Ｇ３長府製作所杯9R,5,3935,6.84,4,岩津徹郎,42,岡山,54,B1,4.96,30.14,4.29,14.29,30.0,36.96
124,2020-08-06下　関Ｇ３長府製作所杯9R,6,3578,6.84,2,塩田雄一,47,香川,49,B1,4.7,30.09,5.21,30.3,28.57,35.29
125,2020-08-06下　関Ｇ３長府製作所杯10R,1,3573,6.83,2,前本泰和,48,広島,50,A1,8.46,64.49,6.87,48.0,38.81,35.16
126,2020-08-06下　関Ｇ３長府製作所杯10R,2,4237,6.84,1,大峯　豊,36,山口,55,A1,6.9,48.08,6.79,47.92,48.19,35.56
127,2020-08-06下　関Ｇ３長府製作所杯10R,3,4593,6.84,5,小坂宗司,39,大阪,52,A2,6.22,46.21,5.91,40.91,41.86,40.0
128,2020-08-06下　関Ｇ３長府製作所杯10R,4,4607,6.79,4,鶴田勇雄,31,福岡,51,B1,5.54,29.59,4.68,23.68,44.58,32.14
129,2020-08-06下　関Ｇ３長府製作所杯10R,5,4709,6.85,3,岡村将也,31,福岡,54,B1,5.23,34.44,4.22,20.34,39.51,39.76
130,2020-08-06下　関Ｇ３長府製作所杯10R,6,4324,6.93,6,海野康志,32,山口,60,A1,6.61,44.23,6.99,52.03,26.67,45.65
131,2020-08-06下　関Ｇ３長府製作所杯11R,1,3978,6.84,1,齊藤　仁,43,東京,52,A1,7.22,51.8,7.0,55.0,38.38,43.33
132,2020-08-06下　関Ｇ３長府製作所杯11R,2,3710,6.86,2,吉永泰弘,46,香川,55,B1,4.74,26.21,4.63,20.83,34.52,34.44
133,2020-08-06下　関Ｇ３長府製作所杯11R,3,4205,6.84,3,山口　剛,37,広島,52,A1,7.42,52.21,7.44,57.78,40.23,32.94
134,2020-08-06下　関Ｇ３長府製作所杯11R,4,4475,6.78,5,末永祐輝,32,山口,52,A2,6.06,43.81,5.47,30.82,43.4,32.18
135,2020-08-06下　関Ｇ３長府製作所杯11R,5,3737,6.83,4,上平真二,46,広島,53,A1,7.85,60.0,7.18,57.14,31.18,34.12
136,2020-08-06下　関Ｇ３長府製作所杯11R,6,4511,6.84,6,中岡健人,31,香川,56,B1,4.75,22.89,4.19,12.5,41.33,46.15
137,2020-08-06下　関Ｇ３長府製作所杯12R,1,4537,6.78,1,渡邉和将,30,岡山,51,A1,7.35,61.05,6.86,54.0,40.48,35.56
138,2020-08-06下　関Ｇ３長府製作所杯12R,2,4776,6.81,3,竹田和哉,26,香川,53,A2,6.1,39.42,5.36,28.57,29.47,35.87
139,2020-08-06下　関Ｇ３長府製作所杯12R,3,3158,6.79,2,島川光男,55,広島,54,A1,6.18,42.62,6.26,44.62,40.45,34.52
140,2020-08-06下　関Ｇ３長府製作所杯12R,4,4361,6.87,6,柳生泰二,35,山口,52,A1,6.64,50.46,6.35,42.86,27.16,33.33
141,2020-08-06下　関Ｇ３長府製作所杯12R,5,3562,6.78,4,山下和彦,51,広島,49,A1,6.64,50.81,5.43,31.91,41.51,40.22
142,2020-08-06下　関Ｇ３長府製作所杯12R,6,4370,6.86,5,山口達也,33,岡山,56,A1,6.24,47.62,9.0,77.78,31.65,34.07
143,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,1,4910,7.05,1,中村泰平,24,愛知,52,A1,6.11,44.21,4.32,25.0,31.25,25.81
144,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,2,5000,7.07,2,岡本翔太,25,山口,51,B1,4.34,21.25,2.54,11.54,41.43,14.75
145,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,3,5041,7.08,4,荒牧凪沙,21,福岡,51,B1,3.31,8.91,3.09,8.57,47.83,30.2
146,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,4,5043,7.05,5,中村日向,21,香川,54,B1,3.52,9.38,2.94,5.88,30.0,33.12
147,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,5,4925,7.07,3,森　悠稀,27,兵庫,52,B1,5.08,33.66,5.63,31.58,31.03,30.32
148,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,6,5033,7.07,6,藤原孝斗,22,愛知,54,B1,3.21,8.14,0.0,0.0,37.84,33.11
149,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,1,4960,7.08,1,黒野元基,24,愛知,52,A2,6.58,50.96,6.11,40.74,38.46,34.39
150,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,2,4839,7.12,5,四宮与寛,30,徳島,51,B1,5.4,36.94,4.5,16.67,44.12,35.26
151,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,3,4977,7.16,2,馬野　耀,26,大阪,54,B1,4.39,19.4,3.7,10.0,29.73,29.11
152,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,4,5058,7.2,3,前原大道,23,岡山,52,B1,3.84,19.05,3.17,16.67,31.58,30.46
153,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,5,4980,7.11,4,佐々木完,24,山口,50,B1,5.45,33.77,4.28,18.42,43.55,25.32
154,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,6,5101,7.07,6,表　健太,23,福岡,52,B2,1.33,0.0,1.13,0.0,22.64,30.32
155,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦3R,1,4959,7.01,1,井上忠政,24,大阪,53,A2,6.24,43.51,4.41,21.62,33.96,33.11
156,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦3R,2,4932,7.06,5,新開　航,24,福岡,50,A1,6.09,40.0,6.09,45.45,21.74,37.5
157,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦3R,3,5104,7.05,6,山田　丈,21,福岡,51,B2,1.48,0.0,0.0,0.0,28.81,35.76
158,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦3R,4,4902,7.04,2,山川雄大,27,兵庫,50,B1,4.15,23.08,4.43,25.0,27.03,25.32
159,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦3R,5,5084,7.1,4,末永和也,21,佐賀,53,B1,3.84,18.27,1.44,0.0,31.48,32.45
160,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,1,4812,7.0,1,西野雄貴,30,徳島,53,A1,6.11,43.59,6.38,42.86,27.27,29.41
161,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,2,4822,7.12,2,百武　翔,27,佐賀,50,A2,5.26,27.27,5.19,31.25,38.78,35.22
162,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,3,4976,7.08,4,金山立樹,26,東京,53,B1,3.24,7.59,2.71,0.0,23.33,33.1
163,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,4,4950,7.09,6,高岡竜也,27,山口,51,B1,4.29,27.69,4.14,23.36,31.58,27.74
164,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,5,5031,7.04,5,渡辺空依,22,福岡,56,B1,2.11,1.33,1.33,0.0,8.57,30.82
165,2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,6,4871,7.04,3,菊池宏志,28,山口,53,B1,4.31,14.75,3.64,15.56,28.3,32.89
