レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-29大　村ＢＴＳ松浦開設記念1R,1,4782,6.91,晴,南西,1,1,2,浜崎準也,33,岡山,49,B1,5.93,42.75,4.31,25.0,40.38,36.54
2020-09-29大　村ＢＴＳ松浦開設記念1R,2,4031,7.01,晴,南西,1,1,4,飯島　誠,42,埼玉,52,B1,4.12,26.92,4.4,20.0,17.78,37.04
2020-09-29大　村ＢＴＳ松浦開設記念1R,3,4041,6.84,晴,南西,1,1,5,小林基樹,41,山口,55,B1,4.4,22.79,5.04,30.43,30.77,15.69
2020-09-29大　村ＢＴＳ松浦開設記念1R,4,4747,6.94,晴,南西,1,1,1,山戸信二,35,長崎,51,B1,3.71,13.41,4.24,20.0,28.85,48.15
2020-09-29大　村ＢＴＳ松浦開設記念1R,5,4855,6.95,晴,南西,1,1,3,江頭賢太,24,長崎,51,B1,3.59,15.07,4.96,30.0,30.36,42.86
2020-09-29大　村ＢＴＳ松浦開設記念1R,6,5136,6.99,晴,南西,1,1,6,濱野斗馬,20,香川,54,B2,1.18,0.0,0.0,0.0,30.0,31.11
2020-09-29大　村ＢＴＳ松浦開設記念2R,1,4725,6.97,晴,南西,1,1,1,佐竹太一,34,兵庫,51,B1,4.93,28.8,5.21,33.33,28.57,26.42
2020-09-29大　村ＢＴＳ松浦開設記念2R,2,3906,7.0,晴,南西,1,1,3,飯山晃三,42,長崎,58,B1,4.75,28.45,5.65,38.99,26.42,23.21
2020-09-29大　村ＢＴＳ松浦開設記念2R,3,3151,7.03,晴,南西,1,1,4,落合敬一,56,長崎,56,B1,3.92,12.99,5.12,32.28,54.9,34.55
2020-09-29大　村ＢＴＳ松浦開設記念2R,4,3211,6.95,晴,南西,1,1,2,北川敏弘,58,佐賀,53,B1,4.32,21.65,5.21,33.33,47.27,28.07
2020-09-29大　村ＢＴＳ松浦開設記念2R,5,4226,6.95,晴,南西,1,1,5,村田浩司,38,山口,53,B1,4.56,23.26,4.16,28.89,33.33,30.91
2020-09-29大　村ＢＴＳ松浦開設記念2R,6,4368,6.98,晴,南西,1,1,6,山口隆史,34,福岡,52,B1,4.51,19.44,5.33,30.56,29.63,12.5
2020-09-29大　村ＢＴＳ松浦開設記念3R,1,4252,6.96,晴,西,1,1,1,松下哲也,37,福岡,51,B1,4.44,21.24,4.33,23.08,54.72,30.36
2020-09-29大　村ＢＴＳ松浦開設記念3R,2,4121,7.0,晴,西,1,1,4,富永修一,38,福岡,51,B1,5.07,31.91,0.0,0.0,20.45,42.11
2020-09-29大　村ＢＴＳ松浦開設記念3R,3,4919,6.91,晴,西,1,1,5,吉田翔悟,29,長崎,52,B1,4.83,30.48,4.16,19.85,11.36,19.57
2020-09-29大　村ＢＴＳ松浦開設記念3R,4,5131,6.9,晴,西,1,1,6,江藤敦宏,21,福岡,51,B2,1.28,0.0,1.13,0.0,39.62,32.2
2020-09-29大　村ＢＴＳ松浦開設記念3R,5,4946,6.97,晴,西,1,1,2,船越健吾,28,香川,51,B1,4.23,17.58,2.71,17.65,37.5,12.24
2020-09-29大　村ＢＴＳ松浦開設記念3R,6,4705,6.97,晴,西,1,1,3,吉川勇作,32,長崎,53,B1,4.22,23.58,5.02,30.77,26.53,29.09
2020-09-29大　村ＢＴＳ松浦開設記念4R,1,4679,6.99,晴,西,1,1,3,植田太一,31,福岡,60,A2,4.0,25.33,6.13,33.33,19.23,40.35
2020-09-29大　村ＢＴＳ松浦開設記念4R,2,3459,6.91,晴,西,1,1,2,中野和裕,53,佐賀,54,B1,3.74,8.77,3.79,17.86,31.48,29.63
2020-09-29大　村ＢＴＳ松浦開設記念4R,3,4393,6.95,晴,西,1,1,1,田中孝明,34,福岡,56,B1,4.32,15.85,5.19,33.33,22.73,28.0
2020-09-29大　村ＢＴＳ松浦開設記念4R,4,4635,6.95,晴,西,1,1,4,峰重力也,30,岡山,53,B1,5.09,30.21,4.63,23.33,37.5,37.5
2020-09-29大　村ＢＴＳ松浦開設記念4R,5,3522,6.96,晴,西,1,1,5,長溝一生,52,佐賀,52,A2,6.13,45.74,6.0,43.18,23.08,31.03
2020-09-29大　村ＢＴＳ松浦開設記念4R,6,4457,6.94,晴,西,1,1,6,神田達也,34,愛知,52,B1,4.18,17.95,4.21,10.53,27.27,36.21
2020-09-29大　村ＢＴＳ松浦開設記念5R,1,3690,7.03,晴,南西,1,1,1,河合三弘,49,愛知,52,A2,5.4,39.26,4.2,30.0,34.62,34.55
2020-09-29大　村ＢＴＳ松浦開設記念5R,2,4855,6.99,晴,南西,1,1,4,江頭賢太,24,長崎,51,B1,3.59,15.07,4.96,30.0,30.36,42.86
2020-09-29大　村ＢＴＳ松浦開設記念5R,3,3246,6.98,晴,南西,1,1,3,星野政彦,56,兵庫,54,B1,4.88,26.36,3.86,14.29,28.57,49.09
2020-09-29大　村ＢＴＳ松浦開設記念5R,4,4184,6.97,晴,南西,1,1,5,渡邊雄一,34,大阪,50,A1,6.2,42.64,0.0,0.0,38.46,18.87
2020-09-29大　村ＢＴＳ松浦開設記念5R,5,4931,6.99,晴,南西,1,1,2,木谷賢太,24,香川,53,A2,5.73,41.11,5.61,35.71,44.23,25.64
2020-09-29大　村ＢＴＳ松浦開設記念5R,6,4309,7.02,晴,南西,1,1,6,坂口明義,36,香川,54,B2,2.57,3.57,3.63,10.0,33.33,27.78
2020-09-29大　村ＢＴＳ松浦開設記念6R,1,3853,6.96,晴,西,1,1,1,岩崎正哉,48,福岡,58,A2,5.73,33.81,5.65,25.0,30.91,37.74
2020-09-29大　村ＢＴＳ松浦開設記念6R,2,4215,6.95,晴,西,1,1,2,吉島祥之,36,愛知,56,B1,5.05,27.56,5.76,40.0,24.53,44.23
2020-09-29大　村ＢＴＳ松浦開設記念6R,3,3514,6.95,晴,西,1,1,3,山一鉄也,53,福岡,51,A1,6.8,52.48,6.71,56.36,40.35,28.57
2020-09-29大　村ＢＴＳ松浦開設記念6R,4,3211,7.0,晴,西,1,1,6,北川敏弘,58,佐賀,53,B1,4.32,21.65,5.21,33.33,47.27,28.07
2020-09-29大　村ＢＴＳ松浦開設記念6R,5,2878,7.06,晴,西,1,1,4,富山弘幸,62,大阪,57,A2,5.34,28.18,0.0,0.0,35.59,10.87
2020-09-29大　村ＢＴＳ松浦開設記念6R,6,5136,7.01,晴,西,1,1,5,濱野斗馬,20,香川,54,B2,1.18,0.0,0.0,0.0,30.0,31.11
2020-09-29大　村ＢＴＳ松浦開設記念7R,1,3284,6.98,晴,北西,2,1,1,渡邊伸太,52,佐賀,53,A1,6.42,48.33,6.3,30.0,17.78,33.33
2020-09-29大　村ＢＴＳ松浦開設記念7R,2,4041,6.88,晴,北西,2,1,2,小林基樹,41,山口,55,B1,4.4,22.79,5.04,30.43,30.77,15.69
2020-09-29大　村ＢＴＳ松浦開設記念7R,3,3951,6.93,晴,北西,2,1,4,石川吉鎬,44,大阪,56,B1,5.36,31.68,5.0,25.0,50.94,28.89
2020-09-29大　村ＢＴＳ松浦開設記念7R,4,3054,6.91,晴,北西,2,1,6,北川幸典,57,広島,57,A2,5.74,42.72,5.7,40.0,35.29,41.51
2020-09-29大　村ＢＴＳ松浦開設記念7R,5,4919,6.93,晴,北西,2,1,3,吉田翔悟,29,長崎,52,B1,4.83,30.48,4.16,19.85,11.36,19.57
2020-09-29大　村ＢＴＳ松浦開設記念7R,6,4679,6.98,晴,北西,2,1,5,植田太一,31,福岡,60,A2,4.0,25.33,6.13,33.33,19.23,40.35
2020-09-29大　村ＢＴＳ松浦開設記念8R,1,4252,6.95,晴,北西,1,1,4,松下哲也,37,福岡,51,B1,4.44,21.24,4.33,23.08,54.72,30.36
2020-09-29大　村ＢＴＳ松浦開設記念8R,2,3873,7.05,晴,北西,1,1,6,別府昌樹,44,広島,52,A2,6.22,43.9,5.64,39.29,23.73,43.4
2020-09-29大　村ＢＴＳ松浦開設記念8R,3,4782,6.89,晴,北西,1,1,5,浜崎準也,33,岡山,49,B1,5.93,42.75,4.31,25.0,40.38,36.54
2020-09-29大　村ＢＴＳ松浦開設記念8R,4,4226,6.93,晴,北西,1,1,2,村田浩司,38,山口,53,B1,4.56,23.26,4.16,28.89,33.33,30.91
2020-09-29大　村ＢＴＳ松浦開設記念8R,5,4635,6.99,晴,北西,1,1,3,峰重力也,30,岡山,53,B1,5.09,30.21,4.63,23.33,37.5,37.5
2020-09-29大　村ＢＴＳ松浦開設記念9R,1,3522,6.93,晴,北,3,2,4,長溝一生,52,佐賀,52,A2,6.13,45.74,6.0,43.18,23.08,31.03
2020-09-29大　村ＢＴＳ松浦開設記念9R,2,4946,6.96,晴,北,3,2,3,船越健吾,28,香川,51,B1,4.23,17.58,2.71,17.65,37.5,12.24
2020-09-29大　村ＢＴＳ松浦開設記念9R,3,2878,6.96,晴,北,3,2,1,富山弘幸,62,大阪,57,A2,5.34,28.18,0.0,0.0,35.59,10.87
2020-09-29大　村ＢＴＳ松浦開設記念9R,4,3906,6.93,晴,北,3,2,5,飯山晃三,42,長崎,58,B1,4.75,28.45,5.65,38.99,26.42,23.21
2020-09-29大　村ＢＴＳ松浦開設記念9R,5,3246,6.92,晴,北,3,2,2,星野政彦,56,兵庫,54,B1,4.88,26.36,3.86,14.29,28.57,49.09
2020-09-29大　村ＢＴＳ松浦開設記念9R,6,4031,6.93,晴,北,3,2,6,飯島　誠,42,埼玉,52,B1,4.12,26.92,4.4,20.0,17.78,37.04
2020-09-29大　村ＢＴＳ松浦開設記念10R,1,3951,6.83,晴,北,3,2,2,石川吉鎬,44,大阪,56,B1,5.36,31.68,5.0,25.0,50.94,28.89
2020-09-29大　村ＢＴＳ松浦開設記念10R,2,4184,6.85,晴,北,3,2,1,渡邊雄一,34,大阪,50,A1,6.2,42.64,0.0,0.0,38.46,18.87
2020-09-29大　村ＢＴＳ松浦開設記念10R,3,3690,6.88,晴,北,3,2,6,河合三弘,49,愛知,52,A2,5.4,39.26,4.2,30.0,34.62,34.55
2020-09-29大　村ＢＴＳ松浦開設記念10R,4,3853,6.85,晴,北,3,2,3,岩崎正哉,48,福岡,58,A2,5.73,33.81,5.65,25.0,30.91,37.74
2020-09-29大　村ＢＴＳ松浦開設記念10R,5,3459,6.87,晴,北,3,2,5,中野和裕,53,佐賀,54,B1,3.74,8.77,3.79,17.86,31.48,29.63
2020-09-29大　村ＢＴＳ松浦開設記念10R,6,4747,6.84,晴,北,3,2,4,山戸信二,35,長崎,51,B1,3.71,13.41,4.24,20.0,28.85,48.15
2020-09-29大　村ＢＴＳ松浦開設記念11R,1,3514,6.83,晴,北,3,2,1,山一鉄也,53,福岡,51,A1,6.8,52.48,6.71,56.36,40.35,28.57
2020-09-29大　村ＢＴＳ松浦開設記念11R,2,3284,6.91,晴,北,3,2,2,渡邊伸太,52,佐賀,53,A1,6.42,48.33,6.3,30.0,17.78,33.33
2020-09-29大　村ＢＴＳ松浦開設記念11R,3,4931,6.87,晴,北,3,2,5,木谷賢太,24,香川,53,A2,5.73,41.11,5.61,35.71,44.23,25.64
2020-09-29大　村ＢＴＳ松浦開設記念11R,4,4886,6.88,晴,北,3,2,4,入海　馨,24,岡山,54,A2,5.31,35.96,6.73,53.85,38.89,17.07
2020-09-29大　村ＢＴＳ松浦開設記念11R,5,4121,6.89,晴,北,3,2,3,富永修一,38,福岡,51,B1,5.07,31.91,0.0,0.0,20.45,42.11
2020-09-29大　村ＢＴＳ松浦開設記念11R,6,4393,6.87,晴,北,3,2,6,田中孝明,34,福岡,56,B1,4.32,15.85,5.19,33.33,22.73,28.0
2020-09-29大　村ＢＴＳ松浦開設記念12R,1,3623,6.85,晴,北,1,1,1,深川真二,46,佐賀,51,A1,7.54,61.43,7.3,61.36,15.38,42.31
2020-09-29大　村ＢＴＳ松浦開設記念12R,2,4547,6.88,晴,北,1,1,2,中田竜太,32,埼玉,50,A1,6.38,45.95,6.31,30.77,33.33,17.78
2020-09-29大　村ＢＴＳ松浦開設記念12R,3,4259,6.82,晴,北,1,1,4,真庭明志,36,長崎,52,A2,5.97,45.19,5.89,42.07,37.5,36.54
2020-09-29大　村ＢＴＳ松浦開設記念12R,4,3737,6.91,晴,北,1,1,6,上平真二,46,広島,53,A1,7.56,59.15,0.0,0.0,18.75,39.62
2020-09-29大　村ＢＴＳ松浦開設記念12R,5,4144,6.87,晴,北,1,1,5,石塚久也,39,埼玉,52,A1,6.25,42.47,6.76,55.17,39.22,22.0
2020-09-29大　村ＢＴＳ松浦開設記念12R,6,4323,6.89,晴,北,1,1,3,山田佑樹,33,岡山,57,B1,5.11,32.73,3.24,12.2,37.04,33.33
2020-09-29芦　屋４Ｋソリューションカップ1R,1,3587,6.91,晴,南,1,1,3,武田信一,47,徳島,60,B1,4.38,23.08,4.35,21.74,37.14,40.59
2020-09-29芦　屋４Ｋソリューションカップ1R,2,4315,6.81,晴,南,1,1,2,山崎昂介,36,長崎,53,B1,4.31,21.15,4.53,26.67,49.43,40.86
2020-09-29芦　屋４Ｋソリューションカップ1R,3,4736,6.76,晴,南,1,1,1,高倉和士,29,福岡,53,A1,6.54,47.93,6.14,40.0,33.33,38.61
2020-09-29芦　屋４Ｋソリューションカップ1R,4,3773,6.84,晴,南,1,1,4,津留浩一,46,長崎,55,B1,4.75,28.95,4.67,27.78,18.18,38.54
2020-09-29芦　屋４Ｋソリューションカップ1R,5,3539,6.82,晴,南,1,1,6,金子順一,52,山口,51,B1,4.63,22.76,3.82,14.0,33.78,37.62
2020-09-29芦　屋４Ｋソリューションカップ1R,6,3668,6.87,晴,南,1,1,5,市川　猛,49,広島,51,B1,3.95,17.0,2.27,0.0,44.16,35.29
2020-09-29芦　屋４Ｋソリューションカップ2R,1,4072,6.78,晴,南,1,1,1,森永　淳,39,佐賀,52,A2,6.58,53.26,6.83,58.7,48.65,42.11
2020-09-29芦　屋４Ｋソリューションカップ2R,2,4193,6.86,晴,南,1,1,4,郷原章平,39,福岡,53,A1,6.28,49.17,6.28,41.67,26.92,36.96
2020-09-29芦　屋４Ｋソリューションカップ2R,3,4390,6.9,晴,南,1,1,5,松本弓雄,34,徳島,52,B1,4.65,29.2,5.3,30.43,33.33,17.2
2020-09-29芦　屋４Ｋソリューションカップ2R,4,4253,6.89,晴,南,1,1,2,西川真人,37,滋賀,56,B1,4.66,23.3,4.5,29.17,39.44,37.74
2020-09-29芦　屋４Ｋソリューションカップ2R,5,3164,6.91,晴,南,1,1,6,森脇　徹,59,山口,53,B1,4.11,18.75,4.5,18.33,34.29,33.67
2020-09-29芦　屋４Ｋソリューションカップ2R,6,3661,6.84,晴,南,1,1,3,柳瀬興志,51,山口,58,B1,5.63,38.21,5.12,26.92,26.47,23.91
2020-09-29芦　屋４Ｋソリューションカップ3R,1,3616,6.85,晴,南,1,1,5,中村　真,47,福岡,54,A2,5.96,43.8,6.06,46.77,22.06,37.23
