,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-08-14唐　津お盆特選～がばい王者決定戦～1R,1,4294,6.72,1,古賀繁輝,34,佐賀,55,A1,6.68,51.75,6.98,52.98,0.0,24.36
1,2020-08-14唐　津お盆特選～がばい王者決定戦～1R,2,3224,6.78,5,栗山繁洋,55,佐賀,54,B1,5.0,30.26,4.37,23.26,0.0,39.77
2,2020-08-14唐　津お盆特選～がばい王者決定戦～1R,3,5029,6.86,3,中　亮太,23,福岡,52,B1,3.3,14.29,3.63,25.0,0.0,42.86
3,2020-08-14唐　津お盆特選～がばい王者決定戦～1R,4,5104,6.78,6,山田　丈,21,福岡,51,B2,1.89,0.0,0.0,0.0,0.0,32.1
4,2020-08-14唐　津お盆特選～がばい王者決定戦～1R,5,4765,6.8,2,野田部宏,30,福岡,52,B1,3.7,15.15,2.35,5.88,0.0,37.5
5,2020-08-14唐　津お盆特選～がばい王者決定戦～1R,6,5118,6.78,4,野田なづ,20,佐賀,46,B2,1.29,0.0,1.0,0.0,0.0,38.96
6,2020-08-14唐　津お盆特選～がばい王者決定戦～2R,1,3623,6.8,1,深川真二,46,佐賀,51,A1,7.8,62.5,7.52,67.11,0.0,36.11
7,2020-08-14唐　津お盆特選～がばい王者決定戦～2R,2,4112,6.76,2,大久保信,40,佐賀,50,A2,5.75,35.29,6.06,40.34,0.0,38.37
8,2020-08-14唐　津お盆特選～がばい王者決定戦～2R,3,4873,6.8,3,蒲原健太,26,佐賀,52,B1,4.76,28.85,4.23,19.29,0.0,32.53
9,2020-08-14唐　津お盆特選～がばい王者決定戦～2R,4,4552,6.84,4,杉山勝匡,31,佐賀,48,B1,4.22,23.47,4.96,38.36,0.0,33.33
10,2020-08-14唐　津お盆特選～がばい王者決定戦～2R,5,4942,6.79,6,柴田朋哉,30,福岡,52,B1,4.42,22.22,3.65,11.54,0.0,52.94
11,2020-08-14唐　津お盆特選～がばい王者決定戦～2R,6,5131,6.86,5,江藤敦宏,21,福岡,50,B2,1.12,0.0,0.0,0.0,0.0,32.91
12,2020-08-14唐　津お盆特選～がばい王者決定戦～3R,1,3522,6.73,1,長溝一生,52,佐賀,53,A2,6.26,47.01,5.84,43.59,0.0,37.5
13,2020-08-14唐　津お盆特選～がばい王者決定戦～3R,2,3211,6.79,2,北川敏弘,58,佐賀,53,B1,4.43,21.51,5.02,26.32,0.0,30.49
14,2020-08-14唐　津お盆特選～がばい王者決定戦～3R,3,5084,6.84,4,末永和也,21,佐賀,52,B1,3.8,18.42,3.75,16.88,0.0,45.45
15,2020-08-14唐　津お盆特選～がばい王者決定戦～3R,4,4092,6.81,3,岡部大輔,39,佐賀,52,A2,6.27,48.21,5.2,32.1,0.0,36.14
16,2020-08-14唐　津お盆特選～がばい王者決定戦～3R,5,4697,6.87,5,國弘翔平,34,福岡,50,B1,4.34,26.26,3.37,15.79,0.0,34.52
17,2020-08-14唐　津お盆特選～がばい王者決定戦～3R,6,5142,6.85,6,常住　蓮,19,佐賀,50,B2,2.07,0.0,1.5,0.0,0.0,33.72
18,2020-08-14唐　津お盆特選～がばい王者決定戦～4R,1,4122,6.81,1,安東幸治,38,福岡,56,A2,5.59,38.46,5.74,36.17,0.0,34.88
19,2020-08-14唐　津お盆特選～がばい王者決定戦～4R,2,4981,6.92,6,牧山敦也,24,佐賀,50,B1,4.44,18.63,3.54,13.55,0.0,42.86
20,2020-08-14唐　津お盆特選～がばい王者決定戦～4R,3,4803,6.85,2,飯田庄吾,26,福岡,58,B1,3.58,10.39,3.65,13.04,0.0,34.57
21,2020-08-14唐　津お盆特選～がばい王者決定戦～4R,4,4101,6.73,3,三井所尊,41,佐賀,52,A1,7.21,61.63,7.3,61.94,0.0,38.64
22,2020-08-14唐　津お盆特選～がばい王者決定戦～4R,5,5056,6.78,5,西岡成美,24,徳島,46,B1,3.74,12.12,3.35,11.76,0.0,30.0
23,2020-08-14唐　津お盆特選～がばい王者決定戦～4R,6,4624,6.83,4,高田　明,35,佐賀,49,A1,6.54,45.1,6.46,48.34,0.0,31.65
24,2020-08-14唐　津お盆特選～がばい王者決定戦～5R,1,4445,6.81,2,宮地元輝,33,佐賀,55,A1,6.98,59.0,6.99,52.42,0.0,48.78
25,2020-08-14唐　津お盆特選～がばい王者決定戦～5R,2,3617,6.88,3,竹田広樹,47,佐賀,55,B1,4.27,25.53,3.9,20.25,0.0,38.46
26,2020-08-14唐　津お盆特選～がばい王者決定戦～5R,3,3224,6.84,1,栗山繁洋,55,佐賀,54,B1,5.0,30.26,4.37,23.26,0.0,39.77
27,2020-08-14唐　津お盆特選～がばい王者決定戦～5R,4,4503,6.83,4,上野真之,32,佐賀,53,A1,8.05,63.25,7.75,64.42,0.0,36.59
28,2020-08-14唐　津お盆特選～がばい王者決定戦～5R,5,4994,6.8,5,山本梨菜,22,佐賀,48,B1,4.41,17.14,3.48,8.54,0.0,32.53
29,2020-08-14唐　津お盆特選～がばい王者決定戦～5R,6,5118,6.83,6,野田なづ,20,佐賀,46,B2,1.29,0.0,1.0,0.0,0.0,38.96
30,2020-08-14唐　津お盆特選～がばい王者決定戦～6R,1,4500,6.82,4,山田康二,32,佐賀,53,A2,7.76,67.62,7.92,66.39,0.0,42.17
31,2020-08-14唐　津お盆特選～がばい王者決定戦～6R,2,4552,6.81,1,杉山勝匡,31,佐賀,48,B1,4.22,23.47,4.96,38.36,0.0,33.33
32,2020-08-14唐　津お盆特選～がばい王者決定戦～6R,3,4632,6.86,6,長尾京志,31,福岡,53,B1,4.98,25.26,0.0,0.0,0.0,31.82
33,2020-08-14唐　津お盆特選～がばい王者決定戦～6R,4,4765,6.79,3,野田部宏,30,福岡,52,B1,3.7,15.15,2.35,5.88,0.0,37.5
34,2020-08-14唐　津お盆特選～がばい王者決定戦～6R,5,4873,6.79,2,蒲原健太,26,佐賀,52,B1,4.76,28.85,4.23,19.29,0.0,32.53
