,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-08-18大　村ヴィーナスシリーズ第１０戦1R,1,4408,6.95,1,仁科さや,34,長崎,48,B2,3.93,22.22,3.5,8.33,35.9,27.78
1,2020-08-18大　村ヴィーナスシリーズ第１０戦1R,2,4998,6.95,2,中村かな,26,東京,45,B1,3.86,20.0,1.13,0.0,33.33,40.0
2,2020-08-18大　村ヴィーナスシリーズ第１０戦1R,3,3182,7.01,3,久保田美,55,群馬,50,B1,3.71,20.83,3.0,4.17,34.29,33.33
3,2020-08-18大　村ヴィーナスシリーズ第１０戦1R,4,4997,7.03,5,濱崎寿里,27,埼玉,50,B2,2.18,5.13,1.63,0.0,36.11,67.65
4,2020-08-18大　村ヴィーナスシリーズ第１０戦1R,5,5069,6.97,4,山崎小葉,19,群馬,44,B1,2.76,4.29,0.0,0.0,37.84,38.46
5,2020-08-18大　村ヴィーナスシリーズ第１０戦1R,6,5129,7.02,6,山口真喜,23,長崎,49,B2,1.41,0.0,1.0,0.0,37.84,33.33
6,2020-08-18大　村ヴィーナスシリーズ第１０戦2R,1,4088,7.02,2,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,32.43,29.17
7,2020-08-18大　村ヴィーナスシリーズ第１０戦2R,2,5003,6.98,3,来田衣織,24,兵庫,48,B1,3.41,13.51,1.13,0.0,30.23,29.41
8,2020-08-18大　村ヴィーナスシリーズ第１０戦2R,3,4924,6.98,1,中北　涼,27,長崎,46,B1,3.63,14.81,3.28,8.0,32.26,32.43
9,2020-08-18大　村ヴィーナスシリーズ第１０戦2R,4,5140,6.99,6,吉田彩乃,19,静岡,52,B2,1.15,0.0,0.0,0.0,30.0,38.46
10,2020-08-18大　村ヴィーナスシリーズ第１０戦2R,5,5108,7.03,5,柴田愛梨,21,群馬,47,B2,1.48,0.0,0.0,0.0,41.18,36.84
