,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-09-06芦　屋日本ＭＢ選手会会長杯1R,1,4446,6.86,1,和田兼輔,33,兵庫,51,A1,6.22,43.97,6.29,41.18,25.86,32.5
1,2020-09-06芦　屋日本ＭＢ選手会会長杯1R,2,3501,6.85,6,川上昇平,51,長崎,53,B1,4.14,24.11,5.17,27.08,36.51,26.74
2,2020-09-06芦　屋日本ＭＢ選手会会長杯1R,3,3107,6.84,3,平岡重典,56,大阪,50,B1,5.37,31.3,4.67,25.0,26.32,26.51
3,2020-09-06芦　屋日本ＭＢ選手会会長杯1R,4,4204,6.79,5,柴田大輔,38,福岡,51,B1,4.28,24.71,5.03,34.38,39.68,16.28
4,2020-09-06芦　屋日本ＭＢ選手会会長杯1R,5,4963,6.83,2,實森美祐,23,広島,46,B1,5.22,34.83,3.64,9.09,25.37,18.29
5,2020-09-06芦　屋日本ＭＢ選手会会長杯1R,6,5092,6.8,4,篠原晟弥,19,福岡,51,B1,2.8,8.86,1.86,0.0,33.85,25.0
6,2020-09-06芦　屋日本ＭＢ選手会会長杯2R,1,4443,6.82,3,津田裕絵,33,山口,48,B1,4.82,28.17,4.94,27.78,46.27,29.55
7,2020-09-06芦　屋日本ＭＢ選手会会長杯2R,2,4168,6.83,4,石野貴之,38,大阪,53,A1,6.54,43.04,8.4,65.71,17.02,29.76
8,2020-09-06芦　屋日本ＭＢ選手会会長杯2R,3,4403,6.82,1,木下大將,35,福岡,53,A2,5.0,28.83,5.59,37.25,31.82,32.93
9,2020-09-06芦　屋日本ＭＢ選手会会長杯2R,4,3620,6.89,5,信濃由行,46,福井,54,B1,4.61,22.67,5.44,22.22,36.76,33.33
10,2020-09-06芦　屋日本ＭＢ選手会会長杯2R,5,3797,6.86,2,岩井　繁,47,広島,61,B1,3.35,12.12,4.53,20.41,26.15,18.29
11,2020-09-06芦　屋日本ＭＢ選手会会長杯2R,6,3752,6.84,6,宇土泰就,49,福岡,54,B1,4.64,25.47,4.8,28.79,33.87,40.0
