レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-13大　村ルーキーシリーズ第１６戦1R,1,5064,6.97,晴,南,2,1,4,品川二千,22,山口,51,B1,3.16,6.45,2.04,4.35,27.91,22.86
2020-09-13大　村ルーキーシリーズ第１６戦1R,2,5055,6.94,晴,南,2,1,1,眞鳥章太,24,長崎,53,B1,3.63,13.41,2.24,4.0,22.22,23.26
2020-09-13大　村ルーキーシリーズ第１６戦1R,3,5032,6.88,晴,南,2,1,3,谷口知優,22,香川,52,B1,3.44,16.67,1.89,2.78,14.71,31.11
2020-09-13大　村ルーキーシリーズ第１６戦1R,4,5086,6.91,晴,南,2,1,6,本村　大,21,長崎,53,B2,2.25,1.75,2.16,0.0,21.21,10.0
2020-09-13大　村ルーキーシリーズ第１６戦1R,5,5048,6.95,晴,南,2,1,2,眞鳥康太,26,長崎,55,B1,3.02,10.0,3.11,6.56,30.19,44.68
2020-09-13大　村ルーキーシリーズ第１６戦1R,6,5082,6.96,晴,南,2,1,5,一色凌雅,21,愛知,56,B1,3.41,14.47,0.0,0.0,18.52,12.5
2020-09-13大　村ルーキーシリーズ第１６戦2R,1,4919,6.91,晴,南,1,1,1,吉田翔悟,29,長崎,52,B1,4.56,26.6,3.89,15.83,52.5,36.96
2020-09-13大　村ルーキーシリーズ第１６戦2R,2,4966,6.95,晴,南,1,1,2,田川大貴,22,長崎,54,B1,4.91,25.58,3.93,16.98,14.71,28.57
2020-09-13大　村ルーキーシリーズ第１６戦2R,3,5008,6.99,晴,南,1,1,3,羽野　諒,23,福岡,53,B1,3.02,5.38,1.98,0.0,28.0,40.48
2020-09-13大　村ルーキーシリーズ第１６戦2R,4,5011,6.95,晴,南,1,1,4,高木圭大,23,長崎,52,B1,3.08,6.25,2.16,4.21,17.14,25.0
2020-09-13大　村ルーキーシリーズ第１６戦2R,5,5043,6.91,晴,南,1,1,5,中村日向,21,香川,53,B1,4.45,20.55,1.13,0.0,29.41,14.29
2020-09-13大　村ルーキーシリーズ第１６戦2R,6,5119,6.93,晴,南,1,1,6,真田翔磨,20,福岡,53,B2,1.19,0.0,1.07,0.0,50.0,17.86
2020-09-13大　村ルーキーシリーズ第１６戦3R,1,5016,6.87,晴,北,1,1,1,宮田龍馬,22,兵庫,51,B1,3.0,6.67,0.0,0.0,58.14,27.03
2020-09-13大　村ルーキーシリーズ第１６戦3R,2,4902,6.91,晴,北,1,1,5,山川雄大,27,兵庫,50,B1,4.26,22.62,3.11,16.67,17.95,31.11
2020-09-13大　村ルーキーシリーズ第１６戦3R,3,5002,6.92,晴,北,1,1,4,上田健太,24,愛知,51,B1,4.5,25.0,0.0,0.0,26.47,16.22
2020-09-13大　村ルーキーシリーズ第１６戦3R,4,4873,6.95,晴,北,1,1,3,蒲原健太,26,佐賀,52,B1,4.91,28.3,3.79,15.15,28.26,45.95
2020-09-13大　村ルーキーシリーズ第１６戦4R,1,5028,6.9,晴,北,2,1,1,原田才一,23,福岡,52,B1,5.15,35.79,3.25,16.67,34.69,30.43
2020-09-13大　村ルーキーシリーズ第１６戦4R,2,4822,6.93,晴,北,2,1,6,百武　翔,27,佐賀,50,A2,5.37,28.09,0.0,0.0,39.13,35.71
2020-09-13大　村ルーキーシリーズ第１６戦4R,3,4771,6.94,晴,北,2,1,3,下寺秀和,27,広島,55,A2,6.16,45.16,6.17,38.89,42.5,15.63
2020-09-13大　村ルーキーシリーズ第１６戦4R,4,4969,6.89,晴,北,2,1,5,町田洸希,29,長崎,55,B1,3.84,12.05,2.7,9.89,33.33,25.64
2020-09-13大　村ルーキーシリーズ第１６戦4R,5,4820,6.92,晴,北,2,1,2,上野　励,28,福岡,56,B1,3.54,15.38,2.88,12.5,38.1,31.37
2020-09-13大　村ルーキーシリーズ第１６戦4R,6,5041,6.94,晴,北,2,1,4,荒牧凪沙,21,福岡,51,B1,3.7,12.24,1.74,0.0,16.67,34.04
2020-09-13大　村ルーキーシリーズ第１６戦5R,1,4933,6.88,晴,北,2,1,1,板橋侑我,24,静岡,52,A2,6.01,39.47,6.12,41.18,9.38,22.22
2020-09-13大　村ルーキーシリーズ第１６戦5R,2,4828,6.87,晴,北,2,1,6,松山将吾,26,滋賀,51,A2,6.15,41.67,0.0,0.0,28.13,28.57
2020-09-13大　村ルーキーシリーズ第１６戦5R,3,5048,6.88,晴,北,2,1,5,眞鳥康太,26,長崎,55,B1,3.02,10.0,3.11,6.56,30.19,44.68
2020-09-13大　村ルーキーシリーズ第１６戦5R,4,4957,6.91,晴,北,2,1,4,竹之内極,25,福岡,56,B1,4.12,19.4,2.7,6.52,6.9,32.61
2020-09-13大　村ルーキーシリーズ第１６戦5R,5,5086,6.92,晴,北,2,1,3,本村　大,21,長崎,53,B2,2.25,1.75,2.16,0.0,21.21,10.0
2020-09-13大　村ルーキーシリーズ第１６戦5R,6,5022,6.84,晴,北,2,1,2,伊藤尚汰,25,福岡,48,B1,3.1,12.37,1.32,0.0,37.78,50.0
2020-09-13大　村ルーキーシリーズ第１６戦6R,1,5002,6.87,晴,北,3,2,2,上田健太,24,愛知,51,B1,4.5,25.0,0.0,0.0,26.47,16.22
2020-09-13大　村ルーキーシリーズ第１６戦6R,2,4989,6.8,晴,北,3,2,1,石原　翼,23,静岡,52,B1,4.94,29.27,5.2,40.0,40.91,25.0
2020-09-13大　村ルーキーシリーズ第１６戦6R,3,4587,6.9,晴,北,3,2,3,木田峰由,29,福井,53,A2,6.17,46.6,0.0,0.0,34.09,31.25
2020-09-13大　村ルーキーシリーズ第１６戦6R,4,5008,6.94,晴,北,3,2,5,羽野　諒,23,福岡,53,B1,3.02,5.38,1.98,0.0,28.0,40.48
2020-09-13大　村ルーキーシリーズ第１６戦6R,5,5064,6.96,晴,北,3,2,6,品川二千,22,山口,51,B1,3.16,6.45,2.04,4.35,27.91,22.86
2020-09-13大　村ルーキーシリーズ第１６戦6R,6,5119,6.86,晴,北,3,2,4,真田翔磨,20,福岡,53,B2,1.19,0.0,1.07,0.0,50.0,17.86
2020-09-13大　村ルーキーシリーズ第１６戦7R,1,4851,6.85,晴,北,3,2,1,関　浩哉,25,群馬,50,A1,6.6,50.0,6.18,36.36,7.69,31.71
2020-09-13大　村ルーキーシリーズ第１６戦7R,2,5011,6.88,晴,北,3,2,3,高木圭大,23,長崎,52,B1,3.08,6.25,2.16,4.21,17.14,25.0
2020-09-13大　村ルーキーシリーズ第１６戦7R,3,4848,6.87,晴,北,3,2,6,仲谷颯仁,26,福岡,51,A1,7.86,69.61,5.92,25.0,20.93,37.84
2020-09-13大　村ルーキーシリーズ第１６戦7R,4,5082,6.94,晴,北,3,2,2,一色凌雅,21,愛知,56,B1,3.41,14.47,0.0,0.0,18.52,12.5
2020-09-13大　村ルーキーシリーズ第１６戦7R,5,4820,6.82,晴,北,3,2,4,上野　励,28,福岡,56,B1,3.54,15.38,2.88,12.5,38.1,31.37
2020-09-13大　村ルーキーシリーズ第１６戦7R,6,5101,6.87,晴,北,3,2,5,表　健太,23,福岡,52,B2,1.66,1.49,0.0,0.0,25.81,35.56
2020-09-13大　村ルーキーシリーズ第１６戦8R,1,4960,6.85,晴,北,3,2,1,黒野元基,24,愛知,53,A2,6.65,52.43,6.0,33.33,22.86,30.23
2020-09-13大　村ルーキーシリーズ第１６戦8R,2,5055,6.92,晴,北,3,2,3,眞鳥章太,24,長崎,53,B1,3.63,13.41,2.24,4.0,22.22,23.26
2020-09-13大　村ルーキーシリーズ第１６戦8R,3,4847,6.91,晴,北,3,2,6,佐藤隆太,26,東京,51,A1,6.4,47.13,6.46,54.17,34.21,20.0
2020-09-13大　村ルーキーシリーズ第１６戦8R,4,5041,6.89,晴,北,3,2,2,荒牧凪沙,21,福岡,51,B1,3.7,12.24,1.74,0.0,16.67,34.04
2020-09-13大　村ルーキーシリーズ第１６戦8R,5,4873,6.89,晴,北,3,2,5,蒲原健太,26,佐賀,52,B1,4.91,28.3,3.79,15.15,28.26,45.95
2020-09-13大　村ルーキーシリーズ第１６戦8R,6,5022,6.83,晴,北,3,2,4,伊藤尚汰,25,福岡,48,B1,3.1,12.37,1.32,0.0,37.78,50.0
