レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-14唐　津スポーツ報知杯5R,3,4515,6.89,晴,北東,5,5,3,藤田浩人,34,佐賀,55,A2,5.64,36.21,6.27,42.86,22.22,38.24
2020-09-14唐　津スポーツ報知杯5R,4,3614,6.85,晴,北東,5,5,2,谷　勝幸,47,広島,54,B1,4.8,23.68,4.96,33.33,11.76,27.18
2020-09-14唐　津スポーツ報知杯5R,5,4041,6.93,晴,北東,5,5,4,小林基樹,41,山口,55,B1,4.56,23.73,4.29,14.29,23.53,30.1
2020-09-14唐　津スポーツ報知杯5R,6,4111,6.96,晴,北東,5,5,6,奥田　誠,40,広島,54,A1,5.46,37.65,4.52,25.93,13.33,30.39
2020-09-14唐　津スポーツ報知杯6R,1,3006,6.95,晴,北東,5,5,1,上條信一,62,大阪,55,B1,3.03,12.12,4.53,26.32,27.27,32.32
2020-09-14唐　津スポーツ報知杯6R,2,4202,6.84,晴,北東,5,5,2,浮田圭浩,38,岡山,54,B1,5.33,34.41,5.27,29.17,18.75,20.39
2020-09-14唐　津スポーツ報知杯6R,3,3629,6.89,晴,北東,5,5,3,浅見昌克,50,埼玉,52,A2,5.91,41.67,6.06,46.0,38.89,30.0
2020-09-14唐　津スポーツ報知杯6R,4,4531,6.86,晴,北東,5,5,4,武富智亮,31,佐賀,52,A2,6.33,46.36,6.23,46.71,17.65,23.53
2020-09-14唐　津スポーツ報知杯6R,5,3462,6.93,晴,北東,5,5,6,竹上真司,53,岡山,52,A1,6.1,42.74,6.05,50.0,11.11,41.51
2020-09-14唐　津スポーツ報知杯6R,6,4487,6.91,晴,北東,5,5,5,三原　司,34,福岡,51,B2,4.69,25.93,5.63,47.37,50.0,37.37
2020-09-14唐　津スポーツ報知杯7R,1,3615,6.97,晴,北東,4,4,3,横田　茂,47,広島,51,A2,5.41,35.34,5.72,41.38,25.0,22.77
2020-09-14唐　津スポーツ報知杯7R,2,4142,6.91,晴,北東,4,4,4,平野和明,39,愛知,53,A1,5.63,38.89,6.08,38.89,38.89,24.49
2020-09-14唐　津スポーツ報知杯7R,3,4176,6.94,晴,北東,4,4,2,樋口喜彦,37,兵庫,54,B1,3.99,21.65,4.18,29.41,12.5,43.88
2020-09-14唐　津スポーツ報知杯7R,4,3953,6.87,晴,北東,4,4,5,志道吉和,44,福岡,51,B1,5.39,37.5,5.43,40.0,47.06,22.47
2020-09-14唐　津スポーツ報知杯7R,5,4761,6.89,晴,北東,4,4,1,山田晃大,30,滋賀,52,B1,5.41,37.89,6.2,40.0,11.11,49.0
2020-09-14唐　津スポーツ報知杯7R,6,3936,6.88,晴,北東,4,4,6,三瀬　譲,43,長崎,57,B1,3.86,18.0,4.69,20.69,40.0,44.55
2020-09-14唐　津スポーツ報知杯8R,1,5025,6.9,晴,北東,5,5,2,粟田　祥,25,徳島,57,B2,1.86,4.05,2.08,8.33,23.53,30.0
2020-09-14唐　津スポーツ報知杯8R,2,3052,6.87,晴,北東,5,5,1,原田正己,57,徳島,52,B1,3.36,13.7,3.25,0.0,43.48,32.99
2020-09-14唐　津スポーツ報知杯8R,3,4977,6.89,晴,北東,5,5,5,馬野　耀,26,大阪,55,B1,4.95,23.75,3.92,7.69,61.11,35.85
2020-09-14唐　津スポーツ報知杯8R,4,4158,6.96,晴,北東,5,5,3,木場雄二,39,山口,57,B1,4.13,20.88,3.56,18.75,29.41,30.0
2020-09-14唐　津スポーツ報知杯8R,5,4790,6.89,晴,北東,5,5,4,柳内敬太,30,兵庫,52,B1,4.59,24.0,0.0,0.0,35.29,27.55
2020-09-14唐　津スポーツ報知杯8R,6,4277,6.89,晴,北東,5,5,6,金田大輔,37,岡山,52,B1,4.49,25.26,5.25,31.25,11.76,29.9
2020-09-14唐　津スポーツ報知杯9R,1,3561,6.92,晴,北東,5,5,1,池田真治,52,岡山,52,B1,3.65,15.58,0.0,0.0,50.0,35.0
2020-09-14唐　津スポーツ報知杯9R,2,4458,6.94,晴,北東,5,5,4,抹香雄三,34,広島,53,B1,5.03,23.0,4.82,22.81,50.0,33.66
2020-09-14唐　津スポーツ報知杯9R,3,4789,6.97,晴,北東,5,5,2,古賀智之,31,福岡,52,B1,4.51,19.12,5.16,25.0,42.11,28.72
2020-09-14唐　津スポーツ報知杯9R,4,4607,6.87,晴,北東,5,5,5,鶴田勇雄,31,福岡,52,B1,5.54,27.52,5.6,33.33,29.41,32.35
2020-09-14唐　津スポーツ報知杯9R,5,4041,6.97,晴,北東,5,5,3,小林基樹,41,山口,55,B1,4.56,23.73,4.29,14.29,23.53,30.1
2020-09-14唐　津スポーツ報知杯9R,6,4333,6.91,晴,北東,5,5,6,村田友也,36,徳島,64,B2,3.84,22.81,2.38,12.5,31.58,32.65
2020-09-14唐　津スポーツ報知杯10R,1,4070,6.94,晴,北東,5,5,2,中村亮太,39,長崎,51,A2,6.91,51.16,7.04,56.6,33.33,28.71
2020-09-14唐　津スポーツ報知杯10R,2,3462,7.0,晴,北東,5,5,3,竹上真司,53,岡山,52,A1,6.1,42.74,6.05,50.0,11.11,41.51
2020-09-14唐　津スポーツ報知杯10R,3,3614,6.87,晴,北東,5,5,5,谷　勝幸,47,広島,54,B1,4.8,23.68,4.96,33.33,11.76,27.18
2020-09-14唐　津スポーツ報知杯10R,4,4515,6.94,晴,北東,5,5,4,藤田浩人,34,佐賀,55,A2,5.64,36.21,6.27,42.86,22.22,38.24
2020-09-14唐　津スポーツ報知杯10R,5,4359,6.98,晴,北東,5,5,6,横川聖志,36,徳島,55,B1,5.24,35.44,4.5,37.5,31.58,41.18
2020-09-14唐　津スポーツ報知杯10R,6,3837,7.03,晴,北東,5,5,1,秋山広一,45,香川,50,A1,6.51,44.25,6.65,45.95,38.89,38.61
2020-09-14唐　津スポーツ報知杯11R,1,4531,6.9,晴,北東,5,5,1,武富智亮,31,佐賀,52,A2,6.33,46.36,6.23,46.71,17.65,23.53
2020-09-14唐　津スポーツ報知杯11R,2,4137,6.96,晴,北東,5,5,2,君島秀三,40,滋賀,53,A1,6.47,47.22,7.79,63.16,21.05,30.48
2020-09-14唐　津スポーツ報知杯11R,3,4452,6.91,晴,北東,5,5,5,松尾　祭,32,香川,54,A2,5.33,33.66,4.61,38.89,72.22,41.75
2020-09-14唐　津スポーツ報知杯11R,4,3757,6.98,晴,北東,5,5,6,畑　和宏,48,広島,52,A2,5.87,39.64,5.69,33.33,27.78,23.08
2020-09-14唐　津スポーツ報知杯11R,5,4436,6.92,晴,北東,5,5,3,渋谷明憲,34,大阪,52,A2,5.81,43.0,5.26,34.04,33.33,24.24
2020-09-14唐　津スポーツ報知杯11R,6,4176,7.0,晴,北東,5,5,4,樋口喜彦,37,兵庫,54,B1,3.99,21.65,4.18,29.41,12.5,43.88
2020-09-14唐　津スポーツ報知杯12R,1,4445,6.9,晴,北東,5,5,1,宮地元輝,33,佐賀,55,A1,6.95,58.25,6.99,52.67,31.25,25.25
2020-09-14唐　津スポーツ報知杯12R,2,3484,6.94,晴,北東,5,5,3,芝田浩治,48,兵庫,54,A1,6.04,37.04,5.58,42.11,38.89,42.0
2020-09-14唐　津スポーツ報知杯12R,3,4604,6.83,晴,北東,5,5,2,岩瀬裕亮,32,愛知,53,A1,7.04,48.44,7.64,45.45,73.68,34.62
2020-09-14唐　津スポーツ報知杯12R,4,4193,6.86,晴,北東,5,5,6,郷原章平,39,福岡,53,A1,6.5,52.48,5.97,48.39,23.53,26.92
2020-09-14唐　津スポーツ報知杯12R,5,5026,6.91,晴,北東,5,5,5,安河内健,25,佐賀,52,B1,5.25,38.75,3.72,18.85,27.78,29.41
2020-09-14唐　津スポーツ報知杯12R,6,3901,6.99,晴,北東,5,5,4,松田憲幸,43,山口,52,A2,5.37,32.06,5.17,35.59,31.58,45.54
2020-09-14若　松オールレディースＪＡＬカップ1R,1,4733,6.89,晴,北,2,2,3,赤井　睦,31,徳島,47,B2,4.12,26.03,2.7,0.0,40.21,40.82
2020-09-14若　松オールレディースＪＡＬカップ1R,2,3674,6.91,晴,北,2,2,5,岸　恵子,47,徳島,48,B1,5.1,37.35,6.18,46.67,42.27,32.61
2020-09-14若　松オールレディースＪＡＬカップ1R,3,4349,6.85,晴,北,2,2,2,犬童千秋,35,福岡,48,B1,5.23,34.34,4.86,19.44,35.83,34.04
2020-09-14若　松オールレディースＪＡＬカップ1R,4,3357,6.87,晴,北,2,2,6,福島陽子,51,岡山,48,B1,4.37,17.33,3.82,20.59,37.37,39.62
2020-09-14若　松オールレディースＪＡＬカップ1R,5,3551,6.82,晴,北,2,2,1,藤田美代,49,福岡,43,B1,4.72,24.59,3.89,16.67,33.85,45.24
2020-09-14若　松オールレディースＪＡＬカップ1R,6,3280,6.88,晴,北,2,2,4,垣内清美,53,三重,50,B1,4.9,37.04,0.0,0.0,41.36,51.11
2020-09-14若　松オールレディースＪＡＬカップ2R,1,4773,6.8,晴,北,2,2,1,中川りな,27,福岡,48,B1,5.54,31.93,5.29,33.33,41.76,27.91
2020-09-14若　松オールレディースＪＡＬカップ2R,2,3894,6.81,晴,北,2,2,5,池田明美,44,静岡,53,B1,5.11,33.33,4.24,23.53,47.87,35.42
2020-09-14若　松オールレディースＪＡＬカップ2R,3,4224,6.86,晴,北,2,2,2,大橋栄里,38,福岡,49,B1,4.54,22.22,4.0,20.0,36.9,34.62
2020-09-14若　松オールレディースＪＡＬカップ2R,4,3845,6.87,晴,北,2,2,6,中谷朋子,43,兵庫,46,A1,5.94,39.68,5.81,33.33,32.64,46.0
2020-09-14若　松オールレディースＪＡＬカップ2R,5,3645,6.9,晴,北,2,2,3,淺田千亜,47,徳島,46,B1,5.3,37.84,0.0,0.0,35.43,30.43
2020-09-14若　松オールレディースＪＡＬカップ2R,6,3509,6.86,晴,北,2,2,4,道上千夏,48,香川,48,B1,3.88,15.52,4.42,23.08,33.16,36.84
2020-09-14若　松オールレディースＪＡＬカップ3R,1,4556,6.87,晴,北,2,2,4,竹井奈美,31,福岡,47,A1,6.74,51.49,4.63,31.43,50.6,46.81
2020-09-14若　松オールレディースＪＡＬカップ3R,2,4443,6.86,晴,北,2,2,2,津田裕絵,34,山口,49,B1,5.15,32.5,5.92,39.47,33.52,35.85
2020-09-14若　松オールレディースＪＡＬカップ3R,3,4372,6.88,晴,北,2,2,3,原田佑実,33,大阪,45,A2,5.33,32.61,6.54,57.69,34.74,39.13
2020-09-14若　松オールレディースＪＡＬカップ3R,4,3483,6.84,晴,北,2,2,1,入船幸子,49,佐賀,43,B1,3.21,14.71,4.61,33.33,28.98,41.3
2020-09-14若　松オールレディースＪＡＬカップ3R,5,3486,6.87,晴,北,2,2,6,渋田治代,54,福岡,48,B1,4.43,20.93,5.03,29.41,33.16,36.17
2020-09-14若　松オールレディースＪＡＬカップ3R,6,4170,6.85,晴,北,2,2,5,西坂香松,38,香川,53,B2,3.09,9.09,2.73,10.0,25.54,45.45
2020-09-14若　松オールレディースＪＡＬカップ4R,1,4530,6.84,晴,北,2,2,5,小野生奈,31,福岡,44,A1,7.23,52.34,6.62,43.33,32.66,40.48
2020-09-14若　松オールレディースＪＡＬカップ4R,2,4098,6.82,晴,北,2,2,3,赤澤文香,38,岡山,47,B1,4.89,26.79,5.9,40.0,21.79,40.38
2020-09-14若　松オールレディースＪＡＬカップ4R,3,4974,6.81,晴,北,2,2,2,安井瑞紀,27,岡山,49,B1,4.23,25.3,3.0,15.0,30.95,42.55
2020-09-14若　松オールレディースＪＡＬカップ4R,4,3254,6.85,晴,北,2,2,1,柳澤千春,53,香川,46,B1,4.04,17.39,3.5,16.67,53.55,38.64
2020-09-14若　松オールレディースＪＡＬカップ4R,5,5118,6.84,晴,北,2,2,6,野田なづ,20,佐賀,45,B2,1.37,0.0,1.0,0.0,38.92,39.13
2020-09-14若　松オールレディースＪＡＬカップ4R,6,4764,6.83,晴,北,2,2,4,小池礼乃,30,福岡,47,B2,0.0,0.0,5.43,38.1,29.05,32.0
2020-09-14若　松オールレディースＪＡＬカップ5R,1,3579,6.92,晴,北東,3,3,2,中里優子,47,埼玉,48,A2,5.7,40.26,6.44,66.67,31.18,43.86
2020-09-14若　松オールレディースＪＡＬカップ5R,2,4433,6.86,晴,北東,3,3,4,川野芽唯,34,福岡,47,A2,6.25,44.27,4.95,30.95,37.97,30.0
2020-09-14若　松オールレディースＪＡＬカップ5R,3,4447,6.9,晴,北東,3,3,1,深川麻奈,33,福岡,47,A1,6.7,52.42,6.68,50.0,32.84,31.11
2020-09-14若　松オールレディースＪＡＬカップ5R,4,3802,6.94,晴,北東,3,3,3,森岡真希,46,岡山,47,B1,4.23,21.33,4.87,26.67,33.75,32.56
2020-09-14若　松オールレディースＪＡＬカップ5R,5,4738,6.84,晴,北東,3,3,6,清埜翔子,29,埼玉,50,B1,3.76,19.32,4.8,40.0,34.67,31.82
2020-09-14若　松オールレディースＪＡＬカップ5R,6,4605,6.9,晴,北東,3,3,5,森　世里,32,滋賀,54,B2,3.67,20.0,0.0,0.0,31.38,36.0
2020-09-14若　松オールレディースＪＡＬカップ6R,1,3674,6.91,晴,北東,4,4,1,岸　恵子,47,徳島,48,B1,5.1,37.35,6.18,46.67,42.27,32.61
2020-09-14若　松オールレディースＪＡＬカップ6R,2,4502,6.94,晴,北東,4,4,2,遠藤エミ,32,滋賀,44,A1,6.64,38.04,6.87,48.39,32.61,45.1
2020-09-14若　松オールレディースＪＡＬカップ6R,3,4730,6.84,晴,北東,4,4,5,土屋実沙,31,静岡,45,A2,5.75,35.38,6.09,54.55,28.81,36.96
2020-09-14若　松オールレディースＪＡＬカップ6R,4,4304,6.93,晴,北東,4,4,3,藤崎小百,37,福岡,48,A2,5.16,30.6,5.3,31.58,33.33,28.26
2020-09-14若　松オールレディースＪＡＬカップ6R,5,3509,6.9,晴,北東,4,4,6,道上千夏,48,香川,48,B1,3.88,15.52,4.42,23.08,33.16,36.84
2020-09-14若　松オールレディースＪＡＬカップ6R,6,4993,6.87,晴,北東,4,4,4,下野京香,22,東京,46,B1,2.15,5.88,2.18,11.76,33.95,31.71
2020-09-14若　松オールレディースＪＡＬカップ7R,1,4387,6.86,晴,北東,3,3,3,平山智加,35,香川,44,A1,7.42,60.91,7.64,63.64,37.63,34.62
2020-09-14若　松オールレディースＪＡＬカップ7R,2,3845,6.9,晴,北東,3,3,4,中谷朋子,43,兵庫,46,A1,5.94,39.68,5.81,33.33,32.64,46.0
2020-09-14若　松オールレディースＪＡＬカップ7R,3,3994,6.91,晴,北東,3,3,5,茶谷　桜,41,滋賀,46,B1,5.13,29.13,4.93,33.33,33.87,29.41
2020-09-14若　松オールレディースＪＡＬカップ7R,4,3486,6.97,晴,北東,3,3,2,渋田治代,54,福岡,48,B1,4.43,20.93,5.03,29.41,33.16,36.17
2020-09-14若　松オールレディースＪＡＬカップ7R,5,3334,6.86,晴,北東,3,3,1,角ひとみ,51,広島,45,A2,5.39,36.3,5.38,37.5,36.16,58.0
2020-09-14若　松オールレディースＪＡＬカップ7R,6,4349,6.9,晴,北東,3,3,6,犬童千秋,35,福岡,48,B1,5.23,34.34,4.86,19.44,35.83,34.04
2020-09-14若　松オールレディースＪＡＬカップ8R,1,3302,6.87,晴,北東,3,3,1,谷川里江,53,愛知,45,A2,5.9,43.9,5.0,27.27,39.25,32.79
2020-09-14若　松オールレディースＪＡＬカップ8R,2,4680,6.88,晴,北東,3,3,4,後藤美翼,30,東京,46,B2,4.7,15.0,4.44,22.22,32.29,30.0
2020-09-14若　松オールレディースＪＡＬカップ8R,4,3280,6.9,晴,北東,3,3,6,垣内清美,53,三重,50,B1,4.9,37.04,0.0,0.0,41.36,51.11
2020-09-14若　松オールレディースＪＡＬカップ8R,5,4501,6.94,晴,北東,3,3,2,樋口由加,32,岡山,45,A2,5.84,41.13,5.81,34.38,27.68,27.27
2020-09-14若　松オールレディースＪＡＬカップ8R,6,4224,6.89,晴,北東,3,3,5,大橋栄里,38,福岡,49,B1,4.54,22.22,4.0,20.0,36.9,34.62
2020-09-14若　松オールレディースＪＡＬカップ9R,1,4611,6.84,晴,北東,2,2,1,今井美亜,30,福井,47,A2,6.04,42.03,4.33,22.22,39.89,35.42
2020-09-14若　松オールレディースＪＡＬカップ9R,2,4530,6.82,晴,北東,2,2,3,小野生奈,31,福岡,44,A1,7.23,52.34,6.62,43.33,32.66,40.48
2020-09-14若　松オールレディースＪＡＬカップ9R,3,4694,6.87,晴,北東,2,2,4,高田　綾,35,福岡,44,B1,4.45,15.73,3.87,14.71,31.41,43.18
2020-09-14若　松オールレディースＪＡＬカップ9R,4,4870,6.83,晴,北東,2,2,2,新田有理,28,広島,44,B1,4.83,29.21,5.0,20.0,31.21,36.36
2020-09-14若　松オールレディースＪＡＬカップ9R,5,4733,6.83,晴,北東,2,2,5,赤井　睦,31,徳島,47,B2,4.12,26.03,2.7,0.0,40.21,40.82
2020-09-14若　松オールレディースＪＡＬカップ9R,6,3175,6.83,晴,北東,2,2,6,渡辺千草,56,東京,49,A2,5.3,24.64,5.39,16.67,34.41,38.89
2020-09-14若　松オールレディースＪＡＬカップ10R,1,4556,6.81,晴,北東,2,2,1,竹井奈美,31,福岡,47,A1,6.74,51.49,4.63,31.43,50.6,46.81
2020-09-14若　松オールレディースＪＡＬカップ10R,2,4098,6.85,晴,北東,2,2,4,赤澤文香,38,岡山,47,B1,4.89,26.79,5.9,40.0,21.79,40.38
2020-09-14若　松オールレディースＪＡＬカップ10R,3,3357,6.86,晴,北東,2,2,2,福島陽子,51,岡山,48,B1,4.37,17.33,3.82,20.59,37.37,39.62
2020-09-14若　松オールレディースＪＡＬカップ10R,4,3645,6.95,晴,北東,2,2,5,淺田千亜,47,徳島,46,B1,5.3,37.84,0.0,0.0,35.43,30.43
2020-09-14若　松オールレディースＪＡＬカップ10R,5,3579,6.91,晴,北東,2,2,6,中里優子,47,埼玉,48,A2,5.7,40.26,6.44,66.67,31.18,43.86
2020-09-14若　松オールレディースＪＡＬカップ10R,6,4730,6.79,晴,北東,2,2,3,土屋実沙,31,静岡,45,A2,5.75,35.38,6.09,54.55,28.81,36.96
2020-09-14若　松オールレディースＪＡＬカップ11R,1,4502,6.85,晴,北東,2,2,1,遠藤エミ,32,滋賀,44,A1,6.64,38.04,6.87,48.39,32.61,45.1
2020-09-14若　松オールレディースＪＡＬカップ11R,2,3334,6.84,晴,北東,2,2,4,角ひとみ,51,広島,45,A2,5.39,36.3,5.38,37.5,36.16,58.0
2020-09-14若　松オールレディースＪＡＬカップ11R,3,3894,6.77,晴,北東,2,2,3,池田明美,44,静岡,53,B1,5.11,33.33,4.24,23.53,47.87,35.42
2020-09-14若　松オールレディースＪＡＬカップ11R,4,3802,6.89,晴,北東,2,2,2,森岡真希,46,岡山,47,B1,4.23,21.33,4.87,26.67,33.75,32.56
2020-09-14若　松オールレディースＪＡＬカップ11R,5,4501,6.87,晴,北東,2,2,6,樋口由加,32,岡山,45,A2,5.84,41.13,5.81,34.38,27.68,27.27
2020-09-14若　松オールレディースＪＡＬカップ11R,6,4443,6.92,晴,北東,2,2,5,津田裕絵,34,山口,49,B1,5.15,32.5,5.92,39.47,33.52,35.85
2020-09-14若　松オールレディースＪＡＬカップ12R,1,4387,6.77,晴,北東,1,1,1,平山智加,35,香川,44,A1,7.42,60.91,7.64,63.64,37.63,34.62
2020-09-14若　松オールレディースＪＡＬカップ12R,2,4433,6.9,晴,北東,1,1,2,川野芽唯,34,福岡,47,A2,6.25,44.27,4.95,30.95,37.97,30.0
2020-09-14若　松オールレディースＪＡＬカップ12R,3,4304,6.91,晴,北東,1,1,5,藤崎小百,37,福岡,48,A2,5.16,30.6,5.3,31.58,33.33,28.26
2020-09-14若　松オールレディースＪＡＬカップ12R,5,4611,6.83,晴,北東,1,1,3,今井美亜,30,福井,47,A2,6.04,42.03,4.33,22.22,39.89,35.42
2020-09-14若　松オールレディースＪＡＬカップ12R,6,4372,6.88,晴,北東,1,1,6,原田佑実,33,大阪,45,A2,5.33,32.61,6.54,57.69,34.74,39.13
2020-09-14下　関オラレ下関オープン６周年記念1R,1,4259,6.71,晴,南西,2,2,1,真庭明志,36,長崎,52,A2,5.93,45.24,5.7,35.85,47.75,25.69
2020-09-14下　関オラレ下関オープン６周年記念1R,2,2912,6.71,晴,南西,2,2,4,尾崎鉄也,64,長崎,56,B1,4.41,24.21,3.06,11.11,35.4,26.61
2020-09-14下　関オラレ下関オープン６周年記念1R,3,3870,6.67,晴,南西,2,2,5,寺嶋　雄,44,福井,51,B1,4.42,24.24,0.0,0.0,28.89,28.95
2020-09-14下　関オラレ下関オープン６周年記念1R,4,3925,6.63,晴,南西,2,2,6,大田　誠,45,山口,50,B1,4.24,21.74,5.31,35.38,42.34,36.75
2020-09-14下　関オラレ下関オープン６周年記念1R,5,4250,6.75,晴,南西,2,2,2,藤川利文,37,福岡,54,B1,4.09,22.35,4.56,24.0,22.73,23.76
2020-09-14下　関オラレ下関オープン６周年記念1R,6,4882,6.7,晴,南西,2,2,3,瀧川千依,24,広島,43,B2,3.69,22.62,0.0,0.0,31.86,36.04
2020-09-14下　関オラレ下関オープン６周年記念2R,1,4253,6.72,晴,南,3,3,3,西川真人,37,滋賀,56,B1,4.71,23.4,5.83,33.33,32.74,35.9
2020-09-14下　関オラレ下関オープン６周年記念2R,2,4705,6.73,晴,南,3,3,2,吉川勇作,32,長崎,54,B1,4.21,22.45,5.6,40.0,32.38,31.62
2020-09-14下　関オラレ下関オープン６周年記念2R,3,3723,6.71,晴,南,3,3,1,白井弘文,50,山口,53,B1,3.9,15.91,3.77,17.31,30.0,22.55
2020-09-14下　関オラレ下関オープン６周年記念2R,4,4473,6.64,晴,南,3,3,5,藤堂里香,33,福井,43,B2,3.63,15.79,0.0,0.0,27.13,28.95
2020-09-14下　関オラレ下関オープン６周年記念2R,5,4449,6.69,晴,南,3,3,4,中嶋達也,33,兵庫,53,B1,3.97,22.22,4.09,36.36,41.07,25.24
2020-09-14下　関オラレ下関オープン６周年記念2R,6,3666,6.71,晴,南,3,3,6,内野省一,50,愛知,53,B1,4.28,18.6,3.97,19.44,36.75,33.33
2020-09-14下　関オラレ下関オープン６周年記念3R,1,4925,6.7,晴,南西,2,2,5,森　悠稀,27,兵庫,52,B1,5.0,30.1,5.71,42.86,44.54,35.65
2020-09-14下　関オラレ下関オープン６周年記念3R,2,4832,6.7,晴,南西,2,2,4,権藤俊光,33,大阪,53,A1,6.56,40.65,7.19,60.34,30.63,22.22
2020-09-14下　関オラレ下関オープン６周年記念3R,3,4388,6.71,晴,南西,2,2,3,是澤孝宏,35,滋賀,50,A2,6.6,43.3,6.78,55.56,29.06,41.03
2020-09-14下　関オラレ下関オープン６周年記念3R,4,4261,6.68,晴,南西,2,2,6,岡　祐臣,36,三重,54,A1,6.61,46.83,6.69,50.0,28.97,24.76
2020-09-14下　関オラレ下関オープン６周年記念3R,5,4245,6.67,晴,南西,2,2,1,高橋直哉,38,東京,52,B1,4.52,20.83,3.88,12.5,43.16,30.77
2020-09-14下　関オラレ下関オープン６周年記念3R,6,4313,6.62,晴,南西,2,2,2,西村美智,36,香川,51,A2,5.93,41.58,5.29,28.95,35.58,22.02
