レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ1R,1,3876,6.8,晴,南,1,1,1,中辻崇人,43,福岡,52,A1,6.94,57.26,7.56,61.11,26.98,34.44
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ1R,2,4693,6.74,晴,南,1,1,4,松下誉士,36,福岡,51,B1,4.14,18.18,3.43,13.51,51.56,31.76
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ1R,3,4046,6.82,晴,南,1,1,6,谷村啓司,40,福岡,52,B1,3.43,11.46,4.03,18.46,20.34,38.3
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ1R,4,4868,6.88,晴,南,1,1,3,松本　峻,29,福岡,52,B2,4.57,19.64,3.63,7.69,55.41,27.78
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ1R,5,4121,6.83,晴,南,1,1,2,富永修一,38,福岡,52,B1,5.12,32.14,0.0,0.0,25.86,36.08
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ1R,6,4180,6.83,晴,南,1,1,5,上野秀和,37,福岡,56,B1,3.85,16.38,5.2,32.81,30.88,38.95
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ2R,1,3444,6.79,晴,西,1,1,3,香月大介,50,福岡,52,B1,4.08,19.77,5.71,37.5,24.59,31.11
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ2R,2,4544,6.66,晴,西,1,1,4,松田大志,32,福岡,51,A1,7.76,67.39,7.03,57.55,21.05,23.33
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ2R,3,4668,6.83,晴,西,1,1,5,楠本晃嗣,35,福岡,50,B1,4.36,21.43,0.0,0.0,30.77,41.3
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ2R,4,4958,6.79,晴,西,1,1,2,溝口海義,25,福岡,54,B1,4.88,26.55,4.26,16.0,45.21,32.97
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ2R,5,5009,6.83,晴,西,1,1,6,大賀龍之,23,福岡,55,B1,3.1,15.0,2.47,5.88,31.88,35.56
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ3R,1,4351,6.78,晴,南,1,1,3,里岡右貴,34,福岡,53,A1,6.87,55.71,6.42,51.52,48.68,37.5
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ3R,2,5093,6.82,晴,南,1,1,6,浦野　海,18,福岡,55,B2,2.02,3.08,1.25,0.0,48.53,37.63
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ3R,3,3297,6.76,晴,南,1,1,5,藤丸光一,53,福岡,49,A2,5.82,42.34,6.22,45.68,38.57,26.14
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ3R,4,3928,6.83,晴,南,1,1,4,林　恵祐,44,福岡,59,B1,3.86,17.35,3.96,25.0,22.03,26.58
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ3R,5,4122,6.74,晴,南,1,1,1,安東幸治,38,福岡,57,A2,5.42,35.71,5.01,27.91,24.14,26.14
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ3R,6,4463,6.76,晴,南,1,1,2,三苫晃幸,34,福岡,56,B1,5.2,36.27,4.97,30.53,41.79,44.94
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ4R,1,4522,6.74,晴,北,3,3,1,古澤光紀,32,福岡,53,A1,7.19,60.61,7.28,57.45,23.81,35.23
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ4R,2,4566,6.75,晴,北,3,3,3,塩田北斗,32,福岡,53,A1,7.59,61.18,6.98,53.26,31.51,39.29
