,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,九州スポーツ杯1,1,3627,6.84,2,井上恵一,51,福岡,51,B1,5.29,35.05,5.63,36.84,12.5,34.58
1,九州スポーツ杯1,2,3153,6.86,4,前川竜次,56,佐賀,51,B1,4.42,19.81,4.82,23.81,34.48,30.28
2,九州スポーツ杯1,3,4448,6.87,1,青木玄太,33,滋賀,51,A2,6.69,50.41,6.16,39.47,39.29,28.71
3,九州スポーツ杯1,4,4299,6.91,5,中島浩哉,37,長崎,57,B1,4.77,26.96,4.73,17.5,41.67,32.08
4,九州スポーツ杯1,5,3875,6.85,6,廣中良一,43,山口,51,B1,4.14,20.83,4.57,31.91,32.0,39.29
5,九州スポーツ杯1,6,3755,6.9,3,吉村和也,49,長崎,51,B1,4.43,22.67,4.28,18.52,38.46,44.55
6,九州スポーツ杯2,1,3300,6.81,1,川崎智幸,53,岡山,53,A2,6.03,43.48,2.85,0.0,55.17,23.85
7,九州スポーツ杯2,2,4472,6.9,2,尾嶋一広,33,兵庫,56,A1,6.45,44.59,6.08,52.0,34.48,44.95
8,九州スポーツ杯2,3,3571,6.94,6,寺本武司,49,長崎,55,B1,3.85,17.89,3.51,8.89,25.93,35.58
9,九州スポーツ杯2,4,3883,6.81,4,山根大樹,46,広島,53,B1,3.78,16.67,5.0,25.93,41.38,33.93
10,九州スポーツ杯2,5,3722,6.83,3,西村秀樹,50,福岡,51,B1,4.01,15.07,4.12,3.85,16.0,27.88
11,九州スポーツ杯3,1,4572,7.0,5,渡部　悟,32,大阪,52,B1,5.31,32.58,4.87,33.33,16.0,42.45
12,九州スポーツ杯3,2,3912,6.94,3,川原正明,46,福井,51,A1,6.08,40.14,7.2,70.0,36.67,33.33
13,九州スポーツ杯3,3,3809,6.89,4,吉田　光,45,佐賀,50,B1,4.91,31.25,5.03,34.17,33.33,45.45
14,九州スポーツ杯3,4,4969,6.87,6,町田洸希,29,長崎,53,B1,4.16,17.02,2.15,0.0,25.0,39.25
15,九州スポーツ杯3,5,3574,6.92,1,大神康司,48,福岡,52,A2,6.12,41.35,5.95,47.37,41.18,33.33
