レースID,順位,選手登番,展示,天候,風向,風速,波高,会場,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-08-16唐　津お盆特選～がばい王者決定戦～1R,1,4072,6.75,晴,南,1,1,唐　津,1,森永　淳,39,佐賀,51,A2,6.79,56.38,7.01,58.89,0.0,20.99
2020-08-16唐　津お盆特選～がばい王者決定戦～1R,2,5056,6.8,晴,南,1,1,唐　津,3,西岡成美,24,徳島,46,B1,3.74,12.12,3.35,11.76,0.0,30.0
2020-08-16唐　津お盆特選～がばい王者決定戦～1R,3,4981,6.92,晴,南,1,1,唐　津,2,牧山敦也,24,佐賀,50,B1,4.44,18.63,3.54,13.55,0.0,42.86
2020-08-16唐　津お盆特選～がばい王者決定戦～1R,4,4552,6.81,晴,南,1,1,唐　津,5,杉山勝匡,31,佐賀,48,B1,4.22,23.47,4.96,38.36,0.0,33.33
2020-08-16唐　津お盆特選～がばい王者決定戦～1R,5,5131,6.83,晴,南,1,1,唐　津,6,江藤敦宏,21,福岡,50,B2,1.12,0.0,0.0,0.0,0.0,32.91
2020-08-16唐　津お盆特選～がばい王者決定戦～1R,6,5142,6.83,晴,南,1,1,唐　津,4,常住　蓮,19,佐賀,50,B2,2.07,0.0,1.5,0.0,0.0,33.72
2020-08-16唐　津お盆特選～がばい王者決定戦～2R,1,3623,6.8,晴,北西,2,2,唐　津,1,深川真二,46,佐賀,51,A1,7.8,62.5,7.52,67.11,0.0,36.11
2020-08-16唐　津お盆特選～がばい王者決定戦～2R,2,3784,6.84,晴,北西,2,2,唐　津,2,中島友和,43,佐賀,52,A2,5.95,45.95,6.02,40.66,0.0,38.55
2020-08-16唐　津お盆特選～がばい王者決定戦～2R,3,4632,6.85,晴,北西,2,2,唐　津,6,長尾京志,31,福岡,53,B1,4.98,25.26,0.0,0.0,0.0,31.82
2020-08-16唐　津お盆特選～がばい王者決定戦～2R,4,5104,6.83,晴,北西,2,2,唐　津,5,山田　丈,21,福岡,51,B2,1.89,0.0,0.0,0.0,0.0,32.1
2020-08-16唐　津お盆特選～がばい王者決定戦～2R,5,4697,6.81,晴,北西,2,2,唐　津,3,國弘翔平,34,福岡,50,B1,4.34,26.26,3.37,15.79,0.0,34.52
2020-08-16唐　津お盆特選～がばい王者決定戦～2R,6,5118,6.89,晴,北西,2,2,唐　津,4,野田なづ,20,佐賀,46,B2,1.29,0.0,1.0,0.0,0.0,38.96
2020-08-16唐　津お盆特選～がばい王者決定戦～3R,1,4122,6.83,晴,北西,2,2,唐　津,1,安東幸治,38,福岡,56,A2,5.59,38.46,5.74,36.17,0.0,34.88
2020-08-16唐　津お盆特選～がばい王者決定戦～3R,2,5029,6.84,晴,北西,2,2,唐　津,2,中　亮太,23,福岡,52,B1,3.3,14.29,3.63,25.0,0.0,42.86
2020-08-16唐　津お盆特選～がばい王者決定戦～3R,3,4101,6.75,晴,北西,2,2,唐　津,3,三井所尊,41,佐賀,52,A1,7.21,61.63,7.3,61.94,0.0,38.64
2020-08-16唐　津お盆特選～がばい王者決定戦～3R,4,4873,6.86,晴,北西,2,2,唐　津,4,蒲原健太,26,佐賀,52,B1,4.76,28.85,4.23,19.29,0.0,32.53
2020-08-16唐　津お盆特選～がばい王者決定戦～3R,5,3211,6.84,晴,北西,2,2,唐　津,5,北川敏弘,58,佐賀,53,B1,4.43,21.51,5.02,26.32,0.0,30.49
2020-08-16唐　津お盆特選～がばい王者決定戦～3R,6,4942,6.84,晴,北西,2,2,唐　津,6,柴田朋哉,30,福岡,52,B1,4.42,22.22,3.65,11.54,0.0,52.94
2020-08-16唐　津お盆特選～がばい王者決定戦～4R,1,4222,6.8,晴,北西,2,2,唐　津,3,山口高志,38,佐賀,51,B1,5.75,43.64,5.37,34.19,0.0,38.1
2020-08-16唐　津お盆特選～がばい王者決定戦～4R,2,4822,6.78,晴,北西,2,2,唐　津,1,百武　翔,27,佐賀,50,A2,5.43,29.21,5.41,35.59,0.0,31.08
2020-08-16唐　津お盆特選～がばい王者決定戦～4R,3,4718,6.79,晴,北西,2,2,唐　津,4,北川太一,27,佐賀,49,B1,5.16,31.65,5.59,36.45,0.0,36.67
2020-08-16唐　津お盆特選～がばい王者決定戦～4R,4,4531,6.78,晴,北西,2,2,唐　津,5,武富智亮,31,佐賀,51,A2,6.41,47.22,6.3,48.1,0.0,32.91
2020-08-16唐　津お盆特選～がばい王者決定戦～4R,5,4724,6.76,晴,北西,2,2,唐　津,2,吉田祐貴,34,佐賀,51,B1,4.58,25.27,4.23,20.79,0.0,24.05
2020-08-16唐　津お盆特選～がばい王者決定戦～4R,6,4092,6.86,晴,北西,2,2,唐　津,6,岡部大輔,39,佐賀,52,A2,6.27,48.21,5.2,32.1,0.0,36.14
2020-08-16唐　津お盆特選～がばい王者決定戦～5R,1,3617,6.83,晴,北西,2,2,唐　津,1,竹田広樹,47,佐賀,55,B1,4.27,25.53,3.9,20.25,0.0,38.46
2020-08-16唐　津お盆特選～がばい王者決定戦～5R,2,3153,6.87,晴,北西,2,2,唐　津,2,前川竜次,56,佐賀,51,B1,4.41,22.22,4.91,24.32,0.0,21.52
2020-08-16唐　津お盆特選～がばい王者決定戦～5R,3,5084,6.87,晴,北西,2,2,唐　津,5,末永和也,21,佐賀,52,B1,3.8,18.42,3.75,16.88,0.0,45.45
2020-08-16唐　津お盆特選～がばい王者決定戦～5R,4,4624,6.82,晴,北西,2,2,唐　津,6,高田　明,35,佐賀,49,A1,6.54,45.1,6.46,48.34,0.0,31.65
2020-08-16唐　津お盆特選～がばい王者決定戦～5R,5,3224,6.87,晴,北西,2,2,唐　津,4,栗山繁洋,55,佐賀,54,B1,5.0,30.26,4.37,23.26,0.0,39.77
2020-08-16唐　津お盆特選～がばい王者決定戦～5R,6,4552,6.87,晴,北西,2,2,唐　津,3,杉山勝匡,31,佐賀,48,B1,4.22,23.47,4.96,38.36,0.0,33.33
2020-08-16唐　津お盆特選～がばい王者決定戦～6R,1,4938,6.78,晴,北西,2,2,唐　津,3,小芦るり,22,佐賀,48,B1,4.73,28.21,4.32,29.79,0.0,36.9
2020-08-16唐　津お盆特選～がばい王者決定戦～6R,2,4994,6.79,晴,北西,2,2,唐　津,1,山本梨菜,22,佐賀,48,B1,4.41,17.14,3.48,8.54,0.0,32.53
2020-08-16唐　津お盆特選～がばい王者決定戦～6R,3,5056,6.81,晴,北西,2,2,唐　津,4,西岡成美,24,徳島,46,B1,3.74,12.12,3.35,11.76,0.0,30.0
2020-08-16唐　津お盆特選～がばい王者決定戦～6R,4,4773,6.72,晴,北西,2,2,唐　津,5,中川りな,27,福岡,47,B1,5.78,35.45,4.85,22.22,0.0,38.75
2020-08-16唐　津お盆特選～がばい王者決定戦～6R,5,4765,6.82,晴,北西,2,2,唐　津,2,野田部宏,30,福岡,52,B1,3.7,15.15,2.35,5.88,0.0,37.5
2020-08-16唐　津お盆特選～がばい王者決定戦～6R,6,5118,6.89,晴,北西,2,2,唐　津,6,野田なづ,20,佐賀,46,B2,1.29,0.0,1.0,0.0,0.0,38.96
2020-08-16唐　津お盆特選～がばい王者決定戦～7R,1,3471,6.92,晴,北,4,4,唐　津,1,赤峰和也,50,佐賀,53,B1,3.97,20.62,4.79,30.97,0.0,43.82
2020-08-16唐　津お盆特選～がばい王者決定戦～7R,2,4879,6.78,晴,北,4,4,唐　津,3,山崎鉄平,25,佐賀,53,B1,5.5,39.05,4.58,24.1,0.0,39.02
2020-08-16唐　津お盆特選～がばい王者決定戦～7R,3,4981,6.97,晴,北,4,4,唐　津,5,牧山敦也,24,佐賀,50,B1,4.44,18.63,3.54,13.55,0.0,42.86
2020-08-16唐　津お盆特選～がばい王者決定戦～7R,4,5029,6.86,晴,北,4,4,唐　津,4,中　亮太,23,福岡,52,B1,3.3,14.29,3.63,25.0,0.0,42.86
2020-08-16唐　津お盆特選～がばい王者決定戦～7R,5,5142,6.92,晴,北,4,4,唐　津,6,常住　蓮,19,佐賀,50,B2,2.07,0.0,1.5,0.0,0.0,33.72
2020-08-16唐　津お盆特選～がばい王者決定戦～8R,1,4873,6.84,晴,北東,5,5,唐　津,1,蒲原健太,26,佐賀,52,B1,4.76,28.85,4.23,19.29,0.0,32.53
2020-08-16唐　津お盆特選～がばい王者決定戦～8R,2,3211,6.91,晴,北東,5,5,唐　津,2,北川敏弘,58,佐賀,53,B1,4.43,21.51,5.02,26.32,0.0,30.49
2020-08-16唐　津お盆特選～がばい王者決定戦～8R,3,5104,6.88,晴,北東,5,5,唐　津,6,山田　丈,21,福岡,51,B2,1.89,0.0,0.0,0.0,0.0,32.1
2020-08-16唐　津お盆特選～がばい王者決定戦～8R,4,4697,6.91,晴,北東,5,5,唐　津,5,國弘翔平,34,福岡,50,B1,4.34,26.26,3.37,15.79,0.0,34.52
2020-08-16唐　津お盆特選～がばい王者決定戦～8R,5,3335,6.99,晴,北東,5,5,唐　津,3,小菅文隆,51,佐賀,62,B1,3.37,13.16,3.7,16.67,0.0,34.48
2020-08-16唐　津お盆特選～がばい王者決定戦～8R,6,5131,6.97,晴,北東,5,5,唐　津,4,江藤敦宏,21,福岡,50,B2,1.12,0.0,0.0,0.0,0.0,32.91
2020-08-16唐　津お盆特選～がばい王者決定戦～9R,1,4718,6.9,晴,北東,4,4,唐　津,3,北川太一,27,佐賀,49,B1,5.16,31.65,5.59,36.45,0.0,36.67
2020-08-16唐　津お盆特選～がばい王者決定戦～9R,2,4222,6.89,晴,北東,4,4,唐　津,4,山口高志,38,佐賀,51,B1,5.75,43.64,5.37,34.19,0.0,38.1
2020-08-16唐　津お盆特選～がばい王者決定戦～9R,3,4994,6.89,晴,北東,4,4,唐　津,5,山本梨菜,22,佐賀,48,B1,4.41,17.14,3.48,8.54,0.0,32.53
2020-08-16唐　津お盆特選～がばい王者決定戦～9R,4,3784,6.93,晴,北東,4,4,唐　津,1,中島友和,43,佐賀,52,A2,5.95,45.95,6.02,40.66,0.0,38.55
2020-08-16唐　津お盆特選～がばい王者決定戦～9R,5,3153,6.96,晴,北東,4,4,唐　津,6,前川竜次,56,佐賀,51,B1,4.41,22.22,4.91,24.32,0.0,21.52
2020-08-16唐　津お盆特選～がばい王者決定戦～9R,6,5084,6.92,晴,北東,4,4,唐　津,2,末永和也,21,佐賀,52,B1,3.8,18.42,3.75,16.88,0.0,45.45
2020-08-16唐　津お盆特選～がばい王者決定戦～10R,1,4101,6.82,晴,北東,4,4,唐　津,1,三井所尊,41,佐賀,52,A1,7.21,61.63,7.3,61.94,0.0,38.64
