,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-08-17大　村ヴィーナスシリーズ第１０戦1R,1,5057,6.91,2,上田紗奈,24,大阪,45,B1,3.77,22.08,2.04,8.33,46.88,44.12
1,2020-08-17大　村ヴィーナスシリーズ第１０戦1R,2,4088,6.94,1,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,32.43,29.17
2,2020-08-17大　村ヴィーナスシリーズ第１０戦1R,3,4844,7.03,4,村上奈穂,27,広島,48,B1,4.06,18.18,4.89,21.05,43.59,33.33
3,2020-08-17大　村ヴィーナスシリーズ第１０戦1R,4,5069,6.94,5,山崎小葉,19,群馬,44,B1,2.76,4.29,0.0,0.0,37.84,38.46
4,2020-08-17大　村ヴィーナスシリーズ第１０戦1R,5,4720,7.01,3,西澤日花,26,長崎,44,B2,3.97,15.79,3.65,13.46,31.25,41.38
5,2020-08-17大　村ヴィーナスシリーズ第１０戦1R,6,5129,6.99,6,山口真喜,23,長崎,49,B2,1.41,0.0,1.0,0.0,37.84,33.33
6,2020-08-17大　村ヴィーナスシリーズ第１０戦2R,1,4408,6.95,2,仁科さや,34,長崎,48,B2,3.93,22.22,3.5,8.33,35.9,27.78
7,2020-08-17大　村ヴィーナスシリーズ第１０戦2R,2,4924,6.99,4,中北　涼,27,長崎,46,B1,3.63,14.81,3.28,8.0,32.26,32.43
8,2020-08-17大　村ヴィーナスシリーズ第１０戦2R,3,4974,6.98,5,安井瑞紀,27,岡山,49,B1,4.6,25.29,2.5,7.14,31.82,40.54
9,2020-08-17大　村ヴィーナスシリーズ第１０戦2R,4,4947,6.95,1,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,41.67,36.54
10,2020-08-17大　村ヴィーナスシリーズ第１０戦2R,5,4997,7.02,3,濱崎寿里,27,埼玉,50,B2,2.18,5.13,1.63,0.0,36.11,67.65
11,2020-08-17大　村ヴィーナスシリーズ第１０戦2R,6,5140,7.02,6,吉田彩乃,19,静岡,52,B2,1.15,0.0,0.0,0.0,30.0,38.46
