,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-09-30芦　屋４Ｋソリューションカップ1R,1,4754,6.81,1,松尾　充,32,三重,49,A1,6.35,50.38,5.89,33.33,26.09,38.46
1,2020-09-30芦　屋４Ｋソリューションカップ1R,2,5041,6.89,4,荒牧凪沙,22,福岡,51,B1,3.75,14.02,2.08,1.59,31.34,28.42
2,2020-09-30芦　屋４Ｋソリューションカップ1R,3,4562,6.8,2,阪本勇介,32,岡山,54,B1,4.84,24.59,3.5,7.69,28.17,34.69
3,2020-09-30芦　屋４Ｋソリューションカップ1R,4,5010,6.8,3,宇留田翔,23,三重,53,B1,3.99,16.67,2.67,11.11,22.86,27.55
4,2020-09-30芦　屋４Ｋソリューションカップ1R,5,4592,6.84,5,小林孝弘,39,山口,50,B1,4.52,21.9,3.89,11.11,50.59,25.0
5,2020-09-30芦　屋４Ｋソリューションカップ1R,6,5104,6.82,6,山田　丈,22,福岡,52,B2,2.13,0.0,1.56,0.0,32.39,27.08
6,2020-09-30芦　屋４Ｋソリューションカップ2R,1,3616,6.84,1,中村　真,47,福岡,54,A2,5.96,43.8,6.06,46.77,22.06,37.23
7,2020-09-30芦　屋４Ｋソリューションカップ2R,2,4724,6.82,2,吉田祐貴,34,佐賀,52,B1,4.57,24.75,3.69,19.23,25.0,15.31
8,2020-09-30芦　屋４Ｋソリューションカップ2R,3,4736,6.76,4,高倉和士,29,福岡,53,A1,6.54,47.93,6.14,40.0,33.33,38.61
9,2020-09-30芦　屋４Ｋソリューションカップ2R,4,4253,6.87,3,西川真人,37,滋賀,56,B1,4.66,23.3,4.5,29.17,39.44,37.74
10,2020-09-30芦　屋４Ｋソリューションカップ2R,5,3661,6.86,5,柳瀬興志,51,山口,58,B1,5.63,38.21,5.12,26.92,26.47,23.91
11,2020-09-30芦　屋４Ｋソリューションカップ2R,6,3935,6.88,6,岩津徹郎,43,岡山,53,B1,5.23,31.63,5.0,22.22,37.68,32.58
12,2020-09-30芦　屋４Ｋソリューションカップ3R,1,4155,6.86,1,長野壮志,39,福岡,56,A1,6.53,53.78,6.48,49.35,24.29,26.8
13,2020-09-30芦　屋４Ｋソリューションカップ3R,2,3224,6.88,2,栗山繁洋,55,佐賀,50,B1,4.62,26.19,4.96,34.78,32.89,31.11
14,2020-09-30芦　屋４Ｋソリューションカップ3R,3,4715,6.83,5,村上　遼,28,長崎,52,A2,6.54,46.0,5.05,36.84,50.6,31.58
15,2020-09-30芦　屋４Ｋソリューションカップ3R,4,4348,6.86,3,宮崎　奨,35,香川,55,A1,6.22,42.19,5.92,36.11,37.5,25.0
16,2020-09-30芦　屋４Ｋソリューションカップ3R,5,5053,6.85,4,山口広樹,24,福岡,54,B2,2.16,2.53,1.7,4.35,29.73,43.62
17,2020-09-30芦　屋４Ｋソリューションカップ3R,6,3668,6.83,6,市川　猛,49,広島,51,B1,3.95,17.0,2.27,0.0,44.16,35.29
18,2020-09-30芦　屋４Ｋソリューションカップ4R,1,4025,6.75,1,山本隆幸,43,兵庫,52,A1,6.31,43.42,6.32,46.43,17.14,43.14
19,2020-09-30芦　屋４Ｋソリューションカップ4R,2,4000,6.85,2,松本博昭,43,広島,55,A2,5.88,41.61,5.38,31.25,38.24,38.38
20,2020-09-30芦　屋４Ｋソリューションカップ4R,3,4802,6.85,4,中田達也,27,福岡,51,A1,6.6,50.36,5.71,37.14,33.8,31.18
21,2020-09-30芦　屋４Ｋソリューションカップ4R,4,4034,6.89,3,西原明生,41,香川,54,B1,4.7,27.62,3.93,21.43,26.47,34.02
22,2020-09-30芦　屋４Ｋソリューションカップ4R,5,5049,6.83,5,松井友汰,25,大阪,53,B1,4.04,20.75,0.0,0.0,22.97,42.22
