,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-08-10大　村長崎新聞社杯1R,1,4315,7.07,1,山崎昂介,36,長崎,54,B1,4.39,25.29,4.73,23.36,28.57,42.11
1,2020-08-10大　村長崎新聞社杯1R,2,3151,7.13,2,落合敬一,56,長崎,56,B1,3.7,10.0,5.16,33.33,44.44,44.83
2,2020-08-10大　村長崎新聞社杯1R,3,4603,7.13,3,谷川将太,32,長崎,53,B1,4.56,27.42,4.94,28.46,40.74,47.62
3,2020-08-10大　村長崎新聞社杯1R,4,4747,7.2,4,山戸信二,35,長崎,51,B1,3.65,14.12,4.35,21.26,12.5,25.0
4,2020-08-10大　村長崎新聞社杯1R,5,4248,7.17,5,岡本　大,38,長崎,54,B1,4.63,26.53,5.3,31.58,40.0,30.3
5,2020-08-10大　村長崎新聞社杯1R,6,4299,7.17,6,中島浩哉,37,長崎,58,B1,4.53,24.21,5.24,35.09,20.83,33.33
6,2020-08-10大　村長崎新聞社杯2R,1,4498,7.09,3,宮本夏樹,33,長崎,54,A2,5.53,30.67,5.96,41.51,22.73,19.23
7,2020-08-10大　村長崎新聞社杯2R,2,3843,7.16,2,上之晃弘,44,長崎,52,B1,4.1,23.46,5.95,42.76,0.0,38.71
8,2020-08-10大　村長崎新聞社杯2R,3,3936,7.27,6,三瀬　譲,42,長崎,56,B1,4.36,22.73,4.95,29.6,29.17,17.39
9,2020-08-10大　村長崎新聞社杯2R,4,4004,7.25,4,山本浩輔,42,長崎,52,B1,4.09,23.08,5.54,38.41,25.0,48.48
10,2020-08-10大　村長崎新聞社杯2R,5,4919,7.12,1,吉田翔悟,29,長崎,52,B1,4.42,26.51,3.86,15.32,12.0,41.18
11,2020-08-10大　村長崎新聞社杯2R,6,3906,7.26,5,飯山晃三,42,長崎,59,B1,4.82,27.03,5.6,38.96,38.46,10.53
12,2020-08-10大　村長崎新聞社杯3R,1,4096,7.16,4,石橋道友,38,長崎,53,A1,6.32,45.16,7.19,59.38,26.09,41.18
13,2020-08-10大　村長崎新聞社杯3R,2,4640,7.1,3,山ノ内雅,29,福岡,55,A2,5.21,36.08,5.47,38.24,50.0,18.18
14,2020-08-10大　村長崎新聞社杯3R,3,4174,7.18,5,赤坂俊輔,37,長崎,50,A1,7.7,61.26,7.39,60.22,24.24,37.93
15,2020-08-10大　村長崎新聞社杯3R,4,3777,7.07,6,樋口　亮,45,長崎,51,B1,5.64,40.0,6.27,47.48,33.33,25.93
16,2020-08-10大　村長崎新聞社杯3R,5,4241,7.17,1,大串重幸,35,長崎,52,B1,4.85,32.95,5.53,38.57,22.22,26.47
17,2020-08-10大　村長崎新聞社杯3R,6,5009,7.13,2,大賀龍之,23,福岡,56,B1,3.77,14.89,1.4,0.0,9.52,13.64
18,2020-08-10大　村長崎新聞社杯4R,1,4193,7.13,3,郷原章平,38,福岡,53,A1,6.47,52.94,6.17,55.56,53.85,69.57
19,2020-08-10大　村長崎新聞社杯4R,2,4171,7.19,2,榎　幸司,37,長崎,51,A2,6.65,51.18,7.12,57.21,27.78,28.57
20,2020-08-10大　村長崎新聞社杯4R,3,3662,7.17,6,大庭元明,50,福岡,55,A1,6.2,48.82,5.67,44.9,42.11,34.38
21,2020-08-10大　村長崎新聞社杯4R,4,3670,7.13,5,古澤信二,48,福岡,56,B1,4.78,28.81,5.05,30.23,17.24,34.48
