,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念1R,1,4356,6.84,1,長岡良也,36,兵庫,50,A1,7.15,58.33,7.05,57.89,22.22,43.75
1,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念1R,2,4892,6.81,2,柴田直哉,30,福岡,51,B1,4.93,27.84,4.51,19.61,23.64,29.73
2,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念1R,3,4785,6.85,3,木幡純也,32,愛知,51,B1,3.37,15.87,3.89,0.0,18.6,37.8
3,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念1R,4,3953,6.82,6,志道吉和,43,福岡,51,B1,5.14,36.44,5.45,40.63,25.86,32.91
4,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念1R,5,3878,6.87,5,胡本悟志,43,山口,52,B1,4.69,28.72,4.88,23.53,39.29,30.0
5,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念1R,6,4923,6.84,4,末武里奈,28,山口,49,B2,3.09,11.63,1.75,0.0,58.93,30.56
6,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念2R,1,4288,6.89,4,永田啓二,35,福岡,52,A1,6.47,47.1,6.09,46.51,42.11,35.9
7,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念2R,2,4623,6.85,2,中北将史,35,三重,52,B1,5.37,31.67,4.72,16.67,30.36,23.94
8,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念2R,3,3951,6.9,6,石川吉鎬,44,大阪,57,B1,5.44,34.04,5.22,27.78,24.49,42.86
9,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念2R,4,3261,6.87,3,大川茂実,57,岡山,50,B1,4.53,21.1,0.0,0.0,29.63,28.0
10,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念2R,5,4088,6.83,5,野田祥子,40,長崎,47,B1,4.71,30.95,3.52,13.04,10.81,36.9
11,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念3R,1,4043,6.88,5,桐本康臣,40,三重,55,A1,5.9,41.61,7.94,74.29,19.61,36.05
12,2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念3R,2,4370,6.9,3,山口達也,33,岡山,56,A1,5.92,46.67,7.13,56.25,23.08,30.77
