,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-08-26下　関第６６回ボートレースメモリアル1R,1,4450,6.79,1,平高奈菜,33,香川,47,A1,7.73,60.91,7.19,59.26,28.43,39.6
1,2020-08-26下　関第６６回ボートレースメモリアル1R,2,3952,6.85,2,中澤和志,44,埼玉,52,A1,7.01,48.2,6.48,47.83,28.42,30.1
2,2020-08-26下　関第６６回ボートレースメモリアル1R,3,4371,6.94,3,西山貴浩,33,福岡,52,A1,7.69,54.84,7.6,54.76,34.69,40.0
3,2020-08-26下　関第６６回ボートレースメモリアル1R,4,4064,6.83,5,原田篤志,40,山口,51,A1,6.72,49.24,6.91,50.53,30.34,28.85
4,2020-08-26下　関第６６回ボートレースメモリアル1R,5,4337,6.86,6,平本真之,36,愛知,54,A1,7.63,57.81,8.06,66.67,30.53,33.0
5,2020-08-26下　関第６６回ボートレースメモリアル1R,6,3590,6.82,4,濱野谷憲,46,東京,55,A1,7.57,57.61,5.12,23.53,30.51,41.58
6,2020-08-26下　関第６６回ボートレースメモリアル2R,1,3942,6.74,4,寺田　祥,41,山口,54,A1,7.23,53.39,7.55,59.12,30.93,39.05
7,2020-08-26下　関第６６回ボートレースメモリアル2R,2,4503,6.82,1,上野真之,32,佐賀,50,A1,7.98,62.99,7.32,48.65,30.3,47.0
8,2020-08-26下　関第６６回ボートレースメモリアル2R,3,3854,6.81,6,吉川元浩,47,兵庫,51,A1,7.42,52.54,7.65,41.18,43.16,37.86
9,2020-08-26下　関第６６回ボートレースメモリアル2R,4,4024,6.85,5,井口佳典,43,三重,51,A1,7.89,58.82,7.79,50.0,41.38,34.91
10,2020-08-26下　関第６６回ボートレースメモリアル2R,5,4266,6.88,3,長田頼宗,35,東京,53,A1,6.92,44.44,6.76,36.0,31.82,36.54
11,2020-08-26下　関第６６回ボートレースメモリアル2R,6,4074,6.84,2,柳沢　一,39,愛知,50,A1,6.79,45.21,6.38,41.67,33.0,27.88
12,2020-08-26下　関第６６回ボートレースメモリアル3R,1,4686,6.8,1,丸野一樹,29,滋賀,52,A1,7.3,55.0,6.57,42.86,32.65,38.83
13,2020-08-26下　関第６６回ボートレースメモリアル3R,2,3946,6.79,3,赤岩善生,44,愛知,53,A1,7.15,50.94,7.16,55.81,29.89,39.0
14,2020-08-26下　関第６６回ボートレースメモリアル3R,3,4444,6.85,2,桐生順平,33,埼玉,51,A1,7.58,49.17,8.53,69.44,29.9,28.85
15,2020-08-26下　関第６６回ボートレースメモリアル3R,4,4030,6.84,5,森高一真,42,香川,50,A1,7.45,55.65,6.73,45.95,53.54,35.64
16,2020-08-26下　関第６６回ボートレースメモリアル3R,5,3780,6.85,4,魚谷智之,44,兵庫,51,A1,7.74,53.78,7.31,38.89,44.16,35.64
17,2020-08-26下　関第６６回ボートレースメモリアル3R,6,3573,6.85,6,前本泰和,48,広島,50,A1,8.44,66.67,7.05,51.76,31.48,31.68
18,2020-08-26下　関第６６回ボートレースメモリアル4R,1,4188,6.78,1,久田敏之,39,群馬,51,A1,7.26,55.22,7.25,50.0,29.89,46.0
19,2020-08-26下　関第６６回ボートレースメモリアル4R,2,3415,6.8,2,松井　繁,50,大阪,51,A1,7.73,56.83,6.48,39.13,34.62,34.34
20,2020-08-26下　関第６６回ボートレースメモリアル4R,3,3960,6.82,3,菊地孝平,42,静岡,54,A1,7.01,40.35,7.49,55.32,41.67,28.28
21,2020-08-26下　関第６６回ボートレースメモリアル4R,4,2992,6.86,5,今村　豊,59,山口,51,A1,6.93,50.56,6.61,39.44,33.33,40.78
22,2020-08-26下　関第６６回ボートレースメモリアル4R,5,4075,6.78,4,中野次郎,39,東京,52,A1,6.7,45.97,6.26,33.33,45.0,39.6
23,2020-08-26下　関第６６回ボートレースメモリアル4R,6,3783,6.82,6,瓜生正義,44,福岡,51,A1,7.76,53.51,6.27,40.0,30.39,33.33
24,2020-08-26下　関第６６回ボートレースメモリアル5R,1,4848,6.8,1,仲谷颯仁,26,福岡,51,A1,7.65,67.48,8.45,70.0,42.71,29.7
25,2020-08-26下　関第６６回ボートレースメモリアル5R,2,4063,6.86,4,市橋卓士,40,徳島,52,A1,6.83,54.0,7.27,57.69,39.08,37.74
26,2020-08-26下　関第６６回ボートレースメモリアル5R,3,4238,6.76,2,毒島　誠,36,群馬,52,A1,7.69,53.68,7.86,57.14,37.04,42.16
27,2020-08-26下　関第６６回ボートレースメモリアル5R,4,4459,6.88,5,片岡雅裕,34,香川,51,A1,6.78,50.42,7.04,56.52,40.0,37.0
28,2020-08-26下　関第６６回ボートレースメモリアル5R,5,4688,6.8,3,永井彪也,27,東京,51,A1,7.45,52.24,6.33,33.33,36.73,33.01
29,2020-08-26下　関第６６回ボートレースメモリアル5R,6,3744,6.8,6,徳増秀樹,45,静岡,52,A1,7.83,55.96,7.25,60.0,32.69,31.25
30,2020-08-26下　関第６６回ボートレースメモリアル6R,1,4320,6.74,6,峰　竜太,35,佐賀,51,A1,9.09,77.44,7.96,51.85,31.68,32.67
31,2020-08-26下　関第６６回ボートレースメモリアル6R,2,4166,6.79,1,吉田拡郎,38,岡山,51,A1,7.37,55.21,8.19,62.96,41.28,33.33
32,2020-08-26下　関第６６回ボートレースメモリアル6R,3,4831,6.81,4,羽野直也,25,福岡,52,A1,7.11,55.63,6.67,51.16,30.36,40.2
33,2020-08-26下　関第６６回ボートレースメモリアル6R,4,3961,6.84,3,谷村一哉,41,山口,52,A1,7.07,52.8,6.99,53.57,41.24,37.62
34,2020-08-26下　関第６６回ボートレースメモリアル6R,5,4262,6.76,2,馬場貴也,36,滋賀,53,A1,7.45,49.65,7.78,64.81,43.59,37.62
35,2020-08-26下　関第６６回ボートレースメモリアル6R,6,4028,6.8,5,田村隆信,42,徳島,54,A1,6.88,46.73,6.88,41.18,32.04,37.25
36,2020-08-26下　関第６６回ボートレースメモリアル7R,1,3388,6.83,1,今垣光太,50,福井,51,A1,7.27,48.03,6.44,44.0,31.25,34.65
37,2020-08-26下　関第６６回ボートレースメモリアル7R,2,4497,6.81,3,桑原　悠,33,長崎,50,A1,6.56,43.44,7.63,66.67,38.54,44.12
38,2020-08-26下　関第６６回ボートレースメモリアル7R,3,4344,6.83,6,新田雄史,35,三重,53,A1,7.92,64.6,7.36,48.48,46.53,32.71
39,2020-08-26下　関第６６回ボートレースメモリアル7R,4,3952,6.81,5,中澤和志,44,埼玉,52,A1,7.01,48.2,6.48,47.83,28.42,30.1
40,2020-08-26下　関第６６回ボートレースメモリアル7R,5,3897,6.8,4,白井英治,43,山口,52,A1,7.95,59.5,8.72,74.44,39.78,32.41
41,2020-08-26下　関第６６回ボートレースメモリアル7R,6,4095,6.79,2,福来　剛,39,東京,52,A1,7.12,54.37,4.63,21.05,27.78,40.2
42,2020-08-26下　関第６６回ボートレースメモリアル8R,1,3716,6.7,3,石渡鉄兵,45,東京,52,A1,7.13,54.27,4.89,0.0,57.27,32.35
43,2020-08-26下　関第６６回ボートレースメモリアル8R,2,4371,6.83,1,西山貴浩,33,福岡,52,A1,7.69,54.84,7.6,54.76,34.69,40.0
44,2020-08-26下　関第６６回ボートレースメモリアル8R,3,4477,6.8,4,篠崎仁志,32,福岡,53,A1,7.88,59.52,8.89,76.32,29.59,39.81
45,2020-08-26下　関第６６回ボートレースメモリアル8R,4,4686,6.87,5,丸野一樹,29,滋賀,52,A1,7.3,55.0,6.57,42.86,32.65,38.83
46,2020-08-26下　関第６６回ボートレースメモリアル8R,5,4044,6.87,6,湯川浩司,40,大阪,50,A1,7.4,51.85,6.58,46.15,35.64,33.96
47,2020-08-26下　関第６６回ボートレースメモリアル8R,6,4024,6.8,2,井口佳典,43,三重,51,A1,7.89,58.82,7.79,50.0,41.38,34.91
48,2020-08-26下　関第６６回ボートレースメモリアル9R,1,3942,6.78,1,寺田　祥,41,山口,54,A1,7.23,53.39,7.55,59.12,30.93,39.05
49,2020-08-26下　関第６６回ボートレースメモリアル9R,2,4586,6.8,2,磯部　誠,29,愛知,53,A1,7.9,59.2,3.33,0.0,48.39,28.26
