レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-27大　村ＢＴＳ松浦開設記念1R,360,170,130,790,200,190,260,280,3320,440
2020-09-27大　村ＢＴＳ松浦開設記念2R,340,150,100,610,170,130,160,140,1180,170
2020-09-27大　村ＢＴＳ松浦開設記念3R,240,100,160,750,420,210,210,300,2350,380
2020-09-27大　村ＢＴＳ松浦開設記念4R,840,110,130,4900,1000,320,590,350,13750,2120
2020-09-27大　村ＢＴＳ松浦開設記念5R,420,190,100,860,380,200,590,170,5030,1160
2020-09-27大　村ＢＴＳ松浦開設記念6R,220,110,250,710,370,160,130,150,1370,270
2020-09-27大　村ＢＴＳ松浦開設記念7R,150,110,170,1550,1560,340,220,470,6320,1560
2020-09-27大　村ＢＴＳ松浦開設記念8R,3810,110,170,17080,2640,220,440,110,40110,1000
2020-09-27大　村ＢＴＳ松浦開設記念9R,110,100,140,260,290,130,120,240,690,330
2020-09-27大　村ＢＴＳ松浦開設記念10R,1360,390,130,2870,520,190,420,140,10470,460
2020-09-27大　村ＢＴＳ松浦開設記念11R,120,100,170,290,240,160,330,780,1210,750
2020-09-27大　村ＢＴＳ松浦開設記念12R,130,100,120,180,170,130,220,550,1170,700
2020-09-27唐　津九州スポーツ杯1R,140,100,100,330,280,120,250,440,1000,470
2020-09-27唐　津九州スポーツ杯2R,170,150,360,1720,1830,360,320,1120,9380,3950
2020-09-27唐　津九州スポーツ杯3R,160,100,100,270,140,120,250,180,730,340
2020-09-27唐　津九州スポーツ杯4R,120,110,180,260,240,130,160,280,640,320
2020-09-27唐　津九州スポーツ杯5R,270,100,130,550,160,120,170,160,1530,400
2020-09-27唐　津九州スポーツ杯6R,280,270,100,3940,3500,960,680,500,14880,2400
2020-09-27唐　津九州スポーツ杯7R,360,100,160,1230,1020,270,210,480,2540,610
2020-09-27唐　津九州スポーツ杯8R,290,110,180,1470,860,400,300,760,7350,2360
2020-09-27唐　津九州スポーツ杯9R,450,200,270,1810,1120,330,380,790,9120,3230
2020-09-27唐　津九州スポーツ杯10R,1200,230,100,2290,350,120,270,140,5900,530
2020-09-27唐　津九州スポーツ杯11R,110,100,110,270,210,180,240,470,750,420
2020-09-27唐　津九州スポーツ杯12R,100,100,130,310,310,130,100,270,830,310
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦1R,150,110,260,1040,680,300,140,420,1960,350
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦2R,790,160,130,2480,950,420,180,140,4010,420
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦3R,750,320,130,2040,1230,430,140,260,7020,1130
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦4R,2220,220,170,5010,1350,390,510,360,23870,2480
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦5R,600,180,100,4140,1420,240,160,110,6280,190
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦6R,1810,410,180,5160,2170,410,1110,410,34630,6820
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦7R,660,380,840,7190,2190,390,150,240,15960,840
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦8R,110,110,270,310,220,120,100,160,490,190
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦9R,110,150,210,330,320,230,280,440,1170,660
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦10R,100,110,310,580,620,230,150,420,1800,670
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦11R,140,100,140,260,290,160,400,540,1630,1010
2020-09-27若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦12R,290,100,150,1490,990,180,140,130,2910,260
2020-09-27徳　山ダイヤモンドカップ1R,100,100,360,500,340,200,500,1220,2590,1720
2020-09-27徳　山ダイヤモンドカップ2R,140,100,600,670,750,210,140,530,2330,760
2020-09-27徳　山ダイヤモンドカップ3R,3200,1050,100,10540,1790,440,760,170,45180,1580
2020-09-27徳　山ダイヤモンドカップ4R,180,100,130,390,290,170,150,270,940,340
2020-09-27徳　山ダイヤモンドカップ5R,140,100,140,320,290,120,200,510,1290,820
2020-09-27徳　山ダイヤモンドカップ6R,100,100,230,330,290,170,440,770,2680,1530
2020-09-27徳　山ダイヤモンドカップ7R,100,100,180,530,440,170,250,580,2010,660
2020-09-27徳　山ダイヤモンドカップ8R,950,620,530,8300,2000,690,1150,990,39450,5840
2020-09-27徳　山ダイヤモンドカップ9R,1090,320,100,7220,2450,430,530,540,41740,5870
2020-09-27徳　山ダイヤモンドカップ10R,100,100,180,260,270,150,230,390,890,490
2020-09-27徳　山ダイヤモンドカップ11R,110,110,300,310,320,150,220,420,1120,610
2020-09-27徳　山ダイヤモンドカップ12R,110,100,170,330,290,170,150,460,1110,630
2020-09-27宮　島第５回ポカリスエットカップ1R,150,110,210,320,280,130,130,240,810,330
2020-09-27宮　島第５回ポカリスエットカップ2R,220,200,100,1380,270,180,640,820,8700,3010
2020-09-27宮　島第５回ポカリスエットカップ3R,1100,290,330,7100,1870,430,520,660,15190,2090
2020-09-27宮　島第５回ポカリスエットカップ4R,560,560,140,1870,390,290,380,140,4230,450
2020-09-27宮　島第５回ポカリスエットカップ5R,240,150,760,1830,1340,350,340,850,5710,1140
2020-09-27宮　島第５回ポカリスエットカップ6R,100,100,150,1050,820,270,260,890,2970,890
2020-09-27宮　島第５回ポカリスエットカップ7R,190,120,970,7030,5790,1210,260,1210,39280,7670
2020-09-27宮　島第５回ポカリスエットカップ8R,990,140,100,1340,190,180,220,110,3140,210
2020-09-27宮　島第５回ポカリスエットカップ9R,130,110,330,950,450,420,210,930,2400,700
2020-09-27宮　島第５回ポカリスエットカップ10R,640,190,230,4290,1420,440,2030,2520,39790,7420
2020-09-27宮　島第５回ポカリスエットカップ11R,110,100,150,500,420,180,160,430,1280,610
2020-09-27宮　島第５回ポカリスエットカップ12R,130,100,190,920,510,300,610,650,5370,2020
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）1R,590,300,150,2320,420,230,500,160,6540,770
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）2R,220,110,600,1880,800,540,690,1770,9550,4020
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）3R,120,110,170,290,220,130,100,120,540,180
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）4R,680,140,220,1470,600,130,110,210,1850,270
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）5R,120,110,200,210,150,130,170,410,780,530
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）6R,820,380,160,2890,1280,220,240,120,6710,540
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）7R,100,130,120,340,190,110,160,160,720,280
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）8R,180,140,220,880,820,240,120,210,1400,240
2020-09-27住之江スカパー！ＪＬＣ杯競走（ルーキーシリーズ第１７戦）9R,1540,600,370,7970,4150,820,1270,660,36290,4660
