レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-09大　村長崎新聞社杯1R,560,210,110,1660,550,190,530,130,6350,480
2020-08-09大　村長崎新聞社杯2R,1020,140,300,1850,1350,450,690,1050,12440,5260
2020-08-09大　村長崎新聞社杯3R,420,280,160,1900,410,180,920,920,16500,2780
2020-08-09大　村長崎新聞社杯4R,380,140,120,390,210,110,260,190,890,370
2020-08-09大　村長崎新聞社杯5R,1800,1200,150,4040,1370,390,520,160,14400,1050
2020-08-09大　村長崎新聞社杯6R,310,130,110,850,210,140,320,230,1770,390
2020-08-09大　村長崎新聞社杯7R,120,100,140,450,430,130,160,300,1020,330
2020-08-09大　村長崎新聞社杯8R,270,180,100,590,160,100,140,130,1780,250
2020-08-09大　村長崎新聞社杯9R,150,100,100,390,260,130,1180,690,3020,1910
2020-08-09大　村長崎新聞社杯10R,130,120,250,490,470,160,130,230,890,380
2020-08-09大　村長崎新聞社杯11R,410,200,320,1980,1420,270,290,970,4570,2380
2020-08-09大　村長崎新聞社杯12R,120,100,500,3610,2320,950,180,1400,13810,2490
2020-08-09芦　屋ＲＫＢラジオ杯1R,100,100,160,330,360,140,130,160,770,260
2020-08-09芦　屋ＲＫＢラジオ杯2R,160,110,500,1040,690,210,110,230,1500,330
2020-08-09芦　屋ＲＫＢラジオ杯3R,130,100,170,350,280,170,130,240,820,280
2020-08-09芦　屋ＲＫＢラジオ杯4R,100,100,170,490,320,180,180,420,1540,750
2020-08-09芦　屋ＲＫＢラジオ杯5R,240,100,100,520,200,120,190,210,2310,350
2020-08-09芦　屋ＲＫＢラジオ杯6R,160,100,130,340,260,140,160,180,670,250
2020-08-09芦　屋ＲＫＢラジオ杯7R,100,120,390,270,370,180,270,430,1610,910
2020-08-09芦　屋ＲＫＢラジオ杯8R,100,100,-1,910,820,280,150,780,2910,900
2020-08-09芦　屋ＲＫＢラジオ杯9R,160,180,620,1580,1140,500,200,250,3790,630
2020-08-09芦　屋ＲＫＢラジオ杯10R,120,100,130,230,210,130,170,330,560,260
2020-08-09芦　屋ＲＫＢラジオ杯11R,2320,2500,1280,29430,14270,1400,1490,330,182730,9220
2020-08-09芦　屋ＲＫＢラジオ杯12R,110,100,120,280,230,130,130,140,490,170
2020-08-09児　島第２５回日本財団会長杯1R,130,100,220,330,230,150,250,410,1370,890
2020-08-09児　島第２５回日本財団会長杯2R,410,150,650,2970,1980,570,210,460,8560,2000
2020-08-09児　島第２５回日本財団会長杯3R,2100,330,160,5940,2470,260,280,200,15930,1050
2020-08-09児　島第２５回日本財団会長杯4R,130,100,120,300,220,110,140,290,590,300
2020-08-09児　島第２５回日本財団会長杯5R,190,100,130,440,400,140,120,140,1030,260
2020-08-09児　島第２５回日本財団会長杯6R,170,130,150,230,180,150,310,530,1030,620
2020-08-09児　島第２５回日本財団会長杯7R,160,140,160,660,480,280,180,450,2530,1130
2020-08-09児　島第２５回日本財団会長杯8R,230,100,240,1020,910,350,180,760,2740,790
2020-08-09児　島第２５回日本財団会長杯9R,350,500,710,32190,10950,910,180,370,71620,2560
2020-08-09児　島第２５回日本財団会長杯10R,210,130,1350,3750,1800,620,240,660,11720,2310
2020-08-09児　島第２５回日本財団会長杯11R,110,100,410,280,200,100,240,400,1280,840
2020-08-09児　島第２５回日本財団会長杯12R,100,100,170,240,170,120,150,290,650,280
2020-08-09丸　亀マクール杯1R,130,100,210,320,260,170,200,400,1420,770
2020-08-09丸　亀マクール杯2R,210,200,390,1040,810,250,230,150,5530,1310
2020-08-09丸　亀マクール杯3R,390,160,200,630,770,290,210,500,3020,680
2020-08-09丸　亀マクール杯4R,100,100,120,550,170,200,240,360,1100,360
2020-08-09丸　亀マクール杯5R,100,-1,-1,100,-1,-1,-1,-1,-1,-1
2020-08-09丸　亀マクール杯6R,120,100,110,300,260,160,170,530,1930,770
2020-08-09丸　亀マクール杯7R,290,100,100,280,140,100,140,130,800,230
2020-08-09丸　亀マクール杯8R,140,100,100,200,190,150,170,290,600,360
2020-08-09丸　亀マクール杯9R,940,190,190,3220,2110,230,220,200,9390,930
2020-08-09丸　亀マクール杯10R,110,100,200,340,310,190,140,410,910,470
2020-08-09丸　亀マクール杯11R,100,100,140,250,150,170,1040,1070,3300,2050
2020-08-09丸　亀マクール杯12R,110,100,260,290,310,140,140,380,720,410
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦1R,1010,250,120,3480,1190,400,4880,1270,64180,9260
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦2R,150,170,210,660,620,160,110,170,1640,470
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦3R,620,310,1270,2500,2450,550,200,550,12380,1340
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦4R,240,210,320,460,250,150,120,190,970,200
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦5R,150,130,340,400,460,220,1830,1210,14140,5560
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦6R,100,140,100,240,180,130,580,430,1090,610
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦7R,170,100,450,570,720,310,480,850,3200,1630
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦8R,550,830,530,5720,2930,540,140,310,20970,970
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦9R,240,100,230,930,850,410,550,870,11380,3960
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦10R,890,480,210,2970,550,240,280,150,5360,460
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦11R,120,100,370,530,780,220,260,580,1700,630
2020-08-09尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦12R,480,150,100,1690,230,120,190,130,2950,340
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ1R,1140,220,380,2040,1480,340,180,130,3210,430
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ2R,1110,180,300,2050,1290,640,320,380,3010,760
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ3R,1360,2050,640,4180,1680,730,850,680,12270,2220
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ4R,200,200,320,890,700,470,540,1000,5080,2640
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ5R,220,280,520,3260,2090,180,340,550,20250,3880
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ6R,180,160,150,300,190,200,440,420,980,370
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ7R,1630,290,190,1810,500,230,430,290,10030,660
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ8R,180,120,130,460,490,150,240,450,1750,550
2020-08-09琵琶湖滋賀県知事杯争奪第２５回びわこカップ9R,960,160,130,3180,1600,240,210,100,6560,560
