レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-18大　村ニッカン・コム杯1R,120,100,160,200,260,100,130,100,600,250
2020-09-18大　村ニッカン・コム杯2R,300,130,110,620,270,150,140,200,1320,320
2020-09-18大　村ニッカン・コム杯3R,330,140,180,1350,720,350,680,1580,11810,5340
2020-09-18大　村ニッカン・コム杯4R,320,150,100,640,380,180,170,140,1020,230
2020-09-18大　村ニッカン・コム杯5R,140,110,120,330,240,140,310,200,1140,460
2020-09-18大　村ニッカン・コム杯6R,270,120,260,1110,660,400,360,640,5120,2940
2020-09-18大　村ニッカン・コム杯7R,3110,2200,150,30760,8310,1280,550,890,131570,7110
2020-09-18大　村ニッカン・コム杯8R,100,110,270,2240,1880,400,160,620,4210,880
2020-09-18大　村ニッカン・コム杯9R,130,110,100,330,190,200,240,410,870,310
2020-09-18大　村ニッカン・コム杯10R,130,110,550,2780,3550,530,150,650,8050,1610
2020-09-18大　村ニッカン・コム杯11R,100,100,300,390,150,130,120,250,730,360
2020-09-18大　村ニッカン・コム杯12R,110,100,150,710,610,190,340,1190,2840,2230
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ1R,100,100,240,290,450,170,160,250,940,410
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ2R,130,100,100,230,210,100,130,170,500,170
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ3R,110,100,110,180,120,120,240,250,620,350
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ4R,100,160,200,180,170,160,260,450,1020,830
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ5R,320,150,130,830,360,100,120,100,1050,150
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ6R,160,130,2810,3610,2910,620,170,240,8890,1480
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ7R,110,100,180,320,250,110,220,310,860,420
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ8R,160,100,150,830,350,110,120,170,1090,190
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ9R,3450,770,330,10820,2850,680,900,360,21040,2940
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ10R,140,120,290,450,420,140,230,220,1070,490
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ11R,240,110,110,340,170,130,210,250,1330,460
2020-09-18芦　屋ＢＯＡＴＢｏｙカップ12R,210,100,140,930,540,170,160,530,2120,520
2020-09-18若　松オールレディースＪＡＬカップ1R,190,170,220,940,830,150,230,190,3750,970
