レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-25大　村ＢＴＳ松浦開設記念1R,330,170,120,720,1380,290,270,230,3090,740
2020-09-25大　村ＢＴＳ松浦開設記念2R,150,130,200,490,500,170,240,400,2010,930
2020-09-25大　村ＢＴＳ松浦開設記念3R,240,100,100,260,140,100,170,180,670,210
2020-09-25大　村ＢＴＳ松浦開設記念4R,1200,460,310,3800,1840,480,330,170,6750,680
2020-09-25大　村ＢＴＳ松浦開設記念5R,1090,390,150,3590,1700,250,210,150,13040,770
2020-09-25大　村ＢＴＳ松浦開設記念6R,670,320,110,1680,1200,150,160,160,3010,260
2020-09-25大　村ＢＴＳ松浦開設記念7R,150,100,320,760,650,260,260,660,2880,1590
2020-09-25大　村ＢＴＳ松浦開設記念8R,120,120,290,490,360,120,230,530,1240,570
2020-09-25大　村ＢＴＳ松浦開設記念9R,110,100,340,260,200,110,120,280,660,300
2020-09-25大　村ＢＴＳ松浦開設記念10R,110,130,450,190,240,170,210,230,700,310
2020-09-25大　村ＢＴＳ松浦開設記念11R,130,120,670,5100,3120,600,150,1260,11890,2290
2020-09-25大　村ＢＴＳ松浦開設記念12R,170,100,260,300,370,130,130,230,920,320
2020-09-25唐　津九州スポーツ杯1R,740,290,590,8780,8300,920,630,960,42470,5740
2020-09-25唐　津九州スポーツ杯2R,240,100,100,280,150,100,180,150,800,240
2020-09-25唐　津九州スポーツ杯3R,240,100,100,580,140,100,210,170,1550,260
2020-09-25唐　津九州スポーツ杯4R,1930,1320,420,13940,4210,900,280,260,43570,2410
2020-09-25唐　津九州スポーツ杯5R,380,230,260,1380,1110,170,140,220,2720,380
2020-09-25唐　津九州スポーツ杯6R,300,500,1080,2110,1840,560,410,560,6500,1620
2020-09-25唐　津九州スポーツ杯7R,270,150,100,1220,450,140,370,200,2750,430
2020-09-25唐　津九州スポーツ杯8R,220,140,700,4380,2540,790,170,790,23240,1420
2020-09-25唐　津九州スポーツ杯9R,780,460,100,3070,720,270,730,640,13630,1440
2020-09-25唐　津九州スポーツ杯10R,170,100,100,360,200,150,330,470,1330,410
2020-09-25唐　津九州スポーツ杯11R,510,2150,2150,5730,1930,850,720,1230,29130,5070
2020-09-25唐　津九州スポーツ杯12R,1170,100,340,3790,1270,270,130,160,8390,320
2020-09-25福　岡日刊スポーツ杯争奪戦1R,110,100,180,310,200,110,240,500,920,540
2020-09-25福　岡日刊スポーツ杯争奪戦2R,1320,300,100,5640,2060,260,570,300,20420,1480
2020-09-25福　岡日刊スポーツ杯争奪戦3R,100,160,280,360,210,150,230,370,1100,350
2020-09-25福　岡日刊スポーツ杯争奪戦4R,200,100,110,360,280,150,140,160,670,240
2020-09-25福　岡日刊スポーツ杯争奪戦5R,160,150,260,320,270,150,270,360,1200,520
2020-09-25福　岡日刊スポーツ杯争奪戦6R,180,210,160,270,210,120,160,250,1040,270
2020-09-25福　岡日刊スポーツ杯争奪戦7R,240,100,110,230,270,170,120,200,680,250
2020-09-25福　岡日刊スポーツ杯争奪戦8R,100,100,110,180,140,110,180,240,550,350
2020-09-25福　岡日刊スポーツ杯争奪戦9R,170,100,220,520,460,190,230,420,2320,1160
2020-09-25福　岡日刊スポーツ杯争奪戦10R,1750,220,110,2650,390,280,530,350,15890,1240
2020-09-25福　岡日刊スポーツ杯争奪戦11R,1160,450,950,11840,5980,1670,3000,3000,63290,36950
2020-09-25福　岡日刊スポーツ杯争奪戦12R,120,100,180,790,710,370,190,700,3350,1100
2020-09-25若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦1R,320,100,180,670,430,340,700,560,4250,1220
2020-09-25若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦2R,340,240,100,350,240,140,180,300,1900,800
