レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-21福　岡日刊スポーツ杯争奪戦1R,460,300,110,1290,240,200,410,120,4100,350
2020-09-21福　岡日刊スポーツ杯争奪戦2R,170,110,210,570,210,190,200,300,1670,550
2020-09-21福　岡日刊スポーツ杯争奪戦3R,130,100,150,370,150,100,140,160,610,150
2020-09-21福　岡日刊スポーツ杯争奪戦4R,100,140,150,840,690,400,190,940,2400,1110
2020-09-21福　岡日刊スポーツ杯争奪戦5R,260,110,1230,4070,1860,270,140,420,5740,550
2020-09-21福　岡日刊スポーツ杯争奪戦6R,290,250,-1,1390,1040,220,170,500,3960,1100
2020-09-21福　岡日刊スポーツ杯争奪戦7R,100,100,900,690,650,160,230,430,2120,1120
2020-09-21福　岡日刊スポーツ杯争奪戦8R,100,100,100,260,230,110,180,320,680,360
2020-09-21福　岡日刊スポーツ杯争奪戦9R,910,290,110,2630,1010,170,360,130,5780,470
2020-09-21福　岡日刊スポーツ杯争奪戦10R,7800,1050,210,12650,1120,250,840,140,20640,1590
2020-09-21福　岡日刊スポーツ杯争奪戦11R,5510,720,1050,49590,8000,2330,600,280,98490,3590
2020-09-21福　岡日刊スポーツ杯争奪戦12R,100,100,100,270,180,120,300,1020,2350,1590
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ1R,100,100,140,330,370,200,850,1470,3960,3320
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ2R,2890,630,120,12070,2420,610,3090,680,119280,7280
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ3R,260,180,1470,8420,2810,1270,290,2160,35530,6460
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ4R,120,100,100,150,150,100,150,180,330,240
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ5R,360,100,100,430,150,100,290,220,2230,480
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ6R,180,100,160,400,330,170,360,300,1380,490
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ7R,480,100,100,670,200,100,620,500,4540,1160
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ8R,260,150,210,1060,890,200,420,650,4240,1990
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ9R,180,170,300,330,260,210,880,880,3380,1620
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ10R,160,160,3160,2770,2070,600,150,820,8180,1050
2020-09-21芦　屋ＢＯＡＴＢｏｙカップ11R,100,100,230,380,350,170,200,440,900,480
