レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-24唐　津九州スポーツ杯1R,100,100,170,200,200,170,300,500,890,530
2020-09-24唐　津九州スポーツ杯2R,140,100,100,260,150,120,200,160,590,210
2020-09-24唐　津九州スポーツ杯3R,120,100,390,1300,1370,340,170,820,5760,2200
2020-09-24唐　津九州スポーツ杯4R,130,100,110,210,110,110,160,210,580,270
2020-09-24唐　津九州スポーツ杯5R,210,170,130,760,490,180,400,290,5060,2080
2020-09-24唐　津九州スポーツ杯6R,480,110,100,1090,420,190,300,410,3830,1110
2020-09-24唐　津九州スポーツ杯7R,110,100,100,360,280,180,150,200,660,250
2020-09-24唐　津九州スポーツ杯8R,140,100,250,700,490,180,150,230,2570,390
2020-09-24唐　津九州スポーツ杯9R,230,150,160,780,470,260,3290,1910,17600,5940
2020-09-24唐　津九州スポーツ杯10R,340,150,170,1010,280,330,1180,1550,12910,5410
2020-09-24唐　津九州スポーツ杯11R,560,170,100,1590,410,190,500,590,8400,1650
2020-09-24唐　津九州スポーツ杯12R,110,100,300,390,250,160,180,460,1160,560
2020-09-24福　岡日刊スポーツ杯争奪戦1R,140,100,270,500,450,280,550,1070,3260,2470
2020-09-24福　岡日刊スポーツ杯争奪戦2R,400,120,370,1890,620,280,630,1440,11200,3420
2020-09-24福　岡日刊スポーツ杯争奪戦3R,1860,180,110,1400,430,210,380,190,3360,460
2020-09-24福　岡日刊スポーツ杯争奪戦4R,650,200,180,930,330,120,250,100,2690,510
2020-09-24福　岡日刊スポーツ杯争奪戦5R,160,100,220,710,350,130,120,170,1440,210
2020-09-24福　岡日刊スポーツ杯争奪戦6R,280,140,100,920,620,340,500,610,2970,850
2020-09-24福　岡日刊スポーツ杯争奪戦7R,560,440,710,2060,770,280,210,440,6300,1110
2020-09-24福　岡日刊スポーツ杯争奪戦8R,100,110,820,960,870,170,110,260,2800,640
2020-09-24福　岡日刊スポーツ杯争奪戦9R,190,100,120,260,220,100,200,260,800,270
2020-09-24福　岡日刊スポーツ杯争奪戦10R,1220,200,100,6250,590,300,910,160,26240,740
2020-09-24福　岡日刊スポーツ杯争奪戦11R,540,310,420,6850,2120,420,440,250,19050,3440
2020-09-24福　岡日刊スポーツ杯争奪戦12R,100,100,120,450,380,180,160,360,1340,330
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦1R,130,160,100,590,310,140,140,200,880,170
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦2R,570,280,170,970,470,200,120,200,2820,380
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦3R,230,210,320,1600,870,740,180,270,2290,510
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦4R,240,150,670,700,530,150,140,210,1390,320
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦5R,680,180,100,2350,390,120,450,160,8580,600
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦6R,460,140,120,820,340,130,350,230,2680,520
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦7R,1570,190,110,1740,1010,150,1710,570,8520,2140
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦8R,180,110,130,280,180,150,120,210,590,230
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦9R,130,110,300,450,340,180,160,400,820,210
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦10R,150,100,100,490,560,100,140,140,1010,300
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦11R,630,160,100,900,190,140,460,210,3530,560
2020-09-24若　松若松夜王ＳマンスリーＢＯＡＴＲＡＣＥ杯海属王決定戦12R,130,110,220,800,630,280,160,360,2590,560
