レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-06福　岡東スタンドリニューアル記念レース1R,130,100,170,240,230,150,180,200,580,320
2020-08-06福　岡東スタンドリニューアル記念レース2R,560,230,160,830,520,240,260,130,1810,260
2020-08-06福　岡東スタンドリニューアル記念レース3R,250,100,100,370,300,230,390,330,1820,1240
2020-08-06福　岡東スタンドリニューアル記念レース4R,710,300,100,2330,890,280,310,160,5120,540
2020-08-06福　岡東スタンドリニューアル記念レース5R,140,100,110,500,440,110,330,280,1910,840
2020-08-06福　岡東スタンドリニューアル記念レース6R,310,100,170,660,480,100,150,210,940,190
2020-08-06福　岡東スタンドリニューアル記念レース7R,4760,500,140,10130,2380,990,5580,270,145380,9810
2020-08-06福　岡東スタンドリニューアル記念レース8R,100,100,820,340,360,290,200,770,700,360
2020-08-06福　岡東スタンドリニューアル記念レース9R,330,780,-1,7870,2580,510,420,830,31640,5770
2020-08-06福　岡東スタンドリニューアル記念レース10R,160,120,250,370,250,110,100,130,580,190
2020-08-06福　岡東スタンドリニューアル記念レース11R,170,100,270,1030,620,210,200,320,2720,910
2020-08-06福　岡東スタンドリニューアル記念レース12R,720,450,950,12220,11710,1970,520,1340,72930,5520
2020-08-06芦　屋ＲＫＢラジオ杯1R,110,100,200,250,320,170,130,340,800,400
2020-08-06芦　屋ＲＫＢラジオ杯2R,110,100,110,200,160,110,200,290,850,400
2020-08-06芦　屋ＲＫＢラジオ杯3R,960,250,140,7330,1580,390,220,120,19010,540
2020-08-06芦　屋ＲＫＢラジオ杯4R,160,100,150,220,190,130,200,410,1160,630
2020-08-06芦　屋ＲＫＢラジオ杯5R,180,110,160,880,310,290,640,1390,7920,3540
2020-08-06芦　屋ＲＫＢラジオ杯6R,190,160,140,590,420,190,150,130,1140,200
2020-08-06芦　屋ＲＫＢラジオ杯7R,1890,540,230,12560,2980,390,760,240,38720,3720
2020-08-06芦　屋ＲＫＢラジオ杯8R,120,120,1550,1110,660,390,190,290,2950,710
2020-08-06芦　屋ＲＫＢラジオ杯9R,250,110,120,480,290,160,350,370,2090,940
2020-08-06芦　屋ＲＫＢラジオ杯10R,460,190,350,1830,1260,600,170,880,4830,2000
2020-08-06芦　屋ＲＫＢラジオ杯11R,120,100,100,260,160,100,330,170,1180,500
2020-08-06芦　屋ＲＫＢラジオ杯12R,100,100,170,280,240,120,130,260,600,240
2020-08-06下　関Ｇ３長府製作所杯1R,690,160,100,670,150,100,290,140,2020,220
2020-08-06下　関Ｇ３長府製作所杯2R,1120,480,200,5480,3690,1470,420,270,16840,3130
2020-08-06下　関Ｇ３長府製作所杯3R,250,180,100,1130,160,360,970,340,5190,1370
2020-08-06下　関Ｇ３長府製作所杯4R,400,270,780,3090,2080,710,1100,1750,23610,5650
2020-08-06下　関Ｇ３長府製作所杯5R,100,100,150,230,320,150,310,1070,2010,1250
2020-08-06下　関Ｇ３長府製作所杯6R,120,110,100,380,250,190,730,310,6780,1020
2020-08-06下　関Ｇ３長府製作所杯7R,1030,520,100,3030,590,220,380,140,8500,370
2020-08-06下　関Ｇ３長府製作所杯8R,260,150,110,350,220,150,240,140,1050,300
2020-08-06下　関Ｇ３長府製作所杯9R,3240,870,250,3300,1370,320,860,230,17450,2680
2020-08-06下　関Ｇ３長府製作所杯10R,300,100,100,390,120,100,220,190,1560,340
2020-08-06下　関Ｇ３長府製作所杯11R,120,130,400,1380,1330,300,150,330,2990,880
2020-08-06下　関Ｇ３長府製作所杯12R,130,100,200,320,310,150,130,410,1220,500
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,110,100,200,530,390,190,200,250,2060,1540
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,130,100,200,600,430,160,150,500,1660,460
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦3R,120,100,100,240,220,170,790,950,1520,1110
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,100,100,120,160,130,120,240,420,940,750
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦5R,120,100,260,640,730,170,110,230,1030,340
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦6R,160,110,130,280,210,160,640,330,2100,780
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦7R,100,100,110,1260,850,250,130,280,2280,430
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦8R,240,100,100,340,190,130,220,170,910,290
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦9R,110,110,520,1760,1070,370,350,540,7390,2100
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦10R,120,100,150,190,110,120,130,160,250,150
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦11R,100,100,220,180,190,120,150,200,430,260
2020-08-06徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦12R,100,100,220,340,320,150,130,270,780,250
2020-08-06児　島第２５回日本財団会長杯1R,160,100,200,790,460,180,220,380,2250,780
2020-08-06児　島第２５回日本財団会長杯2R,110,100,260,370,280,160,1150,1280,5790,1780
2020-08-06児　島第２５回日本財団会長杯3R,340,160,320,990,680,270,650,680,2790,1460
2020-08-06児　島第２５回日本財団会長杯4R,720,240,100,1010,190,260,980,280,6170,1070
2020-08-06児　島第２５回日本財団会長杯5R,130,100,130,370,390,250,250,750,2240,1120
2020-08-06児　島第２５回日本財団会長杯6R,990,500,150,3040,330,200,280,170,7620,980
2020-08-06児　島第２５回日本財団会長杯7R,380,330,460,740,550,190,220,220,3850,580
2020-08-06児　島第２５回日本財団会長杯8R,230,120,1100,2130,1360,500,280,2890,12850,6440
2020-08-06児　島第２５回日本財団会長杯9R,120,100,140,270,210,140,190,230,670,240
2020-08-06児　島第２５回日本財団会長杯10R,270,100,220,1600,1530,280,220,500,6440,1940
2020-08-06児　島第２５回日本財団会長杯11R,130,100,100,200,260,110,120,290,600,310
2020-08-06児　島第２５回日本財団会長杯12R,800,100,100,2270,210,110,1150,220,23570,1460
2020-08-06丸　亀スポーツニッポンカップ1R,430,170,250,3260,1170,270,280,170,9630,690
2020-08-06丸　亀スポーツニッポンカップ2R,1630,410,250,14680,2570,670,240,150,27950,760
2020-08-06丸　亀スポーツニッポンカップ3R,200,110,450,380,400,320,220,470,2490,740
