レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-03唐　津日本モーターボート選手会会長杯1R,910,190,330,3640,1350,230,1010,910,17310,7180
2020-09-03唐　津日本モーターボート選手会会長杯2R,150,100,140,230,210,120,170,260,520,330
2020-09-03唐　津日本モーターボート選手会会長杯3R,370,120,310,1380,990,170,110,150,2190,220
2020-09-03唐　津日本モーターボート選手会会長杯4R,190,100,100,360,170,140,540,390,3320,1150
2020-09-03唐　津日本モーターボート選手会会長杯5R,880,370,320,10040,1880,640,240,170,27110,1010
2020-09-03唐　津日本モーターボート選手会会長杯6R,140,110,170,670,540,160,270,450,3670,880
2020-09-03唐　津日本モーターボート選手会会長杯7R,720,210,110,1610,770,300,1140,510,22530,5540
2020-09-03唐　津日本モーターボート選手会会長杯8R,290,120,140,430,280,150,210,230,1520,390
2020-09-03唐　津日本モーターボート選手会会長杯9R,330,130,140,620,240,170,220,150,1990,390
2020-09-03唐　津日本モーターボート選手会会長杯10R,160,110,230,250,190,140,220,450,1160,630
2020-09-03唐　津日本モーターボート選手会会長杯11R,1980,1120,220,38380,7790,2000,1000,310,113760,3390
2020-09-03唐　津日本モーターボート選手会会長杯12R,110,100,230,310,300,180,110,300,700,210
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ1R,170,100,130,260,230,150,340,490,1490,650
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ2R,260,220,340,3400,2200,470,1220,1680,22710,9180
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ3R,120,100,180,320,190,160,200,460,1160,550
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ4R,330,100,160,1050,500,200,210,210,3660,430
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ5R,850,310,130,1970,710,270,390,140,5330,520
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ6R,140,100,140,410,330,160,240,560,1450,580
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ7R,390,100,100,760,320,120,160,210,1990,300
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ8R,160,150,280,1350,820,310,680,1360,8450,3130
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ9R,150,120,180,730,530,180,150,160,1370,220
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ10R,160,110,180,450,300,160,140,200,1010,440
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ11R,260,120,100,400,170,100,170,170,1120,280
2020-09-03福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ12R,660,210,130,1530,360,150,340,190,5170,560
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,130,100,180,300,250,160,230,420,1510,840
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,110,130,300,720,430,210,210,240,1520,380
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,110,100,290,740,450,260,180,530,2180,890
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,110,170,770,570,430,130,100,190,920,250
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,670,150,100,2480,430,180,180,190,4070,310
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,250,160,120,1050,400,150,130,140,1590,180
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,150,130,310,1020,700,290,170,160,1740,420
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,170,100,120,220,160,100,170,190,730,270
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,440,210,110,980,320,140,210,160,4840,680
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,220,120,570,2900,1600,240,170,660,5810,1190
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,150,100,100,290,140,130,210,160,700,320
2020-09-03徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦12R,130,100,100,300,260,100,160,470,1200,390
2020-09-03宮　島第８回トータリゼータエンジニアリング杯1R,110,100,220,320,370,140,100,260,1110,260
2020-09-03宮　島第８回トータリゼータエンジニアリング杯2R,230,140,180,500,300,210,160,190,1170,320
2020-09-03宮　島第８回トータリゼータエンジニアリング杯3R,250,550,980,590,630,220,320,340,4270,1980
2020-09-03宮　島第８回トータリゼータエンジニアリング杯4R,110,120,330,260,290,130,380,650,1970,860
2020-09-03宮　島第８回トータリゼータエンジニアリング杯5R,120,150,150,340,610,230,150,290,1060,480
2020-09-03宮　島第８回トータリゼータエンジニアリング杯6R,320,240,110,2010,490,220,180,150,3440,380
2020-09-03宮　島第８回トータリゼータエンジニアリング杯7R,230,110,110,750,330,140,160,160,1650,300
2020-09-03宮　島第８回トータリゼータエンジニアリング杯8R,430,320,100,480,250,150,180,100,1090,280
2020-09-03宮　島第８回トータリゼータエンジニアリング杯9R,120,110,300,460,330,100,110,180,630,250
2020-09-03宮　島第８回トータリゼータエンジニアリング杯10R,570,150,380,1640,1310,240,150,110,4060,260
2020-09-03宮　島第８回トータリゼータエンジニアリング杯11R,120,100,1160,1560,1070,420,150,1350,7250,1390
2020-09-03宮　島第８回トータリゼータエンジニアリング杯12R,390,440,2280,4130,3710,410,160,210,13660,530
2020-09-03丸　亀マンスリーＢＲ杯争奪1R,250,160,220,440,270,150,590,480,4080,1570
2020-09-03丸　亀マンスリーＢＲ杯争奪2R,100,130,450,540,540,190,140,530,2110,760
2020-09-03丸　亀マンスリーＢＲ杯争奪3R,200,150,380,1630,1060,460,440,1100,15000,4720
2020-09-03丸　亀マンスリーＢＲ杯争奪4R,240,100,110,410,300,210,130,330,970,350
2020-09-03丸　亀マンスリーＢＲ杯争奪5R,300,250,400,2150,610,250,160,120,3570,390
2020-09-03丸　亀マンスリーＢＲ杯争奪6R,550,160,100,1160,230,140,210,170,3360,360
2020-09-03丸　亀マンスリーＢＲ杯争奪7R,390,210,290,1990,580,170,270,250,7620,890
2020-09-03丸　亀マンスリーＢＲ杯争奪8R,120,110,190,290,270,130,140,180,570,230
2020-09-03丸　亀マンスリーＢＲ杯争奪9R,280,200,170,790,590,380,370,240,4890,1300
2020-09-03丸　亀マンスリーＢＲ杯争奪10R,110,110,440,1760,4610,290,150,910,7620,1300
2020-09-03丸　亀マンスリーＢＲ杯争奪11R,130,100,410,2280,2570,200,100,370,4990,730
2020-09-03丸　亀マンスリーＢＲ杯争奪12R,140,100,320,800,640,180,140,350,2090,460
2020-09-03住之江第４８回高松宮記念特別競走1R,550,150,110,1750,290,160,330,190,3790,490
2020-09-03住之江第４８回高松宮記念特別競走2R,120,110,100,260,200,160,440,570,1900,1170
