レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ1R,100,100,100,260,220,150,190,360,820,490
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ2R,460,220,120,990,420,340,800,290,4350,1300
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ3R,130,130,200,1200,980,280,140,190,1910,300
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ4R,330,160,730,2530,2070,390,170,420,5420,1410
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ5R,270,120,160,2130,1060,490,320,450,8730,2130
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ6R,3400,900,200,17170,4550,860,770,360,95680,4870
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ7R,120,140,510,1980,900,370,160,280,4900,1110
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ8R,150,100,110,180,150,120,170,320,530,300
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ9R,130,110,380,920,750,350,230,470,3360,1170
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ10R,340,160,1120,2470,2890,660,390,940,20830,3210
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ11R,120,100,150,480,430,190,150,430,1060,420
2020-09-05福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ12R,250,160,210,680,450,110,100,120,1190,230
2020-09-05下　関ＢＴＳながとオープン記念1R,150,100,220,680,650,340,190,440,1840,500
2020-09-05下　関ＢＴＳながとオープン記念2R,110,120,330,1390,560,180,210,630,3340,1140
2020-09-05下　関ＢＴＳながとオープン記念3R,760,180,520,2240,1280,320,380,340,6560,2000
2020-09-05下　関ＢＴＳながとオープン記念4R,610,710,130,2170,870,460,240,180,4050,560
2020-09-05下　関ＢＴＳながとオープン記念5R,100,100,160,220,160,180,230,530,970,570
2020-09-05下　関ＢＴＳながとオープン記念6R,100,110,190,330,250,170,100,190,570,230
2020-09-05下　関ＢＴＳながとオープン記念7R,150,120,120,370,170,120,150,220,700,220
2020-09-05下　関ＢＴＳながとオープン記念8R,180,100,160,550,310,170,190,420,1280,540
2020-09-05下　関ＢＴＳながとオープン記念9R,630,490,180,1410,190,180,500,220,5240,680
2020-09-05下　関ＢＴＳながとオープン記念10R,120,100,310,880,910,480,200,1380,2880,930
2020-09-05下　関ＢＴＳながとオープン記念11R,100,130,100,310,280,120,140,340,930,280
2020-09-05下　関ＢＴＳながとオープン記念12R,140,100,170,290,310,120,160,210,880,420
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,820,130,100,1760,190,130,950,400,9940,990
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,180,110,100,370,210,140,160,270,780,270
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,150,100,120,410,150,140,190,220,1040,330
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,110,100,120,170,140,110,170,210,550,310
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,570,150,460,1490,1070,230,130,300,3920,610
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,140,110,220,650,550,200,220,340,2110,540
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,100,100,130,260,280,100,130,220,580,270
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,100,100,130,330,220,100,120,200,680,280
2020-09-05徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,100,100,210,300,460,160,280,480,1200,620
