レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-17大　村ヴィーナスシリーズ第１０戦1R,350,140,120,520,210,140,170,190,1230,310
2020-08-17大　村ヴィーナスシリーズ第１０戦2R,360,270,220,1070,480,230,290,200,2220,420
2020-08-17大　村ヴィーナスシリーズ第１０戦3R,240,110,130,1150,500,210,200,220,2200,450
2020-08-17大　村ヴィーナスシリーズ第１０戦4R,140,200,270,430,230,170,150,160,620,170
2020-08-17大　村ヴィーナスシリーズ第１０戦5R,230,150,310,910,740,220,290,260,4300,840
2020-08-17大　村ヴィーナスシリーズ第１０戦6R,120,100,520,3100,2090,360,130,910,8320,1790
2020-08-17大　村ヴィーナスシリーズ第１０戦7R,200,110,400,500,400,220,630,910,5810,3430
2020-08-17大　村ヴィーナスシリーズ第１０戦8R,480,280,490,9850,3680,840,510,470,55090,3230
2020-08-17大　村ヴィーナスシリーズ第１０戦9R,120,100,110,200,160,120,190,310,780,440
2020-08-17大　村ヴィーナスシリーズ第１０戦10R,460,200,100,910,220,120,170,150,1980,250
2020-08-17大　村ヴィーナスシリーズ第１０戦11R,160,120,150,440,320,180,150,360,1340,490
2020-08-17大　村ヴィーナスシリーズ第１０戦12R,110,110,110,280,270,150,180,240,1150,390
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦1R,100,100,250,290,250,200,570,2830,3980,2600
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦2R,140,120,170,190,140,120,220,290,600,350
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦3R,140,100,110,300,130,120,190,200,630,210
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦4R,280,120,100,310,110,100,160,120,710,190
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦5R,570,180,190,1990,2520,200,130,300,5570,640
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦6R,390,220,220,3420,1070,230,220,220,7710,640
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦7R,410,120,140,240,170,150,300,260,730,300
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦8R,270,100,290,960,750,170,130,170,1220,240
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦9R,490,140,100,410,290,230,190,160,990,290
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦10R,140,180,420,580,500,180,120,300,1500,270
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦11R,120,110,500,830,920,300,320,1460,5380,2760
2020-08-17芦　屋九スポ杯争奪オール九州選抜戦12R,120,100,170,240,220,130,240,470,780,600
2020-08-17下　関トランスワードトロフィー２０２０お盆特選1R,140,100,180,1450,790,150,170,860,4150,980
2020-08-17下　関トランスワードトロフィー２０２０お盆特選2R,3410,120,100,1280,490,260,680,380,7510,1580
2020-08-17下　関トランスワードトロフィー２０２０お盆特選3R,290,130,230,600,320,150,320,320,1220,390
2020-08-17下　関トランスワードトロフィー２０２０お盆特選4R,330,160,150,570,280,180,140,120,1960,270
2020-08-17下　関トランスワードトロフィー２０２０お盆特選5R,170,120,650,950,1320,200,150,1240,5090,2300
2020-08-17下　関トランスワードトロフィー２０２０お盆特選6R,110,120,310,680,740,290,160,480,2160,680
2020-08-17下　関トランスワードトロフィー２０２０お盆特選7R,120,240,1100,1330,1000,140,110,270,2210,240
2020-08-17下　関トランスワードトロフィー２０２０お盆特選8R,420,280,100,3400,2160,470,1400,1930,22490,7540
2020-08-17下　関トランスワードトロフィー２０２０お盆特選9R,150,100,140,350,320,200,170,220,810,410
2020-08-17下　関トランスワードトロフィー２０２０お盆特選10R,100,100,100,180,170,100,170,180,490,230
2020-08-17下　関トランスワードトロフィー２０２０お盆特選11R,120,100,150,200,150,130,150,370,870,430
2020-08-17下　関トランスワードトロフィー２０２０お盆特選12R,160,110,190,270,190,130,270,340,1300,520
2020-08-17徳　山ｔｙｓテレビ山口杯争奪戦1R,100,100,410,2050,1760,360,100,610,6480,1010
2020-08-17徳　山ｔｙｓテレビ山口杯争奪戦2R,120,100,140,250,220,160,220,820,2020,920
