レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-14唐　津スポーツ報知杯1R,150,100,250,440,320,150,330,1150,1630,940
2020-09-14唐　津スポーツ報知杯2R,100,100,300,620,400,160,100,260,1090,300
2020-09-14唐　津スポーツ報知杯3R,110,100,100,170,130,120,200,270,580,340
2020-09-14唐　津スポーツ報知杯4R,1340,260,180,3040,1140,240,370,240,6430,1020
2020-09-14唐　津スポーツ報知杯5R,170,110,160,410,390,160,120,190,1130,270
2020-09-14唐　津スポーツ報知杯6R,170,950,310,2350,1300,350,250,280,4520,1100
2020-09-14唐　津スポーツ報知杯7R,750,510,120,2210,600,200,510,360,10290,1660
2020-09-14唐　津スポーツ報知杯8R,770,570,170,8410,3190,1020,1140,170,55460,2890
2020-09-14唐　津スポーツ報知杯9R,120,100,430,520,680,170,110,260,1890,400
2020-09-14唐　津スポーツ報知杯10R,530,170,330,1720,1350,400,1140,2480,18070,4530
2020-09-14唐　津スポーツ報知杯11R,130,100,100,200,180,130,180,240,680,400
2020-09-14唐　津スポーツ報知杯12R,130,110,260,500,220,170,110,150,870,190
2020-09-14福　岡第１４回ペラ坊ショップ杯1R,160,130,220,530,300,190,180,260,1480,530
2020-09-14福　岡第１４回ペラ坊ショップ杯2R,330,170,190,2450,540,340,310,370,10470,940
2020-09-14福　岡第１４回ペラ坊ショップ杯3R,130,100,280,300,210,150,200,330,720,250
2020-09-14福　岡第１４回ペラ坊ショップ杯4R,580,350,410,1180,290,190,380,310,2250,470
2020-09-14福　岡第１４回ペラ坊ショップ杯5R,160,120,140,320,270,110,130,150,1140,220
2020-09-14福　岡第１４回ペラ坊ショップ杯6R,290,290,290,1900,850,200,210,200,3180,570
2020-09-14福　岡第１４回ペラ坊ショップ杯7R,560,100,300,380,430,150,200,200,2190,430
2020-09-14福　岡第１４回ペラ坊ショップ杯8R,100,100,300,170,190,220,270,620,800,370
2020-09-14福　岡第１４回ペラ坊ショップ杯9R,190,200,320,820,470,140,170,270,1810,340
2020-09-14福　岡第１４回ペラ坊ショップ杯10R,140,100,130,220,160,250,380,920,1200,620
2020-09-14福　岡第１４回ペラ坊ショップ杯11R,140,100,150,160,150,120,140,240,540,330
2020-09-14福　岡第１４回ペラ坊ショップ杯12R,1590,470,100,16770,250,430,1180,220,49110,2630
2020-09-14若　松オールレディースＪＡＬカップ1R,660,140,240,2160,1400,370,320,250,9860,1220
2020-09-14若　松オールレディースＪＡＬカップ2R,160,100,170,500,350,170,210,470,1880,790
2020-09-14若　松オールレディースＪＡＬカップ3R,130,100,270,670,390,180,140,230,1230,300
2020-09-14若　松オールレディースＪＡＬカップ4R,200,100,130,590,310,180,160,520,2160,680
2020-09-14若　松オールレディースＪＡＬカップ5R,670,460,270,3890,1210,150,130,110,6520,200
2020-09-14若　松オールレディースＪＡＬカップ6R,180,100,100,270,190,110,220,120,650,240
2020-09-14若　松オールレディースＪＡＬカップ7R,150,210,480,560,670,150,370,990,1840,1030
2020-09-14若　松オールレディースＪＡＬカップ8R,180,140,640,2610,370,260,120,250,4660,470
2020-09-14若　松オールレディースＪＡＬカップ9R,120,100,100,200,170,110,360,370,980,560
2020-09-14若　松オールレディースＪＡＬカップ10R,100,100,290,580,430,210,290,690,2570,1170
2020-09-14若　松オールレディースＪＡＬカップ11R,110,100,150,500,490,170,110,180,1110,320
2020-09-14若　松オールレディースＪＡＬカップ12R,110,110,210,440,470,210,580,1190,4400,2420
2020-09-14下　関オラレ下関オープン６周年記念1R,100,100,260,340,340,170,180,450,1300,670
2020-09-14下　関オラレ下関オープン６周年記念2R,1270,400,140,3280,800,270,170,130,8440,300
2020-09-14下　関オラレ下関オープン６周年記念3R,1050,1030,550,6360,2160,1330,310,220,21750,1960
2020-09-14下　関オラレ下関オープン６周年記念4R,4570,1230,1230,15260,4230,630,630,370,67160,2410
2020-09-14下　関オラレ下関オープン６周年記念5R,140,100,430,750,880,260,140,360,1470,350
2020-09-14下　関オラレ下関オープン６周年記念6R,280,220,540,1330,2140,320,200,180,2540,400
2020-09-14下　関オラレ下関オープン６周年記念7R,150,100,150,340,170,100,140,170,570,230
2020-09-14下　関オラレ下関オープン６周年記念8R,380,230,100,560,350,230,140,130,1250,320
2020-09-14下　関オラレ下関オープン６周年記念9R,110,100,300,630,440,150,120,210,1460,280
2020-09-14下　関オラレ下関オープン６周年記念10R,660,270,370,7990,4680,400,440,950,9910,3910
2020-09-14下　関オラレ下関オープン６周年記念11R,100,100,180,340,370,180,290,420,1480,680
2020-09-14下　関オラレ下関オープン６周年記念12R,1090,200,100,1450,270,120,190,190,5610,370
2020-09-14徳　山スポーツ報知杯争奪戦1R,120,100,130,370,170,120,220,370,1110,440
2020-09-14徳　山スポーツ報知杯争奪戦2R,140,100,110,500,380,420,360,1360,2310,1100
2020-09-14徳　山スポーツ報知杯争奪戦3R,100,100,180,670,570,200,400,1440,3730,1570
2020-09-14徳　山スポーツ報知杯争奪戦4R,120,100,170,200,150,110,140,280,440,250
2020-09-14徳　山スポーツ報知杯争奪戦5R,130,150,1380,7950,3800,1120,320,8090,21890,5170
2020-09-14徳　山スポーツ報知杯争奪戦6R,360,150,210,760,300,150,300,260,2850,690
2020-09-14徳　山スポーツ報知杯争奪戦7R,260,150,100,580,170,120,170,240,1380,400
2020-09-14徳　山スポーツ報知杯争奪戦8R,400,120,140,560,650,400,260,460,1210,350
2020-09-14徳　山スポーツ報知杯争奪戦9R,160,240,100,1220,660,270,310,190,2770,560
2020-09-14徳　山スポーツ報知杯争奪戦10R,230,100,100,240,210,140,180,250,570,280
2020-09-14徳　山スポーツ報知杯争奪戦11R,150,100,270,320,440,240,250,760,1590,960
