レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-11大　村長崎新聞社杯1R,640,100,120,1580,900,160,330,460,4550,1070
2020-08-11大　村長崎新聞社杯2R,380,220,170,2130,820,320,820,3710,18420,7600
2020-08-11大　村長崎新聞社杯3R,330,270,1460,1150,1040,240,140,130,3400,280
2020-08-11大　村長崎新聞社杯4R,100,100,130,290,210,150,2200,3480,11630,6450
2020-08-11大　村長崎新聞社杯5R,480,140,100,850,210,130,440,180,2360,350
2020-08-11大　村長崎新聞社杯6R,170,110,270,910,720,110,170,590,2040,770
2020-08-11大　村長崎新聞社杯7R,110,100,380,560,570,260,120,380,1310,470
2020-08-11大　村長崎新聞社杯8R,110,120,100,200,180,120,260,310,730,400
2020-08-11大　村長崎新聞社杯9R,500,110,130,1580,260,220,380,220,7370,870
2020-08-11大　村長崎新聞社杯10R,200,110,290,520,490,190,130,250,1120,280
2020-08-11大　村長崎新聞社杯11R,100,100,160,250,230,190,170,320,620,330
2020-08-11大　村長崎新聞社杯12R,150,1070,5590,870,960,290,180,1090,2820,1350
2020-08-11唐　津お盆特選～がばい王者決定戦～1R,100,100,130,250,230,120,150,290,700,340
2020-08-11唐　津お盆特選～がばい王者決定戦～2R,180,100,310,1540,1170,160,120,220,3070,220
2020-08-11唐　津お盆特選～がばい王者決定戦～3R,150,100,100,260,150,130,270,250,760,310
2020-08-11唐　津お盆特選～がばい王者決定戦～4R,210,140,190,930,700,190,210,370,1990,850
2020-08-11唐　津お盆特選～がばい王者決定戦～5R,140,100,110,310,220,110,130,170,860,260
2020-08-11唐　津お盆特選～がばい王者決定戦～6R,110,110,160,270,270,150,210,270,1210,420
2020-08-11唐　津お盆特選～がばい王者決定戦～7R,210,110,130,420,210,100,140,170,580,220
2020-08-11唐　津お盆特選～がばい王者決定戦～8R,120,100,160,590,410,210,110,230,1330,320
2020-08-11唐　津お盆特選～がばい王者決定戦～9R,460,400,810,850,870,190,120,150,1630,260
2020-08-11唐　津お盆特選～がばい王者決定戦～10R,180,100,130,890,420,330,380,270,2910,740
2020-08-11唐　津お盆特選～がばい王者決定戦～11R,950,140,100,1840,300,140,1360,550,20640,1910
2020-08-11唐　津お盆特選～がばい王者決定戦～12R,100,100,370,1070,1190,420,370,2300,5230,3570
2020-08-11福　岡お盆特選レース1R,140,100,240,310,300,190,200,260,910,350
2020-08-11福　岡お盆特選レース2R,210,100,190,680,460,230,200,470,1630,880
2020-08-11福　岡お盆特選レース3R,180,120,370,930,700,320,580,860,11920,3870
2020-08-11福　岡お盆特選レース4R,690,250,120,1430,630,280,410,420,4530,850
2020-08-11福　岡お盆特選レース5R,570,580,260,1900,820,400,260,270,4230,730
2020-08-11福　岡お盆特選レース6R,460,330,120,1200,460,170,170,120,2910,270
2020-08-11福　岡お盆特選レース7R,100,100,120,320,250,110,100,120,610,180
2020-08-11福　岡お盆特選レース8R,160,100,210,580,730,160,100,390,1540,590
2020-08-11福　岡お盆特選レース9R,2790,450,130,6720,930,260,630,210,22510,1550
2020-08-11福　岡お盆特選レース10R,140,110,240,370,320,140,290,190,1630,730
2020-08-11福　岡お盆特選レース11R,120,130,100,150,100,160,260,260,840,590
2020-08-11福　岡お盆特選レース12R,100,100,170,420,340,200,170,320,960,440
2020-08-11若　松日刊スポーツ杯お盆特選競走1R,1030,220,100,1580,510,210,700,300,6560,1060
2020-08-11若　松日刊スポーツ杯お盆特選競走2R,310,140,180,1570,390,240,770,710,7610,1590
2020-08-11若　松日刊スポーツ杯お盆特選競走3R,240,150,380,5870,3000,240,140,290,10040,890
2020-08-11若　松日刊スポーツ杯お盆特選競走4R,210,130,270,600,680,130,130,100,1010,270
2020-08-11若　松日刊スポーツ杯お盆特選競走5R,170,140,250,1080,940,450,210,400,3440,1070
2020-08-11若　松日刊スポーツ杯お盆特選競走6R,990,550,190,3280,780,200,250,130,4600,370
2020-08-11若　松日刊スポーツ杯お盆特選競走7R,1040,420,300,2610,1460,570,320,510,11610,2890
2020-08-11若　松日刊スポーツ杯お盆特選競走8R,300,110,110,860,260,170,410,340,3030,1150
2020-08-11若　松日刊スポーツ杯お盆特選競走9R,160,100,110,210,170,110,150,210,480,200
2020-08-11若　松日刊スポーツ杯お盆特選競走10R,100,100,100,150,170,110,240,480,840,550
2020-08-11若　松日刊スポーツ杯お盆特選競走11R,310,230,820,3300,1830,590,800,2360,15550,3290
2020-08-11若　松日刊スポーツ杯お盆特選競走12R,690,260,110,1750,350,220,660,390,6710,1030
2020-08-11丸　亀マクール杯1R,510,320,140,2110,1070,290,450,760,7420,1920
2020-08-11丸　亀マクール杯2R,170,180,430,1810,1060,290,340,1130,10090,3160
2020-08-11丸　亀マクール杯3R,200,200,260,640,540,160,220,260,1600,420
2020-08-11丸　亀マクール杯4R,580,120,540,3940,2100,570,190,420,10140,940
2020-08-11丸　亀マクール杯5R,410,100,230,560,540,180,380,330,1920,690
2020-08-11丸　亀マクール杯6R,320,120,120,550,170,130,140,130,1050,180
2020-08-11丸　亀マクール杯7R,170,120,140,360,190,210,890,750,3560,1850
2020-08-11丸　亀マクール杯8R,170,140,210,330,350,140,120,170,490,180
2020-08-11丸　亀マクール杯9R,210,120,120,590,250,120,230,310,2820,760
2020-08-11丸　亀マクール杯10R,130,390,100,310,190,120,160,200,680,250
2020-08-11丸　亀マクール杯11R,100,100,170,240,230,170,230,390,1050,610
2020-08-11丸　亀マクール杯12R,120,100,160,320,290,120,120,400,770,450
2020-08-11鳴　門第５３回渦王杯競走1R,100,100,490,1860,1860,680,150,1440,4980,1090
2020-08-11鳴　門第５３回渦王杯競走2R,130,100,100,290,230,170,590,1110,4160,2310
2020-08-11鳴　門第５３回渦王杯競走3R,110,100,310,390,420,120,210,450,1530,920
2020-08-11鳴　門第５３回渦王杯競走4R,100,100,490,580,480,140,120,340,1290,280
2020-08-11鳴　門第５３回渦王杯競走5R,200,130,130,880,250,260,230,550,3410,1070
2020-08-11鳴　門第５３回渦王杯競走6R,130,100,140,430,450,170,110,220,750,280
2020-08-11鳴　門第５３回渦王杯競走7R,240,100,140,500,240,150,370,700,3000,1200
2020-08-11鳴　門第５３回渦王杯競走8R,20400,1200,100,12300,2680,370,1320,180,32310,950
2020-08-11鳴　門第５３回渦王杯競走9R,870,180,190,10760,4870,570,850,210,30700,3340
2020-08-11鳴　門第５３回渦王杯競走10R,190,110,410,1630,1330,190,620,1300,8630,1950
2020-08-11鳴　門第５３回渦王杯競走11R,420,240,110,1020,180,230,510,320,2910,850
2020-08-11鳴　門第５３回渦王杯競走12R,130,100,210,330,300,170,550,1020,2230,1450
2020-08-11尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦1R,270,120,290,570,500,210,140,170,1180,300
2020-08-11尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦2R,200,170,130,450,160,140,120,110,730,170
2020-08-11尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦3R,180,200,130,330,180,130,160,170,900,260
2020-08-11尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦4R,380,130,160,480,260,180,540,490,2560,1080
