レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-16唐　津お盆特選～がばい王者決定戦～1R,110,100,350,530,620,250,140,340,1410,540
2020-08-16唐　津お盆特選～がばい王者決定戦～2R,100,100,120,140,160,100,170,210,420,240
2020-08-16唐　津お盆特選～がばい王者決定戦～3R,180,110,220,1030,970,230,120,260,1680,370
2020-08-16唐　津お盆特選～がばい王者決定戦～4R,750,280,120,2370,260,210,630,340,8320,1030
2020-08-16唐　津お盆特選～がばい王者決定戦～5R,150,170,530,1090,730,380,320,860,5230,2450
2020-08-16唐　津お盆特選～がばい王者決定戦～6R,270,360,360,680,260,160,260,270,2660,610
2020-08-16唐　津お盆特選～がばい王者決定戦～7R,120,100,110,230,160,130,330,240,1110,540
2020-08-16唐　津お盆特選～がばい王者決定戦～8R,130,100,110,240,200,150,420,590,1860,1160
2020-08-16唐　津お盆特選～がばい王者決定戦～9R,4470,330,290,3670,1540,350,910,650,21130,5360
2020-08-16唐　津お盆特選～がばい王者決定戦～10R,100,100,270,320,390,150,190,570,1310,800
2020-08-16唐　津お盆特選～がばい王者決定戦～11R,110,120,160,820,640,220,250,400,2410,890
2020-08-16唐　津お盆特選～がばい王者決定戦～12R,200,170,310,1060,870,240,410,610,5820,2500
2020-08-16福　岡お盆特選レース1R,100,100,110,250,250,140,120,210,430,190
2020-08-16福　岡お盆特選レース2R,100,100,-1,1150,1180,330,680,1470,14720,7520
2020-08-16福　岡お盆特選レース3R,290,150,230,700,580,300,580,580,3670,1470
2020-08-16福　岡お盆特選レース4R,210,130,310,530,470,200,200,710,1280,640
2020-08-16福　岡お盆特選レース5R,110,100,270,530,520,230,200,580,1610,920
2020-08-16福　岡お盆特選レース6R,100,100,120,170,200,130,230,440,750,520
2020-08-16福　岡お盆特選レース7R,110,120,560,830,840,290,140,530,1760,750
2020-08-16福　岡お盆特選レース8R,100,100,130,310,280,150,280,330,840,540
2020-08-16福　岡お盆特選レース9R,100,100,110,280,270,130,150,200,620,240
