レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-23唐　津か・らっキーバトル２ｎｄ1R,100,100,100,220,190,140,260,460,730,360
2020-08-23唐　津か・らっキーバトル２ｎｄ2R,100,120,810,3010,2250,480,180,2010,9270,3690
2020-08-23唐　津か・らっキーバトル２ｎｄ3R,270,150,120,3070,1020,220,170,110,5870,210
2020-08-23唐　津か・らっキーバトル２ｎｄ4R,300,120,100,850,320,150,230,160,1870,420
2020-08-23唐　津か・らっキーバトル２ｎｄ5R,310,320,120,830,360,150,990,370,4000,1520
2020-08-23唐　津か・らっキーバトル２ｎｄ6R,250,100,180,470,400,120,260,400,3170,640
2020-08-23唐　津か・らっキーバトル２ｎｄ7R,140,100,170,550,410,210,150,450,1250,490
2020-08-23唐　津か・らっキーバトル２ｎｄ8R,120,130,100,1440,330,180,250,230,5940,520
2020-08-23唐　津か・らっキーバトル２ｎｄ9R,1330,180,220,1600,900,270,250,180,4570,750
2020-08-23唐　津か・らっキーバトル２ｎｄ10R,110,100,120,170,130,110,190,410,1040,560
2020-08-23唐　津か・らっキーバトル２ｎｄ11R,140,100,470,1790,1710,370,190,1110,5140,1860
2020-08-23唐　津か・らっキーバトル２ｎｄ12R,100,110,250,740,630,180,150,420,2270,580
2020-08-23福　岡ライジングゼファーフクオカ杯1R,100,100,310,1870,1780,390,100,780,3590,790
2020-08-23福　岡ライジングゼファーフクオカ杯2R,660,300,300,1310,960,210,260,190,3100,460
2020-08-23福　岡ライジングゼファーフクオカ杯3R,130,110,110,500,320,160,630,530,3400,2770
2020-08-23福　岡ライジングゼファーフクオカ杯4R,140,120,170,930,420,190,120,190,1430,280
2020-08-23福　岡ライジングゼファーフクオカ杯5R,310,140,150,450,290,160,560,270,2950,630
2020-08-23福　岡ライジングゼファーフクオカ杯6R,840,100,100,920,250,120,130,180,3370,310
2020-08-23福　岡ライジングゼファーフクオカ杯7R,180,160,100,380,300,100,240,340,1030,570
2020-08-23福　岡ライジングゼファーフクオカ杯8R,100,100,350,500,370,190,100,310,1220,480
2020-08-23福　岡ライジングゼファーフクオカ杯9R,130,100,170,240,170,130,310,490,2000,990
2020-08-23福　岡ライジングゼファーフクオカ杯10R,170,100,120,270,150,120,220,140,620,230
2020-08-23福　岡ライジングゼファーフクオカ杯11R,190,100,240,530,450,240,470,3440,4340,2360
