レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-21大　村ヴィーナスシリーズ第１０戦1R,280,130,100,650,150,120,290,210,2080,450
2020-08-21大　村ヴィーナスシリーズ第１０戦2R,180,300,770,1780,1560,270,120,230,3910,430
2020-08-21大　村ヴィーナスシリーズ第１０戦3R,310,140,110,1140,830,170,130,100,2120,180
2020-08-21大　村ヴィーナスシリーズ第１０戦4R,150,100,160,200,180,100,110,150,310,140
2020-08-21大　村ヴィーナスシリーズ第１０戦5R,140,100,130,260,250,110,110,170,470,170
2020-08-21大　村ヴィーナスシリーズ第１０戦6R,100,100,160,280,230,140,210,330,830,550
2020-08-21大　村ヴィーナスシリーズ第１０戦7R,140,140,2230,7690,7510,860,140,480,15240,1410
2020-08-21大　村ヴィーナスシリーズ第１０戦8R,1170,240,150,1830,430,160,260,150,5460,400
2020-08-21大　村ヴィーナスシリーズ第１０戦9R,110,120,490,1070,760,320,330,1140,6110,2390
2020-08-21大　村ヴィーナスシリーズ第１０戦10R,140,100,100,210,190,110,240,290,670,340
2020-08-21大　村ヴィーナスシリーズ第１０戦11R,100,100,190,250,260,140,140,270,520,230
2020-08-21大　村ヴィーナスシリーズ第１０戦12R,120,100,110,230,230,120,170,250,630,320
2020-08-21唐　津か・らっキーバトル２ｎｄ1R,100,100,140,200,150,130,250,700,800,460
2020-08-21唐　津か・らっキーバトル２ｎｄ2R,120,160,250,710,460,170,450,540,2960,1440
2020-08-21唐　津か・らっキーバトル２ｎｄ3R,120,100,110,180,150,120,290,370,870,420
2020-08-21唐　津か・らっキーバトル２ｎｄ4R,210,100,100,450,200,140,150,220,950,260
2020-08-21唐　津か・らっキーバトル２ｎｄ5R,690,300,230,6690,3460,820,360,220,23990,1610
2020-08-21唐　津か・らっキーバトル２ｎｄ6R,400,130,110,530,220,120,300,530,2250,730
2020-08-21唐　津か・らっキーバトル２ｎｄ7R,580,120,100,420,250,130,420,180,1580,340
2020-08-21唐　津か・らっキーバトル２ｎｄ8R,160,100,100,420,200,130,130,110,1060,260
2020-08-21唐　津か・らっキーバトル２ｎｄ9R,360,310,900,1430,1280,330,1200,1950,35250,9260
2020-08-21唐　津か・らっキーバトル２ｎｄ10R,260,140,100,250,130,110,200,250,1360,430
2020-08-21唐　津か・らっキーバトル２ｎｄ11R,110,100,260,290,270,220,140,250,680,260
2020-08-21唐　津か・らっキーバトル２ｎｄ12R,100,100,100,480,540,190,190,800,2050,710
2020-08-21若　松サッポロビールカップ1R,370,160,110,590,300,130,140,240,2320,580
2020-08-21若　松サッポロビールカップ2R,380,200,130,1010,260,200,190,380,14950,2070
2020-08-21若　松サッポロビールカップ3R,560,170,200,3370,1570,370,130,200,8150,950
2020-08-21若　松サッポロビールカップ4R,280,140,330,1070,620,170,230,150,2810,430
2020-08-21若　松サッポロビールカップ5R,120,100,180,260,240,110,140,210,680,280
2020-08-21若　松サッポロビールカップ6R,250,150,120,830,300,150,210,150,1870,200
2020-08-21若　松サッポロビールカップ7R,270,120,190,280,180,120,180,290,740,300
2020-08-21若　松サッポロビールカップ8R,100,100,150,150,180,150,140,570,990,540
2020-08-21若　松サッポロビールカップ9R,140,100,110,520,360,200,280,1030,2520,1240
2020-08-21若　松サッポロビールカップ10R,150,120,120,240,270,100,120,230,510,220
2020-08-21若　松サッポロビールカップ11R,100,130,580,750,920,310,170,820,3010,1290
2020-08-21若　松サッポロビールカップ12R,150,100,270,660,510,260,180,460,2530,720
2020-08-21宮　島第１０回みやじマリンカップ1R,100,100,180,280,280,180,180,240,670,490
2020-08-21宮　島第１０回みやじマリンカップ2R,2730,780,780,8360,2380,1210,240,450,28910,2250
2020-08-21宮　島第１０回みやじマリンカップ3R,410,150,190,820,540,170,320,180,3720,360
2020-08-21宮　島第１０回みやじマリンカップ4R,810,100,150,1140,650,180,160,180,3990,300
2020-08-21宮　島第１０回みやじマリンカップ5R,110,100,180,300,280,200,380,720,1890,1010
2020-08-21宮　島第１０回みやじマリンカップ6R,210,110,140,460,240,160,290,510,2590,1090
2020-08-21宮　島第１０回みやじマリンカップ7R,350,180,230,1430,820,300,310,330,4330,680
2020-08-21宮　島第１０回みやじマリンカップ8R,210,100,120,410,140,120,220,150,980,240
2020-08-21宮　島第１０回みやじマリンカップ9R,160,100,100,400,150,110,210,370,1050,320
2020-08-21宮　島第１０回みやじマリンカップ10R,100,100,140,200,200,140,510,290,900,670
2020-08-21宮　島第１０回みやじマリンカップ11R,140,110,160,280,370,190,140,180,820,310
2020-08-21宮　島第１０回みやじマリンカップ12R,100,130,710,740,620,240,400,1070,3360,2010
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走1R,130,100,230,2290,2220,290,200,570,5060,670
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走2R,200,190,250,360,210,120,110,130,1190,260
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走3R,110,110,460,1160,530,260,910,10100,14720,6120
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走4R,720,150,120,1170,220,160,240,110,3210,400
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走5R,580,170,100,1080,530,230,400,190,2470,680
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走6R,210,260,650,850,330,160,110,170,1440,210
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走7R,740,480,440,9310,7300,880,370,180,22180,1700
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走8R,210,140,100,300,260,190,320,580,1150,580
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走9R,300,130,160,1590,830,270,110,270,4820,1050
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走10R,130,100,160,380,240,230,150,230,720,220
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走11R,150,100,280,400,400,220,640,1030,2500,1340
2020-08-21鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走12R,110,100,100,350,340,160,260,530,1600,790
2020-08-21尼　崎オールレディース競走1R,270,120,120,550,280,140,230,140,1330,340
2020-08-21尼　崎オールレディース競走2R,110,130,240,470,430,230,350,560,3210,1840
2020-08-21尼　崎オールレディース競走3R,530,160,110,680,250,180,600,540,6710,1020
2020-08-21尼　崎オールレディース競走4R,120,110,400,1550,1260,310,130,450,3430,830
2020-08-21尼　崎オールレディース競走5R,250,120,110,770,270,100,140,150,1540,200
2020-08-21尼　崎オールレディース競走6R,150,150,800,2440,2270,370,120,290,6160,760
2020-08-21尼　崎オールレディース競走7R,170,150,250,1140,410,160,150,220,2310,320
2020-08-21尼　崎オールレディース競走8R,130,130,100,610,460,150,120,170,950,200
2020-08-21尼　崎オールレディース競走9R,100,100,160,360,310,120,150,250,870,310
2020-08-21尼　崎オールレディース競走10R,420,170,100,800,180,120,190,140,1740,240
