レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-04唐　津日本モーターボート選手会会長杯1R,120,100,130,320,260,150,260,350,1140,480
2020-09-04唐　津日本モーターボート選手会会長杯2R,110,100,150,200,250,120,200,370,1290,920
2020-09-04唐　津日本モーターボート選手会会長杯3R,140,170,400,340,330,140,120,220,900,340
2020-09-04唐　津日本モーターボート選手会会長杯4R,970,370,850,4840,3450,530,230,460,21260,1800
2020-09-04唐　津日本モーターボート選手会会長杯5R,810,190,120,2460,940,230,350,140,4610,520
2020-09-04唐　津日本モーターボート選手会会長杯6R,720,470,320,2230,1150,330,260,310,7110,720
2020-09-04唐　津日本モーターボート選手会会長杯7R,860,210,120,2910,1080,310,1570,920,15320,1950
2020-09-04唐　津日本モーターボート選手会会長杯8R,130,150,360,350,420,160,190,290,900,380
2020-09-04唐　津日本モーターボート選手会会長杯9R,120,110,230,430,390,210,220,440,1530,480
2020-09-04唐　津日本モーターボート選手会会長杯10R,100,100,120,260,220,150,240,240,1340,680
2020-09-04唐　津日本モーターボート選手会会長杯11R,110,100,180,180,160,140,180,160,530,260
2020-09-04唐　津日本モーターボート選手会会長杯12R,120,250,450,210,160,130,340,580,1030,640
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ1R,470,180,100,1010,350,120,340,240,6250,660
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ2R,470,260,310,2250,1580,400,1010,440,9920,4410
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ3R,180,130,110,660,250,170,130,180,1370,290
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ4R,120,110,190,170,160,100,140,260,380,210
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ5R,170,110,200,420,340,240,810,1230,4540,2960
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ6R,370,170,320,1740,1180,260,170,520,3530,860
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ7R,240,150,250,1030,500,240,580,1670,7870,3420
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ8R,100,100,200,270,240,150,130,430,740,470
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ9R,410,130,100,870,190,150,520,200,6170,950
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ10R,120,120,270,560,480,170,140,490,1520,640
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ11R,260,320,960,1500,870,620,150,410,4930,1270
2020-09-04福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ12R,100,130,360,600,450,240,260,610,2830,980
2020-09-04徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,100,100,220,560,350,170,210,280,1360,640
2020-09-04徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,100,100,170,200,210,130,110,240,560,280
2020-09-04徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,190,100,300,470,410,250,840,1640,3950,2330
2020-09-04徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,1960,280,100,7000,630,190,300,100,16090,270
2020-09-04徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,120,100,210,310,330,230,160,510,1440,590
2020-09-04徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,350,120,130,1220,720,620,500,440,4350,1370
