レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-22大　村ヴィーナスシリーズ第１０戦1R,260,150,470,1820,1590,550,660,1480,10970,4760
2020-08-22大　村ヴィーナスシリーズ第１０戦2R,320,170,400,4720,3110,480,230,1160,26670,4270
2020-08-22大　村ヴィーナスシリーズ第１０戦3R,2850,850,550,21020,5250,800,400,330,79020,2710
2020-08-22大　村ヴィーナスシリーズ第１０戦4R,690,150,130,3300,1260,270,240,180,7960,740
2020-08-22大　村ヴィーナスシリーズ第１０戦5R,130,100,160,580,540,120,120,230,1330,390
2020-08-22大　村ヴィーナスシリーズ第１０戦6R,100,100,110,210,180,110,120,160,390,180
2020-08-22大　村ヴィーナスシリーズ第１０戦7R,780,220,130,980,190,110,140,120,1570,170
2020-08-22大　村ヴィーナスシリーズ第１０戦8R,120,100,140,220,210,120,180,290,500,230
2020-08-22大　村ヴィーナスシリーズ第１０戦9R,120,120,490,1890,1950,360,210,990,5620,1680
2020-08-22大　村ヴィーナスシリーズ第１０戦10R,310,130,100,660,190,110,210,150,1840,230
2020-08-22大　村ヴィーナスシリーズ第１０戦11R,1700,720,310,9080,4750,740,210,260,26340,1030
2020-08-22大　村ヴィーナスシリーズ第１０戦12R,110,100,140,350,280,140,170,320,1170,470
2020-08-22唐　津か・らっキーバトル２ｎｄ1R,100,100,250,430,290,230,160,460,1190,920
2020-08-22唐　津か・らっキーバトル２ｎｄ2R,230,110,110,350,150,110,130,130,720,220
2020-08-22唐　津か・らっキーバトル２ｎｄ3R,180,120,320,1310,790,220,500,810,6940,2170
2020-08-22唐　津か・らっキーバトル２ｎｄ4R,130,110,240,800,650,240,650,1910,11570,5210
2020-08-22唐　津か・らっキーバトル２ｎｄ5R,150,130,300,480,440,130,130,190,1530,270
2020-08-22唐　津か・らっキーバトル２ｎｄ6R,510,120,100,1500,300,240,1170,1230,16090,2760
2020-08-22唐　津か・らっキーバトル２ｎｄ7R,370,130,280,420,220,120,180,250,1220,320
2020-08-22唐　津か・らっキーバトル２ｎｄ8R,190,170,130,470,170,110,390,230,1720,450
2020-08-22唐　津か・らっキーバトル２ｎｄ9R,290,190,210,1090,680,350,510,710,5170,1250
2020-08-22唐　津か・らっキーバトル２ｎｄ10R,170,130,140,420,220,140,240,190,1110,290
2020-08-22唐　津か・らっキーバトル２ｎｄ11R,460,170,120,880,290,240,540,990,3860,1410
2020-08-22唐　津か・らっキーバトル２ｎｄ12R,100,150,910,1480,690,500,190,940,3820,1250
2020-08-22福　岡ライジングゼファーフクオカ杯1R,150,100,130,270,170,160,190,310,770,450
2020-08-22福　岡ライジングゼファーフクオカ杯2R,2290,630,100,5230,2000,700,400,170,20870,1150
2020-08-22福　岡ライジングゼファーフクオカ杯3R,150,120,140,410,360,190,230,330,1220,570
2020-08-22福　岡ライジングゼファーフクオカ杯4R,180,100,110,300,280,120,220,270,900,490
2020-08-22福　岡ライジングゼファーフクオカ杯5R,140,100,160,400,320,160,360,290,910,480
2020-08-22福　岡ライジングゼファーフクオカ杯6R,260,110,320,610,420,180,100,150,1280,210
2020-08-22福　岡ライジングゼファーフクオカ杯7R,250,210,100,380,190,120,360,160,910,290
2020-08-22福　岡ライジングゼファーフクオカ杯8R,100,110,1350,330,220,190,100,300,640,350
2020-08-22福　岡ライジングゼファーフクオカ杯9R,100,150,260,290,150,170,330,200,690,270
2020-08-22福　岡ライジングゼファーフクオカ杯10R,1050,260,240,4190,900,390,1130,550,14840,2070
2020-08-22福　岡ライジングゼファーフクオカ杯11R,100,100,220,240,170,140,140,430,630,340
2020-08-22福　岡ライジングゼファーフクオカ杯12R,110,100,130,310,360,120,100,190,850,210
2020-08-22若　松サッポロビールカップ1R,120,100,190,460,370,380,960,1110,7040,3340
2020-08-22若　松サッポロビールカップ2R,230,140,210,370,360,100,130,220,940,250
2020-08-22若　松サッポロビールカップ3R,750,550,260,1710,540,180,210,170,4600,550
2020-08-22若　松サッポロビールカップ4R,180,170,380,680,710,200,210,460,3230,730
2020-08-22若　松サッポロビールカップ5R,140,420,1300,910,590,130,130,480,1660,380
2020-08-22若　松サッポロビールカップ6R,130,150,130,590,200,100,380,210,2390,390
2020-08-22若　松サッポロビールカップ7R,490,180,490,1550,1210,300,240,240,5010,730
2020-08-22若　松サッポロビールカップ8R,160,100,170,390,220,120,230,230,1090,500
2020-08-22若　松サッポロビールカップ9R,110,130,250,500,380,210,340,580,2820,1090
2020-08-22若　松サッポロビールカップ10R,130,100,140,250,200,120,170,140,530,240
2020-08-22若　松サッポロビールカップ11R,240,140,130,2320,1250,260,360,880,7880,2220
2020-08-22若　松サッポロビールカップ12R,1140,410,120,9400,2500,320,200,140,15940,550
2020-08-22宮　島第１０回みやじマリンカップ1R,170,130,130,350,210,140,130,190,750,330
2020-08-22宮　島第１０回みやじマリンカップ2R,240,100,100,340,190,110,220,180,1020,360
2020-08-22宮　島第１０回みやじマリンカップ3R,700,150,100,1140,370,210,640,310,5520,980
2020-08-22宮　島第１０回みやじマリンカップ4R,310,220,100,1180,250,130,180,150,1920,250
2020-08-22宮　島第１０回みやじマリンカップ5R,110,100,100,620,580,200,260,770,3250,1030
2020-08-22宮　島第１０回みやじマリンカップ6R,150,210,670,1800,1220,430,190,510,4250,990
2020-08-22宮　島第１０回みやじマリンカップ7R,140,100,130,210,180,120,200,260,780,360
2020-08-22宮　島第１０回みやじマリンカップ8R,130,100,130,220,170,100,100,140,440,170
2020-08-22宮　島第１０回みやじマリンカップ9R,370,150,210,460,460,150,100,390,730,180
2020-08-22宮　島第１０回みやじマリンカップ10R,120,100,220,180,150,140,240,270,470,270
2020-08-22宮　島第１０回みやじマリンカップ11R,100,110,120,230,230,100,130,240,360,150
2020-08-22宮　島第１０回みやじマリンカップ12R,150,110,570,530,560,280,270,770,2500,1200
2020-08-22鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走1R,110,100,250,390,430,160,130,230,940,370
2020-08-22鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走2R,990,240,120,2170,350,200,1040,350,14820,1160
2020-08-22鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走3R,220,110,310,1450,1730,580,310,500,4500,1530
2020-08-22鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走4R,160,100,100,250,120,100,130,110,290,130
2020-08-22鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走5R,190,150,110,750,780,190,180,230,1510,320
2020-08-22鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走6R,380,330,190,1650,710,420,310,610,4090,1280
2020-08-22鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走7R,160,160,150,450,430,200,690,790,3920,2110
