レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-13大　村ルーキーシリーズ第１６戦1R,680,390,120,2090,430,230,350,140,8300,730
2020-09-13大　村ルーキーシリーズ第１６戦2R,120,100,180,230,210,140,160,150,530,330
2020-09-13大　村ルーキーシリーズ第１６戦3R,110,170,400,1240,1580,300,200,1280,5000,1550
2020-09-13大　村ルーキーシリーズ第１６戦4R,100,120,310,1420,1860,570,130,610,4690,750
2020-09-13大　村ルーキーシリーズ第１６戦5R,110,120,180,310,240,200,570,850,1990,1200
2020-09-13大　村ルーキーシリーズ第１６戦6R,510,250,130,1970,270,130,240,130,4150,160
2020-09-13大　村ルーキーシリーズ第１６戦7R,110,100,210,320,350,190,120,240,630,270
2020-09-13大　村ルーキーシリーズ第１６戦8R,110,110,200,310,400,150,210,640,1400,860
2020-09-13大　村ルーキーシリーズ第１６戦9R,160,100,360,1110,970,340,420,870,3500,1870
2020-09-13大　村ルーキーシリーズ第１６戦10R,150,100,310,520,440,190,110,180,1380,300
2020-09-13大　村ルーキーシリーズ第１６戦11R,120,100,130,430,270,170,130,220,820,280
2020-09-13大　村ルーキーシリーズ第１６戦12R,140,110,240,300,240,140,140,180,580,250
2020-09-13唐　津スポーツ報知杯1R,100,130,220,360,240,210,280,590,1680,1390
2020-09-13唐　津スポーツ報知杯2R,180,110,100,280,170,110,170,220,700,340
2020-09-13唐　津スポーツ報知杯3R,140,100,150,380,340,140,140,230,910,380
2020-09-13唐　津スポーツ報知杯4R,100,100,240,360,300,170,180,450,1300,670
2020-09-13唐　津スポーツ報知杯5R,210,100,100,450,220,140,240,240,1720,380
2020-09-13唐　津スポーツ報知杯6R,250,380,1240,2100,1580,540,930,1860,11350,4630
2020-09-13唐　津スポーツ報知杯7R,260,100,700,2000,980,310,230,770,4990,2000
2020-09-13唐　津スポーツ報知杯8R,680,360,100,1350,470,280,250,150,6580,620
2020-09-13唐　津スポーツ報知杯9R,270,130,150,520,320,160,190,210,1370,370
2020-09-13唐　津スポーツ報知杯10R,360,970,670,12200,4110,780,750,890,32000,5800
2020-09-13唐　津スポーツ報知杯11R,110,100,240,380,450,250,160,790,1450,730
2020-09-13唐　津スポーツ報知杯12R,110,100,410,2580,870,610,200,1430,10110,2020
2020-09-13福　岡第１４回ペラ坊ショップ杯1R,540,400,400,3910,1270,700,200,350,13040,750
2020-09-13福　岡第１４回ペラ坊ショップ杯2R,280,100,140,510,160,160,230,450,2310,920
2020-09-13福　岡第１４回ペラ坊ショップ杯3R,280,200,1200,2620,2260,330,280,1480,9750,2420
2020-09-13福　岡第１４回ペラ坊ショップ杯4R,720,270,190,1790,900,190,250,140,5520,680
2020-09-13福　岡第１４回ペラ坊ショップ杯5R,380,100,160,370,380,200,380,780,3210,1010
2020-09-13福　岡第１４回ペラ坊ショップ杯6R,880,240,170,1770,480,260,270,130,4810,320
2020-09-13福　岡第１４回ペラ坊ショップ杯7R,2490,320,360,19530,13210,770,260,770,51890,3740
2020-09-13福　岡第１４回ペラ坊ショップ杯8R,140,110,380,340,290,200,270,1500,2570,1330
2020-09-13福　岡第１４回ペラ坊ショップ杯9R,510,110,110,410,160,130,130,140,1150,290
2020-09-13福　岡第１４回ペラ坊ショップ杯10R,1200,150,350,4590,1490,210,1200,1120,17010,4630
2020-09-13福　岡第１４回ペラ坊ショップ杯11R,160,100,160,220,200,100,260,360,640,310
2020-09-13福　岡第１４回ペラ坊ショップ杯12R,100,110,150,370,320,100,140,260,1530,480
2020-09-13徳　山スポーツ報知杯争奪戦1R,110,100,430,1800,1220,280,150,420,4110,660
2020-09-13徳　山スポーツ報知杯争奪戦2R,760,460,1910,7720,3990,700,150,330,27050,1240
2020-09-13徳　山スポーツ報知杯争奪戦3R,100,110,130,320,220,140,130,200,630,210
2020-09-13徳　山スポーツ報知杯争奪戦4R,120,100,140,210,140,120,290,620,1210,660
2020-09-13徳　山スポーツ報知杯争奪戦5R,870,130,150,1940,800,170,170,120,4370,250
2020-09-13徳　山スポーツ報知杯争奪戦6R,2890,1720,150,33260,13250,2240,1970,410,75780,2360
2020-09-13徳　山スポーツ報知杯争奪戦7R,510,160,130,980,500,140,120,150,2680,250
2020-09-13徳　山スポーツ報知杯争奪戦8R,100,100,100,560,550,200,680,810,6230,2450
2020-09-13徳　山スポーツ報知杯争奪戦9R,1010,120,750,3920,2990,910,230,540,12790,1390
2020-09-13徳　山スポーツ報知杯争奪戦10R,330,330,580,1930,740,310,130,310,2810,450
2020-09-13徳　山スポーツ報知杯争奪戦11R,4230,3370,330,24390,11800,2560,690,370,138210,8890
2020-09-13徳　山スポーツ報知杯争奪戦12R,180,110,300,380,400,210,190,980,3180,2100
2020-09-13宮　島宮島チャンピオンカップ開設６６周年1R,510,250,250,2900,1680,310,670,800,19480,3240
2020-09-13宮　島宮島チャンピオンカップ開設６６周年2R,160,120,380,700,520,220,200,470,1750,700
2020-09-13宮　島宮島チャンピオンカップ開設６６周年3R,110,150,160,240,160,110,160,190,660,330
2020-09-13宮　島宮島チャンピオンカップ開設６６周年4R,130,100,100,300,210,160,230,410,1060,550
2020-09-13宮　島宮島チャンピオンカップ開設６６周年5R,110,100,160,380,300,160,320,340,1510,790
2020-09-13宮　島宮島チャンピオンカップ開設６６周年6R,800,230,170,5520,2570,400,510,210,14010,1470
2020-09-13宮　島宮島チャンピオンカップ開設６６周年7R,270,170,170,440,280,170,260,270,1310,600
2020-09-13宮　島宮島チャンピオンカップ開設６６周年8R,150,100,100,430,170,110,220,160,930,310
2020-09-13宮　島宮島チャンピオンカップ開設６６周年9R,110,160,340,650,550,180,620,760,4940,3020
2020-09-13宮　島宮島チャンピオンカップ開設６６周年10R,120,100,150,280,250,120,190,420,900,420
2020-09-13宮　島宮島チャンピオンカップ開設６６周年11R,520,110,100,780,170,130,280,140,2190,320
2020-09-13宮　島宮島チャンピオンカップ開設６６周年12R,120,100,110,250,190,120,230,300,1140,500
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走1R,170,160,1060,4000,3530,820,370,980,18380,3500
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走2R,150,100,100,250,240,130,590,660,2470,990
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走3R,130,100,100,270,140,110,180,150,590,210
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走4R,210,180,260,1850,1190,310,840,1140,10320,2650
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走5R,110,110,180,520,490,200,170,490,1080,570
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走6R,110,100,100,190,140,100,120,190,370,200
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走7R,100,100,200,240,140,140,170,340,600,470
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走8R,1780,510,460,4790,3770,390,540,420,21690,2670
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走9R,1570,1200,160,4040,610,300,430,200,16760,490
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走10R,310,120,210,940,630,340,740,1410,6340,2810
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走11R,140,110,200,290,280,200,240,170,950,540
2020-09-13尼　崎日刊スポーツ杯争奪第２７回伊丹選手権競走12R,680,110,100,880,210,-1,-1,-1,1150,-1
2020-09-13住之江住之江オータムレース1R,140,100,150,270,210,120,480,600,2260,1370
2020-09-13住之江住之江オータムレース2R,130,100,100,190,150,150,570,420,1140,570
2020-09-13住之江住之江オータムレース3R,320,210,520,2330,1360,170,130,230,5710,830
2020-09-13住之江住之江オータムレース4R,210,170,230,180,160,120,250,220,1050,500
2020-09-13住之江住之江オータムレース5R,100,110,330,880,620,160,200,540,2100,630
2020-09-13住之江住之江オータムレース6R,410,110,370,780,690,220,330,620,4830,2160
2020-09-13住之江住之江オータムレース7R,100,100,100,190,100,130,140,290,750,300
2020-09-13住之江住之江オータムレース8R,110,100,260,240,250,140,180,410,970,530
2020-09-13住之江住之江オータムレース9R,100,130,470,710,600,270,150,500,2510,1020
2020-09-13住之江住之江オータムレース10R,100,100,190,610,490,220,180,270,2290,770
2020-09-13住之江住之江オータムレース11R,140,130,100,300,290,110,210,260,1270,440
2020-09-13住之江住之江オータムレース12R,810,380,460,2590,2320,540,220,300,11500,680
2020-09-13常　滑第３４回半田大賞1R,200,100,160,570,660,320,130,550,2250,600
2020-09-13常　滑第３４回半田大賞2R,160,110,130,690,380,120,370,230,2460,830
2020-09-13常　滑第３４回半田大賞3R,190,120,100,450,230,150,280,370,930,270
2020-09-13常　滑第３４回半田大賞4R,150,100,100,240,150,120,230,170,650,280
2020-09-13常　滑第３４回半田大賞5R,210,220,220,2560,3120,140,100,140,2790,330
2020-09-13常　滑第３４回半田大賞6R,170,120,110,960,470,240,230,490,4330,1530
2020-09-13常　滑第３４回半田大賞7R,310,100,180,450,220,120,820,490,2900,910
2020-09-13常　滑第３４回半田大賞8R,100,100,280,180,140,100,210,130,500,310
2020-09-13常　滑第３４回半田大賞9R,140,100,100,190,130,110,260,220,730,300
2020-09-13常　滑第３４回半田大賞10R,200,110,130,220,180,100,290,270,1160,430
2020-09-13常　滑第３４回半田大賞11R,650,100,100,560,120,170,480,480,1710,520
2020-09-13常　滑第３４回半田大賞12R,160,100,130,240,170,140,170,340,1130,610
2020-09-13蒲　郡中京スポーツ杯争奪1R,830,190,360,2570,1260,280,510,480,6390,2100
2020-09-13蒲　郡中京スポーツ杯争奪2R,410,340,470,1340,860,500,320,530,3410,720
2020-09-13蒲　郡中京スポーツ杯争奪3R,110,110,120,330,440,230,740,470,1510,930
2020-09-13蒲　郡中京スポーツ杯争奪4R,210,120,240,1130,830,240,610,500,3630,2190
2020-09-13蒲　郡中京スポーツ杯争奪5R,140,100,150,380,240,110,120,330,780,360
2020-09-13蒲　郡中京スポーツ杯争奪6R,440,200,1100,7440,950,430,720,1260,26800,7030
2020-09-13蒲　郡中京スポーツ杯争奪7R,100,100,220,350,320,170,420,760,2040,960
2020-09-13蒲　郡中京スポーツ杯争奪8R,150,100,120,210,220,100,140,140,460,190
2020-09-13蒲　郡中京スポーツ杯争奪9R,310,130,100,710,300,160,260,200,2030,670
2020-09-13蒲　郡中京スポーツ杯争奪10R,150,110,100,410,310,200,480,500,3470,1510
2020-09-13蒲　郡中京スポーツ杯争奪11R,590,100,180,950,900,310,1170,2090,5920,3670
2020-09-13蒲　郡中京スポーツ杯争奪12R,100,100,190,250,250,170,210,400,1180,710
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯1R,150,120,200,660,500,150,110,220,1210,320
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯2R,320,120,100,870,240,120,220,220,2100,510
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯3R,210,130,170,730,540,230,200,220,2030,480
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯4R,520,110,100,560,130,100,260,160,1870,360
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯5R,700,250,430,4420,1930,370,220,470,14050,1320
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯6R,280,130,120,550,310,100,110,100,910,160
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯7R,180,110,140,230,150,100,140,160,620,220
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯8R,170,130,220,380,220,140,140,230,830,280
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯9R,100,110,340,1660,1400,370,500,1760,9110,4640
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯10R,450,280,710,1840,1650,330,210,600,7060,2050
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯11R,720,660,180,7510,2290,390,230,150,22320,540
2020-09-13浜名湖ヴィーナスシリーズ第１２戦マンスリーボートレース杯12R,140,120,340,580,530,230,130,450,1340,550
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞1R,150,100,420,1040,970,270,120,430,2310,710
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞2R,350,200,110,830,260,130,400,260,3130,500
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞3R,490,130,150,1460,890,150,140,170,3410,400
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞4R,110,100,120,340,250,140,130,370,970,500
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞5R,600,100,100,670,190,100,250,240,1860,420
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞6R,400,100,100,850,200,100,180,100,1410,200
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞7R,900,410,100,1680,330,140,120,160,3000,390
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞8R,540,230,460,6450,2530,730,220,830,17550,1940
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞9R,320,100,200,800,540,270,210,340,2810,680
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞10R,190,150,270,290,220,130,250,400,800,330
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞11R,110,100,120,250,270,180,700,3420,3340,2040
2020-09-13多摩川第４回住信ＳＢＩネット銀行賞12R,150,120,210,290,240,140,160,220,1010,430
2020-09-13平和島第３３回キリンカップ1R,220,150,220,430,290,200,160,230,1110,450
2020-09-13平和島第３３回キリンカップ2R,370,300,300,3230,1310,430,440,420,9230,2030
2020-09-13平和島第３３回キリンカップ3R,270,140,470,1610,1150,630,360,1150,7820,3020
2020-09-13平和島第３３回キリンカップ4R,360,180,220,390,400,210,220,220,1090,440
2020-09-13平和島第３３回キリンカップ5R,110,100,200,270,260,270,370,730,1310,870
2020-09-13平和島第３３回キリンカップ6R,380,180,160,990,610,250,190,160,2660,410
2020-09-13平和島第３３回キリンカップ7R,320,170,600,6400,2320,770,240,450,15350,990
2020-09-13平和島第３３回キリンカップ8R,270,130,160,840,430,140,390,290,2760,950
2020-09-13平和島第３３回キリンカップ9R,410,100,100,430,190,150,650,350,3040,1150
2020-09-13平和島第３３回キリンカップ10R,750,360,150,6640,1370,200,270,200,12210,640
2020-09-13平和島第３３回キリンカップ11R,140,110,110,310,180,120,530,450,1330,520
