レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-03唐　津トータリゼータエンジニアリング杯1R,100,100,150,280,230,140,130,180,630,240
2020-08-03唐　津トータリゼータエンジニアリング杯2R,110,100,100,180,140,100,120,180,380,180
2020-08-03唐　津トータリゼータエンジニアリング杯3R,340,110,230,1190,640,170,120,160,1780,190
2020-08-03唐　津トータリゼータエンジニアリング杯4R,230,100,100,300,130,130,160,240,790,290
2020-08-03唐　津トータリゼータエンジニアリング杯5R,250,130,160,920,890,170,170,360,2280,740
2020-08-03唐　津トータリゼータエンジニアリング杯6R,2700,1050,110,5280,820,380,720,500,44420,2600
2020-08-03唐　津トータリゼータエンジニアリング杯7R,120,100,100,240,150,120,150,220,380,200
2020-08-03唐　津トータリゼータエンジニアリング杯8R,140,100,240,350,340,200,850,850,3370,1880
2020-08-03唐　津トータリゼータエンジニアリング杯9R,180,360,980,680,420,200,120,150,1570,610
2020-08-03唐　津トータリゼータエンジニアリング杯10R,110,100,100,170,180,120,130,240,650,350
2020-08-03唐　津トータリゼータエンジニアリング杯11R,250,310,620,11290,11360,800,330,1480,43140,5690
2020-08-03唐　津トータリゼータエンジニアリング杯12R,110,100,120,190,180,120,130,310,530,440
2020-08-03福　岡東スタンドリニューアル記念レース1R,130,100,300,980,660,300,800,2500,6540,3670
2020-08-03福　岡東スタンドリニューアル記念レース2R,170,110,100,260,170,120,120,320,650,550
2020-08-03福　岡東スタンドリニューアル記念レース3R,380,280,550,950,700,270,1250,860,15390,7780
2020-08-03福　岡東スタンドリニューアル記念レース4R,390,110,760,2310,2060,330,210,420,7910,1290
2020-08-03福　岡東スタンドリニューアル記念レース5R,190,100,100,180,210,160,330,310,700,330
2020-08-03福　岡東スタンドリニューアル記念レース6R,1740,250,360,4790,1740,470,570,290,15310,2080
2020-08-03福　岡東スタンドリニューアル記念レース7R,160,100,270,500,490,140,430,830,2680,950
2020-08-03福　岡東スタンドリニューアル記念レース8R,100,100,130,350,310,150,150,220,970,470
2020-08-03福　岡東スタンドリニューアル記念レース9R,180,100,100,410,150,120,170,220,900,270
2020-08-03福　岡東スタンドリニューアル記念レース10R,190,250,430,2350,1560,240,120,250,5210,220
