レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-19大　村ニッカン・コム杯1R,130,100,120,230,180,120,150,200,440,190
2020-09-19大　村ニッカン・コム杯2R,470,130,100,1090,570,170,140,160,2100,320
2020-09-19大　村ニッカン・コム杯3R,570,610,290,1830,980,360,280,280,5910,690
2020-09-19大　村ニッカン・コム杯4R,360,200,100,400,270,140,300,420,1510,670
2020-09-19大　村ニッカン・コム杯5R,120,100,330,450,430,230,150,750,1520,840
2020-09-19大　村ニッカン・コム杯6R,110,100,190,250,240,120,130,200,610,340
2020-09-19大　村ニッカン・コム杯7R,100,100,100,200,180,110,110,140,370,200
2020-09-19大　村ニッカン・コム杯8R,100,100,120,490,390,210,190,400,1660,570
2020-09-19大　村ニッカン・コム杯9R,110,150,240,400,440,130,110,270,950,210
2020-09-19大　村ニッカン・コム杯10R,100,110,140,240,190,110,130,310,590,320
2020-09-19大　村ニッカン・コム杯11R,100,100,110,160,160,100,140,210,420,260
2020-09-19大　村ニッカン・コム杯12R,590,140,100,1290,190,120,160,140,2470,200
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ1R,100,100,130,270,150,120,150,280,690,360
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ2R,850,150,100,930,230,140,740,410,6840,830
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ3R,120,100,200,370,380,160,170,210,900,300
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ4R,130,100,100,150,140,120,600,940,4420,3120
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ5R,120,100,200,640,730,210,110,240,1030,370
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ6R,440,110,190,2170,1250,260,240,250,4710,1220
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ7R,570,390,390,8000,5760,810,400,540,36530,1460
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ8R,100,100,180,340,250,160,180,320,1100,670
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ9R,110,100,220,1170,980,570,250,1460,3710,1780
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ10R,100,100,480,720,890,240,120,520,1390,650
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ11R,1090,270,110,1340,350,320,1030,270,8870,1670
2020-09-19芦　屋ＢＯＡＴＢｏｙカップ12R,1150,600,710,6850,3710,370,130,180,13640,380
2020-09-19若　松オールレディースＪＡＬカップ1R,240,100,160,2310,1550,520,150,360,7780,830
2020-09-19若　松オールレディースＪＡＬカップ2R,250,230,1240,4080,2830,580,350,570,13700,2070
2020-09-19若　松オールレディースＪＡＬカップ3R,450,190,290,3670,2390,280,580,1440,22800,4300
2020-09-19若　松オールレディースＪＡＬカップ4R,250,140,130,430,350,140,200,200,1120,370
2020-09-19若　松オールレディースＪＡＬカップ5R,170,140,280,1310,1080,230,130,270,3220,600
2020-09-19若　松オールレディースＪＡＬカップ6R,410,140,320,1490,1350,180,120,280,3670,380
2020-09-19若　松オールレディースＪＡＬカップ7R,190,120,250,1330,970,440,210,500,3550,1250
2020-09-19若　松オールレディースＪＡＬカップ8R,630,120,100,2510,290,140,270,120,6170,370
2020-09-19若　松オールレディースＪＡＬカップ9R,140,100,160,310,320,140,230,520,1590,830
2020-09-19若　松オールレディースＪＡＬカップ10R,130,100,120,250,190,110,190,260,710,320
2020-09-19若　松オールレディースＪＡＬカップ11R,110,100,170,210,170,130,220,300,610,350
2020-09-19若　松オールレディースＪＡＬカップ12R,730,310,230,4650,1980,480,740,1040,32720,7650
2020-09-19児　島第１９回シモデンカップ1R,660,430,670,8030,5930,1120,960,840,67200,12170
2020-09-19児　島第１９回シモデンカップ2R,810,250,300,1280,980,230,280,190,3260,680
2020-09-19児　島第１９回シモデンカップ3R,400,280,310,2910,1430,370,700,910,15850,3280
2020-09-19児　島第１９回シモデンカップ4R,170,130,180,990,1040,550,210,1280,11880,2540
2020-09-19児　島第１９回シモデンカップ5R,230,150,410,1290,1050,390,520,770,4900,2420
2020-09-19児　島第１９回シモデンカップ6R,100,100,130,230,210,200,450,980,1890,1100
2020-09-19児　島第１９回シモデンカップ7R,460,250,160,1570,720,290,340,290,5560,620
2020-09-19児　島第１９回シモデンカップ8R,200,180,460,2210,1760,380,210,400,4320,950
2020-09-19児　島第１９回シモデンカップ9R,390,120,150,700,220,150,400,310,1900,470
2020-09-19児　島第１９回シモデンカップ10R,130,110,180,430,610,250,230,540,2360,1050
2020-09-19児　島第１９回シモデンカップ11R,110,100,100,200,200,170,430,870,1220,650
2020-09-19児　島第１９回シモデンカップ12R,100,100,130,380,270,170,120,420,700,390
2020-09-19琵琶湖第７回ヤングダービー1R,180,160,390,750,630,260,310,520,3270,1320
2020-09-19琵琶湖第７回ヤングダービー2R,350,250,290,1770,1080,260,200,240,5260,480
2020-09-19琵琶湖第７回ヤングダービー3R,190,120,210,790,510,220,510,550,5050,1910
2020-09-19琵琶湖第７回ヤングダービー4R,260,220,180,1920,750,300,200,320,5990,800
