レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-24唐　津か・らっキーバトル２ｎｄ1R,560,240,100,1710,400,180,1580,1680,16490,2550
2020-08-24唐　津か・らっキーバトル２ｎｄ2R,480,270,160,990,400,130,160,130,2320,220
2020-08-24唐　津か・らっキーバトル２ｎｄ3R,170,120,480,1180,910,450,280,1260,6080,2430
2020-08-24唐　津か・らっキーバトル２ｎｄ4R,160,110,290,1020,660,240,220,510,3210,950
2020-08-24唐　津か・らっキーバトル２ｎｄ5R,1970,1380,910,6720,4260,1260,460,360,23610,2860
2020-08-24唐　津か・らっキーバトル２ｎｄ6R,300,260,320,1550,850,230,130,430,3930,730
2020-08-24唐　津か・らっキーバトル２ｎｄ7R,160,210,450,570,460,330,290,520,1980,1090
2020-08-24唐　津か・らっキーバトル２ｎｄ8R,180,130,100,1280,330,150,210,200,2510,330
2020-08-24唐　津か・らっキーバトル２ｎｄ9R,300,100,120,560,230,140,140,200,2050,310
2020-08-24唐　津か・らっキーバトル２ｎｄ10R,150,100,100,460,340,220,290,550,1610,670
2020-08-24唐　津か・らっキーバトル２ｎｄ11R,900,200,110,1260,370,120,190,100,3330,210
2020-08-24唐　津か・らっキーバトル２ｎｄ12R,1160,220,660,9680,4420,1100,290,840,52690,5500
2020-08-24福　岡ライジングゼファーフクオカ杯1R,100,100,120,340,380,160,460,700,2090,1400
2020-08-24福　岡ライジングゼファーフクオカ杯2R,350,150,100,970,150,140,350,200,2060,380
2020-08-24福　岡ライジングゼファーフクオカ杯3R,1980,370,-1,2750,1970,260,1070,500,29420,7080
2020-08-24福　岡ライジングゼファーフクオカ杯4R,190,130,360,1520,950,400,240,300,2210,410
2020-08-24福　岡ライジングゼファーフクオカ杯5R,150,110,160,660,340,150,780,730,5100,1740
2020-08-24福　岡ライジングゼファーフクオカ杯6R,500,210,130,1860,290,200,130,240,8560,530
2020-08-24福　岡ライジングゼファーフクオカ杯7R,440,160,150,880,410,300,300,160,1680,370
2020-08-24福　岡ライジングゼファーフクオカ杯8R,100,100,100,160,150,150,510,1610,2670,1750
2020-08-24福　岡ライジングゼファーフクオカ杯9R,130,100,170,240,340,150,150,320,650,330
2020-08-24福　岡ライジングゼファーフクオカ杯10R,200,100,100,280,150,130,180,210,500,260
2020-08-24福　岡ライジングゼファーフクオカ杯11R,160,100,100,230,170,100,220,160,490,340
2020-08-24福　岡ライジングゼファーフクオカ杯12R,630,240,100,3110,340,250,1180,590,15680,1430
2020-08-24若　松サッポロビールカップ1R,120,170,350,370,510,180,220,310,1300,490
2020-08-24若　松サッポロビールカップ2R,270,180,120,2610,940,210,260,130,7730,590
2020-08-24若　松サッポロビールカップ3R,100,140,170,380,320,170,380,270,1620,720
2020-08-24若　松サッポロビールカップ4R,550,170,430,3930,1590,520,1660,1920,26430,4350
2020-08-24若　松サッポロビールカップ5R,100,100,120,190,180,160,260,150,580,340
2020-08-24若　松サッポロビールカップ6R,200,200,1590,1410,1710,230,280,900,8930,2280
2020-08-24若　松サッポロビールカップ7R,680,990,1300,4860,4560,280,230,340,18470,2280
2020-08-24若　松サッポロビールカップ8R,100,110,190,280,260,140,150,280,780,370
2020-08-24若　松サッポロビールカップ9R,100,100,130,270,140,140,530,360,1070,520
2020-08-24若　松サッポロビールカップ10R,140,150,190,220,180,120,140,210,590,380
2020-08-24若　松サッポロビールカップ11R,120,100,180,340,280,150,510,1030,3020,1810
2020-08-24若　松サッポロビールカップ12R,120,110,120,750,670,260,170,550,2010,620
2020-08-24徳　山黒神杯争奪1R,100,100,110,150,210,120,120,290,460,290
2020-08-24徳　山黒神杯争奪2R,110,100,380,560,400,210,140,330,1670,510
2020-08-24徳　山黒神杯争奪3R,100,100,130,200,250,110,120,210,500,280
2020-08-24徳　山黒神杯争奪4R,120,110,170,170,140,100,230,340,620,390
2020-08-24徳　山黒神杯争奪5R,360,130,120,190,190,100,150,110,440,130
2020-08-24徳　山黒神杯争奪6R,190,140,-1,950,450,240,670,1410,8660,4560
2020-08-24徳　山黒神杯争奪7R,260,130,120,190,160,160,150,180,590,280
2020-08-24徳　山黒神杯争奪8R,1380,210,100,1840,320,160,980,500,25510,2110
2020-08-24徳　山黒神杯争奪9R,110,140,310,220,300,130,120,240,590,260
2020-08-24徳　山黒神杯争奪10R,120,100,390,1150,780,290,1060,2260,12990,5470
2020-08-24徳　山黒神杯争奪11R,100,100,1050,1300,1060,230,240,540,4150,1270
2020-08-24徳　山黒神杯争奪12R,700,100,690,3130,2380,410,1080,760,13950,3820
2020-08-24丸　亀サッポロビールカップ２０２０1R,130,160,380,1070,960,260,250,440,4710,1120
2020-08-24丸　亀サッポロビールカップ２０２０2R,11720,2170,330,11760,1750,450,430,210,23410,1020
2020-08-24丸　亀サッポロビールカップ２０２０3R,100,100,140,930,480,160,300,230,2520,730
2020-08-24丸　亀サッポロビールカップ２０２０4R,480,300,140,1940,450,200,1630,700,12510,1930
2020-08-24丸　亀サッポロビールカップ２０２０5R,-1,390,-1,17950,5100,1190,1930,130,136140,3540
2020-08-24丸　亀サッポロビールカップ２０２０6R,240,120,100,400,140,140,330,220,2700,1170
2020-08-24丸　亀サッポロビールカップ２０２０7R,440,220,120,2010,800,170,440,230,9040,1010
2020-08-24丸　亀サッポロビールカップ２０２０8R,100,100,390,310,410,190,120,200,810,210
2020-08-24丸　亀サッポロビールカップ２０２０9R,740,200,360,7350,3640,900,180,410,23920,1800
2020-08-24丸　亀サッポロビールカップ２０２０10R,120,110,260,410,590,260,350,1070,3430,1270
2020-08-24丸　亀サッポロビールカップ２０２０11R,1780,640,950,16240,4540,350,550,260,47550,5260
2020-08-24丸　亀サッポロビールカップ２０２０12R,130,130,320,1000,980,220,140,390,3050,650
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走1R,100,100,370,800,1770,270,100,280,2140,550
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走2R,1170,1420,370,7470,3530,1140,640,490,20860,3270
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走3R,130,100,100,400,350,160,250,230,1240,670
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走4R,120,140,430,2030,1880,880,350,570,5500,1140
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走5R,220,100,100,340,270,150,160,230,920,330
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走6R,110,130,170,190,360,140,550,1040,2980,1600
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走7R,330,470,440,2710,1450,650,170,650,8230,950
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走8R,130,230,300,1180,1080,380,380,1110,6290,2230
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走9R,190,100,100,500,170,210,300,310,1520,410
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走10R,100,100,190,430,710,190,100,650,1780,600
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走11R,240,150,230,340,310,250,700,950,2170,1170
2020-08-24鳴　門ＪＡ大津松茂農産物直売所えがお開設１周年記念競走12R,4530,130,220,15170,3040,590,1460,2690,88180,26440
2020-08-24尼　崎オールレディース競走1R,470,100,110,500,280,190,240,420,1780,580
2020-08-24尼　崎オールレディース競走2R,280,170,270,740,430,160,120,150,1400,270
2020-08-24尼　崎オールレディース競走3R,140,130,130,720,580,150,150,240,1370,310
2020-08-24尼　崎オールレディース競走4R,130,100,170,680,550,160,170,460,1500,690
2020-08-24尼　崎オールレディース競走5R,120,100,120,220,190,130,260,590,1120,710
2020-08-24尼　崎オールレディース競走6R,130,120,190,620,590,270,380,880,4220,2590
2020-08-24尼　崎オールレディース競走7R,140,100,100,350,140,120,220,230,1000,410
2020-08-24尼　崎オールレディース競走8R,110,120,200,450,320,180,190,390,950,700
2020-08-24尼　崎オールレディース競走9R,430,100,100,490,180,130,340,270,1640,480
2020-08-24尼　崎オールレディース競走10R,240,100,130,250,180,120,360,240,1900,920
2020-08-24尼　崎オールレディース競走11R,140,100,190,590,590,180,190,500,1830,980
2020-08-24尼　崎オールレディース競走12R,120,110,290,760,630,220,200,610,2500,720
2020-08-24住之江第２４回ブルースターカップ1R,1120,160,270,3130,2480,290,200,120,7510,630
2020-08-24住之江第２４回ブルースターカップ2R,150,110,120,390,300,140,200,310,1050,590
2020-08-24住之江第２４回ブルースターカップ3R,200,100,350,2890,2450,270,760,2270,15980,8530
2020-08-24住之江第２４回ブルースターカップ4R,230,100,100,840,690,190,160,160,2240,350
2020-08-24住之江第２４回ブルースターカップ5R,490,140,100,890,130,110,350,240,4960,580
2020-08-24住之江第２４回ブルースターカップ6R,140,100,100,200,200,110,150,210,510,250
2020-08-24住之江第２４回ブルースターカップ7R,340,190,210,490,270,180,170,160,910,210
2020-08-24住之江第２４回ブルースターカップ8R,150,220,150,430,170,130,230,360,1210,430
2020-08-24住之江第２４回ブルースターカップ9R,110,100,190,210,160,130,190,190,560,250
2020-08-24住之江第２４回ブルースターカップ10R,120,170,640,2130,1120,750,210,1200,5850,2020
2020-08-24住之江第２４回ブルースターカップ11R,120,100,150,220,260,120,270,570,1470,420
2020-08-24住之江第２４回ブルースターカップ12R,150,100,190,330,130,120,150,370,660,350
2020-08-24　津　日本モーターボート選手会会長賞1R,110,140,420,1170,1430,270,110,330,3030,610
2020-08-24　津　日本モーターボート選手会会長賞2R,570,290,130,3250,1010,210,120,200,8910,460
2020-08-24　津　日本モーターボート選手会会長賞3R,270,120,150,620,680,170,120,170,1210,400
2020-08-24　津　日本モーターボート選手会会長賞4R,250,240,150,980,200,130,150,140,970,320
2020-08-24　津　日本モーターボート選手会会長賞5R,100,100,340,360,350,130,290,1130,1820,1180
2020-08-24　津　日本モーターボート選手会会長賞6R,570,120,140,1700,690,290,270,470,3620,850
2020-08-24　津　日本モーターボート選手会会長賞7R,1050,490,160,12530,11040,460,500,600,26400,3230
2020-08-24　津　日本モーターボート選手会会長賞8R,600,300,270,2250,470,190,340,260,8360,1150
2020-08-24　津　日本モーターボート選手会会長賞9R,150,100,120,190,170,110,190,220,550,220
2020-08-24　津　日本モーターボート選手会会長賞10R,260,120,170,1060,700,310,370,220,3460,1400
2020-08-24　津　日本モーターボート選手会会長賞11R,160,100,140,160,120,110,150,170,310,170
2020-08-24　津　日本モーターボート選手会会長賞12R,160,110,200,580,310,110,180,450,1860,670
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走1R,390,150,260,1300,1350,390,530,560,4650,900
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走2R,190,240,450,1240,620,320,110,240,3010,740
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走3R,130,110,770,2780,2990,1160,360,4060,29260,5170
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走4R,690,330,710,2020,1260,650,270,710,6400,2100
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走5R,300,100,100,480,250,120,230,100,1610,350
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走6R,550,230,390,7620,8850,680,880,2500,28700,8770
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走7R,360,350,350,6480,4610,1030,440,3260,31510,6070
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走8R,120,100,110,210,170,170,350,700,2640,1080
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走9R,100,100,260,530,450,210,440,2870,5200,2990
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走10R,290,120,220,430,400,170,150,110,920,290
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走11R,170,170,930,5470,2180,300,320,370,31370,6200
2020-08-24常　滑ボートピア名古屋開設１４周年記念競走12R,100,100,320,610,570,260,250,470,2750,1280
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪1R,270,160,450,810,740,290,270,340,3640,1320
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪2R,220,100,160,1170,840,210,310,860,3890,1620
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪3R,320,100,330,970,770,300,270,360,2360,660
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪4R,120,100,400,640,490,300,260,880,2060,1290
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪5R,490,200,190,9540,4260,920,410,1100,45850,7480
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪6R,110,100,330,500,360,160,110,180,920,380
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪7R,710,130,100,1490,270,130,920,720,12110,1890
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪8R,110,100,150,350,260,140,150,240,1080,460
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪9R,160,100,130,290,330,190,620,1320,4510,3200
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪10R,110,100,130,340,270,130,170,380,890,470
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪11R,500,310,1020,18280,11000,830,960,620,73120,8230
2020-08-24蒲　郡ＤＭＭ．ｃｏｍ杯争奪12R,100,100,220,300,310,190,220,690,1010,770
2020-08-24平和島ＢＴＳオラレ刈羽開設４周年記念1R,370,100,120,380,240,140,160,190,1170,250
2020-08-24平和島ＢＴＳオラレ刈羽開設４周年記念2R,250,160,150,470,250,160,260,340,1590,300
2020-08-24平和島ＢＴＳオラレ刈羽開設４周年記念3R,110,100,200,230,210,100,150,180,580,260
2020-08-24平和島ＢＴＳオラレ刈羽開設４周年記念4R,250,270,610,2730,1240,240,180,380,5910,580
2020-08-24平和島ＢＴＳオラレ刈羽開設４周年記念5R,230,110,210,500,460,180,200,250,1340,480
2020-08-24平和島ＢＴＳオラレ刈羽開設４周年記念6R,280,130,110,1530,490,200,510,340,6770,960
2020-08-24平和島ＢＴＳオラレ刈羽開設４周年記念7R,140,100,130,520,220,160,150,130,650,190
