レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-02唐　津日本モーターボート選手会会長杯1R,100,100,180,450,370,150,120,290,1020,440
2020-09-02唐　津日本モーターボート選手会会長杯2R,150,100,820,1040,1380,200,100,240,3240,420
2020-09-02唐　津日本モーターボート選手会会長杯3R,130,100,110,200,120,110,160,170,540,300
2020-09-02唐　津日本モーターボート選手会会長杯4R,490,120,270,1610,1200,220,190,650,4920,1930
2020-09-02唐　津日本モーターボート選手会会長杯5R,230,140,230,660,500,190,180,160,1520,500
2020-09-02唐　津日本モーターボート選手会会長杯6R,250,170,140,1140,460,180,540,430,5620,1630
2020-09-02唐　津日本モーターボート選手会会長杯7R,140,110,330,840,740,330,240,700,2980,980
2020-09-02唐　津日本モーターボート選手会会長杯8R,320,110,910,630,840,200,130,480,1710,590
2020-09-02唐　津日本モーターボート選手会会長杯9R,300,230,300,600,640,230,110,270,3020,420
2020-09-02唐　津日本モーターボート選手会会長杯10R,150,100,120,250,170,170,630,690,2170,1180
2020-09-02唐　津日本モーターボート選手会会長杯11R,3330,150,100,1790,340,150,230,200,3230,320
2020-09-02唐　津日本モーターボート選手会会長杯12R,120,100,170,460,360,310,280,750,1660,1080
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ1R,130,100,140,300,280,170,200,440,1030,640
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ2R,200,160,460,1610,930,380,200,510,4530,1470
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ3R,210,150,260,1040,840,240,170,360,3300,1010
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ4R,710,320,290,4290,1440,490,400,440,10930,2170
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ5R,970,330,210,5380,1300,320,350,300,15870,1000
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ6R,250,190,280,490,260,140,150,110,1100,310
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ7R,220,140,220,1610,1000,280,220,200,3540,800
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ8R,160,120,160,240,190,130,120,200,560,230
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ9R,250,100,100,320,150,160,450,480,2330,800
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ10R,180,200,160,300,190,140,330,360,1170,590
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ11R,530,280,100,2750,510,230,430,200,7610,620
2020-09-02福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ12R,940,200,100,1700,240,130,300,130,5500,380
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦1R,120,110,100,240,210,130,150,260,570,280
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦2R,5280,850,1320,48030,21760,1640,530,410,207290,9150
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦3R,1470,250,260,12850,6290,540,330,200,47930,2720
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦4R,130,100,190,410,280,120,100,180,730,290
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦5R,160,110,130,320,360,170,290,560,1690,690
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦6R,220,350,370,2910,1470,290,110,150,6910,460
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦7R,160,280,410,2570,970,290,170,820,5720,2230
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦8R,150,100,100,280,170,140,120,170,580,210
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦9R,360,100,370,1400,1010,290,150,300,2370,450
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦10R,180,120,130,370,220,100,140,280,960,310
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦11R,140,100,100,240,130,130,150,160,570,240
2020-09-02徳　山マンスリーＢＯＡＴＲＡＣＥ杯争奪戦12R,110,270,400,720,600,250,470,1100,4010,2090
2020-09-02丸　亀マンスリーＢＲ杯争奪1R,210,120,130,330,220,200,350,200,1680,630
2020-09-02丸　亀マンスリーＢＲ杯争奪2R,130,230,270,500,290,150,230,440,930,390
2020-09-02丸　亀マンスリーＢＲ杯争奪3R,400,130,340,2420,1410,320,330,700,8780,1360
2020-09-02丸　亀マンスリーＢＲ杯争奪4R,750,330,330,3290,1690,290,250,670,8600,2150
2020-09-02丸　亀マンスリーＢＲ杯争奪5R,520,400,290,1900,1260,390,540,1050,12040,2540
2020-09-02丸　亀マンスリーＢＲ杯争奪6R,140,120,250,300,230,120,180,260,760,280
2020-09-02丸　亀マンスリーＢＲ杯争奪7R,1040,340,130,2600,840,280,1140,530,24840,2910
2020-09-02丸　亀マンスリーＢＲ杯争奪8R,130,110,280,1260,1320,310,130,290,2740,570
