レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-17大　村ニッカン・コム杯1R,120,100,150,730,910,320,250,510,4020,890
2020-09-17大　村ニッカン・コム杯2R,130,150,320,430,240,220,190,370,1420,540
2020-09-17大　村ニッカン・コム杯3R,150,140,1200,4550,4070,580,180,760,14300,2570
2020-09-17大　村ニッカン・コム杯4R,180,100,100,270,300,160,110,120,670,220
2020-09-17大　村ニッカン・コム杯5R,530,190,540,7310,4600,790,290,990,17600,3750
2020-09-17大　村ニッカン・コム杯6R,390,120,100,540,230,160,220,150,1180,240
2020-09-17大　村ニッカン・コム杯7R,190,130,230,750,410,210,130,240,1250,310
2020-09-17大　村ニッカン・コム杯8R,210,100,140,320,230,160,340,380,1350,700
2020-09-17大　村ニッカン・コム杯9R,110,130,290,580,280,170,130,300,1070,330
2020-09-17大　村ニッカン・コム杯10R,240,100,130,210,160,110,220,220,610,350
2020-09-17大　村ニッカン・コム杯11R,100,100,130,190,240,120,160,300,570,290
2020-09-17大　村ニッカン・コム杯12R,120,100,190,280,270,160,140,210,620,310
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ1R,100,100,160,230,230,130,150,290,550,320
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ2R,620,270,130,4120,1820,410,220,190,13980,1060
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ3R,150,120,310,1870,1300,360,310,1250,9780,3030
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ4R,110,130,120,260,220,120,110,210,540,230
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ5R,120,100,330,510,380,230,300,1410,2990,1830
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ6R,800,230,210,2520,940,360,240,240,8180,470
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ7R,150,130,280,370,420,190,300,640,1680,750
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ8R,130,400,5700,940,1080,360,170,760,2930,930
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ9R,140,100,290,880,790,340,250,600,3110,1090
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ10R,140,100,140,210,130,160,310,380,1010,360
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ11R,1410,740,920,5170,3230,660,160,230,38920,1220
2020-09-17芦　屋ＢＯＡＴＢｏｙカップ12R,150,100,230,390,320,210,140,340,1500,370
2020-09-17若　松オールレディースＪＡＬカップ1R,170,100,140,1570,930,480,300,540,6000,2500
2020-09-17若　松オールレディースＪＡＬカップ2R,210,140,270,1000,660,290,310,460,4870,1350
2020-09-17若　松オールレディースＪＡＬカップ3R,650,380,170,1470,1000,180,170,130,4370,460
2020-09-17若　松オールレディースＪＡＬカップ4R,340,170,110,670,300,120,260,330,2420,660
2020-09-17若　松オールレディースＪＡＬカップ5R,130,130,260,340,390,180,360,490,1760,1020
2020-09-17若　松オールレディースＪＡＬカップ6R,260,120,250,520,360,310,530,790,3330,2130
2020-09-17若　松オールレディースＪＡＬカップ7R,130,130,110,360,290,210,150,510,980,540
2020-09-17若　松オールレディースＪＡＬカップ8R,120,100,130,320,280,100,530,1020,2000,1220
2020-09-17若　松オールレディースＪＡＬカップ9R,110,100,110,360,340,170,170,390,1330,550
