レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-10大　村長崎新聞社杯1R,170,100,140,230,240,130,140,230,660,250
2020-08-10大　村長崎新聞社杯2R,280,120,160,3490,2080,390,1650,3500,36300,13170
2020-08-10大　村長崎新聞社杯3R,680,350,230,2280,900,310,230,220,4940,600
2020-08-10大　村長崎新聞社杯4R,360,140,310,690,400,180,250,720,3430,1280
2020-08-10大　村長崎新聞社杯5R,310,100,130,220,180,110,110,190,560,200
2020-08-10大　村長崎新聞社杯6R,1050,190,580,11010,3050,1220,2700,2910,85260,14610
2020-08-10大　村長崎新聞社杯7R,1230,450,120,4030,870,190,960,420,32260,5510
2020-08-10大　村長崎新聞社杯8R,110,110,960,3120,2980,470,130,410,5940,480
2020-08-10大　村長崎新聞社杯9R,520,250,490,3920,1470,470,130,500,9650,750
2020-08-10大　村長崎新聞社杯10R,170,180,120,410,560,150,260,180,2200,750
2020-08-10大　村長崎新聞社杯11R,3910,1310,270,54560,5990,1640,2430,490,174770,20420
2020-08-10大　村長崎新聞社杯12R,2290,260,100,3560,340,100,220,110,8730,220
2020-08-10芦　屋ＲＫＢラジオ杯1R,1180,150,100,6060,360,220,680,190,30960,710
2020-08-10芦　屋ＲＫＢラジオ杯2R,260,110,110,480,230,160,930,470,2940,1240
2020-08-10芦　屋ＲＫＢラジオ杯3R,100,100,110,200,140,130,160,180,490,240
2020-08-10芦　屋ＲＫＢラジオ杯4R,100,100,160,260,170,140,160,340,720,360
2020-08-10芦　屋ＲＫＢラジオ杯5R,410,170,100,810,280,170,240,200,2350,440
2020-08-10芦　屋ＲＫＢラジオ杯6R,130,100,360,1950,1140,410,200,500,4420,1470
2020-08-10芦　屋ＲＫＢラジオ杯7R,760,320,280,4050,2170,350,280,230,11470,890
2020-08-10芦　屋ＲＫＢラジオ杯8R,410,390,390,4250,2830,450,480,590,10080,2980
2020-08-10芦　屋ＲＫＢラジオ杯9R,110,100,150,350,400,200,180,500,1270,640
2020-08-10芦　屋ＲＫＢラジオ杯10R,110,100,190,410,300,180,220,340,1200,670
2020-08-10芦　屋ＲＫＢラジオ杯11R,130,100,460,450,540,240,270,640,1970,1130
2020-08-10芦　屋ＲＫＢラジオ杯12R,1430,1080,840,12750,6990,1890,1400,850,56680,7450
2020-08-10若　松日刊スポーツ杯お盆特選競走1R,340,170,110,1240,550,170,150,160,2470,230
2020-08-10若　松日刊スポーツ杯お盆特選競走2R,1630,390,140,3850,1950,200,280,170,8480,630
2020-08-10若　松日刊スポーツ杯お盆特選競走3R,240,100,130,670,600,130,180,370,2380,730
2020-08-10若　松日刊スポーツ杯お盆特選競走4R,770,180,100,2920,420,230,320,960,9710,2390
2020-08-10若　松日刊スポーツ杯お盆特選競走5R,100,110,110,300,320,190,380,610,1450,760
2020-08-10若　松日刊スポーツ杯お盆特選競走6R,400,300,110,6170,2240,520,210,270,13870,970
2020-08-10若　松日刊スポーツ杯お盆特選競走7R,730,260,150,1570,720,250,620,430,9430,2700
2020-08-10若　松日刊スポーツ杯お盆特選競走8R,2180,300,110,3320,1370,280,300,170,11670,720
