レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-10大　村ルーキーシリーズ第１６戦1R,990,260,140,2230,710,250,560,280,10410,1120
2020-09-10大　村ルーキーシリーズ第１６戦2R,300,200,120,1050,210,150,150,130,2030,290
2020-09-10大　村ルーキーシリーズ第１６戦3R,340,220,680,1420,1640,410,300,1160,11780,5070
2020-09-10大　村ルーキーシリーズ第１６戦4R,220,190,540,1150,470,190,440,540,3480,1280
2020-09-10大　村ルーキーシリーズ第１６戦5R,130,280,150,460,300,160,310,380,2110,1120
2020-09-10大　村ルーキーシリーズ第１６戦6R,180,120,130,360,330,110,120,130,730,180
2020-09-10大　村ルーキーシリーズ第１６戦7R,130,110,190,200,190,100,130,170,400,200
2020-09-10大　村ルーキーシリーズ第１６戦8R,160,100,180,380,290,130,110,160,590,240
2020-09-10大　村ルーキーシリーズ第１６戦9R,140,160,300,400,390,190,180,370,910,390
2020-09-10大　村ルーキーシリーズ第１６戦10R,110,100,280,260,240,150,130,190,530,250
2020-09-10大　村ルーキーシリーズ第１６戦11R,120,100,150,260,270,160,220,420,840,470
2020-09-10大　村ルーキーシリーズ第１６戦12R,110,100,200,260,240,130,120,190,550,220
2020-09-10唐　津スポーツ報知杯1R,190,100,280,760,600,150,200,340,1650,510
2020-09-10唐　津スポーツ報知杯2R,130,100,230,1160,750,160,310,600,5240,1580
2020-09-10唐　津スポーツ報知杯3R,210,110,120,280,170,140,170,350,1620,610
2020-09-10唐　津スポーツ報知杯4R,140,100,110,240,160,170,870,720,1890,730
2020-09-10唐　津スポーツ報知杯5R,150,100,240,640,380,200,270,780,3030,870
2020-09-10唐　津スポーツ報知杯6R,540,150,150,5020,850,500,640,560,15100,1710
2020-09-10唐　津スポーツ報知杯7R,130,100,100,470,220,130,590,280,1170,520
2020-09-10唐　津スポーツ報知杯8R,180,100,100,320,160,120,140,220,780,200
2020-09-10唐　津スポーツ報知杯9R,190,190,3670,3570,2400,280,190,440,4940,1240
2020-09-10唐　津スポーツ報知杯10R,670,330,160,6610,2910,480,1300,1150,23870,7640
2020-09-10唐　津スポーツ報知杯11R,190,130,370,500,260,100,210,190,1410,460
2020-09-10唐　津スポーツ報知杯12R,150,100,120,400,360,130,140,240,1080,360
2020-09-10芦　屋日本ＭＢ選手会会長杯1R,110,100,100,130,140,100,150,250,440,310
2020-09-10芦　屋日本ＭＢ選手会会長杯2R,100,100,110,200,220,110,160,240,600,300
2020-09-10芦　屋日本ＭＢ選手会会長杯3R,150,130,300,530,530,190,260,1120,2160,1240
2020-09-10芦　屋日本ＭＢ選手会会長杯4R,110,100,150,360,190,120,100,120,550,180
2020-09-10芦　屋日本ＭＢ選手会会長杯5R,560,370,670,3020,2920,800,1600,2370,13640,6760
2020-09-10芦　屋日本ＭＢ選手会会長杯6R,100,160,480,1240,940,280,140,540,3690,1010
2020-09-10芦　屋日本ＭＢ選手会会長杯7R,160,200,450,690,460,180,130,330,1960,600
2020-09-10芦　屋日本ＭＢ選手会会長杯8R,220,100,120,400,240,110,200,220,520,150
