レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭1R,130,200,2130,2460,2830,1050,410,1580,13980,3120
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭2R,400,150,340,7370,3570,340,470,830,27390,5530
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭3R,140,150,470,530,600,250,280,460,3350,1320
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭4R,130,100,220,360,360,240,140,270,1220,430
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭5R,120,100,180,190,270,130,190,320,640,380
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭6R,550,280,450,2880,1270,480,480,420,10830,2610
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭7R,160,100,140,230,170,160,220,430,1740,1020
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭8R,140,180,310,410,380,180,190,420,1530,840
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭9R,110,100,120,210,180,130,230,310,610,300
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭10R,120,110,350,3110,2790,560,180,1540,11520,1950
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭11R,100,100,310,570,450,200,780,1510,3860,2800
2020-08-01大　村ボートレース発祥地記念第２４回モーターボート誕生祭12R,130,170,590,360,340,170,180,360,950,510
2020-08-01唐　津トータリゼータエンジニアリング杯1R,150,100,190,220,200,130,140,250,530,280
2020-08-01唐　津トータリゼータエンジニアリング杯2R,830,250,1610,6280,5140,900,920,2460,35530,21440
2020-08-01唐　津トータリゼータエンジニアリング杯3R,110,100,810,6660,4940,740,370,2890,48280,8370
2020-08-01唐　津トータリゼータエンジニアリング杯4R,440,100,120,810,200,130,300,260,3270,580
2020-08-01唐　津トータリゼータエンジニアリング杯5R,140,120,300,440,510,190,180,680,2000,730
2020-08-01唐　津トータリゼータエンジニアリング杯6R,180,130,140,320,490,150,170,330,1060,560
2020-08-01唐　津トータリゼータエンジニアリング杯7R,340,290,600,800,680,200,130,140,1310,210
2020-08-01唐　津トータリゼータエンジニアリング杯8R,110,120,320,830,640,200,310,790,4180,1370
2020-08-01唐　津トータリゼータエンジニアリング杯9R,200,100,130,250,230,140,140,130,420,160
2020-08-01唐　津トータリゼータエンジニアリング杯10R,120,110,150,360,270,150,150,220,980,330
2020-08-01唐　津トータリゼータエンジニアリング杯11R,140,100,150,340,220,150,160,240,740,300
2020-08-01唐　津トータリゼータエンジニアリング杯12R,170,110,180,370,260,140,580,400,2150,1090
2020-08-01福　岡東スタンドリニューアル記念レース1R,100,100,300,590,470,270,170,880,1750,600
2020-08-01福　岡東スタンドリニューアル記念レース2R,360,360,100,5500,2100,520,120,180,8290,430
2020-08-01福　岡東スタンドリニューアル記念レース3R,810,240,-1,9870,2950,1400,2210,1260,63680,6700
2020-08-01福　岡東スタンドリニューアル記念レース4R,190,150,120,640,330,150,440,320,3270,540
2020-08-01福　岡東スタンドリニューアル記念レース5R,550,250,200,1130,990,300,150,160,2320,380
