レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-28大　村ＢＴＳ松浦開設記念1R,150,100,120,310,220,140,170,360,550,290
2020-09-28大　村ＢＴＳ松浦開設記念2R,1680,860,150,5100,2230,550,710,350,17330,2490
2020-09-28大　村ＢＴＳ松浦開設記念3R,580,380,200,3360,1910,370,480,460,15420,1650
2020-09-28大　村ＢＴＳ松浦開設記念4R,130,110,390,5170,6720,830,740,890,31660,8060
2020-09-28大　村ＢＴＳ松浦開設記念5R,320,210,100,1150,270,130,320,210,2360,410
2020-09-28大　村ＢＴＳ松浦開設記念6R,130,110,100,260,210,130,310,690,1010,410
2020-09-28大　村ＢＴＳ松浦開設記念7R,110,100,140,360,210,110,100,150,830,230
2020-09-28大　村ＢＴＳ松浦開設記念8R,100,110,310,230,240,160,540,1180,2580,1540
2020-09-28大　村ＢＴＳ松浦開設記念9R,130,120,160,250,180,220,360,340,1070,500
2020-09-28大　村ＢＴＳ松浦開設記念10R,120,100,120,420,500,210,210,780,2710,870
2020-09-28大　村ＢＴＳ松浦開設記念11R,100,100,200,180,200,140,200,290,660,390
2020-09-28大　村ＢＴＳ松浦開設記念12R,130,270,700,310,270,150,160,460,960,450
2020-09-28唐　津九州スポーツ杯1R,100,110,610,500,460,260,360,920,2590,1300
2020-09-28唐　津九州スポーツ杯2R,2550,560,120,4540,540,240,160,110,12180,310
2020-09-28唐　津九州スポーツ杯3R,120,100,100,170,190,120,240,380,800,370
2020-09-28唐　津九州スポーツ杯4R,570,300,120,2340,380,210,380,220,5190,730
2020-09-28唐　津九州スポーツ杯5R,220,450,530,1380,590,320,520,440,6860,2120
2020-09-28唐　津九州スポーツ杯6R,280,120,140,800,540,350,760,320,4840,1900
2020-09-28唐　津九州スポーツ杯7R,430,110,320,600,870,140,200,280,2130,630
2020-09-28唐　津九州スポーツ杯8R,820,120,100,790,300,130,200,310,3480,510
2020-09-28唐　津九州スポーツ杯9R,320,160,250,1090,660,170,130,290,3480,710
