レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-19大　村ヴィーナスシリーズ第１０戦1R,270,150,230,1800,990,260,290,480,7970,1630
2020-08-19大　村ヴィーナスシリーズ第１０戦2R,130,120,120,410,280,150,190,210,910,310
2020-08-19大　村ヴィーナスシリーズ第１０戦3R,180,150,230,360,270,140,120,180,650,290
2020-08-19大　村ヴィーナスシリーズ第１０戦4R,220,250,890,2930,2270,600,260,460,9080,2540
2020-08-19大　村ヴィーナスシリーズ第１０戦5R,120,110,170,260,210,120,230,320,1000,460
2020-08-19大　村ヴィーナスシリーズ第１０戦6R,150,130,240,1360,990,230,120,330,1960,590
2020-08-19大　村ヴィーナスシリーズ第１０戦7R,150,100,100,220,160,100,120,120,550,180
2020-08-19大　村ヴィーナスシリーズ第１０戦8R,140,120,150,490,410,120,120,150,860,170
2020-08-19大　村ヴィーナスシリーズ第１０戦9R,120,110,170,270,240,140,140,320,650,330
2020-08-19大　村ヴィーナスシリーズ第１０戦10R,140,100,200,310,300,140,230,440,1110,770
2020-08-19大　村ヴィーナスシリーズ第１０戦11R,130,120,190,310,260,130,210,340,1490,700
2020-08-19大　村ヴィーナスシリーズ第１０戦12R,1590,200,150,5640,2070,290,140,140,15910,270
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦1R,100,100,120,170,170,110,120,230,380,240
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦2R,100,100,250,330,220,120,150,350,670,370
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦3R,260,100,100,460,130,140,2180,1170,6520,2400
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦4R,140,140,340,650,510,240,780,1500,8770,4190
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦5R,120,100,100,300,220,130,190,170,1270,640
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦6R,250,130,100,680,260,150,360,220,1400,450
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦7R,160,120,140,380,270,180,180,160,1160,440
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦8R,100,100,200,350,300,150,140,350,920,300
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦9R,520,100,110,620,190,100,250,200,1840,350
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦10R,120,100,100,190,160,140,330,630,1220,910
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦11R,100,100,150,410,340,180,420,1590,4130,2480
2020-08-19芦　屋九スポ杯争奪オール九州選抜戦12R,100,100,150,500,570,200,240,680,2760,1310
2020-08-19下　関トランスワードトロフィー２０２０お盆特選1R,1110,110,100,1870,170,200,1000,480,14250,900
2020-08-19下　関トランスワードトロフィー２０２０お盆特選2R,180,170,720,1100,1580,220,220,670,7200,1590
2020-08-19下　関トランスワードトロフィー２０２０お盆特選3R,250,100,140,260,320,250,410,350,1910,840
2020-08-19下　関トランスワードトロフィー２０２０お盆特選4R,270,170,120,530,210,110,130,140,1030,190
2020-08-19下　関トランスワードトロフィー２０２０お盆特選5R,120,100,150,200,280,110,200,320,860,490
2020-08-19下　関トランスワードトロフィー２０２０お盆特選6R,160,100,110,300,190,150,180,240,910,400
2020-08-19下　関トランスワードトロフィー２０２０お盆特選7R,140,110,110,320,230,190,230,490,1590,820
2020-08-19下　関トランスワードトロフィー２０２０お盆特選8R,110,100,160,350,440,110,120,140,630,220
2020-08-19下　関トランスワードトロフィー２０２０お盆特選9R,170,100,100,290,220,110,190,190,620,250
2020-08-19下　関トランスワードトロフィー２０２０お盆特選10R,100,140,950,580,750,180,120,350,1340,290
2020-08-19下　関トランスワードトロフィー２０２０お盆特選11R,140,100,100,200,160,110,210,220,400,170
2020-08-19下　関トランスワードトロフィー２０２０お盆特選12R,120,110,170,210,200,110,150,220,540,250
2020-08-19児　島第３８回天領杯1R,100,100,250,510,340,210,160,490,1170,480
2020-08-19児　島第３８回天領杯2R,160,100,210,600,410,250,170,530,2160,750
2020-08-19児　島第３８回天領杯3R,120,150,270,830,880,260,480,1290,6010,2940
2020-08-19児　島第３８回天領杯4R,670,220,160,2590,1390,380,380,280,8270,920
2020-08-19児　島第３８回天領杯5R,140,100,110,310,190,120,240,370,1350,510
2020-08-19児　島第３８回天領杯6R,100,110,170,310,260,100,110,130,470,150
2020-08-19児　島第３８回天領杯7R,1400,450,140,1920,460,150,140,100,5100,300
2020-08-19児　島第３８回天領杯8R,100,120,250,1870,1450,190,130,170,3450,340
2020-08-19児　島第３８回天領杯9R,1930,380,1160,12490,5080,710,350,760,93240,6530
2020-08-19児　島第３８回天領杯10R,100,100,290,400,330,150,130,340,1060,330
2020-08-19児　島第３８回天領杯11R,100,100,300,250,230,120,120,220,1060,400
2020-08-19児　島第３８回天領杯12R,100,100,100,160,160,100,160,290,520,370
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース1R,160,100,140,350,210,150,170,280,880,350
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース2R,150,110,350,750,550,180,140,300,1600,550
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース3R,160,100,150,560,280,150,450,230,4010,450
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース4R,1110,190,120,2420,430,230,290,220,6990,580
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース5R,500,180,180,3480,2320,450,1930,960,39110,9410
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース6R,110,110,130,720,540,220,230,290,1380,570
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース7R,220,140,200,370,130,120,200,240,1240,480
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース8R,100,100,210,400,470,130,100,210,720,270
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース9R,3240,880,100,34300,3140,580,2340,250,143860,2700
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース10R,150,150,160,240,160,100,150,210,480,250
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース11R,100,100,200,230,250,130,120,150,530,290
2020-08-19丸　亀ＲＮＣ杯争奪サマーチャンピオンレース12R,100,100,100,230,180,100,100,140,460,220
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞1R,300,100,180,370,450,140,110,260,700,230
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞2R,940,210,240,2820,890,210,340,310,10440,1300
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞3R,350,180,250,2030,1020,480,280,420,7250,2090
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞4R,990,460,150,2050,640,200,240,160,5020,280
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞5R,150,110,630,1530,860,320,100,470,2860,690
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞6R,360,130,120,550,210,150,140,320,2000,520
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞7R,290,500,710,660,480,230,390,480,970,500
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞8R,850,210,150,800,240,140,530,510,2660,860
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞9R,360,280,1310,3430,4210,380,300,820,18040,3400
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞10R,320,150,150,1420,1060,230,140,210,3990,640
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞11R,620,190,310,2580,1260,400,120,230,8020,750
2020-08-19琵琶湖つるやパン提供第５回みんな大好き！サラダパン賞12R,1160,180,100,2620,440,220,600,300,13400,1160
2020-08-19三　国三国納涼祭1R,120,100,130,250,260,160,250,340,1150,500
2020-08-19三　国三国納涼祭2R,130,100,100,210,140,100,160,160,420,240
2020-08-19三　国三国納涼祭3R,120,100,320,680,610,210,130,280,1410,310
2020-08-19三　国三国納涼祭4R,820,150,100,1010,200,130,1030,980,12900,2600
2020-08-19三　国三国納涼祭5R,650,370,600,8360,4880,1020,170,280,25180,1300
2020-08-19三　国三国納涼祭6R,320,230,460,540,360,210,200,210,1020,420
2020-08-19三　国三国納涼祭7R,200,150,140,720,460,240,140,120,1530,310
2020-08-19三　国三国納涼祭8R,120,120,100,400,240,150,200,130,1110,300
2020-08-19三　国三国納涼祭9R,240,120,160,340,250,130,130,190,880,380
2020-08-19三　国三国納涼祭10R,700,160,120,1230,510,210,150,150,3770,280
2020-08-19三　国三国納涼祭11R,100,130,230,260,180,140,490,520,1920,890
2020-08-19三　国三国納涼祭12R,140,130,230,330,360,220,140,600,1380,660
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦1R,1800,560,770,16700,7030,1140,160,160,40340,570
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦2R,250,190,550,1120,790,270,120,300,2410,500
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦3R,170,100,100,330,200,140,190,380,980,380
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦4R,230,110,100,340,190,130,190,130,630,210
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦5R,100,150,380,390,300,110,130,320,780,290
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦6R,100,100,140,250,200,120,130,220,480,220
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦7R,1210,520,100,4020,990,250,400,120,17880,450
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦8R,120,100,170,250,170,120,270,630,1750,670
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦9R,110,100,140,250,190,100,120,200,460,170
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦10R,120,100,100,170,170,170,460,580,1100,820
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦11R,100,100,260,710,450,300,210,580,2110,730
2020-08-19　津　中京スポーツ・三重テレビ納涼しぶき杯争奪戦12R,2950,420,120,5550,670,190,480,180,14550,720
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース1R,180,100,110,210,190,100,170,180,450,230
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース2R,230,120,140,370,220,150,200,150,920,250
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース3R,910,630,1460,14200,11450,2120,330,1350,88040,3590
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース4R,1950,1010,160,10010,1980,530,390,160,33870,840
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース5R,180,250,610,1130,800,190,130,240,1780,410
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース6R,130,100,180,220,170,110,240,320,890,520
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース7R,110,120,330,600,450,260,310,620,2100,1210
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース8R,140,110,110,330,280,180,170,370,1160,410
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース9R,120,100,120,210,180,120,250,170,560,320
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース10R,100,120,150,440,420,170,150,230,1060,350
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース11R,580,210,100,1270,260,140,160,120,1960,240
2020-08-19常　滑名鉄杯争奪２０２０納涼お盆レース12R,640,160,100,1010,320,150,360,170,3230,440
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯1R,220,100,110,270,230,100,230,260,680,400
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯2R,260,100,220,1220,800,190,320,520,6870,1990
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯3R,570,250,160,1380,690,200,540,250,7330,1630
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯4R,160,140,320,540,470,120,140,340,1200,300
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯5R,140,100,150,310,180,140,390,550,1650,1230
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯6R,820,130,100,1000,360,230,330,160,2980,590
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯7R,200,120,160,950,550,240,250,160,1380,370
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯8R,160,120,470,1870,1160,330,180,770,4540,1560
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯9R,100,100,150,240,250,180,240,410,670,490
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯10R,130,130,170,450,490,150,130,430,1760,910
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯11R,110,100,310,600,490,210,340,880,2780,1480
2020-08-19多摩川ＢＴＳ大郷開設記念第２２回大郷葉月杯12R,100,100,170,240,260,100,180,370,980,510
