レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-14唐　津お盆特選～がばい王者決定戦～1R,100,100,210,250,190,100,100,130,400,170
2020-08-14唐　津お盆特選～がばい王者決定戦～2R,120,100,100,150,110,100,160,190,320,210
2020-08-14唐　津お盆特選～がばい王者決定戦～3R,120,110,340,650,480,260,160,580,2800,1410
2020-08-14唐　津お盆特選～がばい王者決定戦～4R,220,170,3280,7980,9650,1180,320,2120,96840,9800
2020-08-14唐　津お盆特選～がばい王者決定戦～5R,220,200,470,4010,2320,410,170,570,11190,1240
2020-08-14唐　津お盆特選～がばい王者決定戦～6R,150,110,150,280,170,110,140,190,800,300
2020-08-14唐　津お盆特選～がばい王者決定戦～7R,100,100,120,250,150,100,130,190,560,270
2020-08-14唐　津お盆特選～がばい王者決定戦～8R,530,190,120,1090,460,150,530,380,5540,1250
2020-08-14唐　津お盆特選～がばい王者決定戦～9R,1350,560,160,19170,3820,440,1340,550,78530,5450
2020-08-14唐　津お盆特選～がばい王者決定戦～10R,100,100,200,760,1270,280,580,1220,5750,3120
2020-08-14唐　津お盆特選～がばい王者決定戦～11R,130,150,190,270,250,140,130,280,630,240
2020-08-14唐　津お盆特選～がばい王者決定戦～12R,100,100,110,170,150,140,220,1050,1550,1030
2020-08-14福　岡お盆特選レース1R,110,100,120,300,290,160,230,420,1430,690
2020-08-14福　岡お盆特選レース2R,400,210,160,670,260,140,190,140,1450,240
2020-08-14福　岡お盆特選レース3R,290,100,100,410,120,100,270,200,1630,390
2020-08-14福　岡お盆特選レース4R,660,180,130,1860,830,250,250,250,3450,460
2020-08-14福　岡お盆特選レース5R,430,370,300,1040,500,210,420,120,1890,400
2020-08-14福　岡お盆特選レース6R,100,110,190,310,170,120,150,220,430,170
2020-08-14福　岡お盆特選レース7R,1210,420,180,4700,3800,210,440,150,15100,330
2020-08-14福　岡お盆特選レース8R,100,100,180,500,380,190,120,690,1590,630
2020-08-14福　岡お盆特選レース9R,100,100,120,190,220,110,180,290,560,340
2020-08-14福　岡お盆特選レース10R,150,130,240,250,180,100,100,230,470,170
2020-08-14福　岡お盆特選レース11R,110,100,270,580,470,100,120,390,1240,330
2020-08-14福　岡お盆特選レース12R,120,100,120,250,160,170,340,630,1170,800
2020-08-14芦　屋九スポ杯争奪オール九州選抜戦1R,100,100,140,190,170,120,220,320,540,380
2020-08-14芦　屋九スポ杯争奪オール九州選抜戦2R,140,140,330,1790,1090,220,110,230,2070,270
2020-08-14芦　屋九スポ杯争奪オール九州選抜戦3R,140,100,100,210,160,100,160,200,480,250
