レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-07大　村長崎新聞社杯1R,1460,760,160,10250,1310,240,1640,560,27490,3720
2020-08-07大　村長崎新聞社杯2R,750,330,180,1640,440,420,470,210,4130,470
2020-08-07大　村長崎新聞社杯3R,190,100,110,320,170,130,110,130,910,310
2020-08-07大　村長崎新聞社杯4R,170,110,100,210,230,150,290,140,510,260
2020-08-07大　村長崎新聞社杯5R,240,130,100,530,300,190,190,190,910,300
2020-08-07大　村長崎新聞社杯6R,130,100,200,370,250,140,490,810,2900,1600
2020-08-07大　村長崎新聞社杯7R,120,150,330,370,340,160,200,440,1250,500
2020-08-07大　村長崎新聞社杯8R,780,480,240,9640,5680,1030,280,380,39520,2320
2020-08-07大　村長崎新聞社杯9R,280,110,100,510,180,140,200,180,1980,330
2020-08-07大　村長崎新聞社杯10R,130,110,500,540,490,170,220,1120,2000,1360
2020-08-07大　村長崎新聞社杯11R,110,100,130,1200,440,370,170,880,3260,1000
2020-08-07大　村長崎新聞社杯12R,100,100,140,390,270,150,140,270,910,330
2020-08-07芦　屋ＲＫＢラジオ杯1R,100,100,300,300,310,160,1300,2520,5460,3230
2020-08-07芦　屋ＲＫＢラジオ杯2R,140,130,260,610,530,320,220,640,3140,1820
2020-08-07芦　屋ＲＫＢラジオ杯3R,380,120,450,4970,3000,650,290,900,14220,2670
2020-08-07芦　屋ＲＫＢラジオ杯4R,140,100,100,260,180,120,130,220,460,220
2020-08-07芦　屋ＲＫＢラジオ杯5R,220,200,450,1140,1160,180,100,190,1820,270
2020-08-07芦　屋ＲＫＢラジオ杯6R,120,100,180,330,200,160,190,340,770,370
2020-08-07芦　屋ＲＫＢラジオ杯7R,150,100,150,420,420,170,220,300,1080,380
2020-08-07芦　屋ＲＫＢラジオ杯8R,570,310,180,1820,940,200,740,300,7510,1480
2020-08-07芦　屋ＲＫＢラジオ杯9R,990,120,140,2810,950,200,140,150,4810,250
2020-08-07芦　屋ＲＫＢラジオ杯10R,120,100,100,340,230,120,200,150,630,210
2020-08-07芦　屋ＲＫＢラジオ杯11R,130,110,190,600,470,160,270,320,3810,1890
2020-08-07芦　屋ＲＫＢラジオ杯12R,100,100,210,500,400,200,170,360,1230,630
2020-08-07下　関Ｇ３長府製作所杯1R,250,140,170,410,380,210,320,260,2160,500
2020-08-07下　関Ｇ３長府製作所杯2R,110,100,180,260,330,160,320,480,1230,800
2020-08-07下　関Ｇ３長府製作所杯3R,170,120,480,990,1230,280,480,1530,4030,2480
2020-08-07下　関Ｇ３長府製作所杯4R,560,120,100,1480,170,140,200,280,3860,580
2020-08-07下　関Ｇ３長府製作所杯5R,200,160,100,560,250,130,520,550,2870,770
2020-08-07下　関Ｇ３長府製作所杯6R,170,100,200,370,240,130,110,170,770,270
2020-08-07下　関Ｇ３長府製作所杯7R,800,120,100,780,290,110,430,180,4280,700
2020-08-07下　関Ｇ３長府製作所杯8R,490,110,260,1790,740,190,570,550,5810,2020
2020-08-07下　関Ｇ３長府製作所杯9R,100,130,370,1090,660,320,150,300,2370,470
2020-08-07下　関Ｇ３長府製作所杯10R,290,210,310,2200,1330,390,840,1410,15370,4330
2020-08-07下　関Ｇ３長府製作所杯11R,100,100,220,410,350,190,280,380,1390,800
2020-08-07下　関Ｇ３長府製作所杯12R,280,100,100,520,290,120,210,150,1320,290
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦1R,100,100,130,170,140,110,150,220,400,240
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦2R,130,100,190,310,470,140,130,400,1110,550
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦3R,220,150,120,230,190,130,270,640,1170,530
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦4R,100,110,280,720,580,200,110,250,1580,290
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦5R,280,140,150,420,180,100,130,140,660,210
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦6R,150,100,230,640,420,210,170,510,1620,850
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦7R,440,300,100,2280,330,230,1030,820,11640,2510
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦8R,140,100,160,430,510,300,200,280,1320,620
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦9R,690,300,130,3210,600,120,1510,480,19880,2230
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦10R,750,150,560,1800,1710,230,120,190,4450,240
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦11R,370,100,130,240,170,130,400,1300,1960,1210
2020-08-07徳　山スカパー！・ＪＬＣ杯徳山ルーキーシリーズ第１４戦12R,110,110,300,320,250,120,180,480,1040,590
2020-08-07児　島第２５回日本財団会長杯1R,830,720,250,25640,10080,1140,450,230,68170,1310
2020-08-07児　島第２５回日本財団会長杯2R,280,100,280,670,440,200,160,250,1520,400
2020-08-07児　島第２５回日本財団会長杯3R,120,140,250,2420,1690,300,180,380,5160,910
2020-08-07児　島第２５回日本財団会長杯4R,210,200,720,1530,960,760,220,610,5420,1720
2020-08-07児　島第２５回日本財団会長杯5R,100,110,360,1170,880,190,130,490,2070,630
2020-08-07児　島第２５回日本財団会長杯6R,300,110,730,1270,1140,460,200,1620,4350,2070
2020-08-07児　島第２５回日本財団会長杯7R,100,140,230,3640,2900,450,150,390,6080,620
2020-08-07児　島第２５回日本財団会長杯8R,220,200,140,610,260,250,480,430,2600,960
2020-08-07児　島第２５回日本財団会長杯9R,120,100,270,510,380,180,250,280,1860,770
2020-08-07児　島第２５回日本財団会長杯10R,550,140,140,1230,810,160,140,120,3570,250
2020-08-07児　島第２５回日本財団会長杯11R,120,100,130,410,390,190,260,400,2000,1230
2020-08-07児　島第２５回日本財団会長杯12R,260,100,210,6820,5510,910,410,690,39180,5680
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ1R,980,380,450,3770,3020,650,2460,870,56850,18300
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ2R,120,120,260,340,330,280,110,170,780,320
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ3R,1600,390,460,4090,2060,560,680,360,15890,1030
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ4R,400,200,1120,2110,1360,260,100,290,3820,330
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ5R,170,100,120,260,180,130,270,330,1150,420
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ6R,480,130,200,2490,1570,340,170,340,10050,630
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ7R,200,180,210,850,760,190,180,210,4120,820
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ8R,140,120,260,360,310,150,320,380,2240,940
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ9R,340,100,140,370,380,230,550,190,1210,650
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ10R,140,110,240,180,140,130,370,810,1500,750
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ11R,2680,450,1330,5150,4200,1130,200,600,15550,6000
2020-08-07　津　ＢＴＳ名張５周年記念モンスターカップ12R,150,100,190,340,330,160,430,840,2510,1710
2020-08-07蒲　郡男女Ｗ優勝戦1R,980,530,1080,6420,2160,700,390,440,27840,2070
2020-08-07蒲　郡男女Ｗ優勝戦2R,100,100,120,510,240,140,160,320,1130,490
2020-08-07蒲　郡男女Ｗ優勝戦3R,740,2080,2480,23810,10780,1500,600,620,78050,5260
2020-08-07蒲　郡男女Ｗ優勝戦4R,200,100,100,390,360,130,210,250,1360,480
