レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-15福　岡第１４回ペラ坊ショップ杯1R,100,100,130,670,430,150,150,120,1340,400
2020-09-15福　岡第１４回ペラ坊ショップ杯2R,130,120,100,160,160,130,290,290,520,220
2020-09-15福　岡第１４回ペラ坊ショップ杯3R,960,150,130,1810,600,260,250,150,3450,170
2020-09-15福　岡第１４回ペラ坊ショップ杯4R,130,100,170,170,310,200,220,460,1370,670
2020-09-15福　岡第１４回ペラ坊ショップ杯5R,120,100,120,260,490,110,110,100,400,140
2020-09-15福　岡第１４回ペラ坊ショップ杯6R,210,210,1660,1740,1040,250,100,150,3750,440
2020-09-15福　岡第１４回ペラ坊ショップ杯7R,750,190,100,5510,1410,290,670,260,15440,2320
2020-09-15福　岡第１４回ペラ坊ショップ杯8R,110,100,270,410,380,170,110,330,1330,410
2020-09-15福　岡第１４回ペラ坊ショップ杯9R,1000,260,750,4720,3150,1180,690,1000,34970,5420
2020-09-15福　岡第１４回ペラ坊ショップ杯10R,150,110,670,1780,1810,690,170,1030,8110,2980
2020-09-15福　岡第１４回ペラ坊ショップ杯11R,100,110,110,190,290,120,390,570,1180,660
2020-09-15福　岡第１４回ペラ坊ショップ杯12R,120,130,170,500,490,250,250,470,2190,590
2020-09-15若　松オールレディースＪＡＬカップ1R,470,100,130,860,260,130,460,680,4400,1120
2020-09-15若　松オールレディースＪＡＬカップ2R,220,100,170,570,220,190,160,250,2410,460
2020-09-15若　松オールレディースＪＡＬカップ3R,210,180,200,660,450,200,120,140,1310,260
2020-09-15若　松オールレディースＪＡＬカップ4R,300,150,270,1530,1200,320,610,980,17800,5730
2020-09-15若　松オールレディースＪＡＬカップ5R,1020,610,390,7000,1070,400,520,260,18100,4340
2020-09-15若　松オールレディースＪＡＬカップ6R,320,170,320,2510,2190,280,110,140,4200,340
2020-09-15若　松オールレディースＪＡＬカップ7R,280,150,160,450,410,100,140,190,810,330
2020-09-15若　松オールレディースＪＡＬカップ8R,280,100,330,860,690,200,130,560,2810,1170
2020-09-15若　松オールレディースＪＡＬカップ9R,120,100,360,1460,880,390,110,760,4160,1360
2020-09-15若　松オールレディースＪＡＬカップ10R,190,140,440,2140,1380,210,130,340,5600,450
2020-09-15若　松オールレディースＪＡＬカップ11R,100,100,390,1450,1220,270,130,720,4260,1100
2020-09-15若　松オールレディースＪＡＬカップ12R,110,130,480,440,390,180,150,350,1130,450
2020-09-15下　関オラレ下関オープン６周年記念1R,160,100,530,2370,330,280,140,390,6180,550
2020-09-15下　関オラレ下関オープン６周年記念2R,210,110,100,960,260,160,330,170,3180,280
2020-09-15下　関オラレ下関オープン６周年記念3R,290,160,100,490,170,260,250,300,1410,470
2020-09-15下　関オラレ下関オープン６周年記念4R,470,330,230,1900,900,160,820,490,13790,2370
2020-09-15下　関オラレ下関オープン６周年記念5R,110,100,140,190,230,120,160,360,760,460
2020-09-15下　関オラレ下関オープン６周年記念6R,400,100,100,240,220,110,130,150,700,230
2020-09-15下　関オラレ下関オープン６周年記念7R,390,130,100,570,180,100,290,190,1790,450
2020-09-15下　関オラレ下関オープン６周年記念8R,100,110,240,310,160,160,210,320,760,410
2020-09-15下　関オラレ下関オープン６周年記念9R,220,100,100,260,320,140,120,380,690,290
2020-09-15下　関オラレ下関オープン６周年記念10R,130,160,130,300,160,130,310,240,1110,270
2020-09-15下　関オラレ下関オープン６周年記念11R,130,110,180,300,180,170,110,220,610,260
2020-09-15下　関オラレ下関オープン６周年記念12R,110,100,190,330,360,220,140,410,1060,360
2020-09-15徳　山スポーツ報知杯争奪戦1R,100,100,140,250,230,110,120,170,500,190
2020-09-15徳　山スポーツ報知杯争奪戦2R,450,110,100,820,210,110,510,430,6010,1060
2020-09-15徳　山スポーツ報知杯争奪戦3R,130,130,380,700,490,250,240,710,2110,1000
2020-09-15徳　山スポーツ報知杯争奪戦4R,100,100,330,510,360,200,120,300,1150,340
2020-09-15徳　山スポーツ報知杯争奪戦5R,430,130,130,1310,450,160,140,160,2190,240
2020-09-15徳　山スポーツ報知杯争奪戦6R,740,410,290,5280,2290,720,750,540,18620,4460
2020-09-15徳　山スポーツ報知杯争奪戦7R,350,200,150,610,280,100,160,120,1000,190
2020-09-15徳　山スポーツ報知杯争奪戦8R,120,100,250,600,270,190,130,520,1230,570
2020-09-15徳　山スポーツ報知杯争奪戦9R,1200,280,230,2230,1060,590,790,450,16390,4160
2020-09-15徳　山スポーツ報知杯争奪戦10R,140,100,220,1620,1280,610,250,1210,8600,2110
2020-09-15徳　山スポーツ報知杯争奪戦11R,100,100,150,190,200,110,130,280,610,310
2020-09-15徳　山スポーツ報知杯争奪戦12R,100,100,270,630,460,220,170,410,2160,600
2020-09-15宮　島宮島チャンピオンカップ開設６６周年1R,140,140,260,490,350,170,220,380,1680,640
2020-09-15宮　島宮島チャンピオンカップ開設６６周年2R,100,120,370,270,290,140,130,290,870,460
2020-09-15宮　島宮島チャンピオンカップ開設６６周年3R,120,130,220,220,210,130,150,270,590,290
2020-09-15宮　島宮島チャンピオンカップ開設６６周年4R,100,100,290,540,390,180,200,540,1560,1020
2020-09-15宮　島宮島チャンピオンカップ開設６６周年5R,980,150,100,1800,320,120,300,130,5120,350
2020-09-15宮　島宮島チャンピオンカップ開設６６周年6R,130,100,100,340,230,120,250,370,1560,790
2020-09-15宮　島宮島チャンピオンカップ開設６６周年7R,150,110,110,460,410,170,300,450,1770,1000
2020-09-15宮　島宮島チャンピオンカップ開設６６周年8R,110,110,550,770,650,220,190,690,3330,920
2020-09-15宮　島宮島チャンピオンカップ開設６６周年9R,110,120,270,360,300,160,220,350,1040,530
2020-09-15宮　島宮島チャンピオンカップ開設６６周年10R,110,140,510,480,460,270,170,420,1260,610
2020-09-15宮　島宮島チャンピオンカップ開設６６周年11R,690,200,110,2840,390,140,410,190,7700,560
2020-09-15宮　島宮島チャンピオンカップ開設６６周年12R,140,120,210,390,350,170,150,240,1010,390
2020-09-15住之江住之江オータムレース1R,110,100,110,200,170,140,280,210,1370,560
2020-09-15住之江住之江オータムレース2R,100,100,120,770,250,330,380,1170,6530,3320
2020-09-15住之江住之江オータムレース3R,360,220,280,890,510,190,180,300,2110,340
2020-09-15住之江住之江オータムレース4R,200,100,350,440,330,170,360,500,2320,1490
2020-09-15住之江住之江オータムレース5R,110,100,240,580,480,250,110,280,1080,380
2020-09-15住之江住之江オータムレース6R,310,160,410,1570,1480,240,200,400,5350,1030
2020-09-15住之江住之江オータムレース7R,250,110,100,440,280,200,390,250,2460,1030
2020-09-15住之江住之江オータムレース8R,950,270,150,2600,580,220,2280,1140,41190,5670
2020-09-15住之江住之江オータムレース9R,120,100,100,250,270,130,140,180,550,230
2020-09-15住之江住之江オータムレース10R,400,230,1320,3430,2580,290,130,290,9250,420
2020-09-15住之江住之江オータムレース11R,1470,470,100,3690,1230,320,520,170,18860,1250
2020-09-15住之江住之江オータムレース12R,320,100,100,960,220,170,510,280,6530,920
2020-09-15三　国マスターズリーグ第５戦1R,110,130,290,610,520,130,820,1180,5650,2910
2020-09-15三　国マスターズリーグ第５戦2R,110,110,140,730,680,190,240,910,2410,1560
2020-09-15三　国マスターズリーグ第５戦3R,170,100,170,590,500,210,100,320,1100,310
2020-09-15三　国マスターズリーグ第５戦4R,120,100,100,200,300,120,190,290,600,380
2020-09-15三　国マスターズリーグ第５戦5R,430,280,530,9290,10200,670,400,1250,42750,5510
2020-09-15三　国マスターズリーグ第５戦6R,1260,780,220,3810,1290,210,520,260,18270,1270
2020-09-15三　国マスターズリーグ第５戦7R,350,220,300,1240,790,320,510,400,7710,1950
2020-09-15三　国マスターズリーグ第５戦8R,350,360,1160,6240,3930,1090,400,1090,30420,7620
2020-09-15三　国マスターズリーグ第５戦9R,720,690,450,7040,2290,310,860,430,15470,3050
2020-09-15三　国マスターズリーグ第５戦10R,140,170,330,360,280,190,100,190,960,360
2020-09-15三　国マスターズリーグ第５戦11R,120,100,150,360,310,130,160,410,1190,620
2020-09-15三　国マスターズリーグ第５戦12R,1280,580,280,5840,1440,290,610,280,21160,2320
2020-09-15常　滑第３４回半田大賞1R,150,100,210,770,510,270,340,410,2580,850
2020-09-15常　滑第３４回半田大賞2R,160,100,110,300,250,150,200,550,2820,1550
2020-09-15常　滑第３４回半田大賞3R,900,230,200,1740,600,180,170,130,4230,250
2020-09-15常　滑第３４回半田大賞4R,200,100,100,280,330,120,200,260,610,200
2020-09-15常　滑第３４回半田大賞5R,920,180,100,1460,180,150,280,100,3150,360
2020-09-15常　滑第３４回半田大賞6R,100,110,170,400,540,250,310,860,1550,890
2020-09-15常　滑第３４回半田大賞7R,100,110,170,350,410,120,100,190,630,190
2020-09-15常　滑第３４回半田大賞8R,160,150,130,790,970,120,100,140,1650,270
2020-09-15常　滑第３４回半田大賞9R,610,190,110,3880,290,140,930,470,12060,1390
2020-09-15常　滑第３４回半田大賞10R,110,100,100,190,220,100,420,710,1050,430
2020-09-15常　滑第３４回半田大賞11R,120,100,130,320,280,120,100,100,460,150
2020-09-15常　滑第３４回半田大賞12R,100,100,900,710,580,270,190,790,3360,1610
2020-09-15蒲　郡中京スポーツ杯争奪1R,800,150,140,3590,1740,630,3090,630,63180,5700
2020-09-15蒲　郡中京スポーツ杯争奪2R,140,140,520,1610,910,200,180,450,5700,600
2020-09-15蒲　郡中京スポーツ杯争奪3R,250,240,240,600,230,450,420,330,1580,410
2020-09-15蒲　郡中京スポーツ杯争奪4R,680,490,560,1160,1340,420,200,200,3320,500
2020-09-15蒲　郡中京スポーツ杯争奪5R,100,100,190,300,550,170,390,890,1220,640
2020-09-15蒲　郡中京スポーツ杯争奪6R,120,110,210,620,680,160,220,330,1960,540
2020-09-15蒲　郡中京スポーツ杯争奪7R,130,110,340,550,640,200,130,280,1110,460
2020-09-15蒲　郡中京スポーツ杯争奪8R,100,100,100,330,230,170,250,760,1270,780
2020-09-15蒲　郡中京スポーツ杯争奪9R,830,160,100,1460,310,150,370,220,6190,700
2020-09-15蒲　郡中京スポーツ杯争奪10R,470,160,290,1460,1020,410,1150,930,3460,1640
2020-09-15蒲　郡中京スポーツ杯争奪11R,140,100,260,1160,690,330,710,2100,8360,4720
2020-09-15蒲　郡中京スポーツ杯争奪12R,940,250,130,2330,750,220,420,140,5710,550
2020-09-15平和島第３３回キリンカップ1R,170,120,100,500,250,130,350,390,2630,840
2020-09-15平和島第３３回キリンカップ2R,140,240,340,1240,750,370,450,760,5260,2580
2020-09-15平和島第３３回キリンカップ3R,1710,400,150,5660,1120,270,450,230,16210,1460
2020-09-15平和島第３３回キリンカップ4R,180,100,420,910,840,220,470,680,5910,1610
2020-09-15平和島第３３回キリンカップ5R,810,260,310,2720,1390,220,140,140,6010,390
2020-09-15平和島第３３回キリンカップ6R,130,250,420,410,360,160,280,240,1220,420
2020-09-15平和島第３３回キリンカップ7R,130,120,260,580,350,300,170,590,1450,580
2020-09-15平和島第３３回キリンカップ8R,770,330,650,2690,670,500,170,250,11310,780
