レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-12尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦6R,100,100,100,170,100,100,150,180,350,190
2020-08-12尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦7R,1280,310,130,2910,850,290,400,170,6960,540
2020-08-12尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦9R,110,120,250,290,290,120,610,1180,3020,1660
2020-08-12尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦10R,130,130,210,1790,1310,280,460,1850,11030,4300
2020-08-12尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦11R,210,100,200,360,340,150,110,190,820,330
2020-08-12尼　崎日本財団会長杯争奪第４８回オール兵庫王座決定戦12R,100,120,190,670,540,110,170,210,1240,460
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ1R,110,100,100,1090,1010,260,200,880,3960,1230
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ2R,120,140,110,380,350,120,380,200,1510,800
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ3R,370,230,310,1350,940,180,190,150,3070,290
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ4R,2180,330,100,4270,940,290,600,300,17500,1260
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ5R,5700,1680,270,7180,2370,310,1580,860,53540,6480
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ6R,260,130,620,1080,840,300,350,450,8080,3010
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ7R,240,100,100,410,240,100,170,160,1120,250
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ8R,290,100,110,380,120,120,180,250,890,220
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ9R,170,160,140,480,280,150,190,290,1160,400
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ10R,410,100,200,190,150,120,170,350,670,340
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ11R,100,100,170,390,390,150,180,680,960,600
2020-08-12琵琶湖滋賀県知事杯争奪第２５回びわこカップ12R,130,120,530,370,440,200,320,630,2470,960
2020-08-12三　国第４８回1R,100,100,110,250,250,140,130,230,490,200
2020-08-12三　国第４８回2R,110,100,100,160,120,100,150,190,360,200
2020-08-12三　国第４８回3R,170,130,170,1360,570,150,110,120,1620,180
2020-08-12三　国第４８回4R,510,100,100,920,210,120,200,150,1670,210
2020-08-12三　国第４８回5R,220,160,110,450,170,140,340,260,1520,340
2020-08-12三　国第４８回6R,270,190,120,510,160,100,180,130,1000,160
2020-08-12三　国第４８回7R,1170,450,270,10900,2540,320,170,170,21020,540
2020-08-12三　国第４８回8R,150,100,240,1230,1040,410,160,510,3580,1160
2020-08-12三　国第４８回9R,140,120,230,650,520,270,260,610,2000,880
2020-08-12三　国第４８回10R,200,110,180,180,130,110,300,310,680,400
2020-08-12三　国第４８回11R,110,120,910,740,640,200,200,530,2290,750
2020-08-12三　国第４８回12R,120,110,130,490,470,190,110,140,960,220
2020-08-12平和島第６０回デイリースポーツサマーカップ1R,200,100,100,340,200,150,210,200,1240,370
2020-08-12平和島第６０回デイリースポーツサマーカップ2R,320,180,100,500,360,140,220,160,1300,320
2020-08-12平和島第６０回デイリースポーツサマーカップ3R,250,110,250,1230,350,320,200,480,4110,920
2020-08-12平和島第６０回デイリースポーツサマーカップ4R,270,150,840,5990,9820,1760,190,1010,46130,3430
2020-08-12平和島第６０回デイリースポーツサマーカップ5R,620,280,460,5160,2440,650,120,300,14960,800
2020-08-12平和島第６０回デイリースポーツサマーカップ6R,140,100,190,490,270,190,340,410,2590,960
2020-08-12平和島第６０回デイリースポーツサマーカップ7R,600,250,650,6690,4290,670,230,340,14550,1250
2020-08-12平和島第６０回デイリースポーツサマーカップ8R,320,190,160,1140,300,160,290,190,2260,470
2020-08-12平和島第６０回デイリースポーツサマーカップ9R,130,120,240,510,610,200,280,360,3910,900
2020-08-12平和島第６０回デイリースポーツサマーカップ10R,140,100,100,330,240,150,380,490,1530,740
2020-08-12平和島第６０回デイリースポーツサマーカップ11R,100,110,510,520,310,170,190,620,1420,720
2020-08-12平和島第６０回デイリースポーツサマーカップ12R,110,110,330,820,860,210,170,610,2290,510
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯1R,400,220,220,1090,440,160,220,200,2800,330
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯2R,320,150,130,530,200,140,400,160,1690,440
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯3R,100,100,380,1360,1730,390,380,1350,5860,2820
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯4R,1200,1400,330,6470,1450,420,390,180,23600,1440
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯5R,520,150,230,2830,1430,580,410,530,12130,3980
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯6R,140,120,610,3090,1780,470,150,520,5820,810
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯7R,110,100,180,410,500,140,260,450,1440,800
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯8R,330,210,200,1890,2120,420,800,780,16290,5020
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯9R,270,140,190,1110,690,300,170,300,3090,590
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯10R,650,390,1200,9190,3660,610,550,860,31310,4410
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯11R,200,210,230,480,320,200,290,300,1440,440
2020-08-12戸　田第４３回戸田ボート大賞・サンケイスポーツ杯12R,390,270,280,9390,3800,900,400,810,32830,4380
