レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念1R,110,100,200,430,450,210,110,490,1330,560
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念2R,110,100,330,6950,8950,1610,490,5200,48150,10050
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念3R,150,110,120,180,140,100,140,140,380,190
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念4R,100,100,120,150,130,100,110,170,350,190
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念5R,100,100,320,330,240,170,210,320,1300,680
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念6R,1170,160,190,6380,1550,310,240,140,18380,550
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念7R,140,120,160,710,370,430,350,600,3270,980
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念8R,110,100,180,160,200,100,230,320,820,420
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念9R,170,110,150,320,210,180,180,510,1660,680
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念10R,160,130,240,700,490,240,1440,1350,4310,3320
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念11R,550,360,570,3120,2570,370,250,370,6340,1280
2020-08-29芦　屋ＢＴＳ高城オープン２２周年記念12R,120,110,350,1080,1460,190,120,420,2500,480
2020-08-29下　関第６６回ボートレースメモリアル1R,170,120,110,490,410,140,180,290,1370,540
2020-08-29下　関第６６回ボートレースメモリアル2R,140,110,190,790,920,280,270,460,3590,970
2020-08-29下　関第６６回ボートレースメモリアル3R,140,110,220,460,340,150,150,430,1270,490
2020-08-29下　関第６６回ボートレースメモリアル4R,120,140,490,1580,1460,300,220,1410,5830,1680
2020-08-29下　関第６６回ボートレースメモリアル5R,100,120,350,470,420,240,210,750,2440,1090
2020-08-29下　関第６６回ボートレースメモリアル6R,100,120,140,230,210,140,160,300,680,370
2020-08-29下　関第６６回ボートレースメモリアル7R,110,130,630,950,940,280,160,380,2470,600
2020-08-29下　関第６６回ボートレースメモリアル8R,120,100,250,790,590,240,180,420,2760,860
2020-08-29下　関第６６回ボートレースメモリアル9R,110,110,100,360,310,170,570,1510,4750,2590
2020-08-29下　関第６６回ボートレースメモリアル10R,130,100,120,330,240,160,300,460,1750,890
2020-08-29下　関第６６回ボートレースメモリアル11R,120,110,190,340,260,130,110,230,700,240
2020-08-29下　関第６６回ボートレースメモリアル12R,120,100,300,360,340,170,130,340,950,400
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯1R,120,100,150,270,210,120,180,190,940,400
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯2R,960,270,150,2560,760,220,250,140,5990,500
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯3R,170,120,140,830,470,210,580,1120,6490,2680
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯4R,410,140,130,670,240,170,230,210,1600,340
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯5R,100,110,190,770,510,210,140,290,1530,390
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯6R,160,160,370,460,420,180,140,290,1040,400
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯7R,100,130,220,560,470,190,350,360,1740,670
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯8R,150,130,230,530,410,170,240,570,1930,1020
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯9R,100,120,110,300,280,190,270,500,1220,620
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯10R,310,160,300,2130,1480,360,150,370,4900,720
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯11R,150,100,110,270,200,140,180,360,810,380
2020-08-29宮　島ヴィーナスシリーズ第１１戦第６回マクール杯12R,100,110,520,1750,1940,550,260,2040,7950,2370
2020-08-29児　島第３６回日本モーターボート選手会会長杯1R,110,100,200,240,380,160,140,200,500,240
2020-08-29児　島第３６回日本モーターボート選手会会長杯2R,610,110,170,1000,300,270,220,260,5060,640
2020-08-29児　島第３６回日本モーターボート選手会会長杯3R,1540,210,140,4530,1730,620,530,1110,22580,6140
2020-08-29児　島第３６回日本モーターボート選手会会長杯4R,730,140,100,1460,440,290,1060,590,4010,820
2020-08-29児　島第３６回日本モーターボート選手会会長杯5R,120,100,210,690,810,220,200,520,2240,770
2020-08-29児　島第３６回日本モーターボート選手会会長杯6R,140,110,130,270,230,110,180,210,570,260
2020-08-29児　島第３６回日本モーターボート選手会会長杯7R,520,240,2340,1970,1940,340,180,600,7310,3090
2020-08-29児　島第３６回日本モーターボート選手会会長杯8R,410,210,420,5030,2980,470,210,370,16090,2690
2020-08-29児　島第３６回日本モーターボート選手会会長杯9R,190,110,160,380,380,130,410,330,1550,520
2020-08-29児　島第３６回日本モーターボート選手会会長杯10R,140,150,280,1570,690,340,200,810,3770,1160
2020-08-29児　島第３６回日本モーターボート選手会会長杯11R,180,100,120,420,490,140,100,210,1030,200
2020-08-29児　島第３６回日本モーターボート選手会会長杯12R,150,100,100,390,270,150,320,450,1690,950
2020-08-29尼　崎餃子大好き大阪王将杯1R,130,130,170,490,300,190,120,140,770,180
2020-08-29尼　崎餃子大好き大阪王将杯2R,400,110,100,460,190,140,250,200,1350,360
2020-08-29尼　崎餃子大好き大阪王将杯3R,610,100,140,1420,410,130,120,100,2980,180
2020-08-29尼　崎餃子大好き大阪王将杯4R,230,130,260,500,260,130,190,140,970,350
2020-08-29尼　崎餃子大好き大阪王将杯5R,100,100,150,450,360,120,220,410,1390,700
2020-08-29尼　崎餃子大好き大阪王将杯6R,290,180,160,450,130,110,250,190,1490,340
2020-08-29尼　崎餃子大好き大阪王将杯7R,360,150,350,850,610,190,210,430,3200,720
2020-08-29尼　崎餃子大好き大阪王将杯8R,1200,130,100,2210,300,260,530,120,6490,390
2020-08-29尼　崎餃子大好き大阪王将杯9R,110,100,160,1220,1060,210,190,670,5940,1410
2020-08-29尼　崎餃子大好き大阪王将杯10R,100,100,130,280,400,150,490,420,2200,930
2020-08-29尼　崎餃子大好き大阪王将杯11R,130,100,220,500,520,210,160,700,2100,640
2020-08-29尼　崎餃子大好き大阪王将杯12R,230,100,160,470,440,230,190,570,1830,1110
2020-08-29琵琶湖第８回近江牛カップ1R,100,100,260,510,330,160,1610,3660,10460,7600
2020-08-29琵琶湖第８回近江牛カップ2R,200,120,130,570,380,150,170,440,1720,620
2020-08-29琵琶湖第８回近江牛カップ3R,400,330,140,930,810,240,590,410,5880,1130
2020-08-29琵琶湖第８回近江牛カップ4R,390,140,100,1500,720,230,240,380,5870,890
2020-08-29琵琶湖第８回近江牛カップ5R,110,160,1950,2320,1310,570,790,1330,16920,7750
2020-08-29琵琶湖第８回近江牛カップ6R,100,100,650,1070,1230,470,310,810,7470,1940
2020-08-29琵琶湖第８回近江牛カップ7R,150,120,210,430,360,130,310,260,2090,690
2020-08-29琵琶湖第８回近江牛カップ8R,220,130,140,580,220,160,200,140,1540,310
2020-08-29琵琶湖第８回近江牛カップ9R,1290,190,150,2490,1330,370,1050,1880,15220,8770
2020-08-29琵琶湖第８回近江牛カップ10R,430,160,210,1500,840,270,170,290,4210,470
2020-08-29琵琶湖第８回近江牛カップ11R,200,210,660,1370,1400,420,230,460,4380,1060
2020-08-29琵琶湖第８回近江牛カップ12R,1350,370,240,10990,2200,620,190,230,24240,1210
2020-08-29三　国スズキ・カープラザカップ1R,120,100,180,240,230,150,230,620,880,470
2020-08-29三　国スズキ・カープラザカップ2R,130,100,110,150,140,130,440,850,2080,1410
2020-08-29三　国スズキ・カープラザカップ3R,120,130,1040,8210,8070,1200,180,1300,45400,6710
2020-08-29三　国スズキ・カープラザカップ4R,950,220,110,1850,280,160,410,220,7910,510
