レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-18大　村ヴィーナスシリーズ第１０戦1R,160,130,110,350,250,140,150,230,650,290
2020-08-18大　村ヴィーナスシリーズ第１０戦2R,390,150,140,1350,1210,120,150,120,2910,240
2020-08-18大　村ヴィーナスシリーズ第１０戦3R,520,120,150,1780,580,190,140,120,2830,300
2020-08-18大　村ヴィーナスシリーズ第１０戦4R,160,120,140,440,210,100,130,230,1160,420
2020-08-18大　村ヴィーナスシリーズ第１０戦5R,300,140,320,4030,1620,270,120,190,8670,420
2020-08-18大　村ヴィーナスシリーズ第１０戦6R,370,180,130,850,460,180,170,130,1560,310
2020-08-18大　村ヴィーナスシリーズ第１０戦7R,160,100,250,650,620,160,120,180,1220,240
2020-08-18大　村ヴィーナスシリーズ第１０戦8R,180,110,280,1270,1130,320,150,350,3210,370
2020-08-18大　村ヴィーナスシリーズ第１０戦9R,140,130,360,1010,880,210,180,470,3130,1020
2020-08-18大　村ヴィーナスシリーズ第１０戦10R,140,100,200,620,460,260,150,580,1690,760
2020-08-18大　村ヴィーナスシリーズ第１０戦11R,130,120,220,870,590,190,120,260,2450,580
2020-08-18大　村ヴィーナスシリーズ第１０戦12R,100,100,100,270,180,130,130,300,660,300
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦1R,100,100,260,490,430,290,280,1010,3120,1300
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦2R,170,100,100,270,150,100,210,250,890,350
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦3R,110,100,100,320,190,120,260,320,970,460
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦4R,110,110,410,380,450,140,110,220,750,290
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦5R,1660,480,180,7830,2990,340,210,140,13600,510
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦6R,170,130,140,460,290,120,210,280,1000,450
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦7R,380,150,100,1820,280,120,310,170,5490,410
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦8R,160,120,230,1190,1340,280,160,780,8950,2070
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦9R,190,110,140,570,250,190,180,510,2090,730
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦10R,2720,1730,900,45980,15640,2730,430,1180,257400,7440
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦11R,100,100,100,130,120,100,110,160,330,190
2020-08-18芦　屋九スポ杯争奪オール九州選抜戦12R,100,100,170,250,310,190,340,1060,1870,1170
2020-08-18下　関トランスワードトロフィー２０２０お盆特選1R,140,100,100,330,250,140,150,260,810,370
2020-08-18下　関トランスワードトロフィー２０２０お盆特選2R,490,290,730,1650,910,180,140,180,3450,230
2020-08-18下　関トランスワードトロフィー２０２０お盆特選3R,160,100,150,300,260,100,190,120,780,260
2020-08-18下　関トランスワードトロフィー２０２０お盆特選4R,260,170,370,620,540,110,140,280,1470,670
2020-08-18下　関トランスワードトロフィー２０２０お盆特選5R,170,110,840,4640,3490,530,200,1900,18840,1540
2020-08-18下　関トランスワードトロフィー２０２０お盆特選6R,230,110,100,460,160,200,200,160,1220,290
