レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念1R,100,100,130,200,140,120,210,280,710,370
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念2R,270,130,180,1560,1170,270,460,970,5530,2650
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念3R,780,180,100,2000,670,150,130,100,3980,160
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念4R,100,100,120,370,420,190,190,1600,1390,710
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念5R,1650,350,100,3150,1120,160,230,130,7650,350
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念6R,380,240,1210,8950,7390,840,300,1100,38300,3350
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念7R,120,100,100,290,220,130,740,840,5980,2770
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念8R,130,100,220,160,140,100,100,160,420,230
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念9R,550,120,730,3970,2980,490,220,440,21420,1400
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念10R,460,250,350,1600,1270,190,170,350,5260,590
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念11R,360,100,100,320,170,120,280,250,1060,400
2020-08-28芦　屋ＢＴＳ高城オープン２２周年記念12R,3450,270,100,8650,1050,370,1230,190,32850,1390
2020-08-28下　関第６６回ボートレースメモリアル1R,100,140,120,300,320,130,190,280,980,420
2020-08-28下　関第６６回ボートレースメモリアル2R,160,100,200,440,380,130,110,130,890,220
2020-08-28下　関第６６回ボートレースメモリアル3R,590,190,650,5810,3520,590,220,460,24560,1270
2020-08-28下　関第６６回ボートレースメモリアル4R,750,410,100,3780,680,220,340,160,15880,780
2020-08-28下　関第６６回ボートレースメモリアル5R,580,140,180,1090,850,320,1350,1050,8100,2740
2020-08-28下　関第６６回ボートレースメモリアル6R,110,130,230,470,440,200,170,240,1160,480
2020-08-28下　関第６６回ボートレースメモリアル7R,190,150,380,950,880,320,220,890,2860,1250
2020-08-28下　関第６６回ボートレースメモリアル8R,120,130,760,2660,2270,390,180,580,7170,940
2020-08-28下　関第６６回ボートレースメモリアル9R,120,100,180,320,290,170,140,340,850,360
2020-08-28下　関第６６回ボートレースメモリアル10R,340,200,670,7300,2920,430,370,880,28530,4980
2020-08-28下　関第６６回ボートレースメモリアル11R,130,170,550,990,1140,250,260,820,4480,1700
2020-08-28下　関第６６回ボートレースメモリアル12R,110,110,480,760,710,260,190,590,2490,650
2020-08-28宮　島ヴィーナスシリーズ第１１戦第６回マクール杯1R,100,100,100,240,200,140,170,270,590,310
